------------------------------------------------------------------------------------------------------------------
time (s)	 T (K)	 R1 (Ohm)	 Theta1 (deg.)	 X1 (Ohm)	 R2 (Ohm)	 Theta2 (deg.)	 X2 (Ohm)	 Vgate (V) 	 Ileak (nA)
------------------------------------------------------------------------------------------------------------------

1656024328.4111111	9.99000	109.215500000	-9.70	107.653454824	0.054609500	-2.96	0.054536740	 -26.000	 -0.813
1656024333.9932649	9.98900	273.047500000	-9.70	269.142261914	0.109219000	-2.96	0.109073480	 -26.000	 1.023
1656024339.2412920	9.98100	546.095000000	-9.70	538.294158234	0.218438000	-2.95	0.218148139	 -26.000	 0.979
1656024344.5159481	9.96800	1092.190000000	-9.70	1076.569047654	0.338015000	-2.96	0.337564639	 -26.000	 -0.467
1656024348.7928891	9.96100	1696.175000000	-9.70	1671.915604798	0.337984000	-2.96	0.337531852	 -26.000	 -0.430
1656024349.9827280	9.95800	1696.025000000	-9.70	1671.767750160	0.337984000	-2.96	0.337533680	 -26.000	 1.173
1656024351.1881649	9.95500	1696.025000000	-9.70	1671.767750160	0.337984000	-2.95	0.337535505	 -26.000	 0.574
1656024352.8790269	9.95100	1696.025000000	-9.70	1671.767750160	0.337954000	-2.96	0.337503720	 -26.000	 -1.132
1656024354.2619879	9.94900	1696.025000000	-9.70	1671.767750160	0.337954000	-2.96	0.337503720	 -26.000	 -0.861
1656024355.4617960	9.94600	1696.025000000	-9.70	1671.797672052	0.337954000	-2.96	0.337503720	 -26.000	 0.589
1656024356.9162819	9.93900	1696.025000000	-9.70	1671.767750160	0.337923000	-2.96	0.337472762	 -26.000	 -0.987
1656024358.6616371	9.93500	1696.025000000	-9.70	1671.797672052	0.337954000	-2.96	0.337503720	 -26.000	 0.100
1656024360.0505850	9.93100	1696.025000000	-9.70	1671.767750160	0.337954000	-2.95	0.337505545	 -26.000	 1.058
1656024361.7700140	9.92800	1695.870000000	-9.70	1671.614967034	0.337923000	-2.96	0.337470934	 -26.000	 -0.312
1656024363.0808799	9.92200	1695.870000000	-9.70	1671.644886192	0.337923000	-2.95	0.337474586	 -26.000	 -0.122
1656024364.7803550	9.91900	1695.720000000	-9.70	1671.497028907	0.337893000	-2.96	0.337440974	 -26.000	 -1.222
1656024366.0709300	9.91200	1695.720000000	-9.70	1671.497028907	0.337893000	-2.96	0.337442802	 -26.000	 -0.745
1656024367.7740409	9.91000	1695.720000000	-9.70	1671.497028907	0.337893000	-2.95	0.337444626	 -26.000	 -1.080
1656024369.0107520	9.90600	1695.720000000	-9.70	1671.497028907	0.337893000	-2.96	0.337442802	 -26.000	 -0.078
1656024370.7016120	9.90000	1695.720000000	-9.70	1671.497028907	0.337893000	-2.96	0.337442802	 -26.000	 0.791
1656024372.0001581	9.89500	1695.720000000	-9.70	1671.497028907	0.337862000	-2.95	0.337413667	 -26.000	 1.398
1656024373.6886630	9.89000	1695.565000000	-9.70	1671.344243047	0.337862000	-2.95	0.337413667	 -26.000	 0.939
1656024375.1075330	9.88200	1695.565000000	-9.70	1671.314329270	0.337862000	-2.95	0.337413667	 -26.000	 0.644
1656024376.7984071	9.87900	1695.565000000	-9.70	1671.314329270	0.337862000	-2.95	0.337413667	 -26.000	 -1.087
