------------------------------------------------------------------------------------------------------------------
time (s)	 T (K)	 R1 (Ohm)	 Theta1 (deg.)	 X1 (Ohm)	 R2 (Ohm)	 Theta2 (deg.)	 X2 (Ohm)	 Vgate (V) 	 Ileak (nA)
------------------------------------------------------------------------------------------------------------------

1656007288.3439620	9.99100	2530.230000000	-10.55	2487.473903388	0.504276000	-3.81	0.503161493	 -138.000	 -0.474
1656007290.5580630	9.99000	2530.535000000	-10.55	2487.773749466	0.504276000	-3.80	0.503164999	 -138.000	 0.894
1656007292.7681701	9.98900	2530.535000000	-10.55	2487.773749466	0.504276000	-3.81	0.503161493	 -138.000	 0.204
1656007293.9639821	9.98700	2530.535000000	-10.55	2487.773749466	0.504276000	-3.80	0.503164999	 -138.000	 -1.746
1656007295.6697891	9.98600	2530.535000000	-10.55	2487.773749466	0.504276000	-3.80	0.503164999	 -138.000	 -0.647
1656007296.8606119	9.98300	2530.535000000	-10.55	2487.773749466	0.504276000	-3.81	0.503161493	 -138.000	 -0.062
1656007298.7302730	9.98200	2530.535000000	-10.55	2487.773749466	0.504276000	-3.80	0.503164999	 -138.000	 -0.086
1656007299.9623499	9.97900	2530.535000000	-10.55	2487.773749466	0.504276000	-3.80	0.503164999	 -138.000	 -1.230
1656007301.7834570	9.97800	2530.535000000	-10.55	2487.773749466	0.504276000	-3.81	0.503161493	 -138.000	 -1.326
1656007302.9812970	9.97300	2530.535000000	-10.55	2487.773749466	0.504276000	-3.81	0.503161493	 -138.000	 -1.217
1656007304.8748951	9.96900	2530.535000000	-10.55	2487.725225687	0.504337000	-3.80	0.503225864	 -138.000	 -0.103
1656007306.0700631	9.96600	2530.535000000	-10.55	2487.725225687	0.504337000	-3.80	0.503225864	 -138.000	 -1.467
1656007307.8632879	9.96400	2530.535000000	-10.55	2487.773749466	0.504337000	-3.81	0.503222358	 -138.000	 -0.151
1656007309.0687139	9.96000	2530.535000000	-10.55	2487.773749466	0.504337000	-3.80	0.503225864	 -138.000	 -1.616
1656007310.7984619	9.95700	2530.535000000	-10.55	2487.773749466	0.504337000	-3.80	0.503225864	 -138.000	 -1.305
1656007311.9889290	9.95300	2530.535000000	-10.55	2487.773749466	0.504337000	-3.81	0.503222358	 -138.000	 -0.802
1656007313.7655439	9.95000	2530.535000000	-10.55	2487.725225687	0.504337000	-3.80	0.503225864	 -138.000	 -0.094
1656007314.9643531	9.94500	2530.535000000	-10.55	2487.725225687	0.504337000	-3.81	0.503222358	 -138.000	 0.710
1656007316.6737900	9.94100	2530.535000000	-10.55	2487.725225687	0.504337000	-3.80	0.503225864	 -138.000	 -0.320
1656007317.8682549	9.93800	2530.535000000	-10.55	2487.725225687	0.504337000	-3.80	0.503225864	 -138.000	 0.423
1656007319.7406180	9.93300	2530.840000000	-10.55	2488.025065916	0.504398000	-3.81	0.503283223	 -138.000	 -1.579
1656007320.9659960	9.92700	2530.840000000	-10.55	2488.025065916	0.504398000	-3.80	0.503286730	 -138.000	 0.917
1656007322.7914851	9.92500	2530.840000000	-10.55	2488.025065916	0.504398000	-3.80	0.503286730	 -138.000	 0.627
