------------------------------------------------------------------------------------------------------------------
time (s)	 T (K)	 R1 (Ohm)	 Theta1 (deg.)	 X1 (Ohm)	 R2 (Ohm)	 Theta2 (deg.)	 X2 (Ohm)	 Vgate (V) 	 Ileak (nA)
------------------------------------------------------------------------------------------------------------------

1656004854.4336510	9.98900	2703.570000000	-10.72	2656.369542684	0.538822000	-3.98	0.537519932	 -154.000	 -1.220
1656004855.9220281	9.98900	2703.570000000	-10.72	2656.369542684	0.538822000	-3.98	0.537519932	 -154.000	 -0.576
1656004857.1145029	9.98800	2703.570000000	-10.72	2656.369542684	0.538822000	-3.98	0.537519932	 -154.000	 0.560
1656004858.9376459	9.98800	2703.570000000	-10.72	2656.369542684	0.538822000	-3.98	0.537523849	 -154.000	 -1.474
1656004860.1823299	9.98700	2703.570000000	-10.72	2656.369542684	0.538822000	-3.98	0.537523849	 -154.000	 -1.579
1656004862.0034759	9.98500	2703.570000000	-10.72	2656.369542684	0.538822000	-3.98	0.537523849	 -154.000	 -1.400
1656004863.1962969	9.98300	2703.570000000	-10.72	2656.369542684	0.538822000	-3.98	0.537523849	 -154.000	 -1.020
1656004865.1151831	9.98100	2703.570000000	-10.72	2656.369542684	0.538883000	-3.98	0.537584702	 -154.000	 -1.643
1656004866.3080060	9.97800	2703.875000000	-10.72	2656.669217821	0.538883000	-3.98	0.537584702	 -154.000	 -0.658
1656004868.1959729	9.97500	2703.875000000	-10.72	2656.669217821	0.538822000	-3.98	0.537519932	 -154.000	 -0.783
1656004869.3971260	9.97200	2703.875000000	-10.72	2656.669217821	0.538883000	-3.98	0.537580784	 -154.000	 0.372
1656004871.2861021	9.96800	2703.875000000	-10.72	2656.669217821	0.538883000	-3.98	0.537584702	 -154.000	 -1.548
1656004872.4925220	9.96500	2703.875000000	-10.72	2656.669217821	0.538944000	-3.98	0.537641637	 -154.000	 -0.015
1656004873.8123569	9.96300	2703.875000000	-10.72	2656.669217821	0.538944000	-3.98	0.537645555	 -154.000	 -1.459
1656004875.0048261	9.95900	2703.875000000	-10.72	2656.669217821	0.538944000	-3.98	0.537645555	 -154.000	 0.465
1656004876.9356799	9.95600	2704.180000000	-10.72	2656.968892958	0.538944000	-3.98	0.537641637	 -154.000	 -1.636
1656004878.1787210	9.95200	2704.180000000	-10.72	2656.968892958	0.538944000	-3.97	0.537649468	 -154.000	 0.217
1656004880.0706611	9.94800	2704.180000000	-10.72	2656.968892958	0.538944000	-3.97	0.537649468	 -154.000	 0.427
1656004881.2910700	9.94400	2704.180000000	-10.72	2656.968892958	0.538944000	-3.98	0.537645555	 -154.000	 -0.773
1656004883.0956089	9.94100	2704.180000000	-10.72	2656.968892958	0.539005000	-3.98	0.537702490	 -154.000	 -1.813
1656004884.2910740	9.93600	2704.180000000	-10.72	2656.968892958	0.539005000	-3.98	0.537706408	 -154.000	 0.173
1656004886.0912769	9.93200	2704.485000000	-10.72	2657.268568096	0.539005000	-3.98	0.537706408	 -154.000	 0.780
1656004887.2910790	9.92800	2704.485000000	-10.72	2657.268568096	0.539005000	-3.98	0.537702490	 -154.000	 0.225
