------------------------------------------------------------------------------------------------------------------
time (s)	 T (K)	 R1 (Ohm)	 Theta1 (deg.)	 X1 (Ohm)	 R2 (Ohm)	 Theta2 (deg.)	 X2 (Ohm)	 Vgate (V) 	 Ileak (nA)
------------------------------------------------------------------------------------------------------------------

1656026762.2545300	9.99000	109.215500000	-9.59	107.687956934	0.021843100	-2.85	0.021816083	 -10.000	 1.327
1656026767.6561539	9.98800	273.047500000	-9.59	269.228519953	0.054609500	-2.85	0.054541955	 -10.000	 1.369
1656026772.9543891	9.97900	546.095000000	-9.59	538.457039905	0.109219000	-2.86	0.109083341	 -10.000	 -0.442
1656026778.2549360	9.96800	1092.190000000	-9.59	1076.914079810	0.218438000	-2.86	0.218166681	 -10.000	 -0.998
1656026784.5581551	9.95600	1605.080000000	-9.59	1582.630541592	0.319796000	-2.85	0.319400453	 -10.000	 0.368
1656026786.3015151	9.95200	1604.930000000	-9.60	1582.454619776	0.319796000	-2.85	0.319400453	 -10.000	 -0.935
1656026787.5990610	9.94700	1604.930000000	-9.60	1582.454619776	0.319796000	-2.86	0.319398786	 -10.000	 0.077
1656026789.3035200	9.94300	1604.930000000	-9.60	1582.454619776	0.319796000	-2.85	0.319400453	 -10.000	 -0.746
1656026790.6968160	9.93900	1604.930000000	-9.60	1582.454619776	0.319796000	-2.84	0.319402117	 -10.000	 -0.373
1656026792.4122450	9.93500	1604.775000000	-9.59	1582.329807476	0.319796000	-2.85	0.319400453	 -10.000	 0.104
1656026793.6130481	9.93100	1604.775000000	-9.60	1582.301790390	0.319765000	-2.85	0.319369491	 -10.000	 0.780
1656026795.3048921	9.92800	1604.775000000	-9.59	1582.329807476	0.319765000	-2.84	0.319371155	 -10.000	 -1.077
1656026796.6024470	9.92300	1604.775000000	-9.59	1582.329807476	0.319765000	-2.84	0.319371155	 -10.000	 -0.477
1656026798.3025639	9.91900	1604.775000000	-9.59	1582.329807476	0.319765000	-2.85	0.319369491	 -10.000	 0.749
1656026799.5093541	9.91500	1604.625000000	-9.59	1582.181905452	0.319765000	-2.85	0.319369491	 -10.000	 0.867
1656026801.2052000	9.91100	1604.470000000	-9.59	1582.029073360	0.319735000	-2.85	0.319339529	 -10.000	 0.855
1656026802.5323040	9.90400	1604.470000000	-9.59	1582.029073360	0.319735000	-2.85	0.319339529	 -10.000	 -0.725
1656026804.2211690	9.90100	1604.470000000	-9.59	1582.029073360	0.319704000	-2.86	0.319306901	 -10.000	 -1.034
1656026805.5971460	9.89500	1604.470000000	-9.59	1582.029073360	0.319704000	-2.85	0.319308567	 -10.000	 1.548
1656026807.3059421	9.89000	1604.470000000	-9.59	1582.029073360	0.319704000	-2.85	0.319308567	 -10.000	 -0.964
1656026808.7142069	9.88500	1604.320000000	-9.59	1581.881171336	0.319704000	-2.85	0.319308567	 -10.000	 0.829
1656026810.4057040	9.88100	1604.320000000	-9.59	1581.881171336	0.319704000	-2.85	0.319308567	 -10.000	 -0.290
1656026811.7012501	9.87400	1604.320000000	-9.59	1581.881171336	0.319704000	-2.85	0.319308567	 -10.000	 0.109
1656026813.4053590	9.87000	1604.165000000	-9.59	1581.728339244	0.319704000	-2.85	0.319308567	 -10.000	 -1.045
