------------------------------------------------------------------------------------------------------------------
time (s)	 T (K)	 R1 (Ohm)	 Theta1 (deg.)	 X1 (Ohm)	 R2 (Ohm)	 Theta2 (deg.)	 X2 (Ohm)	 Vgate (V) 	 Ileak (nA)
------------------------------------------------------------------------------------------------------------------

1656048674.4767880	9.99000	27.303850000	-8.91	26.974370310	0.010921500	-2.18	0.010913567	 134.000	 -0.202
1656048679.7776690	9.98900	54.607500000	-8.91	53.948543034	0.021843100	-2.17	0.021827494	 134.000	 1.538
1656048685.0974410	9.98000	109.215500000	-8.90	107.901120463	0.054609500	-2.17	0.054570266	 134.000	 1.143
1656048690.8816681	9.97000	273.047500000	-8.90	269.761445853	0.109219000	-2.17	0.109140965	 134.000	 1.471
1656048696.6821930	9.95600	546.095000000	-8.90	539.522891706	0.195344000	-2.17	0.195204431	 134.000	 0.636
1656048702.6685770	9.94100	980.495000000	-8.90	968.695003074	0.195283000	-2.17	0.195143474	 134.000	 0.158
1656048706.3856609	9.93300	980.380000000	-8.90	968.581387068	0.195252000	-2.18	0.195110947	 134.000	 -0.766
1656048707.6279910	9.93000	980.380000000	-8.90	968.581387068	0.195283000	-2.17	0.195142700	 134.000	 0.943
1656048708.8287880	9.92400	980.380000000	-8.90	968.581387068	0.195252000	-2.17	0.195112496	 134.000	 0.350
1656048710.5332401	9.91900	980.380000000	-8.90	968.581387068	0.195252000	-2.17	0.195111723	 134.000	 1.387
1656048711.7274129	9.91500	980.230000000	-8.90	968.433192278	0.195222000	-2.17	0.195081744	 134.000	 1.085
1656048713.4285171	9.91200	980.230000000	-8.90	968.433192278	0.195252000	-2.17	0.195112496	 134.000	 1.492
1656048714.6296439	9.90500	980.230000000	-8.90	968.433192278	0.195222000	-2.16	0.195083289	 134.000	 0.556
1656048716.8304391	9.90000	980.075000000	-8.90	968.264177468	0.195222000	-2.16	0.195083289	 134.000	 0.774
1656048718.0322349	9.89400	980.075000000	-8.90	968.264177468	0.195222000	-2.17	0.195082518	 134.000	 0.745
1656048719.7346921	9.89100	980.075000000	-8.90	968.264177468	0.195191000	-2.17	0.195051540	 134.000	 1.376
1656048720.9314971	9.88600	979.925000000	-8.90	968.131862872	0.195191000	-2.17	0.195051540	 134.000	 1.313
1656048722.6299689	9.88200	979.925000000	-8.90	968.131862872	0.195191000	-2.16	0.195052311	 134.000	 -0.699
1656048723.8297639	9.87500	979.925000000	-8.90	968.131862872	0.195191000	-2.17	0.195051540	 134.000	 -0.090
1656048725.5362151	9.87200	979.925000000	-8.90	968.131862872	0.195161000	-2.17	0.195021561	 134.000	 1.423
1656048726.7353840	9.86400	979.770000000	-8.90	967.978728256	0.195161000	-2.16	0.195022333	 134.000	 0.968
1656048728.9391360	9.85900	979.770000000	-8.90	967.978728256	0.195130000	-2.17	0.194990584	 134.000	 1.326
1656048730.1429250	9.85300	979.770000000	-8.90	967.978728256	0.195130000	-2.17	0.194990584	 134.000	 1.502
1656048731.8334150	9.84900	979.620000000	-8.90	967.830533466	0.195130000	-2.17	0.194989810	 134.000	 1.473
1656048733.0342100	9.84400	979.620000000	-8.90	967.830533466	0.195100000	-2.17	0.194959832	 134.000	 0.415
