------------------------------------------------------------------------------------------------------------------
time (s)	 T (K)	 R1 (Ohm)	 Theta1 (deg.)	 X1 (Ohm)	 R2 (Ohm)	 Theta2 (deg.)	 X2 (Ohm)	 Vgate (V) 	 Ileak (nA)
------------------------------------------------------------------------------------------------------------------

1656031631.0943279	9.99000	27.303850000	-9.42	26.935660040	0.021843100	-2.65	0.021819706	 22.000	 -1.004
1656031636.4053371	9.98800	54.607500000	-9.42	53.871122776	0.054609500	-2.65	0.054551013	 22.000	 0.444
1656031641.7083700	9.97900	109.215500000	-9.40	107.750216962	0.109219000	-2.65	0.109102025	 22.000	 0.172
1656031647.4969749	9.96800	273.047500000	-9.40	269.384175010	0.218438000	-2.65	0.218205108	 22.000	 1.288
1656031653.3034999	9.95500	546.095000000	-9.40	538.768350021	0.285067000	-2.65	0.284761690	 22.000	 -0.033
1656031657.5707691	9.94600	1092.190000000	-9.40	1077.518021788	0.285097000	-2.65	0.284791658	 22.000	 -0.960
1656031660.7911870	9.93900	1430.675000000	-9.40	1411.480436857	0.285067000	-2.65	0.284761690	 22.000	 -0.868
1656031662.0412130	9.93200	1430.675000000	-9.40	1411.455969952	0.285036000	-2.66	0.284729340	 22.000	 -0.831
1656031664.2563081	9.92800	1430.520000000	-9.40	1411.327516405	0.285036000	-2.65	0.284730723	 22.000	 -1.114
1656031665.4501300	9.92300	1430.675000000	-9.40	1411.455969952	0.285036000	-2.65	0.284730723	 22.000	 -0.133
1656031667.1502409	9.91900	1430.520000000	-9.40	1411.327516405	0.285036000	-2.65	0.284730723	 22.000	 1.343
1656031668.3510380	9.91400	1430.520000000	-9.40	1411.327516405	0.285006000	-2.65	0.284700755	 22.000	 -0.504
1656031670.0495131	9.90900	1430.520000000	-9.40	1411.327516405	0.285006000	-2.66	0.284699373	 22.000	 -1.017
1656031671.2505300	9.90500	1430.370000000	-9.40	1411.179528871	0.285006000	-2.65	0.284700755	 22.000	 1.201
1656031672.9501369	9.90200	1430.370000000	-9.40	1411.179528871	0.285006000	-2.65	0.284700755	 22.000	 -0.892
1656031674.1535771	9.89400	1430.370000000	-9.40	1411.179528871	0.285006000	-2.65	0.284700755	 22.000	 -1.117
1656031676.3497250	9.89000	1430.215000000	-9.40	1411.026608419	0.284975000	-2.65	0.284669788	 22.000	 1.164
1656031677.5498800	9.88500	1430.215000000	-9.40	1411.026608419	0.284975000	-2.65	0.284669788	 22.000	 1.422
1656031679.2543371	9.88100	1430.215000000	-9.40	1411.026608419	0.284975000	-2.65	0.284669788	 22.000	 1.395
1656031680.4541271	9.87600	1430.215000000	-9.40	1411.026608419	0.284975000	-2.65	0.284671168	 22.000	 1.464
1656031682.1552501	9.87000	1430.065000000	-9.40	1410.878620885	0.284945000	-2.65	0.284639821	 22.000	 1.164
1656031683.3550551	9.86500	1430.065000000	-9.40	1410.878620885	0.284945000	-2.65	0.284639821	 22.000	 -0.675
1656031685.0515361	9.86000	1430.065000000	-9.40	1410.878620885	0.284945000	-2.65	0.284641200	 22.000	 1.511
1656031686.2556810	9.85200	1429.910000000	-9.40	1410.725700433	0.284914000	-2.65	0.284608854	 22.000	 -0.936
