------------------------------------------------------------------------------------------------------------------
time (s)	 T (K)	 R1 (Ohm)	 Theta1 (deg.)	 X1 (Ohm)	 R2 (Ohm)	 Theta2 (deg.)	 X2 (Ohm)	 Vgate (V) 	 Ileak (nA)
------------------------------------------------------------------------------------------------------------------

1656051108.4826870	9.99100	54.607500000	-8.85	53.957370400	0.021843100	-2.11	0.021828346	 150.000	 1.677
1656051113.7689559	9.98900	109.215500000	-8.84	107.918751610	0.054609500	-2.11	0.054572614	 150.000	 0.496
1656051119.0744309	9.98100	273.047500000	-8.84	269.805525135	0.109219000	-2.11	0.109145228	 150.000	 0.517
1656051124.8683331	9.97000	546.095000000	-8.84	539.611050269	0.184991000	-2.11	0.184866048	 150.000	 1.423
1656051130.6675019	9.95700	928.540000000	-8.84	917.500221511	0.184968000	-2.11	0.184843064	 150.000	 1.389
1656051134.4387951	9.95000	928.350000000	-8.84	917.327422001	0.184907000	-2.09	0.184783524	 150.000	 1.110
1656051135.6286111	9.94700	928.350000000	-8.84	917.312480496	0.184937000	-2.11	0.184812084	 150.000	 0.278
1656051136.8270690	9.94100	928.350000000	-8.84	917.312480496	0.184937000	-2.11	0.184812084	 150.000	 1.379
1656051138.5345130	9.93900	928.350000000	-8.84	917.327422001	0.184907000	-2.11	0.184782105	 150.000	 1.355
1656051139.7313180	9.93400	928.195000000	-8.84	917.174262362	0.184876000	-2.10	0.184751836	 150.000	 -0.727
1656051141.4311399	9.93100	928.195000000	-8.84	917.174262362	0.184876000	-2.10	0.184751836	 150.000	 1.751
1656051142.6285870	9.92400	928.195000000	-8.84	917.174262362	0.184876000	-2.10	0.184751836	 150.000	 1.553
1656051144.3270581	9.92100	928.195000000	-8.84	917.174262362	0.184876000	-2.11	0.184750413	 150.000	 0.948
1656051145.5278530	9.91500	928.045000000	-8.84	917.026043357	0.184876000	-2.11	0.184751126	 150.000	 0.013
1656051147.7392950	9.91100	928.045000000	-8.84	917.026043357	0.184876000	-2.11	0.184751126	 150.000	 1.045
1656051149.1475520	9.90500	928.045000000	-8.84	917.026043357	0.184815000	-2.10	0.184690877	 150.000	 1.512
1656051150.8386900	9.90100	927.890000000	-8.84	916.872883719	0.184846000	-2.11	0.184721146	 150.000	 -0.177
1656051152.1655090	9.89400	927.890000000	-8.84	916.872883719	0.184815000	-2.11	0.184690167	 150.000	 -0.722
1656051153.8549981	9.89000	927.890000000	-8.84	916.872883719	0.184815000	-2.11	0.184690167	 150.000	 -0.749
1656051155.1491880	9.88500	927.740000000	-8.84	916.724664714	0.184785000	-2.10	0.184660897	 150.000	 -0.624
1656051156.3420041	9.88100	927.740000000	-8.84	916.724664714	0.184785000	-2.10	0.184660897	 150.000	 -0.359
1656051157.5391769	9.87600	927.740000000	-8.84	916.724664714	0.184785000	-2.10	0.184660897	 150.000	 1.047
1656051159.7422910	9.87200	927.740000000	-8.84	916.724664714	0.184785000	-2.10	0.184660897	 150.000	 -0.596
1656051161.2259729	9.86600	927.585000000	-8.84	916.571505075	0.184785000	-2.10	0.184660897	 150.000	 0.920
1656051162.4347470	9.86100	927.585000000	-8.84	916.571505075	0.184754000	-2.11	0.184629208	 150.000	 1.315
