------------------------------------------------------------------------------------------------------------------
time (s)	 T (K)	 R1 (Ohm)	 Theta1 (deg.)	 X1 (Ohm)	 R2 (Ohm)	 Theta2 (deg.)	 X2 (Ohm)	 Vgate (V) 	 Ileak (nA)
------------------------------------------------------------------------------------------------------------------

1656043802.2720931	9.99100	5.460700000	-9.04	5.392842081	0.010921500	-2.32	0.010912579	 102.000	 -0.647
1656043807.5683260	9.98900	10.921450000	-9.04	10.785733540	0.021843100	-2.29	0.021825625	 102.000	 -0.137
1656043812.8807960	9.98100	27.303850000	-9.04	26.964556054	0.054609500	-2.29	0.054565812	 102.000	 0.119
1656043818.1750171	9.97000	54.607500000	-9.04	53.929813005	0.109219000	-2.29	0.109131624	 102.000	 0.358
1656043824.4782259	9.95600	109.215500000	-9.02	107.863709922	0.217492000	-2.29	0.217318004	 102.000	 -0.718
1656043830.2747519	9.94300	273.047500000	-9.02	269.667916505	0.217469000	-2.29	0.217295022	 102.000	 0.280
1656043834.0483291	9.93300	546.095000000	-9.03	539.326860386	0.217439000	-2.30	0.217263220	 102.000	 -0.319
1656043837.2687390	9.92400	1091.540000000	-9.02	1078.029711246	0.217439000	-2.29	0.217265046	 102.000	 0.374
1656043840.5459960	9.91400	1091.315000000	-9.02	1077.807496133	0.217408000	-2.29	0.217234071	 102.000	 1.201
1656043841.7378190	9.91100	1091.315000000	-9.02	1077.807496133	0.217378000	-2.29	0.217204095	 102.000	 1.347
1656043843.1244731	9.90400	1091.315000000	-9.02	1077.807496133	0.217378000	-2.29	0.217204095	 102.000	 -0.989
1656043844.8199511	9.90000	1091.315000000	-9.02	1077.807496133	0.217378000	-2.29	0.217204095	 102.000	 1.372
1656043846.2647400	9.89500	1091.160000000	-9.02	1077.654414610	0.217347000	-2.29	0.217173120	 102.000	 -0.635
1656043848.0110829	9.89100	1091.160000000	-9.02	1077.654414610	0.217347000	-2.30	0.217172209	 102.000	 -0.194
1656043849.2281890	9.88500	1091.160000000	-9.02	1077.654414610	0.217347000	-2.30	0.217172209	 102.000	 0.668
1656043850.9283030	9.88100	1091.010000000	-9.02	1077.506271201	0.217347000	-2.29	0.217173120	 102.000	 1.361
1656043852.2202110	9.87500	1091.010000000	-9.02	1077.506271201	0.217317000	-2.29	0.217143144	 102.000	 -0.815
1656043853.9312890	9.87000	1091.010000000	-9.02	1077.506271201	0.217317000	-2.29	0.217143144	 102.000	 1.697
1656043855.3525000	9.86700	1091.010000000	-9.02	1077.506271201	0.217317000	-2.29	0.217143144	 102.000	 1.361
1656043856.5426879	9.86300	1090.855000000	-9.02	1077.353189678	0.217286000	-2.29	0.217112169	 102.000	 -0.889
1656043857.9665270	9.85700	1090.855000000	-9.02	1077.353189678	0.217286000	-2.29	0.217112169	 102.000	 1.353
1656043859.1547191	9.85200	1090.855000000	-9.02	1077.353189678	0.217286000	-2.29	0.217112169	 102.000	 1.022
1656043860.3471730	9.84600	1090.855000000	-9.03	1077.335266366	0.217256000	-2.29	0.217082193	 102.000	 1.386
1656043862.0376630	9.84000	1090.705000000	-9.02	1077.205046269	0.217256000	-2.29	0.217082193	 102.000	 1.248
