------------------------------------------------------------------------------------------------------------------
time (s)	 T (K)	 R1 (Ohm)	 Theta1 (deg.)	 X1 (Ohm)	 R2 (Ohm)	 Theta2 (deg.)	 X2 (Ohm)	 Vgate (V) 	 Ileak (nA)
------------------------------------------------------------------------------------------------------------------

1656029197.7649901	9.99200	54.607500000	-9.52	53.855126335	0.021843100	-2.75	0.021817982	 6.000	 -0.361
1656029203.0688679	9.98900	109.215500000	-9.49	107.720190935	0.054609500	-2.75	0.054546702	 6.000	 0.790
1656029208.3813519	9.98300	273.047500000	-9.49	269.309107538	0.109219000	-2.75	0.109093405	 6.000	 -0.767
1656029213.6676221	9.97200	546.095000000	-9.49	538.618215077	0.218438000	-2.74	0.218187905	 6.000	 0.242
1656029219.4698150	9.95700	1092.190000000	-9.49	1077.236430154	0.302217000	-2.75	0.301869469	 6.000	 -0.602
1656029223.3345211	9.95000	1516.580000000	-9.49	1495.815952574	0.302217000	-2.74	0.301870984	 6.000	 -0.394
1656029224.5227079	9.94700	1516.580000000	-9.49	1495.815952574	0.302187000	-2.75	0.301839503	 6.000	 1.286
1656029225.7215090	9.94200	1516.580000000	-9.49	1495.815952574	0.302187000	-2.75	0.301839503	 6.000	 1.198
1656029227.4189961	9.93800	1516.430000000	-9.49	1495.668006279	0.302187000	-2.75	0.301839503	 6.000	 -1.031
1656029228.6148000	9.93400	1516.430000000	-9.49	1495.668006279	0.302187000	-2.75	0.301839503	 6.000	 0.210
1656029230.4200060	9.93000	1516.430000000	-9.49	1495.668006279	0.302187000	-2.74	0.301841019	 6.000	 0.280
1656029231.6168029	9.92500	1516.430000000	-9.49	1495.668006279	0.302156000	-2.74	0.301810054	 6.000	 -0.273
1656029233.4180350	9.92300	1516.430000000	-9.49	1495.668006279	0.302156000	-2.75	0.301808539	 6.000	 -0.792
1656029234.6144741	9.91600	1516.275000000	-9.49	1495.515128440	0.302156000	-2.74	0.301810054	 6.000	 1.452
1656029236.8169601	9.91200	1516.275000000	-9.49	1495.515128440	0.302156000	-2.75	0.301808539	 6.000	 0.057
1656029238.0194011	9.90700	1516.275000000	-9.49	1495.515128440	0.302156000	-2.75	0.301808539	 6.000	 0.809
1656029239.3428769	9.90300	1516.275000000	-9.49	1495.515128440	0.302126000	-2.74	0.301780089	 6.000	 1.273
1656029240.5340590	9.89800	1516.275000000	-9.49	1495.515128440	0.302126000	-2.75	0.301778573	 6.000	 0.968
1656029242.3199461	9.89300	1516.125000000	-9.49	1495.367182145	0.302095000	-2.75	0.301747609	 6.000	 0.736
1656029243.5171170	9.88800	1516.125000000	-9.49	1495.367182145	0.302095000	-2.75	0.301747609	 6.000	 0.517
1656029245.3183320	9.88300	1515.970000000	-9.49	1495.214304306	0.302095000	-2.75	0.301747609	 6.000	 -1.048
1656029246.5167630	9.87700	1515.970000000	-9.49	1495.214304306	0.302095000	-2.74	0.301749124	 6.000	 0.705
1656029248.3173161	9.87400	1515.970000000	-9.49	1495.240475884	0.302095000	-2.74	0.301749124	 6.000	 -0.927
1656029249.5187731	9.86700	1515.970000000	-9.49	1495.214304306	0.302095000	-2.75	0.301747609	 6.000	 1.094
