------------------------------------------------------------------------------------------------------------------
time (s)	 T (K)	 R1 (Ohm)	 Theta1 (deg.)	 X1 (Ohm)	 R2 (Ohm)	 Theta2 (deg.)	 X2 (Ohm)	 Vgate (V) 	 Ileak (nA)
------------------------------------------------------------------------------------------------------------------

1656014591.0565290	9.99000	1092.190000000	-10.13	1075.150680387	0.218438000	-3.38	0.218058470	 -90.000	 1.012
1656014596.3360970	9.98900	2109.840000000	-10.13	2076.924263642	0.420473000	-3.38	0.419742439	 -90.000	 -0.291
1656014597.5891140	9.98700	2109.840000000	-10.13	2076.924263642	0.420473000	-3.38	0.419742439	 -90.000	 -0.124
1656014599.0159459	9.98600	2109.840000000	-10.13	2076.924263642	0.420473000	-3.38	0.419742439	 -90.000	 0.779
1656014600.2087650	9.98400	2109.840000000	-10.13	2076.924263642	0.420473000	-3.38	0.419742439	 -90.000	 -1.029
1656014601.3979530	9.98100	2109.840000000	-10.13	2076.924263642	0.420473000	-3.38	0.419739842	 -90.000	 -0.571
1656014603.0880840	9.97900	2109.840000000	-10.13	2076.924263642	0.420473000	-3.38	0.419739842	 -90.000	 0.511
1656014604.2762699	9.97300	2109.840000000	-10.13	2076.924263642	0.420473000	-3.38	0.419739842	 -90.000	 0.319
1656014606.4810340	9.97100	2109.840000000	-10.13	2076.924263642	0.420473000	-3.38	0.419739842	 -90.000	 -0.924
1656014607.9211919	9.96900	2109.840000000	-10.13	2076.924263642	0.420473000	-3.38	0.419742439	 -90.000	 0.765
1656014609.1113729	9.96700	2109.840000000	-10.13	2076.924263642	0.420473000	-3.38	0.419742439	 -90.000	 -0.009
1656014610.3051929	9.96100	2109.840000000	-10.13	2076.924263642	0.420473000	-3.38	0.419739842	 -90.000	 1.047
1656014612.5049670	9.95900	2109.840000000	-10.13	2076.924263642	0.420443000	-3.38	0.419712491	 -90.000	 -1.141
1656014613.8683269	9.95500	2109.840000000	-10.13	2076.924263642	0.420473000	-3.38	0.419742439	 -90.000	 -1.459
1656014615.0810940	9.95200	2109.840000000	-10.13	2076.924263642	0.420473000	-3.38	0.419742439	 -90.000	 -0.011
1656014616.2838869	9.94800	2109.840000000	-10.13	2076.924263642	0.420443000	-3.38	0.419709895	 -90.000	 -1.227
1656014618.4870119	9.94400	2109.690000000	-10.13	2076.776603800	0.420473000	-3.37	0.419745031	 -90.000	 0.347
1656014619.8194561	9.94100	2109.840000000	-10.13	2076.924263642	0.420443000	-3.38	0.419712491	 -90.000	 -0.557
1656014621.0122750	9.93700	2109.690000000	-10.13	2076.776603800	0.420443000	-3.38	0.419712491	 -90.000	 0.222
1656014622.2011030	9.92900	2109.690000000	-10.13	2076.776603800	0.420443000	-3.38	0.419712491	 -90.000	 0.310
1656014624.3972459	9.92700	2109.690000000	-10.13	2076.776603800	0.420443000	-3.38	0.419712491	 -90.000	 0.745
1656014625.7679689	9.92200	2109.690000000	-10.13	2076.776603800	0.420443000	-3.38	0.419709895	 -90.000	 0.649
1656014627.4853640	9.91900	2109.690000000	-10.13	2076.776603800	0.420443000	-3.38	0.419709895	 -90.000	 0.453
