----------------------------------------------------------------------------------------------------------------------
time (s)	T (K)	B (T)	R1 (Ohm)	Theta1 (deg.)	 X1 (Ohm)	 R2 (Ohm)	 Theta2 (deg.)	 X2 (Ohm)	notsure
1656460767.6214819	2.76500	1.039674	2969.380000000	-10.98	2915.021723671	56.848800000	3.80	56.723947590	-1.094389000
1656460768.8306110	2.77400	1.043988	2971.210000000	-10.98	2916.818223194	56.848800000	3.85	56.720373392	0.911457800
1656460770.6913011	2.76500	1.051178	2973.955000000	-10.99	2919.453639191	56.915600000	3.80	56.790205774	0.905441400
1656460771.8974340	2.77200	1.054054	2974.565000000	-10.99	2920.052460196	56.982400000	3.75	56.860396308	0.524133600
1656460773.1900001	2.76700	1.058368	2975.790000000	-10.99	2921.255010573	56.982400000	3.82	56.855668144	0.440002900
1656460774.4077570	2.77400	1.062682	2978.230000000	-10.99	2923.650294591	57.020400000	3.87	56.890379506	-0.896905500
1656460776.6972940	2.78400	1.069872	2981.585000000	-10.99	2926.884292503	57.087200000	3.80	56.961427711	-1.231549000
1656460777.9060719	2.76400	1.074186	2980.975000000	-10.99	2926.285483675	57.154000000	3.74	57.032020034	-0.531855100
1656460779.1926429	2.76200	1.078500	2981.890000000	-10.99	2927.183696917	57.259000000	3.75	57.136404086	-1.150298000
1656460780.4054110	2.76400	1.082814	2984.335000000	-10.99	2929.583840497	57.335200000	3.86	57.204866608	0.032985170
1656460782.6876819	2.78000	1.090004	2987.080000000	-11.00	2932.218820764	57.392400000	3.72	57.271476018	-1.077948000
1656460783.9070759	2.76900	1.094318	2987.385000000	-11.00	2932.518219086	57.382800000	3.80	57.256774809	-1.285648000
1656460785.1397951	2.76500	1.098632	2988.605000000	-11.00	2933.715812375	57.516400000	3.79	57.390878065	-1.251985000
1656460786.3997970	2.76400	1.102946	2990.130000000	-11.00	2935.212803986	57.478200000	3.83	57.349963929	-0.407672000
1656460788.6195190	2.77400	1.110136	2992.880000000	-11.00	2937.852489540	57.516400000	3.88	57.384841673	0.638052900
1656460789.8223140	2.77100	1.114450	2993.490000000	-11.00	2938.451273995	57.573600000	3.82	57.445553284	-1.590708000
1656460791.6953869	2.77100	1.120202	2996.235000000	-11.00	2941.145804041	57.726200000	3.83	57.597410632	0.275572700
1656460792.9104440	2.75900	1.124516	2995.625000000	-11.01	2940.487124970	57.754800000	3.86	57.623920034	0.895678200
1656460794.1381631	2.76500	1.128830	2998.065000000	-11.01	2942.882214003	57.850200000	3.89	57.716646792	0.684939500
1656460795.4037919	2.76000	1.133144	3000.505000000	-11.01	2945.277303036	57.869200000	3.79	57.742507663	1.076342000
1656460797.7013121	2.75800	1.140334	3002.035000000	-11.01	2946.779141651	57.945600000	3.86	57.813879057	-0.520854000
1656460798.9064550	2.76900	1.144648	3003.255000000	-11.02	2947.916606669	57.983600000	3.86	57.852201543	-0.820311300
1656460800.1906760	2.77400	1.148962	3004.475000000	-11.02	2949.114126780	58.031400000	3.82	57.902739873	-0.253864400
1656460801.4028060	2.77600	1.153276	3004.475000000	-11.02	2949.114126780	58.079000000	3.79	57.952250265	0.011930840
1656460803.6993270	2.76700	1.160466	3008.135000000	-11.02	2952.706687112	58.069600000	3.76	57.944471821	-1.423098000
1656460804.9064491	2.76400	1.164780	3009.050000000	-11.02	2953.544599379	57.974200000	3.70	57.853620682	0.666151800
1656460806.2149820	2.77100	1.169094	3010.580000000	-11.02	2955.046376763	58.155400000	3.78	58.028885338	0.886367000
1656460807.4287419	2.76900	1.173408	3011.190000000	-11.02	2955.645124609	58.269800000	3.74	58.145438656	-1.064683000
1656460809.1926849	2.76300	1.179160	3012.410000000	-11.02	2956.842620300	58.327000000	3.79	58.199709038	-0.741450600
1656460810.4024589	2.77100	1.183474	3013.935000000	-11.02	2958.339489915	58.403400000	3.82	58.273915120	-1.318116000
1656460812.6278851	2.76900	1.190664	3016.680000000	-11.03	2960.973442215	58.517800000	3.76	58.391706041	0.821517100
1656460813.8426509	2.76100	1.194978	3016.985000000	-11.03	2961.272810030	58.556000000	3.79	58.428209275	-0.575241600
1656460815.7336080	2.75700	1.200730	3019.735000000	-11.03	2963.911521343	58.603600000	3.88	58.469554901	0.863995500
1656460816.9909029	2.75900	1.205044	3020.345000000	-11.03	2964.570763663	58.651200000	3.86	58.517875099	-0.435689100
1656460818.5477519	2.76000	1.210796	3022.480000000	-11.03	2966.666338367	58.660800000	3.85	58.528279919	-0.671076700
1656460819.8027611	2.75800	1.213672	3022.785000000	-11.03	2966.905138379	58.651200000	3.77	58.524011336	-0.548913200
1656460821.7007051	2.76900	1.220862	3025.530000000	-11.03	2969.599393711	58.794400000	3.74	58.669320755	-1.183962000
1656460822.9141150	2.77300	1.225176	3025.835000000	-11.04	2969.838093929	58.870600000	3.80	58.741307274	-0.556658600
1656460824.7033460	2.76700	1.230928	3028.280000000	-11.04	2972.237846110	58.880200000	3.82	58.749247337	-1.031925000
1656460825.9164670	2.76900	1.235242	3029.195000000	-11.04	2973.135912877	58.937400000	3.85	58.804669358	-0.998881400
1656460827.6388800	2.75600	1.240994	3030.720000000	-11.04	2974.632690822	59.013600000	3.84	58.881111944	-1.187134000
1656460828.8526421	2.75700	1.243870	3031.940000000	-11.04	2975.830113178	59.023200000	3.75	58.896826798	0.361846200
1656460830.6129510	2.75800	1.251060	3033.770000000	-11.05	2977.565393494	59.032800000	3.83	58.901095557	0.013990990
1656460831.8213761	2.75900	1.253936	3034.380000000	-11.05	2978.164092436	59.204400000	3.83	59.072312711	0.254313400
1656460833.6079750	2.75700	1.261126	3035.605000000	-11.05	2979.366397689	59.223400000	3.82	59.092097116	-0.694767900
1656460834.8253679	2.76800	1.264002	3037.740000000	-11.05	2981.461843987	59.318800000	3.78	59.189754410	-1.102052000
1656460836.7057199	2.76300	1.271192	3039.265000000	-11.05	2982.958591342	59.290200000	3.75	59.163255131	-1.551032000
1656460837.9131391	2.76200	1.274068	3040.180000000	-11.05	2983.795625240	59.452400000	3.80	59.321829514	-1.311605000
1656460839.5418010	2.76100	1.279820	3042.010000000	-11.05	2985.591685340	59.433200000	3.81	59.301845860	-0.205286800
1656460840.8034351	2.76600	1.284134	3043.535000000	-11.05	2987.088402090	59.481000000	3.82	59.349125997	0.718188300
1656460842.6079810	2.75700	1.289886	3044.760000000	-11.05	2988.290682758	59.614400000	3.77	59.485533161	1.320289000
1656460843.8164029	2.77300	1.294200	3045.370000000	-11.06	2988.828218005	59.662200000	3.77	59.533229833	0.316155200
1656460845.7077260	2.76000	1.301390	3047.200000000	-11.06	2990.624241358	59.633600000	3.80	59.502631559	0.883441300
1656460846.9184930	2.74900	1.304266	3047.810000000	-11.06	2991.222915809	59.633600000	3.90	59.495505210	-0.249414200
1656460848.2270100	2.76500	1.308580	3049.640000000	-11.06	2993.018939162	59.729000000	3.84	59.594905840	-0.893240000
1656460849.4467540	2.75900	1.312894	3050.860000000	-11.06	2994.154993537	59.786200000	3.85	59.651137538	-0.564898800
1656460851.3024509	2.76500	1.320084	3052.385000000	-11.06	2995.651649026	59.881600000	3.80	59.750086897	0.859380600
1656460852.5155721	2.76400	1.322960	3053.000000000	-11.06	2996.255218288	59.881600000	3.88	59.744631708	0.257898100
1656460854.4244919	2.76000	1.330150	3055.135000000	-11.06	2998.350535973	60.005400000	3.85	59.870264156	1.311513000
1656460855.6329131	2.76700	1.334464	3056.050000000	-11.07	2999.187097576	59.948200000	3.87	59.811503404	-0.492259500
1656460857.6020191	2.75800	1.340216	3057.575000000	-11.07	3000.683722410	60.120000000	3.76	59.990866374	-0.390201800
1656460858.8207729	2.76100	1.344530	3058.795000000	-11.07	3001.881022278	60.072200000	3.86	59.935644906	-0.534409800
1656460860.6239729	2.75500	1.350282	3060.320000000	-11.07	3003.377647112	60.139000000	3.86	60.002293058	-1.167068000
1656460861.8413639	2.75900	1.354596	3061.545000000	-11.07	3004.579853945	60.301200000	3.83	60.166665708	0.295143000
1656460863.7143731	2.76100	1.360348	3063.070000000	-11.08	3006.014873010	60.329800000	3.87	60.192233263	0.586387300
1656460864.9254999	2.76500	1.364662	3063.985000000	-11.08	3006.912829508	60.453800000	3.76	60.323534355	-0.679234900
1656460866.2070689	2.76100	1.368976	3065.205000000	-11.08	3008.110104838	60.463200000	3.83	60.328304280	-0.413069100
1656460867.4228499	2.76600	1.373290	3065.815000000	-11.08	3008.708742503	60.425200000	3.78	60.293747482	0.031913910
1656460869.6505499	2.75100	1.380480	3067.950000000	-11.08	3010.803974330	60.463200000	3.83	60.327881235	1.047130000
1656460870.8543420	2.76100	1.384794	3068.865000000	-11.08	3011.701930828	60.520400000	3.85	60.383678914	0.122925800
1656460872.6279709	2.75900	1.390546	3070.395000000	-11.08	3013.141645720	60.539600000	3.75	60.409980069	-0.415788300
1656460873.8334031	2.74500	1.394860	3071.615000000	-11.08	3014.338896500	60.682600000	3.77	60.551006123	-1.291253000
1656460875.6216340	2.76800	1.400612	3072.835000000	-11.08	3015.536147280	60.739800000	3.83	60.604287174	-0.562633200
1656460876.8417399	2.76800	1.404926	3073.750000000	-11.08	3016.434085365	60.635000000	3.77	60.503926957	1.208512000
1656460878.7173860	2.76200	1.410678	3075.580000000	-11.08	3018.229961534	60.835200000	3.80	60.701592583	-0.658593000
1656460879.9285131	2.76000	1.414992	3075.885000000	-11.09	3018.467344515	60.787400000	3.73	60.658909521	-0.549200900
1656460881.2180760	2.75400	1.419306	3077.105000000	-11.09	3019.664570731	60.892400000	3.80	60.758244243	-0.801153000
1656460882.4304891	2.75900	1.423620	3078.020000000	-11.09	3020.562490394	61.026000000	3.83	60.889848651	0.877343900
1656460884.7297299	2.76700	1.430810	3080.160000000	-11.09	3022.662542937	61.035400000	3.75	60.904718523	-1.114948000
1656460885.9394929	2.75200	1.435124	3080.770000000	-11.09	3023.261156045	61.111800000	3.79	60.978431580	1.091543000
1656460887.2190859	2.75900	1.439438	3081.990000000	-11.09	3024.396296463	61.169000000	3.74	61.038869030	0.430445100
1656460888.4394710	2.75300	1.443752	3083.210000000	-11.09	3025.593498102	61.169000000	3.73	61.039702907	-0.617350000
1656460890.6589141	2.75900	1.450942	3085.040000000	-11.09	3027.389300562	61.207200000	3.77	61.074468496	-0.266801700
1656460891.9205561	2.76900	1.455256	3085.955000000	-11.09	3028.287201792	61.207200000	3.76	61.075310931	1.219924000
1656460893.2978790	2.75800	1.459570	3086.870000000	-11.09	3029.185103021	61.331000000	3.70	61.203024593	0.435265100
1656460894.5276060	2.75900	1.463884	3087.790000000	-11.09	3030.087910815	61.378800000	3.79	61.244848888	0.491421000
1656460896.4461360	2.75700	1.469636	3089.315000000	-11.10	3031.522146261	61.388400000	3.80	61.253577634	0.947921400
1656460897.6632531	2.75700	1.473950	3090.230000000	-11.10	3032.420029049	61.493200000	3.74	61.361959169	0.923242400
1656460899.5199440	2.76100	1.479702	3091.755000000	-11.10	3033.916500361	61.541000000	3.79	61.406694908	0.558865500
1656460900.7320650	2.75200	1.484016	3092.365000000	-11.10	3034.515088886	61.750800000	3.86	61.610864573	0.728858000
1656460902.6306510	2.76400	1.491206	3093.890000000	-11.10	3036.011560199	61.636200000	3.80	61.500405532	-1.348399000
1656460903.8314519	2.76400	1.494082	3095.110000000	-11.11	3037.146320537	61.617200000	3.82	61.480589875	0.629730700
1656460905.7267570	2.76200	1.501272	3096.640000000	-11.11	3038.647667459	61.779400000	3.83	61.641135534	-0.858341800
1656460906.9395220	2.76100	1.504148	3097.555000000	-11.11	3039.483032444	61.750800000	3.82	61.613462972	-0.556039800
1656460908.5099821	2.75700	1.509900	3098.775000000	-11.11	3040.742684242	61.760200000	3.73	61.629653247	-0.538488500
1656460909.7400539	2.75400	1.514214	3099.690000000	-11.11	3041.578006149	61.884200000	3.78	61.749573488	1.187665000
1656460911.5592220	2.75600	1.519966	3101.215000000	-11.11	3043.074415938	62.036800000	3.79	61.900983587	0.427931200
1656460912.7726209	2.75600	1.524280	3101.825000000	-11.11	3043.672979854	61.941400000	3.78	61.806649052	0.833177100
1656460914.6410029	2.76300	1.530032	3103.045000000	-11.11	3044.870107685	62.027200000	3.76	61.893543997	-0.717182500
1656460915.8454311	2.76700	1.534346	3103.960000000	-11.11	3045.767953559	62.094000000	3.76	61.960626358	0.694126200
1656460917.6340179	2.75100	1.540098	3105.490000000	-11.11	3047.269269609	62.141800000	3.74	62.009174905	0.528912800
1656460918.8544109	2.75600	1.544412	3106.405000000	-11.11	3048.167115483	62.265600000	3.74	62.132710687	0.563274400
1656460920.6350210	2.76100	1.550164	3107.625000000	-11.12	3049.301507342	62.361000000	3.75	62.227480312	0.397608100
1656460921.8434429	2.75500	1.554478	3108.540000000	-11.12	3050.199334743	62.294400000	3.82	62.156288470	0.545887700
1656460923.7317710	2.76400	1.560230	3109.760000000	-11.12	3051.396437946	62.361000000	3.83	62.221433892	-0.051561710
1656460924.9485300	2.75800	1.564544	3110.675000000	-11.12	3052.294265347	62.427800000	3.76	62.293709379	0.970086200
1656460926.1822219	2.74600	1.568858	3111.895000000	-11.12	3053.491368549	62.380200000	3.76	62.245783354	-0.783188300
1656460927.4378879	2.75900	1.573172	3112.200000000	-11.12	3053.727782530	62.408800000	3.77	62.273892582	-0.823896000
1656460929.7344100	2.76200	1.580362	3114.035000000	-11.12	3055.528306430	62.609000000	3.81	62.470626980	0.054533270
1656460930.9431920	2.75800	1.584676	3114.645000000	-11.12	3056.126845710	62.580400000	3.77	62.445121639	0.111966400
1656460932.1792519	2.75300	1.588990	3115.865000000	-11.12	3057.323924270	62.609000000	3.73	62.476659080	0.813689500
1656460933.4398990	2.74800	1.593304	3116.475000000	-11.13	3057.859481847	62.714000000	3.80	62.575830965	-0.552991900
1656460935.6556320	2.75300	1.600494	3118.305000000	-11.13	3059.655062704	62.761600000	3.81	62.622889717	0.897325700
1656460936.8624151	2.75800	1.604808	3118.610000000	-11.13	3059.954326180	62.809200000	3.77	62.672994462	0.834371900
1656460938.6386800	2.74600	1.610560	3120.135000000	-11.13	3061.450643561	62.857000000	3.80	62.718952267	-1.187546000
1656460939.8538079	2.76500	1.614874	3121.050000000	-11.13	3062.348433990	62.942800000	3.82	62.802811901	0.748345900
1656460941.6400371	2.75600	1.620626	3122.270000000	-11.13	3063.545487895	62.942800000	3.74	62.808465384	-0.936665700
1656460942.8574381	2.75400	1.624940	3123.190000000	-11.13	3064.448184282	63.009600000	3.71	62.877695586	-0.834279100
1656460944.7377810	2.75600	1.630692	3124.715000000	-11.13	3065.944501663	63.066800000	3.79	62.929165051	1.036048000
1656460945.9432130	2.75500	1.635006	3125.630000000	-11.14	3066.779091741	63.133600000	3.77	62.996690981	0.834330700
1656460947.1752839	2.75100	1.639320	3126.240000000	-11.14	3067.377606359	63.171600000	3.74	63.037208697	-0.589332400
1656460948.4335799	2.76900	1.643634	3127.155000000	-11.14	3068.275378286	63.324200000	3.83	63.182478217	-0.238948900
1656460950.7437820	2.76300	1.650824	3128.680000000	-11.14	3069.771664832	63.257600000	3.77	63.120857754	-1.400108000
1656460951.9581840	2.74800	1.655138	3129.900000000	-11.14	3070.968694068	63.324200000	3.77	63.187313786	0.719958900
1656460953.4023330	2.76400	1.659452	3130.205000000	-11.14	3071.204624840	63.381400000	3.78	63.243516392	-0.925954500
1656460954.6470160	2.75600	1.663766	3131.125000000	-11.14	3072.107284012	63.324200000	3.74	63.189484056	-1.309339000
1656460956.5349860	2.75700	1.669518	3132.040000000	-11.14	3073.005037428	63.419600000	3.77	63.282507563	0.506417800
1656460957.7451220	2.75200	1.673832	3133.260000000	-11.14	3074.202041983	63.515000000	3.77	63.377263892	-1.607849000
1656460959.5373361	2.76100	1.681022	3134.480000000	-11.14	3075.399046538	63.629400000	3.80	63.489655908	1.024512000
1656460960.7570920	2.76600	1.683898	3135.090000000	-11.14	3075.997548815	63.677200000	3.79	63.537792280	0.680530100
1656460962.5389831	2.75200	1.691088	3137.225000000	-11.15	3078.028804474	63.648600000	3.72	63.514494402	-1.304066000
1656460963.7427731	2.75800	1.693964	3136.920000000	-11.15	3077.729559509	63.791600000	3.66	63.661492383	-0.435689200
1656460965.5439720	2.75600	1.701154	3137.835000000	-11.15	3078.627294404	63.782000000	3.66	63.651911963	0.864406900
1656460966.7517519	2.75700	1.704030	3139.055000000	-11.15	3079.824274264	63.820200000	3.73	63.685298884	1.054711000
1656460968.6440730	2.76600	1.711220	3139.975000000	-11.15	3080.726914814	63.934600000	3.76	63.797272876	0.333788600
1656460969.8588359	2.75600	1.714096	3140.890000000	-11.15	3081.624649709	63.934600000	3.80	63.793741787	0.763837500
1656460971.7434499	2.75100	1.721286	3142.110000000	-11.15	3082.757994570	63.982400000	3.75	63.845408770	-0.955413200
1656460972.9545810	2.76300	1.725600	3143.025000000	-11.15	3083.655710934	64.058600000	3.64	63.929229329	0.947837900
1656460974.5174210	2.76500	1.729914	3143.635000000	-11.15	3084.254188510	64.049000000	3.69	63.916217846	-0.317397900
1656460975.7511301	2.76200	1.734228	3145.160000000	-11.15	3085.750382450	64.087200000	3.68	63.954770222	0.804832300
1656460977.6450751	2.75800	1.741418	3146.075000000	-11.15	3086.648098814	64.163600000	3.72	64.028409313	0.768576200
1656460978.8608339	2.75300	1.744294	3146.685000000	-11.15	3087.246576390	64.182600000	3.76	64.044740189	0.451251100
1656460980.6470809	2.75500	1.751484	3148.210000000	-11.15	3088.742770331	64.287400000	3.82	64.144869834	-1.246466000
1656460981.8608389	2.76200	1.754360	3148.210000000	-11.15	3088.742770331	64.220800000	3.80	64.079757064	0.795768200
1656460983.6500690	2.75500	1.760112	3150.045000000	-11.16	3090.479279020	64.373400000	3.76	64.234688414	-1.303818000
1656460984.8564980	2.76400	1.764426	3150.655000000	-11.16	3091.077744235	64.402000000	3.71	64.267180733	-0.503919900
1656460986.5902369	2.76100	1.770178	3151.265000000	-11.16	3091.676209451	64.421000000	3.71	64.285704321	-1.434677000
1656460987.8438730	2.75300	1.774492	3152.790000000	-11.16	3093.172372490	64.535400000	3.71	64.399864061	-1.350706000
1656460989.6467309	2.76100	1.780244	3153.095000000	-11.17	3093.407679779	64.506800000	3.77	64.367357392	-0.884380200
1656460990.8485301	2.76000	1.784558	3154.315000000	-11.17	3094.604585476	64.526000000	3.79	64.385180540	0.566694100
1656460992.7494631	2.76300	1.791748	3154.925000000	-11.17	3095.203038325	64.735800000	3.64	64.605491948	0.374453800
1656460993.9595921	2.75500	1.794624	3155.840000000	-11.17	3096.100717597	64.649800000	3.73	64.513145302	-0.267378700
1656460995.5104611	2.75900	1.800376	3156.145000000	-11.17	3096.399944022	64.716600000	3.79	64.574916734	-0.109203500
1656460996.7488041	2.75400	1.804690	3157.675000000	-11.17	3097.900981494	64.793000000	3.71	64.657362213	-0.331530600
1656460998.6461029	2.74600	1.810442	3158.895000000	-11.17	3099.097887192	64.754800000	3.70	64.619680372	-1.474438000
1656460999.8575189	2.76100	1.814756	3159.200000000	-11.17	3099.397113616	64.888200000	3.70	64.753240398	-1.416054000
1656461001.6530881	2.76500	1.820508	3159.810000000	-11.17	3099.995566465	64.859600000	3.70	64.724699883	0.290776000
1656461002.8638570	2.75200	1.824822	3161.030000000	-11.17	3101.128351961	64.955000000	3.78	64.813693090	-0.444342200
1656461004.6507440	2.74700	1.830574	3161.945000000	-11.17	3102.026012674	65.021800000	3.71	64.885683243	-1.688481000
1656461005.8688550	2.75300	1.834888	3163.165000000	-11.17	3103.222893624	64.993200000	3.71	64.856702598	1.338088000
1656461007.6481099	2.75200	1.840640	3163.775000000	-11.17	3103.821334099	65.174400000	3.77	65.033514259	-1.371309000
