----------------------------------------------------------------------------------------------------------------------
time (s)	T (K)	B (T)	R1 (Ohm)	Theta1 (deg.)	 X1 (Ohm)	 R2 (Ohm)	 Theta2 (deg.)	 X2 (Ohm)
1656496995.9599071	1.79700	4.620294	3571.490000000	-11.49	3499.915504527	95.482400000	4.57	95.178570422
1656496997.1523809	1.79500	4.627484	3572.405000000	-11.49	3500.812167456	95.606400000	4.53	95.307736696
1656496998.7620890	1.79300	4.638988	3572.710000000	-11.49	3501.111055100	95.654200000	4.59	95.347423649
1656497000.0566399	1.79300	4.647616	3573.935000000	-11.50	3502.236934516	95.663600000	4.54	95.363966265
1656497001.6583700	1.79500	4.657682	3572.710000000	-11.49	3501.111055100	95.806800000	4.54	95.506717740
1656497002.8615201	1.79800	4.666310	3571.795000000	-11.49	3500.214392170	95.902000000	4.53	95.602413276
1656497003.9652219	1.79500	4.673500	3573.015000000	-11.49	3501.409942743	95.978400000	4.52	95.680160164
1656497005.0682781	1.79000	4.680690	3573.935000000	-11.49	3502.311505470	96.092800000	4.47	95.800512432
1656497006.6640241	1.78700	4.692194	3576.680000000	-11.50	3504.926866029	96.207200000	4.51	95.909042288
1656497007.7674429	1.80300	4.699384	3573.935000000	-11.50	3502.236934516	96.283600000	4.52	95.983617025
1656497009.3747981	1.79800	4.709450	3573.625000000	-11.49	3502.007718029	96.350400000	4.48	96.056541989
1656497010.9695430	1.80000	4.720954	3573.935000000	-11.49	3502.311505470	96.359800000	4.45	96.069837647
1656497012.1677070	1.79800	4.728144	3576.070000000	-11.49	3504.403718972	96.512400000	4.54	96.210107687
1656497013.7690830	1.79300	4.739648	3576.680000000	-11.50	3504.926866029	96.579200000	4.45	96.287792896
1656497014.9878311	1.79600	4.746838	3576.375000000	-11.50	3504.627984750	96.712800000	4.42	96.425687681
1656497016.0699480	1.79300	4.754028	3577.290000000	-11.50	3505.524628588	96.750800000	4.45	96.458875130
1656497017.1700161	1.79400	4.761218	3577.900000000	-11.50	3506.122391147	96.760400000	4.43	96.471583867
1656497018.7787280	1.79600	4.772722	3576.680000000	-11.50	3504.926866029	96.779400000	4.39	96.495202889
1656497019.8741519	1.79400	4.779912	3577.900000000	-11.50	3506.122391147	96.913000000	4.36	96.632283251
1656497021.0835831	1.79200	4.787102	3578.815000000	-11.50	3507.019034985	97.094200000	4.42	96.805955415
1656497022.1706820	1.79800	4.794292	3576.680000000	-11.50	3504.926866029	97.180000000	4.42	96.891500700
1656497023.8721509	1.79700	4.805796	3577.595000000	-11.50	3505.823509867	97.199000000	4.40	96.912790704
1656497024.9712169	1.79600	4.812986	3578.205000000	-11.50	3506.421272426	97.313600000	4.32	97.037122356
1656497026.0706141	1.79300	4.821614	3579.425000000	-11.50	3507.616797543	97.304000000	4.36	97.022150686
1656497027.1747069	1.79700	4.828804	3578.815000000	-11.50	3507.019034985	97.437600000	4.35	97.156913703
1656497028.7794211	1.79900	4.838870	3578.815000000	-11.50	3507.019034985	97.447000000	4.33	97.169374139
1656497029.9782121	1.79700	4.847498	3580.035000000	-11.50	3508.214560102	97.580600000	4.26	97.311007786
1656497031.0793059	1.79300	4.854688	3580.645000000	-11.50	3508.812322661	97.618600000	4.36	97.335839420
1656497032.1800001	1.79800	4.861878	3581.255000000	-11.50	3509.335323047	97.799800000	4.36	97.516514559
1656497033.7807310	1.79900	4.871944	3579.425000000	-11.50	3507.616797543	97.799800000	4.31	97.522711944
1656497034.8831439	1.80300	4.880572	3578.510000000	-11.50	3506.720153705	97.952400000	4.28	97.678724193
1656497036.1796999	1.79500	4.889200	3581.560000000	-11.50	3509.708966499	98.057400000	4.33	97.777260008
1656497037.2804029	1.79800	4.896390	3580.340000000	-11.50	3508.513441381	98.019200000	4.27	97.747633025
1656497038.9768820	1.79800	4.906456	3581.255000000	-11.50	3509.410085219	98.105000000	4.35	97.822391139
1656497040.0799379	1.79300	4.915084	3582.170000000	-11.50	3510.231947783	98.133600000	4.34	97.852465532
1656497041.8522170	1.78900	4.926588	3581.560000000	-11.50	3509.708966499	98.400800000	4.28	98.125871378
1656497043.9216959	1.79900	4.939530	3580.340000000	-11.50	3508.513441381	98.572400000	4.22	98.304648952
1656497045.0808170	1.80000	4.948158	3583.395000000	-11.50	3511.432347020	98.591400000	4.21	98.325873865
1656497046.6816950	1.80000	4.958224	3581.865000000	-11.50	3510.007847778	98.696400000	4.22	98.428312132
1656497047.9579370	1.80000	4.966852	3582.785000000	-11.50	3510.834597196	98.820400000	4.27	98.545842931
1656497049.0191100	1.80100	4.974042	3582.170000000	-11.50	3510.231947783	98.925200000	4.33	98.643362757
1656497050.0822740	1.80000	4.981232	3584.615000000	-11.50	3512.627846669	98.839400000	4.24	98.568631725
1656497051.6939771	1.80000	4.991298	3584.310000000	-11.50	3512.328971757	98.973000000	4.21	98.706446141
1656497053.9738960	1.79700	5.007116	3584.920000000	-11.50	3512.926721581	99.049200000	4.27	98.774007246
1656497055.0842991	1.80100	5.014306	3583.395000000	-11.50	3511.507153868	99.192200000	4.24	98.920465237
1656497056.9060841	1.80500	5.027248	3584.005000000	-11.50	3512.030096845	99.335400000	4.18	99.070913186
1656497058.4842291	1.79400	5.037314	3585.835000000	-11.50	3513.823346318	99.325800000	4.19	99.060579685
1656497059.5842929	1.79600	5.044504	3587.055000000	-11.50	3515.018845966	99.449800000	4.21	99.181197664
1656497061.1847479	1.80100	5.056008	3584.615000000	-11.50	3512.627846669	99.554600000	4.17	99.291047907
1656497062.2847421	1.79400	5.063198	3586.445000000	-11.50	3514.421096142	99.659600000	4.13	99.400303647
1656497063.8908181	1.79800	5.073264	3585.835000000	-11.50	3513.823346318	99.697800000	4.14	99.437651076
1656497064.9895329	1.79600	5.080454	3586.140000000	-11.50	3514.122221230	99.783600000	4.15	99.521716258
1656497066.0939431	1.79500	5.087644	3587.360000000	-11.50	3515.317720878	99.879000000	4.14	99.618378258
1656497067.1886661	1.79300	5.094834	3589.190000000	-11.50	3517.110970351	99.955200000	4.15	99.693623204
1656497068.9590340	1.80400	5.107776	3585.530000000	-11.50	3513.524471405	100.022000000	4.11	99.764772330
1656497070.0290949	1.80100	5.114966	3585.835000000	-11.50	3513.823346318	100.079200000	4.06	99.827799294
1656497071.0935929	1.80000	5.120718	3586.750000000	-11.50	3514.719971054	100.107800000	4.13	99.847337512
1656497072.1923299	1.80400	5.127908	3587.665000000	-11.50	3515.616595791	100.126800000	4.04	99.877502990
1656497073.7924190	1.79700	5.139412	3587.970000000	-11.51	3515.840529791	100.289000000	4.12	100.029578067
1656497074.9838891	1.79800	5.146602	3587.360000000	-11.50	3515.317720878	100.365200000	4.06	100.113080857
1656497076.0859511	1.80000	5.155230	3587.360000000	-11.50	3515.317720878	100.441600000	4.09	100.185549867
1656497077.1870151	1.80000	5.162420	3588.885000000	-11.51	3516.737135416	100.460600000	4.01	100.214903580
1656497078.8309870	1.79700	5.172486	3589.800000000	-11.51	3517.633741042	100.584600000	4.00	100.339335989
1656497079.8977871	1.80500	5.179676	3587.360000000	-11.50	3515.317720878	100.689600000	3.99	100.445549541
1656497081.1936970	1.80000	5.188304	3589.190000000	-11.51	3517.036003958	100.775400000	4.04	100.525231783
1656497082.2937551	1.80200	5.196932	3588.580000000	-11.50	3516.513220527	100.880200000	4.02	100.631998379
1656497084.0896130	1.80100	5.208436	3589.800000000	-11.50	3517.708720176	100.832600000	3.97	100.591133041
1656497085.1986561	1.80000	5.215626	3589.190000000	-11.50	3517.110970351	100.889800000	4.05	100.637857630
1656497086.8934960	1.80200	5.227130	3589.800000000	-11.51	3517.633741042	101.052000000	4.01	100.804116994
1656497088.4988551	1.79500	5.237196	3591.330000000	-11.51	3519.132983234	101.195000000	3.96	100.953397581
1656497089.5969310	1.80400	5.244386	3588.885000000	-11.51	3516.737135416	101.261800000	3.97	101.019305223
1656497091.2010081	1.80100	5.255890	3590.105000000	-11.51	3517.932609583	101.385800000	3.91	101.149572289
1656497092.3020780	1.79900	5.263080	3591.635000000	-11.51	3519.431851776	101.452400000	3.91	101.216017112
1656497093.9074390	1.79800	5.273146	3591.330000000	-11.51	3519.132983234	101.586000000	3.89	101.352200029
1656497095.0046930	1.80100	5.280336	3590.105000000	-11.51	3517.932609583	101.528800000	3.88	101.296571296
1656497096.2116630	1.80300	5.288964	3589.800000000	-11.51	3517.633741042	101.567000000	3.93	101.328168181
1656497097.3013909	1.80000	5.296154	3591.635000000	-11.51	3519.431851776	101.814800000	3.92	101.576115680
1656497099.0131700	1.80200	5.307658	3591.020000000	-11.51	3518.829215208	101.776800000	3.89	101.542560903
1656497100.1042681	1.80300	5.314848	3589.495000000	-11.51	3517.334872500	101.834000000	3.91	101.597454977
1656497101.8984900	1.79900	5.326352	3591.635000000	-11.51	3519.431851776	101.891200000	3.88	101.657420549
1656497103.5048499	1.80100	5.337856	3591.940000000	-11.51	3519.730720318	102.034200000	3.88	101.800815285
1656497104.6039460	1.80100	5.345046	3592.855000000	-11.51	3520.627325943	102.120000000	3.90	101.883518555
1656497106.2036591	1.80100	5.355112	3591.940000000	-11.51	3519.730720318	102.158200000	3.92	101.919442186
1656497107.3027260	1.79800	5.362302	3593.465000000	-11.51	3521.225063026	102.129600000	3.83	101.901030369
1656497108.9114380	1.79900	5.373806	3593.770000000	-11.51	3521.523931568	102.186800000	3.83	101.958817326
1656497110.0075140	1.80100	5.380996	3593.465000000	-11.51	3521.225063026	102.329800000	3.88	102.095014224
1656497111.1055870	1.79700	5.388186	3594.990000000	-11.51	3522.719405735	102.492000000	3.78	102.269032903
1656497112.2066541	1.80300	5.395376	3594.380000000	-11.51	3522.121668652	102.568200000	3.78	102.345067133
1656497113.8975019	1.79700	5.406880	3594.380000000	-11.51	3522.121668652	102.673200000	3.85	102.441251906
1656497115.0071900	1.80300	5.414070	3592.245000000	-11.51	3520.029588860	102.606400000	3.87	102.372432249
1656497116.1076140	1.79900	5.421260	3594.990000000	-11.51	3522.719405735	102.844800000	3.85	102.613187198
1656497117.2076941	1.80700	5.428450	3595.905000000	-11.51	3523.540866072	102.968800000	3.83	102.738352210
1656497118.8070581	1.80400	5.439954	3594.380000000	-11.51	3522.121668652	102.987800000	3.73	102.769406234
1656497120.0228150	1.80200	5.447144	3594.990000000	-11.51	3522.719405735	103.007000000	3.81	102.779342799
1656497121.1142690	1.80200	5.455772	3594.685000000	-11.51	3522.420537193	103.073800000	3.79	102.848141782
1656497122.2123420	1.80300	5.462962	3594.380000000	-11.51	3522.121668652	103.226400000	3.72	103.008905222
1656497123.8190560	1.79900	5.473028	3595.600000000	-11.51	3523.317142818	103.245400000	3.65	103.035513099
1656497124.9161251	1.80300	5.480218	3594.380000000	-11.51	3522.046555232	103.359800000	3.74	103.139912295
1656497126.3124039	1.80200	5.490284	3595.295000000	-11.51	3522.943141736	103.293000000	3.73	103.073959033
1656497127.4154680	1.80300	5.497474	3594.990000000	-11.51	3522.719405735	103.378800000	3.73	103.159577087
1656497128.5121839	1.80000	5.504664	3595.600000000	-11.51	3523.242003904	103.493400000	3.71	103.276045259
1656497129.6116090	1.80100	5.511854	3595.295000000	-11.51	3522.943141736	103.617400000	3.71	103.400487142
1656497131.2163320	1.80300	5.521920	3596.515000000	-11.51	3524.213748443	103.789000000	3.69	103.573831504
1656497132.3183961	1.80000	5.529110	3598.040000000	-11.51	3525.632901248	103.846200000	3.72	103.627399323
1656497133.9197681	1.80800	5.540614	3594.990000000	-11.51	3522.719405735	103.893800000	3.65	103.683287779
1656497135.0597279	1.80400	5.547804	3596.210000000	-11.51	3523.839728240	103.913000000	3.67	103.700366653
1656497136.1282239	1.80100	5.554994	3597.735000000	-11.51	3525.334039080	103.903400000	3.71	103.685888429
1656497137.2179770	1.80300	5.562184	3598.040000000	-11.51	3525.632901248	104.084600000	3.70	103.868116631
1656497138.8256929	1.80500	5.573688	3596.515000000	-11.51	3524.138590408	104.151400000	3.66	103.938975630
1656497139.9207709	1.80200	5.580878	3597.735000000	-11.51	3525.334039080	104.189600000	3.64	103.979874564
1656497141.2186649	1.79900	5.589506	3598.345000000	-11.51	3525.931763416	104.246800000	3.61	104.039719541
1656497142.3187389	1.80000	5.596696	3596.820000000	-11.51	3524.437452576	104.418400000	3.60	104.212354140
1656497144.0158510	1.80000	5.608200	3598.345000000	-11.51	3525.931763416	104.485200000	3.65	104.273489470
1656497145.1172609	1.80700	5.615390	3597.430000000	-11.51	3525.035176912	104.666400000	3.56	104.463973494
1656497147.0321860	1.80300	5.628332	3597.430000000	-11.51	3525.035176912	104.675800000	3.62	104.467176206
1656497148.6205771	1.80600	5.638398	3598.040000000	-11.51	3525.632901248	104.828400000	3.61	104.620164225
1656497149.8722451	1.80200	5.647026	3598.650000000	-11.51	3526.230625584	104.885600000	3.54	104.685471485
1656497151.4400599	1.80200	5.657092	3599.875000000	-11.51	3527.430973635	105.038200000	3.54	104.837780315
1656497152.5205390	1.80600	5.664282	3598.040000000	-11.51	3525.632901248	105.114600000	3.52	104.916744001
1656497153.6216071	1.79700	5.671472	3600.790000000	-11.51	3528.327560139	105.219400000	3.51	105.022021899
1656497154.7216730	1.80600	5.678662	3598.040000000	-11.51	3525.632901248	105.143200000	3.57	104.939166325
1656497156.3214021	1.80200	5.690166	3599.565000000	-11.51	3527.127212088	105.162200000	3.50	104.965602842
1656497157.4241030	1.80200	5.697356	3599.260000000	-11.51	3526.828349920	105.419800000	3.50	105.222721268
1656497158.5205381	1.80100	5.704546	3600.180000000	-11.51	3527.729835803	105.477000000	3.51	105.279138674
1656497159.6242411	1.80500	5.711736	3601.095000000	-11.51	3528.626422307	105.477000000	3.52	105.278461860
1656497161.2229750	1.80400	5.723240	3600.485000000	-11.51	3528.028697971	105.458000000	3.46	105.266212606
1656497162.3230431	1.79900	5.730430	3601.400000000	-11.51	3528.925284475	105.591400000	3.50	105.394000468
1656497163.9301140	1.79800	5.740496	3600.485000000	-11.51	3528.028697971	105.839400000	3.53	105.638817963
1656497165.1395340	1.80500	5.749124	3600.180000000	-11.51	3527.729835803	105.868000000	3.50	105.670083373
1656497166.7296529	1.80400	5.759190	3599.260000000	-11.51	3526.828349920	105.839400000	3.52	105.639499420
1656497167.9610140	1.79900	5.767818	3602.315000000	-11.52	3529.746553030	105.972800000	3.46	105.779406827
1656497169.0341530	1.80600	5.775008	3599.875000000	-11.51	3527.430973635	106.039600000	3.40	105.853390842
1656497170.1312251	1.80400	5.782198	3602.010000000	-11.51	3529.523008811	106.039600000	3.37	105.856665283
1656497171.7239799	1.80100	5.792264	3602.315000000	-11.51	3529.821870979	106.173200000	3.41	105.985436673
1656497172.8320270	1.80400	5.799454	3602.315000000	-11.51	3529.821870979	106.259000000	3.41	106.071084939
1656497174.5634120	1.80600	5.810958	3602.315000000	-11.52	3529.746553030	106.392600000	3.39	106.206430360
1656497176.1362181	1.80000	5.822462	3602.620000000	-11.51	3530.120733147	106.487800000	3.30	106.311223699
1656497177.2416289	1.80700	5.829652	3601.095000000	-11.51	3528.626422307	106.535600000	3.34	106.355070206
1656497178.8390110	1.80700	5.839718	3600.180000000	-11.51	3527.729835803	106.669000000	3.38	106.483006648
1656497180.1405399	1.80500	5.848346	3602.010000000	-11.51	3529.523008811	106.688200000	3.40	106.500189481
1656497181.7412760	1.80000	5.859850	3602.315000000	-11.51	3529.821870979	106.793000000	3.37	106.608108348
1656497183.0986569	1.80600	5.868478	3601.095000000	-11.51	3528.626422307	106.898000000	3.37	106.713584410
1656497184.1588299	1.80100	5.875668	3603.840000000	-11.52	3531.240831984	106.945600000	3.35	106.763069694
1656497185.2429421	1.80500	5.882858	3601.400000000	-11.51	3528.925284475	106.955200000	3.38	106.769368158
1656497186.8396831	1.80000	5.892924	3602.010000000	-11.51	3529.523008811	107.031400000	3.37	106.846754274
1656497189.1355600	1.80200	5.908742	3604.755000000	-11.52	3532.137399357	107.308000000	3.34	107.125506838
1656497190.2419510	1.80400	5.915932	3602.620000000	-11.51	3530.120733147	107.279400000	3.30	107.101511081
1656497191.9414361	1.80400	5.927436	3602.925000000	-11.52	3530.344264612	107.489200000	3.29	107.312256750
1656497193.5438111	1.80800	5.938940	3602.315000000	-11.51	3529.821870979	107.508400000	3.33	107.326876293
1656497194.8337300	1.80500	5.946130	3602.315000000	-11.51	3529.821870979	107.594200000	3.25	107.420940091
1656497196.4444411	1.80700	5.957634	3603.535000000	-11.51	3531.017319651	107.699000000	3.22	107.529388824
1656497197.5444980	1.80000	5.964824	3604.145000000	-11.52	3531.539687775	107.870600000	3.25	107.697535217
1656497199.1448770	1.80700	5.974890	3602.925000000	-11.52	3530.344264612	107.861200000	3.24	107.688789277
1656497200.2469389	1.80500	5.983518	3605.060000000	-11.52	3532.436255148	107.899400000	3.20	107.730738636
1656497201.8476710	1.80800	5.993584	3605.365000000	-11.52	3532.735110939	108.042400000	3.20	107.873515108
1656497204.0906889	1.80600	6.007964	3604.145000000	-11.52	3531.539687775	108.128200000	3.19	107.961074258
1656497205.1568480	1.80500	6.015154	3606.280000000	-11.52	3533.631678312	108.252200000	3.21	108.082352978
1656497207.0787251	1.80500	6.028096	3604.755000000	-11.52	3532.137399357	108.271200000	3.21	108.101323168
1656497208.6525290	1.80700	6.039600	3604.450000000	-11.52	3531.838543566	108.433400000	3.22	108.262632245
1656497209.9145191	1.80900	6.046790	3606.280000000	-11.52	3533.631678312	108.624200000	3.20	108.454405676
1656497211.5498719	1.80600	6.058294	3605.060000000	-11.52	3532.436255148	108.528800000	3.22	108.357243822
1656497212.8646750	1.80500	6.066922	3605.670000000	-11.52	3533.033966730	108.605000000	3.18	108.437768797
1656497214.4544301	1.81000	6.076988	3606.280000000	-11.52	3533.631678312	108.805200000	3.23	108.631923720
1656497216.5518270	1.80900	6.091368	3604.450000000	-11.52	3531.838543566	108.853000000	3.07	108.697186240
1656497217.6515400	1.80000	6.098558	3604.755000000	-11.52	3532.137399357	108.824400000	3.11	108.664331253
1656497219.2522700	1.80500	6.110062	3606.890000000	-11.52	3534.229389894	109.091400000	3.11	108.930938525
1656497220.3516920	1.80800	6.117252	3605.975000000	-11.52	3533.332822521	109.101000000	3.04	108.947266020
1656497222.0478170	1.80900	6.128756	3605.365000000	-11.52	3532.735110939	109.186800000	3.12	109.024955947
1656497223.6468990	1.80700	6.138822	3605.365000000	-11.52	3532.735110939	109.225000000	3.11	109.064342014
1656497224.9291339	1.80600	6.147450	3606.890000000	-11.52	3534.229389894	109.348800000	3.08	109.191049210
1656497226.4949610	1.80900	6.157516	3605.365000000	-11.52	3532.735110939	109.472800000	3.05	109.317322981
1656497227.5653081	1.80700	6.164706	3605.975000000	-11.52	3533.332822521	109.482400000	3.05	109.327519568
1656497228.6585510	1.80400	6.171896	3605.975000000	-11.52	3533.332822521	109.482400000	3.04	109.328128590
1656497229.7562630	1.80700	6.180524	3607.195000000	-11.52	3534.528245685	109.492000000	3.03	109.338929617
1656497231.3530049	1.80500	6.190590	3606.585000000	-11.52	3533.930534103	109.825800000	2.98	109.677685585
1656497232.4514251	1.80200	6.197780	3606.890000000	-11.52	3534.229389894	109.883000000	3.00	109.732409167
1656497233.5594790	1.80700	6.204970	3606.280000000	-11.52	3533.631678312	109.959200000	3.00	109.808504738
1656497234.6595480	1.80700	6.212160	3606.585000000	-11.52	3533.930534103	109.911600000	2.99	109.762172330
1656497236.2602780	1.81100	6.223664	3606.280000000	-11.52	3533.631678312	110.026000000	3.00	109.875213191
1656497237.3613451	1.80200	6.230854	3607.805000000	-11.52	3535.125957267	110.083200000	3.04	109.928082004
1656497238.9667079	1.80700	6.240920	3607.195000000	-11.52	3534.528245685	110.331200000	2.95	110.185388129
1656497240.0947061	1.80800	6.249548	3606.585000000	-11.52	3533.930534103	110.331200000	2.89	110.190683459
1656497241.1638539	1.79900	6.255300	3609.335000000	-11.52	3536.625135497	110.426600000	2.96	110.279470989
1656497242.2672629	1.80800	6.263928	3606.890000000	-11.52	3534.229389894	110.655400000	2.98	110.505564544
1656497243.8660030	1.80700	6.273994	3608.110000000	-11.53	3535.349335175	110.522000000	2.93	110.377123219
1656497244.9680650	1.80600	6.281184	3609.030000000	-11.53	3536.250782578	110.703200000	2.92	110.559270039
1656497246.2074039	1.80500	6.289812	3608.725000000	-11.52	3536.027423915	110.798400000	2.87	110.659039180
1656497247.2697630	1.80500	6.297002	3608.725000000	-11.52	3536.027423915	110.760400000	2.88	110.620504808
1656497248.9830091	1.81200	6.308506	3607.195000000	-11.52	3534.528245685	110.913000000	2.87	110.774076792
1656497250.0661180	1.80500	6.315696	3609.030000000	-11.52	3536.326279706	111.046400000	2.90	110.903796734
1656497251.1901181	1.80900	6.322886	3608.420000000	-11.52	3535.728568124	111.103600000	2.92	110.959741951
1656497252.2636139	1.80900	6.330076	3608.420000000	-11.52	3535.728568124	111.036800000	2.93	110.891842963
1656497253.8663340	1.81400	6.340142	3606.890000000	-11.52	3534.229389894	111.189400000	2.86	111.050712576
1656497255.1698620	1.80700	6.348770	3609.640000000	-11.53	3536.848481399	111.199000000	2.82	111.064340758
1656497256.7676079	1.80500	6.360274	3609.335000000	-11.52	3536.625135497	111.370600000	2.89	111.228759691
1656497257.9690490	1.80700	6.367464	3609.030000000	-11.52	3536.326279706	111.456600000	2.81	111.322202430
1656497259.0694699	1.80500	6.374654	3609.640000000	-11.53	3536.848481399	111.485200000	2.82	111.350194177
1656497260.1701810	1.80700	6.383282	3609.335000000	-11.52	3536.625135497	111.370600000	2.80	111.237448825
1656497261.7702751	1.80600	6.393348	3609.030000000	-11.52	3536.326279706	111.532800000	2.80	111.400025250
1656497262.8713419	1.80700	6.400538	3609.945000000	-11.53	3537.147330810	111.752200000	2.80	111.619164064
1656497264.5814209	1.80900	6.412042	3607.805000000	-11.52	3535.125957267	111.704400000	2.84	111.566816918
1656497266.1701860	1.80800	6.422108	3609.335000000	-11.52	3536.625135497	111.790200000	2.79	111.657689265
1656497267.2676139	1.80700	6.429298	3608.420000000	-11.52	3535.728568124	111.876200000	2.73	111.749228698
1656497268.8723359	1.80900	6.440802	3608.420000000	-11.52	3535.728568124	112.009600000	2.76	111.879668585
1656497270.1728561	1.80700	6.449430	3609.945000000	-11.53	3537.147330810	112.105000000	2.79	111.972116116
1656497271.7712531	1.81300	6.459496	3609.030000000	-11.53	3536.250782578	112.152600000	2.77	112.021936559
1656497273.0777681	1.81300	6.468124	3608.725000000	-11.52	3536.027423915	112.190800000	2.71	112.065144857
1656497274.1738451	1.80000	6.476752	3611.775000000	-11.53	3538.940427274	112.381600000	2.74	112.252931582
1656497275.2729149	1.80600	6.483942	3610.860000000	-11.53	3538.043879042	112.524600000	2.72	112.397453439
1656497276.8736510	1.80700	6.494008	3611.165000000	-11.53	3538.342728453	112.486400000	2.74	112.357611594
1656497279.0871079	1.80600	6.508388	3610.860000000	-11.52	3538.119414452	112.610400000	2.70	112.485388375
1656497280.1832030	1.80300	6.515578	3611.165000000	-11.53	3538.342728453	112.782200000	2.63	112.663042782
1656497282.0058291	1.81000	6.528520	3609.640000000	-11.53	3536.848481399	112.753600000	2.68	112.630092480
1656497283.5762961	1.80600	6.538586	3610.860000000	-11.53	3538.043879042	112.744000000	2.69	112.619949920
1656497284.8362939	1.80900	6.547214	3610.555000000	-11.53	3537.745029631	112.944200000	2.66	112.822687561
1656497286.3977740	1.80500	6.557280	3611.775000000	-11.53	3538.940427274	113.154000000	2.57	113.040365034
1656497287.4828830	1.81100	6.564470	3610.860000000	-11.53	3538.043879042	113.287600000	2.62	113.169538812
1656497289.0809801	1.80600	6.575974	3611.775000000	-11.53	3538.940427274	113.297200000	2.61	113.179669704
1656497290.1796920	1.81300	6.583164	3610.250000000	-11.53	3537.446180221	113.430600000	2.61	113.312931320
1656497291.7794261	1.81000	6.593230	3610.860000000	-11.52	3538.119414452	113.259000000	2.60	113.142587037
1656497292.8788531	1.81000	6.600420	3611.165000000	-11.53	3538.342728453	113.402000000	2.62	113.283819592
1656497294.6880341	1.80600	6.613362	3611.470000000	-11.53	3538.641577863	113.630800000	2.66	113.507996427
1656497296.2874069	1.80800	6.623428	3612.080000000	-11.53	3539.239276685	113.831200000	2.65	113.709836373
1656497297.3844841	1.80700	6.630618	3613.300000000	-11.53	3540.434674328	113.917000000	2.55	113.804196662
1656497298.9935420	1.81200	6.642122	3611.165000000	-11.53	3538.342728453	113.869400000	2.60	113.752359639
1656497300.1843970	1.81000	6.649312	3610.250000000	-11.52	3537.521702870	113.764400000	2.60	113.647467563
1656497301.7917321	1.80700	6.660816	3612.995000000	-11.53	3540.135824917	113.974200000	2.56	113.860808379
1656497303.8931291	1.80400	6.673758	3612.690000000	-11.53	3539.836975506	114.165000000	2.60	114.047113269
1656497304.9975510	1.80600	6.682386	3612.690000000	-11.53	3539.836975506	114.231800000	2.59	114.115469104
1656497306.1172049	1.81200	6.689576	3611.470000000	-11.53	3538.641577863	114.250800000	2.54	114.138197806
1656497307.1953290	1.80700	6.696766	3612.080000000	-11.53	3539.239276685	114.346200000	2.51	114.236145617
1656497308.9639690	1.81000	6.708270	3611.165000000	-11.53	3538.342728453	114.460600000	2.53	114.348852586
1656497310.0291281	1.81300	6.715460	3611.775000000	-11.53	3538.940427274	114.536800000	2.48	114.429696246
1656497311.1009150	1.80700	6.722650	3612.385000000	-11.53	3539.538126095	114.594200000	2.53	114.482322153
1656497312.1999829	1.81200	6.729840	3612.995000000	-11.53	3540.135824917	114.603600000	2.52	114.492770833
1656497313.8000751	1.81800	6.739906	3609.945000000	-11.52	3537.222847079	114.718000000	2.47	114.611245579
1656497314.9935369	1.81100	6.748534	3611.775000000	-11.53	3538.940427274	114.889800000	2.51	114.779222420
1656497316.1035800	1.80700	6.755724	3612.080000000	-11.53	3539.239276685	114.966000000	2.50	114.856402725
1656497317.2029841	1.80500	6.762914	3612.995000000	-11.53	3540.135824917	114.956400000	2.51	114.846285728
1656497318.8047330	1.81100	6.774418	3612.080000000	-11.53	3539.239276685	115.032800000	2.43	114.929358722
1656497319.9028070	1.81300	6.781608	3611.470000000	-11.53	3538.641577863	115.061400000	2.45	114.956394716
1656497321.8067300	1.80600	6.793112	3612.995000000	-11.53	3540.135824917	115.233000000	2.36	115.134930279
1656497324.1016159	1.80900	6.808930	3612.995000000	-11.53	3540.135824917	115.452400000	2.48	115.343916706
1656497325.1996810	1.80900	6.816120	3611.470000000	-11.53	3538.641577863	115.395200000	2.39	115.294988339
1656497326.9051361	1.81000	6.827624	3613.910000000	-11.53	3541.032373149	115.538200000	2.35	115.440866132
1656497329.0134699	1.81200	6.842004	3612.385000000	-11.53	3539.538126095	115.586000000	2.45	115.480515965
1656497330.1112299	1.80600	6.849194	3613.605000000	-11.53	3540.733523738	115.681200000	2.39	115.580739971
1656497331.2136550	1.80800	6.856384	3613.300000000	-11.53	3540.434674328	115.719400000	2.33	115.623399707
1656497332.3107259	1.80600	6.863574	3612.080000000	-11.53	3539.239276685	115.919800000	2.33	115.824127182
1656497333.9104581	1.81800	6.875078	3611.165000000	-11.53	3538.342728453	116.110400000	2.33	116.014569873
1656497335.0141630	1.81100	6.882268	3614.215000000	-11.53	3541.331222560	116.062800000	2.35	115.965024188
1656497336.7109990	1.80800	6.893772	3613.605000000	-11.53	3540.733523738	116.139000000	2.39	116.038142407
1656497337.8117011	1.81400	6.900962	3613.300000000	-11.53	3540.434674328	116.139000000	2.36	116.040159222
1656497339.4167831	1.81000	6.911028	3614.215000000	-11.53	3541.331222560	116.224800000	2.29	116.131818862
1656497341.5161819	1.81400	6.925408	3612.690000000	-11.53	3539.836975506	116.425200000	2.27	116.333998680
1656497342.6119061	1.81200	6.932598	3612.995000000	-11.53	3540.135824917	116.492000000	2.26	116.401228475
1656497343.7133269	1.80700	6.939788	3614.520000000	-11.53	3541.630071970	116.511000000	2.24	116.421652612
