----------------------------------------------------------------------------------------------------------------------
time (s)	T (K)	B (T)	R1 (Ohm)	Theta1 (deg.)	 X1 (Ohm)	 R2 (Ohm)	 Theta2 (deg.)	 X2 (Ohm)
1656503143.6102350	1.69300	6.314258	3642.290000000	-11.54	3568.611252360	111.809400000	3.46	111.606061861
1656503145.3096969	1.68900	6.325762	3642.595000000	-11.54	3568.910082610	111.933400000	3.46	111.729129136
1656503146.4061241	1.69200	6.332952	3641.985000000	-11.54	3568.388726020	112.038200000	3.49	111.830180094
1656503148.0158441	1.69700	6.343018	3640.460000000	-11.54	3566.894542819	112.086000000	3.42	111.886382151
1656503149.1109271	1.69200	6.350208	3643.210000000	-11.54	3569.512641967	112.162200000	3.44	111.959633895
1656503150.7106581	1.69500	6.361712	3642.290000000	-11.54	3568.611252360	112.305200000	3.41	112.105892730
1656503152.3110280	1.69100	6.371778	3643.210000000	-11.54	3569.512641967	112.305200000	3.43	112.104489580
1656503153.4100959	1.69300	6.378968	3642.595000000	-11.54	3568.910082610	112.486400000	3.43	112.285365742
1656503155.1095650	1.69000	6.390472	3643.820000000	-11.54	3570.110302468	112.553200000	3.38	112.356946665
1656503156.2109721	1.69600	6.397662	3641.680000000	-11.54	3568.089889380	112.658200000	3.37	112.463153876
1656503157.4134290	1.69000	6.406290	3644.125000000	-11.54	3570.409132718	112.629600000	3.35	112.437368479
1656503158.5164800	1.69400	6.413480	3642.900000000	-11.54	3569.208912861	112.629600000	3.37	112.434603392
1656503160.3070560	1.69000	6.424984	3644.125000000	-11.54	3570.409132718	112.887000000	3.34	112.695018922
1656503161.4117579	1.69200	6.432174	3644.125000000	-11.54	3570.409132718	113.001400000	3.35	112.807842208
1656503163.0218170	1.69300	6.443678	3643.515000000	-11.54	3569.811472218	113.125400000	3.31	112.937134792
1656503164.1225319	1.69200	6.450868	3642.290000000	-11.54	3568.611252360	113.068200000	3.30	112.880712189
1656503165.7162781	1.68900	6.460934	3645.955000000	-11.54	3572.202114219	113.268400000	3.31	113.079212156
1656503167.3193729	1.69500	6.472438	3643.515000000	-11.54	3569.811472218	113.173200000	3.30	112.985538080
1656503168.4201629	1.69200	6.479628	3644.430000000	-11.54	3570.707962968	113.278000000	3.29	113.091527522
1656503170.0247869	1.69100	6.489694	3645.040000000	-11.54	3571.305623469	113.383000000	3.32	113.192934158
1656503171.1158760	1.69000	6.496884	3645.040000000	-11.54	3571.305623469	113.373400000	3.28	113.187450802
1656503172.7209530	1.69700	6.508388	3642.595000000	-11.54	3568.910082610	113.478400000	3.20	113.301681462
1656503173.8206680	1.69200	6.515578	3645.040000000	-11.54	3571.305623469	113.507000000	3.23	113.326235930
1656503174.9177420	1.69100	6.522768	3644.430000000	-11.54	3570.707962968	113.630800000	3.25	113.447819300
1656503176.0237889	1.69100	6.529958	3643.515000000	-11.54	3569.811472218	113.707200000	3.20	113.529460259
1656503177.6185360	1.69300	6.541462	3644.430000000	-11.54	3570.707962968	113.859800000	3.20	113.681821724
1656503178.7205989	1.69100	6.548652	3645.040000000	-11.54	3571.305623469	114.021800000	3.19	113.845564958
1656503179.8196700	1.69100	6.555842	3645.345000000	-11.54	3571.604453719	113.993200000	3.14	113.822276805
1656503180.9210989	1.69300	6.563032	3644.430000000	-11.54	3570.707962968	113.945600000	3.19	113.768818940
1656503182.5254509	1.69400	6.573098	3643.820000000	-11.54	3570.110302468	114.165000000	3.16	113.991191415
1656503183.6225231	1.69200	6.580288	3643.820000000	-11.54	3570.110302468	114.145800000	3.19	113.969373300
1656503185.2236011	1.69500	6.591792	3643.820000000	-11.54	3570.110302468	114.289000000	3.20	114.110350827
1656503186.3233261	1.69400	6.598982	3644.125000000	-11.54	3570.409132718	114.289000000	3.17	114.114341844
1656503187.5284641	1.69500	6.607610	3643.820000000	-11.54	3570.110302468	114.355600000	3.17	114.180177638
1656503188.6241860	1.69300	6.614800	3644.430000000	-11.54	3570.707962968	114.517800000	3.17	114.342792188
1656503190.3190119	1.69200	6.626304	3645.345000000	-11.54	3571.604453719	114.632200000	3.12	114.462284407
1656503191.4270561	1.69100	6.633494	3645.955000000	-11.54	3572.202114219	114.737200000	3.13	114.566474182
1656503193.0277719	1.69300	6.643560	3645.650000000	-11.54	3571.903283969	114.765800000	3.11	114.596992106
1656503194.1295049	1.69700	6.650750	3645.345000000	-11.54	3571.604453719	114.870600000	3.13	114.699019081
1656503195.7256031	1.69000	6.662254	3645.040000000	-11.54	3571.305623469	114.870600000	3.10	114.702289530
1656503197.3263381	1.69000	6.672320	3646.870000000	-11.54	3573.098604970	115.099600000	3.13	114.928334941
1656503198.4273980	1.69600	6.679510	3645.040000000	-11.54	3571.305623469	115.099600000	3.13	114.928334941
1656503200.1278670	1.69700	6.691014	3644.125000000	-11.54	3570.409132718	115.280800000	3.06	115.116430459
1656503201.2289181	1.69400	6.698204	3645.650000000	-11.54	3571.903283969	115.185400000	3.08	115.018580792
1656503202.5302670	1.69400	6.706832	3645.650000000	-11.54	3571.903283969	115.242600000	3.01	115.084031791
1656503203.6285300	1.69300	6.714022	3645.650000000	-11.54	3571.903283969	115.290200000	2.98	115.134088688
1656503205.3509369	1.69600	6.725526	3644.735000000	-11.54	3571.006793218	115.605000000	2.98	115.449091580
1656503206.4267089	1.69600	6.732716	3645.955000000	-11.54	3572.202114219	115.671800000	3.02	115.511368262
1656503208.0304310	1.69800	6.744220	3644.125000000	-11.54	3570.409132718	115.662200000	3.04	115.499220648
1656503209.1278670	1.69500	6.751410	3645.650000000	-11.54	3571.903283969	115.710000000	2.98	115.553320248
1656503210.7303450	1.69100	6.761476	3645.955000000	-11.54	3572.202114219	115.872000000	2.97	115.716360835
1656503212.3333130	1.69600	6.772980	3645.650000000	-11.54	3571.903283969	116.072200000	2.99	115.913762595
1656503213.4320281	1.69500	6.780170	3646.870000000	-11.54	3573.098604970	115.977000000	3.01	115.816783763
1656503215.1514790	1.69500	6.791674	3645.955000000	-11.54	3572.202114219	116.024600000	2.98	115.868125695
1656503216.2348981	1.69500	6.798864	3645.955000000	-11.54	3572.202114219	116.072200000	2.97	115.916291926
1656503217.4323599	1.69500	6.806054	3646.260000000	-11.54	3572.500944469	116.186800000	2.92	116.036360173
1656503218.5384090	1.69700	6.813244	3646.870000000	-11.54	3573.098604970	116.158200000	2.92	116.007797204
1656503220.3499379	1.69400	6.826186	3646.260000000	-11.54	3572.500944469	116.196200000	2.94	116.043261780
1656503221.4340429	1.69500	6.833376	3645.650000000	-11.54	3571.903283969	116.339400000	2.95	116.185647792
1656503223.0384099	1.69700	6.843442	3645.345000000	-11.54	3571.604453719	116.425200000	2.93	116.273208479
1656503224.1324921	1.69600	6.850632	3646.870000000	-11.54	3573.098604970	116.492000000	2.89	116.343637135
1656503225.7335739	1.69500	6.862136	3647.175000000	-11.54	3573.397435220	116.654000000	2.93	116.501085141
1656503227.3373041	1.69500	6.872202	3647.175000000	-11.54	3573.397435220	116.730400000	2.95	116.576131053
1656503228.4343741	1.69600	6.879392	3647.175000000	-11.54	3573.397435220	116.835200000	2.90	116.685782103
1656503230.0477140	1.69300	6.890896	3646.565000000	-11.54	3572.799774720	116.873400000	2.86	116.728233335
1656503231.1368110	1.69300	6.898086	3646.870000000	-11.54	3573.098604970	116.778000000	2.86	116.632951830
1656503232.7365470	1.69200	6.908152	3647.480000000	-11.55	3573.619807243	117.026000000	2.87	116.878806184
1656503233.8369541	1.69400	6.915342	3647.175000000	-11.54	3573.397435220	117.083200000	2.89	116.934084189
1656503234.9370220	1.69700	6.928284	3646.565000000	-11.54	3572.799774720	117.197600000	2.82	117.055676602
1656503237.7761061	1.69400	6.942664	3647.175000000	-11.54	3573.397435220	117.417000000	2.83	117.274205333
1656503238.8422599	1.69700	6.948416	3646.260000000	-11.54	3572.500944469	117.340600000	2.81	117.199107334
1656503239.9383399	1.69300	6.957044	3647.785000000	-11.54	3573.995095720	117.502800000	2.80	117.362918235
1656503241.0457411	1.69700	6.964234	3645.955000000	-11.54	3572.202114219	117.531400000	2.81	117.390280858
1656503242.6411331	1.69800	6.974300	3645.955000000	-11.54	3572.202114219	117.645800000	2.78	117.507545088
1656503243.7402020	1.69400	6.981490	3647.175000000	-11.54	3573.397435220	117.750800000	2.80	117.610020859
1656503245.3412831	1.69300	6.992994	3648.090000000	-11.55	3574.217454957	117.789000000	2.78	117.650576803
1656503246.4423521	1.69500	7.000184	3646.565000000	-11.54	3572.799774720	117.951000000	2.72	117.817721908
1656503248.0590420	1.70000	7.010250	3645.345000000	-11.54	3571.604453719	117.989200000	2.72	117.856465305
1656503249.1447880	1.69700	7.017440	3646.260000000	-11.54	3572.500944469	118.056000000	2.72	117.922603263
1656503250.7438769	1.69800	7.028944	3646.260000000	-11.54	3572.500944469	118.132200000	2.74	117.996947581
1656503252.3474059	1.69700	7.039010	3647.175000000	-11.54	3573.397435220	118.256200000	2.72	118.122577048
1656503253.5503941	1.69700	7.047638	3645.955000000	-11.54	3572.202114219	118.237200000	2.74	118.102419043
1656503255.1501279	1.69900	7.057704	3645.955000000	-11.54	3572.202114219	118.265800000	2.72	118.132754138
1656503256.4406891	1.69600	7.066332	3648.395000000	-11.55	3574.516278813	118.418400000	2.67	118.289845330
1656503258.0500400	1.69600	7.077836	3648.090000000	-11.55	3574.217454957	118.704400000	2.64	118.578413917
1656503259.2581720	1.69200	7.085026	3649.310000000	-11.55	3575.412750384	118.675800000	2.66	118.548121147
1656503260.3452320	1.70000	7.092216	3646.870000000	-11.55	3573.022159529	118.761600000	2.64	118.635553208
1656503261.4449840	1.69700	7.099406	3647.785000000	-11.54	3573.995095720	118.838000000	2.60	118.715287931
1656503263.1467991	1.69900	7.110910	3648.700000000	-11.54	3574.891586471	119.009600000	2.61	118.886143873
1656503265.4376891	1.69600	7.126728	3648.700000000	-11.54	3574.891586471	119.152600000	2.60	119.029563076
1656503266.5367689	1.69600	7.133918	3648.395000000	-11.55	3574.516278813	119.190800000	2.66	119.062567078
1656503268.3106720	1.70100	7.145422	3646.870000000	-11.55	3573.022159529	119.219400000	2.59	119.097989853
1656503269.8708861	1.70000	7.156926	3646.565000000	-11.54	3572.799774720	119.353000000	2.64	119.226325530
1656503270.9476409	1.69700	7.164116	3647.785000000	-11.54	3573.995095720	119.467400000	2.61	119.343468968
1656503272.5507269	1.69400	7.174182	3648.700000000	-11.54	3574.891586471	119.553200000	2.63	119.426889051
1656503273.6494370	1.69500	7.181372	3648.395000000	-11.55	3574.516278813	119.639000000	2.58	119.517727162
1656503275.2491710	1.70000	7.191438	3646.870000000	-11.55	3573.022159529	119.591400000	2.56	119.472419891
1656503276.3492370	1.69800	7.200066	3648.090000000	-11.55	3574.217454957	119.829800000	2.57	119.708897964
1656503277.4891980	1.69600	7.207256	3648.700000000	-11.55	3574.815102670	119.696200000	2.50	119.582093417
1656503278.5543571	1.69700	7.214446	3647.480000000	-11.55	3573.619807243	119.772600000	2.51	119.657322889
1656503280.2578130	1.69800	7.225950	3648.090000000	-11.55	3574.217454957	119.925200000	2.53	119.808671666
1656503281.3489051	1.70000	7.233140	3647.480000000	-11.55	3573.619807243	120.058600000	2.52	119.942495491
1656503282.4519680	1.69900	7.240330	3647.785000000	-11.54	3573.995095720	120.096800000	2.53	119.980104926
1656503283.6531141	1.69400	7.248958	3649.005000000	-11.55	3575.113926527	120.192200000	2.48	120.079263017
1656503285.2538450	1.69600	7.259024	3648.700000000	-11.55	3574.815102670	120.278000000	2.51	120.162236458
1656503286.5580859	1.70100	7.267652	3647.480000000	-11.55	3573.619807243	120.297000000	2.47	120.185596551
1656503288.1571071	1.69700	7.277718	3649.005000000	-11.55	3575.113926527	120.459200000	2.47	120.347102926
1656503290.2581470	1.70100	7.292098	3646.870000000	-11.54	3573.098604970	120.459200000	2.42	120.351946160
1656503291.3562160	1.69500	7.299288	3649.310000000	-11.55	3575.412750384	120.430600000	2.46	120.319614795
1656503292.5623629	1.69700	7.307916	3649.005000000	-11.55	3575.113926527	120.669000000	2.44	120.559954035
1656503293.6610730	1.70100	7.315106	3648.700000000	-11.54	3574.891586471	120.754800000	2.45	120.644058126
1656503295.3565531	1.69800	7.326610	3649.005000000	-11.55	3575.113926527	120.812000000	2.38	120.707610751
1656503296.4596050	1.69600	7.333800	3649.005000000	-11.55	3575.113926527	120.955200000	2.42	120.846969482
1656503298.2458420	1.70000	7.345304	3648.090000000	-11.55	3574.217454957	121.012400000	2.37	120.908888314
1656503299.8625319	1.70100	7.356808	3647.785000000	-11.54	3573.995095720	121.098200000	2.39	120.993035732
1656503300.9655969	1.70000	7.363998	3646.870000000	-11.54	3573.098604970	121.212600000	2.36	121.109964215
1656503302.5653260	1.69800	7.374064	3649.005000000	-11.55	3575.113926527	121.527400000	2.46	121.415404018
1656503303.6627600	1.69800	7.381254	3649.615000000	-11.55	3575.711574241	121.279400000	2.45	121.168177026
1656503305.2631271	1.70200	7.397072	3649.310000000	-11.55	3575.412750384	121.460600000	2.42	121.351917251
1656503307.6008959	1.69900	7.407138	3648.700000000	-11.55	3574.815102670	121.536800000	2.32	121.437522573
1656503308.6694009	1.69800	7.414328	3648.395000000	-11.55	3574.516278813	121.660800000	2.33	121.559870748
1656503310.3868170	1.70200	7.425832	3647.785000000	-11.54	3573.995095720	121.746600000	2.32	121.646635322
1656503311.4645879	1.70100	7.433022	3648.395000000	-11.55	3574.516278813	121.880200000	2.31	121.781157173
1656503313.3006921	1.69900	7.445964	3649.310000000	-11.55	3575.412750384	121.889800000	2.26	121.794822465
1656503314.8655200	1.69700	7.456030	3649.615000000	-11.55	3575.711574241	122.013600000	2.31	121.914448769
1656503315.9646659	1.69600	7.463220	3649.310000000	-11.55	3575.412750384	122.175800000	2.33	122.074963878
1656503317.5706630	1.69800	7.474724	3649.615000000	-11.55	3575.711574241	122.271200000	2.29	122.173893074
1656503318.6643901	1.69800	7.481914	3647.785000000	-11.54	3573.995095720	122.204400000	2.22	122.112680179
1656503320.2681141	1.70100	7.491980	3648.700000000	-11.54	3574.891586471	122.385600000	2.32	122.285629230
1656503321.3701749	1.70000	7.499170	3649.005000000	-11.55	3575.113926527	122.490600000	2.27	122.394139077
1656503322.4782219	1.69800	7.507798	3649.920000000	-11.55	3576.010398097	122.490600000	2.23	122.398167820
1656503323.5752931	1.70400	7.514988	3648.700000000	-11.55	3574.815102670	122.490600000	2.26	122.395154316
1656503325.2308791	1.70000	7.525054	3649.310000000	-11.55	3575.412750384	122.700400000	2.27	122.604283022
1656503326.2963901	1.70100	7.532244	3648.700000000	-11.54	3574.891586471	122.786200000	2.25	122.691536290
1656503327.3671801	1.69800	7.539434	3649.005000000	-11.55	3575.113926527	122.891000000	2.29	122.793199819
1656503328.6008921	1.70000	7.548062	3648.090000000	-11.55	3574.217454957	122.891000000	2.23	122.797765150
1656503330.1657159	1.70200	7.558128	3649.005000000	-11.55	3575.113926527	122.938800000	2.24	122.845026818
1656503331.3964360	1.69700	7.566756	3650.225000000	-11.55	3576.309221954	123.091400000	2.20	123.001000931
1656503332.4685769	1.69700	7.573946	3650.225000000	-11.55	3576.309221954	123.139000000	2.23	123.045576998
1656503333.5696380	1.69800	7.581136	3649.005000000	-11.55	3575.113926527	123.120000000	2.20	123.029579927
1656503335.1687360	1.69900	7.591202	3649.310000000	-11.55	3575.412750384	123.196200000	2.19	123.106217634
1656503336.2677989	1.70100	7.598392	3649.310000000	-11.55	3575.412750384	123.310600000	2.16	123.222984445
1656503337.4672430	1.69800	7.607020	3649.615000000	-11.55	3575.711574241	123.339200000	2.15	123.252050256
1656503338.5726690	1.70100	7.614210	3649.615000000	-11.55	3575.711574241	123.396600000	2.12	123.311821208
1656503340.2797451	1.70100	7.625714	3649.310000000	-11.55	3575.412750384	123.577800000	2.13	123.492416414
1656503341.3708329	1.70100	7.632904	3649.005000000	-11.55	3575.113926527	123.692200000	2.10	123.609127549
1656503342.4702480	1.70200	7.640094	3648.700000000	-11.55	3574.815102670	123.644400000	2.15	123.557520587
1656503343.5729630	1.70000	7.647284	3649.615000000	-11.55	3575.711574241	123.711200000	2.12	123.626684529
1656503345.1710739	1.70200	7.658788	3649.310000000	-11.55	3575.412750384	123.730400000	2.09	123.647776009
1656503346.3146520	1.70200	7.665978	3649.005000000	-11.55	3575.113926527	123.749400000	2.08	123.667707629
1656503347.3768220	1.70200	7.673168	3649.005000000	-11.55	3575.113926527	123.873400000	2.11	123.789252455
1656503348.4702539	1.70100	7.680358	3649.920000000	-11.55	3576.010398097	123.997400000	2.05	123.918349899
1656503350.1703670	1.70200	7.691862	3649.615000000	-11.55	3575.711574241	124.064000000	2.04	123.985370598
1656503351.2697670	1.69900	7.699052	3650.530000000	-11.55	3576.608045811	124.178600000	2.03	124.100360190
1656503352.5081351	1.70100	7.707680	3649.310000000	-11.55	3575.412750384	124.264400000	2.00	124.188398419
1656503353.5772800	1.69900	7.714870	3650.835000000	-11.55	3576.906869668	124.350200000	2.07	124.269054455
1656503355.3236239	1.70200	7.726374	3649.615000000	-11.55	3575.711574241	124.417000000	2.13	124.331036586
1656503356.3808091	1.70100	7.733564	3649.615000000	-11.55	3575.711574241	124.483800000	2.12	124.398756714
1656503357.4732549	1.70400	7.740754	3648.700000000	-11.55	3574.815102670	124.502800000	2.08	124.421083258
1656503358.5743101	1.70000	7.747944	3649.615000000	-11.55	3575.711574241	124.521800000	2.03	124.443343954
1656503360.1786840	1.70100	7.758010	3649.310000000	-11.55	3575.412750384	124.760200000	2.03	124.681593748
1656503361.3695030	1.70100	7.766638	3649.310000000	-11.55	3575.412750384	124.750800000	2.02	124.673584529
1656503362.4685740	1.70100	7.773828	3649.615000000	-11.55	3575.711574241	124.836600000	2.00	124.760704919
1656503363.5696330	1.70100	7.781018	3648.090000000	-11.55	3574.217454957	124.884200000	2.00	124.808275980
1656503365.1787021	1.70200	7.792522	3649.615000000	-11.55	3575.711574241	125.017800000	1.97	124.943609563
1656503366.2794080	1.70300	7.799712	3649.005000000	-11.55	3575.113926527	124.941400000	2.06	124.860811113
1656503367.4207230	1.70200	7.806902	3649.615000000	-11.55	3575.711574241	125.065400000	2.08	124.983313999
1656503368.4825311	1.70100	7.814092	3650.225000000	-11.55	3576.309221954	125.151200000	2.02	125.073736698
1656503370.3625181	1.70100	7.827034	3649.615000000	-11.55	3575.711574241	125.218000000	2.00	125.141415186
1656503371.4775450	1.70000	7.834224	3650.225000000	-11.55	3576.309221954	125.294400000	1.98	125.219592772
1656503373.3429279	1.69800	7.847166	3650.835000000	-11.55	3576.906869668	125.370600000	1.99	125.295292982
1656503374.9044039	1.70300	7.857232	3649.310000000	-11.55	3575.412750384	125.685400000	1.96	125.612167292
1656503375.9808910	1.70100	7.864422	3648.700000000	-11.54	3574.891586471	125.704400000	1.87	125.637311470
1656503377.5852580	1.70100	7.874488	3649.615000000	-11.55	3575.711574241	125.618600000	1.91	125.548954142
1656503378.6816859	1.70300	7.881678	3649.615000000	-11.55	3575.711574241	125.704400000	1.94	125.632497936
1656503380.2790749	1.70400	7.893182	3649.310000000	-11.55	3575.412750384	125.952400000	1.94	125.880356082
1656503381.3814771	1.70200	7.900372	3649.920000000	-11.55	3576.010398097	126.076400000	1.87	126.009543532
1656503382.5244401	1.70100	7.907562	3649.920000000	-11.55	3576.010398097	126.143000000	1.83	126.078664134
1656503383.5902419	1.70600	7.914752	3650.530000000	-11.55	3576.608045811	126.057200000	1.88	125.989057971
1656503385.2531631	1.70200	7.926256	3649.615000000	-11.55	3575.711574241	126.257600000	1.88	126.189349642
1656503386.3183229	1.70600	7.933446	3648.090000000	-11.54	3574.293925970	126.209800000	1.84	126.144583173
1656503387.3851221	1.70500	7.940636	3648.395000000	-11.55	3574.516278813	126.257600000	1.84	126.192358473
1656503388.4855411	1.70000	7.947826	3649.310000000	-11.55	3575.412750384	126.276600000	1.88	126.208339371
1656503390.0872719	1.70000	7.957892	3649.920000000	-11.55	3576.010398097	126.400600000	1.87	126.333571613
1656503391.3944271	1.70300	7.966520	3649.310000000	-11.55	3575.412750384	126.515000000	1.88	126.446610501
1656503392.4818909	1.70600	7.973710	3648.395000000	-11.55	3574.516278813	126.620000000	1.82	126.555843592
1656503393.5865841	1.70200	7.980900	3649.310000000	-11.55	3575.412750384	126.744000000	1.80	126.681459487
1656503395.1846809	1.69900	7.992404	3651.445000000	-11.55	3577.504517381	126.867800000	1.82	126.803940213
1656503396.2823949	1.70900	7.999594	3648.395000000	-11.55	3574.516278813	126.925200000	1.85	126.859185570
1656503397.5081429	1.70500	8.008222	3649.615000000	-11.55	3575.711574241	126.829800000	1.81	126.766380000
1656503398.5872481	1.69900	8.015412	3650.835000000	-11.55	3576.906869668	127.030000000	1.80	126.967318363
1656503400.3080230	1.70200	8.026916	3649.920000000	-11.55	3576.010398097	126.963200000	1.82	126.898869698
1656503401.3851290	1.70200	8.034106	3649.005000000	-11.55	3575.113926527	127.058600000	1.81	126.995065591
1656503402.4838569	1.70600	8.041296	3648.395000000	-11.55	3574.516278813	127.011000000	1.76	126.951218096
1656503403.5889101	1.70200	8.048486	3649.005000000	-11.55	3575.113926527	127.096800000	1.79	127.034502768
1656503405.1926320	1.70100	8.058552	3649.920000000	-11.55	3576.010398097	127.402000000	1.83	127.337022014
1656503406.4775510	1.70300	8.067180	3649.615000000	-11.55	3575.711574241	127.316200000	1.79	127.254211919
1656503408.0889101	1.70000	8.078684	3651.750000000	-11.55	3577.803341238	127.478200000	1.76	127.418198193
1656503410.1843190	1.70300	8.091626	3649.920000000	-11.55	3576.010398097	127.545000000	1.80	127.482064242
1656503411.2863791	1.70000	8.100254	3649.920000000	-11.55	3576.010398097	127.640400000	1.73	127.581950886
1656503412.5852730	1.70400	8.107444	3649.920000000	-11.55	3576.010398097	127.745200000	1.71	127.688310867
1656503413.6849830	1.70100	8.116072	3649.310000000	-11.55	3575.412750384	127.773800000	1.75	127.714068845
1656503415.3778169	1.70800	8.126138	3648.090000000	-11.55	3574.217454957	127.964600000	1.75	127.905188646
1656503416.4397900	1.70100	8.133328	3650.835000000	-11.55	3576.906869668	128.021800000	1.73	127.963581203
1656503417.5041549	1.70600	8.140518	3649.005000000	-11.55	3575.113926527	127.983600000	1.73	127.924993728
1656503418.6122169	1.70500	8.147708	3650.225000000	-11.55	3576.309221954	128.041000000	1.78	127.979076686
1656503420.1889949	1.70600	8.159212	3649.615000000	-11.55	3575.711574241	128.155400000	1.66	128.101487033
1656503421.3894391	1.70900	8.166402	3648.090000000	-11.55	3574.217454957	128.174400000	1.66	128.120867631
1656503422.4888620	1.70200	8.173592	3650.835000000	-11.55	3576.906869668	128.164800000	1.66	128.111271640
1656503423.5935619	1.70200	8.182220	3650.225000000	-11.55	3576.309221954	128.336600000	1.68	128.281435115
1656503425.1906519	1.70700	8.192286	3648.700000000	-11.55	3574.815102670	128.527200000	1.63	128.475064837
1656503426.2927091	1.70300	8.199476	3649.920000000	-11.55	3576.010398097	128.594000000	1.64	128.541453516
1656503427.4905231	1.70700	8.208104	3648.700000000	-11.55	3574.815102670	128.555800000	1.64	128.503269126
1656503428.5962191	1.70300	8.215294	3648.395000000	-11.55	3574.516278813	128.632200000	1.61	128.581166803
1656503430.2461650	1.70200	8.225360	3650.225000000	-11.55	3576.309221954	128.832400000	1.58	128.783541922
1656503431.3083410	1.70700	8.232550	3648.395000000	-11.55	3574.516278813	128.861000000	1.60	128.811009909
1656503432.3914421	1.70500	8.239740	3649.310000000	-11.55	3575.412750384	128.937400000	1.61	128.886245718
1656503433.4935119	1.70500	8.248368	3649.615000000	-11.55	3575.711574241	128.823000000	1.57	128.774516274
1656503435.0952520	1.70300	8.258434	3649.615000000	-11.55	3575.711574241	129.118600000	1.60	129.068132676
1656503436.3764701	1.70700	8.267062	3648.090000000	-11.55	3574.217454957	129.128000000	1.58	129.078656738
1656503437.4396341	1.70500	8.274252	3649.615000000	-11.55	3575.711574241	129.156800000	1.55	129.109663481
1656503438.5057900	1.70700	8.281442	3649.005000000	-11.55	3575.113926527	129.185400000	1.58	129.136034804
1656503440.1188459	1.70800	8.291508	3649.005000000	-11.55	3575.113926527	129.271200000	1.59	129.221427106
1656503441.1956191	1.70400	8.298698	3649.920000000	-11.55	3576.010398097	129.357000000	1.61	129.306060080
1656503442.7953529	1.70600	8.310202	3649.615000000	-11.55	3575.711574241	129.519200000	1.52	129.473385471
1656503443.8944211	1.70400	8.317392	3649.920000000	-11.55	3576.010398097	129.366600000	1.53	129.320478443
1656503445.0004699	1.70900	8.324582	3649.005000000	-11.55	3575.113926527	129.500000000	1.55	129.452371170
1656503446.1028860	1.70500	8.331772	3649.920000000	-11.55	3576.010398097	129.576400000	1.51	129.531284162
1656503447.6992719	1.70800	8.341838	3648.700000000	-11.55	3574.815102670	129.729000000	1.53	129.682749241
1656503448.8013351	1.70100	8.350466	3651.140000000	-11.55	3577.205693525	129.891000000	1.57	129.842486760
1656503449.9014010	1.70100	8.357656	3651.445000000	-11.55	3577.504517381	129.976800000	1.55	129.928995808
1656503451.0024669	1.70400	8.364846	3649.920000000	-11.55	3576.010398097	129.996000000	1.51	129.950738066
1656503452.6131690	1.70500	8.374912	3649.005000000	-11.55	3575.113926527	130.043600000	1.49	129.999393075
1656503453.7026191	1.70400	8.382102	3649.615000000	-11.55	3575.711574241	130.110400000	1.46	130.068276120
1656503455.3053451	1.70500	8.393606	3649.615000000	-11.55	3575.711574241	130.129400000	1.52	130.083731336
1656503456.4054050	1.70400	8.400796	3650.530000000	-11.55	3576.608045811	130.301200000	1.49	130.256905506
1656503457.6241620	1.70400	8.407986	3650.835000000	-11.55	3576.906869668	130.453800000	1.52	130.407654878
1656503458.7059231	1.71000	8.416614	3647.785000000	-11.54	3573.995095720	130.472800000	1.46	130.430558792
1656503460.4183531	1.70400	8.426680	3650.530000000	-11.55	3576.608045811	130.425000000	1.47	130.382076371
1656503461.5078020	1.70800	8.435308	3649.615000000	-11.55	3575.711574241	130.577600000	1.45	130.536017849
1656503463.3265960	1.70200	8.446812	3650.530000000	-11.55	3576.608045811	130.625400000	1.35	130.589142336
1656503464.9153631	1.70600	8.456878	3649.920000000	-11.55	3576.010398097	130.921000000	1.43	130.880339943
1656503466.0087900	1.70600	8.464068	3649.310000000	-11.55	3575.412750384	130.835200000	1.40	130.796255858
1656503467.6121700	1.70700	8.475572	3649.310000000	-11.55	3575.412750384	130.978200000	1.44	130.936835681
1656503468.7082469	1.70700	8.482762	3649.005000000	-11.55	3575.113926527	131.102200000	1.43	131.061140812
1656503470.3099740	1.70500	8.492828	3649.920000000	-11.55	3576.010398097	131.111800000	1.43	131.071080686
1656503471.4110360	1.70600	8.500018	3649.920000000	-11.55	3576.010398097	131.283400000	1.38	131.245322210
1656503472.5121031	1.70800	8.508646	3649.310000000	-11.55	3575.412750384	131.245200000	1.35	131.208770298
1656503473.6171529	1.70900	8.515836	3649.005000000	-11.55	3575.113926527	131.331000000	1.40	131.291572025
1656503475.3037460	1.70700	8.525902	3649.920000000	-11.55	3576.010398097	131.579000000	1.40	131.539834460
1656503476.4057269	1.70400	8.534530	3650.530000000	-11.55	3576.608045811	131.560000000	1.34	131.523806780
1656503477.5111251	1.70400	8.541720	3649.920000000	-11.55	3576.010398097	131.474200000	1.29	131.440878361
1656503478.6321371	1.70500	8.548910	3649.920000000	-11.55	3576.010398097	131.436000000	1.34	131.399840893
1656503480.2159140	1.70500	8.558976	3649.920000000	-11.55	3576.010398097	131.598200000	1.34	131.561996270
1656503481.4273241	1.70600	8.567604	3649.615000000	-11.55	3575.711574241	131.731600000	1.33	131.696323753
1656503482.5164230	1.71000	8.574794	3648.090000000	-11.55	3574.217454957	131.798400000	1.32	131.763424532
1656503483.6194799	1.70700	8.581984	3650.530000000	-11.55	3576.608045811	131.893800000	1.27	131.861298343
