----------------------------------------------------------------------------------------------------------------------
time (s)	T (K)	B (T)	R1 (Ohm)	Theta1 (deg.)	 X1 (Ohm)	 R2 (Ohm)	 Theta2 (deg.)	 X2 (Ohm)
1656491759.6117859	1.96600	7.132480	3578.205000000	-11.50	3506.421272426	117.359800000	1.55	117.316636216
1656491760.7115099	1.96500	7.136794	3578.205000000	-11.50	3506.421272426	117.512400000	1.59	117.467154560
1656491761.8129320	1.96400	7.142546	3578.510000000	-11.50	3506.720153705	117.493200000	1.54	117.450651916
1656491762.9179881	1.96900	7.148298	3578.510000000	-11.50	3506.720153705	117.560000000	1.56	117.516428081
1656491764.5177231	1.97100	7.156926	3577.900000000	-11.50	3506.122391147	117.512400000	1.58	117.467495369
1656491765.6187811	1.96700	7.162678	3579.120000000	-11.50	3507.317916264	117.731600000	1.55	117.688299472
1656491766.7188599	1.97500	7.166992	3576.985000000	-11.50	3505.225747309	117.598200000	1.56	117.554613923
1656491767.8209319	1.96100	7.172744	3580.340000000	-11.50	3508.513441381	117.693600000	1.49	117.653912016
1656491769.4203050	1.96600	7.181372	3579.425000000	-11.50	3507.616797543	117.779400000	1.54	117.737079528
1656491770.5163851	1.96600	7.187124	3578.205000000	-11.50	3506.421272426	117.903400000	1.51	117.862673601
1656491772.1154759	1.96900	7.194314	3578.510000000	-11.50	3506.720153705	117.817600000	1.39	117.783130086
1656491773.3272569	1.96600	7.200066	3578.205000000	-11.50	3506.421272426	117.922400000	1.48	117.883273613
1656491774.9239969	1.96500	7.208694	3579.425000000	-11.50	3507.616797543	117.912800000	1.57	117.868760521
1656491776.1144691	1.96800	7.214446	3578.510000000	-11.50	3506.720153705	118.113200000	1.52	118.071420090
1656491777.2145391	1.97100	7.220198	3577.595000000	-11.50	3505.823509867	118.151400000	1.47	118.112515685
1656491778.3219421	1.95900	7.225950	3579.425000000	-11.50	3507.616797543	118.199000000	1.40	118.163817124
1656491779.9266751	1.97300	7.233140	3578.205000000	-11.50	3506.421272426	118.246600000	1.41	118.210796152
1656491781.0237479	1.96600	7.238892	3579.120000000	-11.50	3507.317916264	118.237200000	1.37	118.203203710
1656491782.7238619	1.96200	7.247520	3579.120000000	-11.50	3507.317916264	118.256200000	1.40	118.220697320
1656491784.3265891	1.97000	7.256148	3578.815000000	-11.50	3507.019034985	118.466000000	1.43	118.428898275
1656491785.4266551	1.97200	7.260462	3578.815000000	-11.50	3507.019034985	118.475600000	1.37	118.441535163
1656491787.0257599	1.96800	7.269090	3578.510000000	-11.50	3506.720153705	118.504200000	1.37	118.470126940
1656491788.1703479	1.95800	7.274842	3581.560000000	-11.50	3509.708966499	118.532800000	1.43	118.495987339
1656491789.2335169	1.96300	7.280594	3580.950000000	-11.50	3509.111203940	118.752200000	1.46	118.713436326
1656491790.3285971	1.97000	7.286346	3578.815000000	-11.50	3507.019034985	118.628200000	1.46	118.589793539
1656491791.9326830	1.97100	7.293536	3578.815000000	-11.50	3507.019034985	118.723600000	1.44	118.686105815
1656491793.0297539	1.96200	7.299288	3580.950000000	-11.50	3509.111203940	118.876000000	1.48	118.836557211
1656491794.8369401	1.96300	7.307916	3580.645000000	-11.50	3508.812322661	118.933400000	1.43	118.896151893
1656491795.9380071	1.97600	7.313668	3577.900000000	-11.50	3506.122391147	118.895200000	1.42	118.858892741
1656491797.5297661	1.96000	7.322296	3579.120000000	-11.50	3507.317916264	118.923800000	1.34	118.891374550
1656491799.6281641	1.96600	7.332362	3580.340000000	-11.50	3508.513441381	119.105000000	1.40	119.069547446
1656491800.7288859	1.96900	7.338114	3579.425000000	-11.50	3507.616797543	119.219400000	1.41	119.183301598
1656491801.8283110	1.96100	7.343866	3581.255000000	-11.50	3509.410085219	119.248000000	1.36	119.214309333
1656491803.0610290	1.96500	7.349618	3580.645000000	-11.50	3508.812322661	119.190800000	1.33	119.158882039
1656491804.6314900	1.96600	7.356808	3580.340000000	-11.50	3508.513441381	119.477000000	1.29	119.446719006
1656491805.7345500	1.96900	7.362560	3579.730000000	-11.50	3507.915678823	119.372000000	1.31	119.340609451
1656491806.8299921	1.97300	7.368312	3579.120000000	-11.50	3507.317916264	119.448400000	1.34	119.415831514
1656491807.9350410	1.96700	7.374064	3581.255000000	-11.50	3509.335323047	119.505600000	1.44	119.467858851
1656491809.5367720	1.96600	7.381254	3580.645000000	-11.50	3508.812322661	119.667600000	1.33	119.635263709
1656491810.6328440	1.96500	7.387006	3580.950000000	-11.50	3509.111203940	119.858400000	1.37	119.823937572
1656491811.7335670	1.96700	7.392758	3580.340000000	-11.50	3508.513441381	119.572200000	1.31	119.541043290
1656491812.8329971	1.97100	7.398510	3580.645000000	-11.50	3508.812322661	119.715400000	1.36	119.681577280
1656491814.4377120	1.97100	7.405700	3579.425000000	-11.50	3507.616797543	119.810800000	1.34	119.777839080
1656491815.5367830	1.96900	7.411452	3581.865000000	-11.50	3510.007847778	119.829800000	1.24	119.801918915
1656491817.1361721	1.96700	7.420080	3580.340000000	-11.50	3508.513441381	119.982400000	1.24	119.954211727
1656491818.3353319	1.96400	7.425832	3580.645000000	-11.50	3508.812322661	120.144400000	1.30	120.113665952
1656491819.9387031	1.96800	7.434460	3580.645000000	-11.50	3508.812322661	120.239800000	1.28	120.209889981
1656491821.1348779	1.96700	7.440212	3581.865000000	-11.50	3510.007847778	120.239800000	1.30	120.209041548
1656491822.2369399	1.96700	7.445964	3580.645000000	-11.50	3508.812322661	120.211200000	1.30	120.180163485
1656491823.3396411	1.96600	7.451716	3580.645000000	-11.50	3508.812322661	120.363800000	1.29	120.333294250
1656491824.9443660	1.96100	7.458906	3581.255000000	-11.50	3509.335323047	120.297000000	1.34	120.263905322
1656491827.0477641	1.96900	7.468972	3580.035000000	-11.50	3508.214560102	120.363800000	1.28	120.333859136
1656491828.1378579	1.97000	7.474724	3579.730000000	-11.50	3507.915678823	120.363800000	1.29	120.333294250
1656491829.2409151	1.96600	7.480476	3580.950000000	-11.50	3509.111203940	120.421000000	1.26	120.391882737
1656491830.3399870	1.97100	7.486228	3580.645000000	-11.50	3508.812322661	120.535400000	1.26	120.506255075
1656491831.9447141	1.96400	7.493418	3581.865000000	-11.50	3510.007847778	120.526000000	1.23	120.498228520
1656491833.1747880	1.96400	7.500608	3581.865000000	-11.50	3510.007847778	120.611800000	1.22	120.584548353
1656491834.2405970	1.96800	7.504922	3582.480000000	-11.50	3510.610510030	120.545000000	1.20	120.518562489
1656491835.3406670	1.97000	7.510674	3580.645000000	-11.50	3508.812322661	120.545000000	1.22	120.517763446
1656491836.9463880	1.96200	7.519302	3583.090000000	-11.50	3511.133472108	120.869200000	1.25	120.840252029
1656491838.0414679	1.96800	7.525054	3581.255000000	-11.50	3509.335323047	120.936000000	1.25	120.907312524
1656491839.8460259	1.96900	7.533682	3581.255000000	-11.50	3509.335323047	121.021800000	1.22	120.994455715
1656491840.9497199	1.97000	7.539434	3581.560000000	-11.50	3509.708966499	121.107600000	1.17	121.082350501
1656491842.5438459	1.96800	7.546624	3580.950000000	-11.50	3509.111203940	121.060000000	1.07	121.038732264
1656491844.6508610	1.97000	7.558128	3580.950000000	-11.50	3509.111203940	121.231600000	1.18	121.206064758
1656491845.7469389	1.97000	7.562442	3581.255000000	-11.50	3509.335323047	121.279400000	1.18	121.253593368
1656491846.8473091	1.96400	7.568194	3583.700000000	-11.50	3511.731221932	121.260200000	1.24	121.231711525
1656491848.0550630	1.97100	7.573946	3580.950000000	-11.50	3509.111203940	121.317600000	1.22	121.289918165
1656491849.6508820	1.96600	7.582574	3581.255000000	-11.50	3509.410085219	121.365200000	1.24	121.336961670
1656491850.7508309	1.97100	7.588326	3581.255000000	-11.50	3509.335323047	121.355600000	1.15	121.331326113
1656491851.8530250	1.96600	7.594078	3582.480000000	-11.50	3510.610510030	121.422400000	1.17	121.397084869
1656491852.9567280	1.96800	7.598392	3582.170000000	-11.50	3510.231947783	121.384200000	1.15	121.359920393
1656491854.5538340	1.97100	7.607020	3580.645000000	-11.50	3508.812322661	121.746600000	1.15	121.722247905
1656491855.6545391	1.96300	7.612772	3583.090000000	-11.50	3511.133472108	121.775200000	1.06	121.754517686
1656491856.7549679	1.96900	7.618524	3580.645000000	-11.50	3508.812322661	121.746600000	1.08	121.724972006
1656491857.8566730	1.96700	7.622838	3581.865000000	-11.50	3509.933072871	121.765800000	1.12	121.742702513
1656491859.4627380	1.96900	7.631466	3580.645000000	-11.50	3508.812322661	121.832400000	1.19	121.805946662
1656491860.5578301	1.96600	7.637218	3581.865000000	-11.50	3510.007847778	121.927800000	1.24	121.899154681
1656491862.1575680	1.96500	7.644408	3581.865000000	-11.50	3510.007847778	121.870600000	1.10	121.847977094
1656491863.3011670	1.97100	7.651598	3580.035000000	-11.50	3508.214560102	121.851600000	1.09	121.829712174
1656491864.8759871	1.96800	7.658788	3581.560000000	-11.50	3509.708966499	122.051800000	1.10	122.029389047
1656491866.0827551	1.96400	7.664540	3580.950000000	-11.50	3509.111203940	122.109000000	1.09	122.087065938
1656491867.6595521	1.96400	7.673168	3584.310000000	-11.50	3512.328971757	122.071000000	1.11	122.048092926
1656491869.7583160	1.97100	7.683234	3580.645000000	-11.50	3508.812322661	122.261600000	1.13	122.237907058
1656491870.8580320	1.96800	7.688986	3583.090000000	-11.50	3511.133472108	122.414200000	1.12	122.390979520
1656491872.9667790	1.97200	7.699052	3581.560000000	-11.50	3509.708966499	122.204400000	1.16	122.179441762
1656491874.5651550	1.96900	7.707680	3582.170000000	-11.50	3510.231947783	122.299800000	1.15	122.275080436
1656491875.6652241	1.96500	7.713432	3583.090000000	-11.50	3511.133472108	122.500000000	1.13	122.476260859
1656491876.7666440	1.96300	7.717746	3583.700000000	-11.50	3511.731221932	122.538200000	1.10	122.515699735
1656491878.1050839	1.97600	7.724936	3582.480000000	-11.50	3510.610510030	122.824400000	1.07	122.802822296
1656491879.6675620	1.97600	7.732126	3580.035000000	-11.50	3508.214560102	122.633600000	1.07	122.612055815
1656491880.7696230	1.97300	7.737878	3581.255000000	-11.50	3509.335323047	122.585800000	1.06	122.564742757
1656491881.8680480	1.96500	7.743630	3583.090000000	-11.50	3511.133472108	122.690800000	1.02	122.671358686
1656491882.9697609	1.96300	7.749382	3584.005000000	-11.50	3512.030096845	122.919600000	1.06	122.898485419
1656491884.7809360	1.97500	7.758010	3580.645000000	-11.50	3508.737573222	122.910200000	0.97	122.892513790
1656491885.8674121	1.97100	7.763762	3582.785000000	-11.50	3510.834597196	123.072200000	0.99	123.053828514
1656491887.4741139	1.96600	7.772390	3582.785000000	-11.50	3510.834597196	123.024600000	1.00	123.005787736
1656491889.5721691	1.96300	7.782456	3584.005000000	-11.50	3512.030096845	123.110400000	1.00	123.091574615
1656491890.6695819	1.96400	7.788208	3583.700000000	-11.50	3511.731221932	123.263000000	1.00	123.244151281
1656491891.7683179	1.97300	7.792522	3580.645000000	-11.50	3508.812322661	123.129400000	1.01	123.110118044
1656491892.9900610	1.96800	7.799712	3584.005000000	-11.50	3512.030096845	123.339200000	1.02	123.319655942
1656491894.5751929	1.96800	7.806902	3581.865000000	-11.50	3510.007847778	123.167600000	0.98	123.149436450
1656491895.6752520	1.97100	7.812654	3580.950000000	-11.50	3509.111203940	123.396600000	0.96	123.379279507
1656491896.7733359	1.96600	7.818406	3583.395000000	-11.50	3511.507153868	123.635000000	0.98	123.616767522
1656491897.8740470	1.97000	7.824158	3582.170000000	-11.50	3510.231947783	123.558600000	1.01	123.539479133
1656491899.4841139	1.97500	7.831348	3580.950000000	-11.50	3509.111203940	123.530000000	0.96	123.512660783
1656491900.5798399	1.97200	7.837100	3581.865000000	-11.50	3509.933072871	123.644400000	0.96	123.627044725
1656491902.2736840	1.96700	7.845728	3583.700000000	-11.50	3511.731221932	123.806600000	1.03	123.786750405
1656491903.3737569	1.96700	7.851480	3580.950000000	-11.50	3509.111203940	123.644400000	0.95	123.627260983
1656491905.0728691	1.96700	7.860108	3583.395000000	-11.50	3511.432347020	123.873400000	0.98	123.855132365
1656491907.1732719	1.97100	7.870174	3580.950000000	-11.50	3509.036448134	124.006800000	0.97	123.988955994
1656491908.3132329	1.97100	7.875926	3582.170000000	-11.50	3510.231947783	124.006800000	0.96	123.989393857
1656491909.4033279	1.96700	7.881678	3583.395000000	-11.50	3511.432347020	123.844800000	0.94	123.828062348
1656491910.4867890	1.96500	7.887430	3580.035000000	-11.50	3508.214560102	123.930600000	0.85	123.916898299
1656491912.0865381	1.96500	7.894620	3584.310000000	-11.50	3512.328971757	124.216600000	0.93	124.200237083
1656491913.1846111	1.97500	7.900372	3583.090000000	-11.50	3511.133472108	124.293000000	0.97	124.275334929
1656491914.9120109	1.97100	7.909000	3582.170000000	-11.50	3510.231947783	124.293000000	0.88	124.278273484
1656491915.9901350	1.97700	7.914752	3584.615000000	-11.50	3512.627846669	124.417000000	0.89	124.402057554
1656491917.7111950	1.96100	7.923380	3581.255000000	-11.50	3509.335323047	124.388400000	0.85	124.374840694
1656491919.2863600	1.97200	7.930570	3582.170000000	-11.50	3510.231947783	124.579000000	0.91	124.563425399
1656491920.3890600	1.96900	7.936322	3583.700000000	-11.50	3511.731221932	124.483800000	0.81	124.471360573
1656491921.9947810	1.96900	7.944950	3581.865000000	-11.50	3510.007847778	124.569600000	0.93	124.553190582
1656491923.3176119	1.96700	7.950702	3583.700000000	-11.50	3511.731221932	124.531400000	0.97	124.513480507
1656491924.8914170	1.97300	7.959330	3582.170000000	-11.50	3510.231947783	124.712600000	0.82	124.699952402
1656491926.1311159	1.96500	7.965082	3582.480000000	-11.50	3510.610510030	124.684000000	0.80	124.671906995
1656491927.6995800	1.97000	7.972272	3584.920000000	-11.50	3512.926721581	124.951000000	0.76	124.939949854
1656491929.7959960	1.97200	7.983776	3582.785000000	-11.50	3510.834597196	125.036800000	0.77	125.025391254
1656491930.8983591	1.96800	7.989528	3582.170000000	-11.50	3510.231947783	124.884200000	0.87	124.869803319
1656491932.5021150	1.97000	7.996718	3583.700000000	-11.50	3511.731221932	124.998600000	0.86	124.984388198
1656491934.5983989	1.97400	8.006784	3583.395000000	-11.50	3511.507153868	125.218000000	0.86	125.203960296
1656491935.7012589	1.96100	8.012536	3585.225000000	-11.50	3513.225596493	125.179800000	0.85	125.165960188
1656491936.8013301	1.97100	8.018288	3582.785000000	-11.50	3510.834597196	125.170400000	0.77	125.159155444
1656491937.9795461	1.96200	8.024040	3582.785000000	-11.50	3510.834597196	125.141800000	0.83	125.128542807
1656491939.5423830	1.97200	8.032668	3583.090000000	-11.50	3511.133472108	125.551800000	0.85	125.538113874
1656491940.6095419	1.97000	8.036982	3583.090000000	-11.50	3511.133472108	125.532800000	0.89	125.517723546
1656491942.2049320	1.96600	8.045610	3584.005000000	-11.50	3512.030096845	125.618600000	0.78	125.606959780
1656491943.3083560	1.97200	8.051362	3582.480000000	-11.50	3510.610510030	125.485000000	0.85	125.471321156
1656491944.9050920	1.96900	8.058552	3583.395000000	-11.50	3511.432347020	125.580400000	0.76	125.569294192
1656491946.0121441	1.96900	8.064304	3583.700000000	-11.50	3511.731221932	125.752000000	0.82	125.739246992
1656491947.8193350	1.96900	8.072932	3584.310000000	-11.50	3512.328971757	125.656800000	0.83	125.643488250
1656491949.4067430	1.97400	8.081560	3582.785000000	-11.50	3510.834597196	125.723400000	0.83	125.710081194
1656491950.5018229	1.96900	8.087312	3583.700000000	-11.50	3511.731221932	125.618600000	0.83	125.605292296
1656491952.1105399	1.96300	8.094502	3585.530000000	-11.50	3513.524471405	125.904600000	0.82	125.891831517
1656491953.3143330	1.97600	8.101692	3584.615000000	-11.50	3512.627846669	125.933200000	0.76	125.922237685
1656491954.9130721	1.97200	8.108882	3582.480000000	-11.50	3510.535722284	125.790200000	0.67	125.781702032
1656491956.1082430	1.97300	8.114634	3583.090000000	-11.50	3511.133472108	126.076400000	0.80	126.063987379
1656491957.7086251	1.97300	8.123262	3583.395000000	-11.50	3511.432347020	125.971400000	0.74	125.960950310
1656491959.3077190	1.96200	8.130452	3586.140000000	-11.50	3514.122221230	126.047800000	0.74	126.037343972
1656491960.3615561	1.97500	8.136204	3584.615000000	-11.50	3512.627846669	126.171800000	0.84	126.158240682
1656491962.0151501	1.97200	8.144832	3583.090000000	-11.50	3511.133472108	126.229000000	0.71	126.219198903
1656491963.1212029	1.97000	8.150584	3584.005000000	-11.50	3512.030096845	126.448200000	0.72	126.438216182
1656491964.2192769	1.97700	8.156336	3581.865000000	-11.50	3509.933072871	126.324200000	0.74	126.313549964
1656491965.3556061	1.96500	8.160650	3584.615000000	-11.50	3512.627846669	126.400600000	0.69	126.391434275
1656491966.9244320	1.96800	8.169278	3584.005000000	-11.50	3512.030096845	126.534200000	0.72	126.524209391
1656491968.1471910	1.97900	8.175030	3581.865000000	-11.50	3509.933072871	126.629400000	0.68	126.620376681
1656491969.2202959	1.97500	8.180782	3582.785000000	-11.50	3510.834597196	126.639000000	0.70	126.629494806
1656491970.3210211	1.96700	8.186534	3584.615000000	-11.50	3512.627846669	126.686600000	0.64	126.678647184
1656491971.9201131	1.96400	8.193724	3584.615000000	-11.50	3512.627846669	126.782000000	0.64	126.774189261
1656491973.0228209	1.97000	8.199476	3584.615000000	-11.50	3512.627846669	126.887000000	0.71	126.877147812
1656491974.8220270	1.97100	8.208104	3582.785000000	-11.50	3510.834597196	126.858400000	0.72	126.848383794
1656491975.9194579	1.96900	8.213856	3583.090000000	-11.50	3511.133472108	126.763000000	0.62	126.755482349
1656491977.5268209	1.96700	8.222484	3584.310000000	-11.50	3512.328971757	126.877400000	0.55	126.871511783
1656491979.6242330	1.97100	8.232550	3584.005000000	-11.50	3512.030096845	127.125400000	0.64	127.117419638
1656491980.7266381	1.97100	8.238302	3583.395000000	-11.50	3511.432347020	127.163600000	0.61	127.156345854
1656491981.8257210	1.97400	8.244054	3581.865000000	-11.50	3509.933072871	127.030000000	0.60	127.023034865
1656491982.9653311	1.96800	8.249806	3582.785000000	-11.50	3510.834597196	127.058600000	0.63	127.050919216
1656491984.5371399	1.97000	8.256996	3584.310000000	-11.50	3512.328971757	127.449600000	0.62	127.442041631
1656491985.6362131	1.97500	8.262748	3584.615000000	-11.50	3512.627846669	127.258800000	0.65	127.250509832
1656491987.2269750	1.97800	8.271376	3581.255000000	-11.50	3509.335323047	127.306600000	0.59	127.299896116
1656491988.3270431	1.97300	8.275690	3582.785000000	-11.50	3510.834597196	127.344800000	0.64	127.336954589
1656491989.9351130	1.96900	8.284318	3584.615000000	-11.50	3512.627846669	127.554600000	0.65	127.546290562
1656491991.0361860	1.97400	8.290070	3583.090000000	-11.50	3511.133472108	127.630800000	0.66	127.622332342
1656491992.8323870	1.97600	8.298698	3583.700000000	-11.50	3511.731221932	127.764400000	0.58	127.757943816
1656491994.4307799	1.97000	8.307326	3584.005000000	-11.50	3512.030096845	127.630800000	0.55	127.624876819
1656491995.5338409	1.96400	8.313078	3584.615000000	-11.50	3512.627846669	127.650000000	0.51	127.644943115
1656491997.1299429	1.97500	8.320268	3583.090000000	-11.50	3511.133472108	127.926400000	0.55	127.920591461
1656491998.2655630	1.96700	8.326020	3584.615000000	-11.50	3512.627846669	127.850200000	0.54	127.844521803
1656491999.3310790	1.97300	8.331772	3583.090000000	-11.50	3511.133472108	128.002800000	0.60	127.995781525
1656492000.4317920	1.97500	8.337524	3584.615000000	-11.50	3512.627846669	128.031400000	0.60	128.024379957
1656492002.0378640	1.97100	8.344714	3584.005000000	-11.50	3512.030096845	128.117200000	0.55	128.111382798
1656492003.1369381	1.97700	8.350466	3584.920000000	-11.50	3512.926721581	128.184000000	0.62	128.176398077
1656492004.7333291	1.97200	8.357656	3584.615000000	-11.50	3512.627846669	128.231600000	0.55	128.225777603
1656492005.8347399	1.97200	8.363408	3584.920000000	-11.50	3512.926721581	128.279400000	0.55	128.273575433
1656492007.0272191	1.97500	8.369160	3583.700000000	-11.50	3511.731221932	128.164800000	0.55	128.158852036
1656492008.1286380	1.96700	8.374912	3585.530000000	-11.50	3513.524471405	128.269800000	0.58	128.263318277
1656492009.2373259	1.97100	8.380664	3584.920000000	-11.50	3512.926721581	128.355600000	0.58	128.348978113
1656492010.3643229	1.97600	8.386416	3584.005000000	-11.50	3512.030096845	128.470000000	0.53	128.464545044
1656492011.9361379	1.97500	8.395044	3583.090000000	-11.50	3511.133472108	128.546400000	0.47	128.542001153
1656492013.1402891	1.97200	8.400796	3584.615000000	-11.50	3512.627846669	128.746600000	0.55	128.740754219
1656492014.2419970	1.97200	8.406548	3584.310000000	-11.50	3512.328971757	128.470000000	0.52	128.464790177
1656492015.3374479	1.97400	8.410862	3585.225000000	-11.50	3513.225596493	128.813400000	0.58	128.806754495
1656492016.9368131	1.97200	8.419490	3584.005000000	-11.50	3512.030096845	128.727600000	0.58	128.721095143
1656492018.0388780	1.97800	8.425242	3584.615000000	-11.50	3512.627846669	128.641800000	0.49	128.637172177
1656492019.7755949	1.97200	8.433870	3584.615000000	-11.50	3512.627846669	128.679800000	0.52	128.674459608
1656492020.8387761	1.96900	8.439622	3584.615000000	-11.50	3512.627846669	128.832400000	0.43	128.828839041
1656492022.0625131	1.97400	8.445374	3584.310000000	-11.50	3512.328971757	128.880200000	0.44	128.876434202
1656492023.1382909	1.96700	8.451126	3584.920000000	-11.50	3512.926721581	129.004200000	0.41	129.000929252
1656492024.2397020	1.97500	8.455440	3584.005000000	-11.50	3512.030096845	129.061400000	0.50	129.056524973
1656492025.3424201	1.97800	8.461192	3584.920000000	-11.50	3512.926721581	129.032800000	0.45	129.028820325
1656492026.9395170	1.97400	8.469820	3583.700000000	-11.50	3511.731221932	129.090000000	0.47	129.085693677
1656492028.2350740	1.96900	8.475572	3584.920000000	-11.50	3512.926721581	129.242600000	0.41	129.239323208
1656492029.3417621	1.97700	8.481324	3582.785000000	-11.50	3510.834597196	129.357000000	0.46	129.352794707
1656492030.4428251	1.97200	8.487076	3583.700000000	-11.50	3511.731221932	129.442800000	0.40	129.439613947
1656492032.0495450	1.97500	8.495704	3584.310000000	-11.50	3512.328971757	129.519200000	0.38	129.516291161
1656492033.1476221	1.96900	8.500018	3583.700000000	-11.50	3511.731221932	129.566800000	0.44	129.563014140
1656492034.8480890	1.97400	8.508646	3584.310000000	-11.50	3512.328971757	129.681200000	0.43	129.677513899
1656492035.9491570	1.96600	8.514398	3584.615000000	-11.50	3512.627846669	129.595400000	0.47	129.590965256
1656492037.5498919	1.97600	8.523026	3583.090000000	-11.50	3511.133472108	129.576400000	0.47	129.572077451
1656492039.6463070	1.96900	8.533092	3585.530000000	-11.50	3513.524471405	129.671600000	0.35	129.669125003
1656492040.7503641	1.97200	8.538844	3584.920000000	-11.50	3512.926721581	129.805200000	0.35	129.802722453
1656492041.8486691	1.97100	8.544596	3585.225000000	-11.50	3513.225596493	129.843400000	0.40	129.840204087
1656492043.0661919	1.97300	8.550348	3583.090000000	-11.50	3511.133472108	129.814800000	0.40	129.811604791
1656492044.6483350	1.97400	8.557538	3584.005000000	-11.50	3512.030096845	129.833800000	0.39	129.830792262
1656492045.7493899	1.97500	8.563290	3584.310000000	-11.50	3512.328971757	129.996000000	0.38	129.993170975
1656492046.8484709	1.97100	8.569042	3585.530000000	-11.50	3513.524471405	129.891000000	0.35	129.888520815
1656492047.9491839	1.97100	8.574794	3581.865000000	-11.50	3509.933072871	130.196200000	0.32	130.194194715
1656492049.5572529	1.98000	8.581984	3582.170000000	-11.50	3510.231947783	130.015000000	0.38	130.012080026
1656492050.6559711	1.97500	8.587736	3584.310000000	-11.50	3512.328971757	130.263000000	0.30	130.261214387
1656492051.7583780	1.97200	8.593488	3584.615000000	-11.50	3512.627846669	130.139000000	0.43	130.135402926
1656492052.8524730	1.97200	8.599240	3583.700000000	-11.50	3511.731221932	130.091400000	0.42	130.087904817
1656492054.4532089	1.96700	8.606430	3586.140000000	-11.50	3514.122221230	130.463200000	0.40	130.460083972
1656492055.5499289	1.97800	8.612182	3584.615000000	-11.50	3512.627846669	130.539600000	0.31	130.537664580
1656492057.1568160	1.97700	8.620810	3584.005000000	-11.50	3512.030096845	130.463200000	0.37	130.460450225
1656492058.3524611	1.96600	8.626562	3586.140000000	-11.50	3514.122221230	130.425000000	0.37	130.422251030
1656492059.9561901	1.97900	8.635190	3584.005000000	-11.50	3512.030096845	130.406000000	0.38	130.403162053
1656492061.1024971	1.97900	8.640942	3584.615000000	-11.50	3512.627846669	130.568200000	0.34	130.565873982
1656492062.6633401	1.97400	8.648132	3582.785000000	-11.50	3510.834597196	130.749400000	0.32	130.747309485
1656492064.7597370	1.97300	8.658198	3584.310000000	-11.50	3512.328971757	130.911400000	0.38	130.908459894
1656492065.8598139	1.97700	8.663950	3584.920000000	-11.50	3512.926721581	130.844800000	0.34	130.842469054
1656492067.4592230	1.97900	8.672578	3583.090000000	-11.50	3511.133472108	130.911400000	0.35	130.908901339
1656492068.5612619	1.97200	8.678330	3585.835000000	-11.50	3513.823346318	130.902000000	0.29	130.900276685
1656492070.1599989	1.97600	8.685520	3584.615000000	-11.50	3512.627846669	131.092600000	0.32	131.090580908
1656492072.2627630	1.97000	8.695586	3585.530000000	-11.50	3513.524471405	131.178400000	0.29	131.176742814
1656492073.3947289	1.97900	8.701338	3584.310000000	-11.50	3512.328971757	131.083200000	0.31	131.081330551
1656492074.9681880	1.97200	8.709966	3585.835000000	-11.50	3513.823346318	131.111800000	0.36	131.109211965
1656492076.1623671	1.97600	8.715718	3584.310000000	-11.50	3512.328971757	131.197600000	0.31	131.195654825
1656492077.2644320	1.97200	8.721470	3585.530000000	-11.50	3513.524471405	131.312000000	0.31	131.310127288
1656492078.3651381	1.97400	8.727222	3582.785000000	-11.50	3510.834597196	131.350200000	0.28	131.348676043
1656492079.9632370	1.97300	8.734412	3584.615000000	-11.50	3512.627846669	131.464600000	0.30	131.462797916
1656492081.0593221	1.97700	8.740164	3584.310000000	-11.50	3512.328971757	131.407400000	0.20	131.406567078
1656492082.8695130	1.97100	8.748792	3588.275000000	-11.50	3516.214345615	131.636200000	0.24	131.635045160
1656492084.4692330	1.97600	8.757420	3583.700000000	-11.50	3511.731221932	131.684000000	0.25	131.682786255
1656492085.5729339	1.97800	8.763172	3582.785000000	-11.50	3510.834597196	131.617200000	0.19	131.616506474
1656492087.1676860	1.96800	8.770362	3586.445000000	-11.50	3514.421096142	131.817400000	0.25	131.816125036
1656492088.2717421	1.97900	8.776114	3583.700000000	-11.50	3511.731221932	131.788800000	0.25	131.787525313
1656492089.3688200	1.97300	8.781866	3585.530000000	-11.50	3513.524471405	131.932000000	0.20	131.931212220
1656492090.4648991	1.97500	8.787618	3583.700000000	-11.50	3511.731221932	131.703000000	0.26	131.701601935
1656492092.0716150	1.96900	8.794808	3585.835000000	-11.50	3513.823346318	131.932000000	0.31	131.930043936
1656492093.1710501	1.97800	8.800560	3584.920000000	-11.50	3512.926721581	131.970000000	0.19	131.969259028
1656492094.8725109	1.97400	8.809188	3584.615000000	-11.50	3512.627846669	132.246600000	0.19	132.245903157
1656492095.9715810	1.97200	8.814940	3585.225000000	-11.50	3513.225596493	132.218000000	0.28	132.216465974
1656492097.5753059	1.97400	8.822130	3583.700000000	-11.50	3511.731221932	131.998600000	0.21	131.997713391
1656492099.6727281	1.97700	8.833634	3584.005000000	-11.50	3512.030096845	132.504200000	0.22	132.503258411
1656492100.7734320	1.96800	8.839386	3586.445000000	-11.50	3514.421096142	132.294200000	0.25	132.292920424
1656492101.8728590	1.97000	8.843700	3584.310000000	-11.50	3512.328971757	132.351600000	0.19	132.350856885
1656492103.1151929	1.97700	8.850890	3586.140000000	-11.50	3514.122221230	132.380200000	0.17	132.379630930
1656492104.6790240	1.97200	8.858080	3585.225000000	-11.50	3513.225596493	132.437400000	0.11	132.437137853
