------------------------------------------------------------------------------------------------------------------
time (s)	 T (K)	 R1 (Ohm)	 Theta1 (deg.)	 X1 (Ohm)	 R2 (Ohm)	 Theta2 (deg.)	 X2 (Ohm)	 Vgate (V) 	 Ileak (nA)
------------------------------------------------------------------------------------------------------------------

1655844281.5703740	9.98500	2.730360000	-10.96	2.680594888	27.303850000	-2.68	27.273942034	 0.000	 0.819
1655844287.0786729	9.98400	5.460700000	-9.41	5.387250021	54.607500000	-2.69	54.547416406	 0.000	 1.167
1655844292.3721941	9.97600	10.921450000	-9.41	10.774549370	109.215500000	-2.65	109.099057503	 0.000	 -1.241
1655844297.6800399	9.96500	27.303850000	-9.41	26.936595399	273.047500000	-2.65	272.756384428	 0.000	 1.057
1655844303.9706271	9.95100	54.607500000	-9.41	53.872993487	546.095000000	-2.64	545.515405900	 0.000	 1.086
1655844309.7751391	9.93600	109.215500000	-9.39	107.752083545	1092.190000000	-2.65	1091.025537713	 0.000	 -0.462
1655844315.5706921	9.92100	273.047500000	-9.39	269.388841619	1331.340000000	-2.65	1329.914119197	 0.000	 -1.003
1655844318.8439550	9.90600	546.095000000	-9.39	538.777683239	1331.185000000	-2.65	1329.765727959	 0.000	 1.035
1655844323.0597191	9.89700	1092.190000000	-9.38	1077.574021097	1331.185000000	-2.65	1329.765727959	 0.000	 0.793
1655844326.2731500	9.88700	1336.525000000	-9.39	1318.616436867	1331.035000000	-2.64	1329.622315334	 0.000	 -0.991
1655844327.5148370	9.88200	1336.525000000	-9.39	1318.616436867	1331.035000000	-2.65	1329.615887885	 0.000	 -1.072
1655844328.7292371	9.87700	1336.525000000	-9.38	1318.639264731	1331.035000000	-2.64	1329.622315334	 0.000	 -0.756
1655844330.4300740	9.87200	1336.525000000	-9.38	1318.639264731	1331.035000000	-2.64	1329.622315334	 0.000	 -0.617
1655844331.6298630	9.86700	1336.525000000	-9.38	1318.639264731	1331.035000000	-2.65	1329.615887885	 0.000	 0.034
1655844333.3283131	9.86400	1336.525000000	-9.38	1318.639264731	1330.880000000	-2.65	1329.454611863	 0.000	 -1.206
1655844334.5710130	9.85900	1336.375000000	-9.39	1318.468446769	1330.880000000	-2.65	1329.461053142	 0.000	 -0.636
1655844335.7598500	9.85500	1336.375000000	-9.39	1318.468446769	1330.730000000	-2.64	1329.317639043	 0.000	 0.519
1655844337.1331849	9.84800	1336.220000000	-9.39	1318.315523668	1330.730000000	-2.64	1329.317639043	 0.000	 1.370
1655844338.8316510	9.84300	1336.220000000	-9.39	1318.315523668	1330.730000000	-2.65	1329.311213068	 0.000	 -1.090
1655844340.1122351	9.83600	1336.220000000	-9.39	1318.315523668	1330.575000000	-2.65	1329.156378324	 0.000	 1.317
1655844341.8316500	9.83200	1336.220000000	-9.39	1318.315523668	1330.575000000	-2.65	1329.156378324	 0.000	 1.271
1655844343.2535031	9.82400	1336.070000000	-9.39	1318.167533570	1330.575000000	-2.65	1329.156378324	 0.000	 -1.035
1655844344.9429989	9.81900	1336.070000000	-9.39	1318.167533570	1330.575000000	-2.64	1329.162803551	 0.000	 -0.125
