------------------------------------------------------------------------------------------------------------------
time (s)	 T (K)	 R1 (Ohm)	 Theta1 (deg.)	 X1 (Ohm)	 R2 (Ohm)	 Theta2 (deg.)	 X2 (Ohm)	 Vgate (V) 	 Ileak (nA)
------------------------------------------------------------------------------------------------------------------

1655832225.9036269	9.98600	5.460700000	-9.79	5.381146636	27.303850000	-3.06	27.264919655	 -70.000	 -0.478
1655832231.1726339	9.98100	10.921450000	-9.79	10.762342544	54.607500000	-3.05	54.529944559	 -70.000	 -0.238
1655832236.6716411	9.97500	27.303850000	-9.79	26.906078083	109.215500000	-3.01	109.064624426	 -70.000	 -0.198
1655832242.2667530	9.96400	54.607500000	-9.79	53.811959079	273.047500000	-3.01	272.670298978	 -70.000	 0.917
1655832248.2538230	9.94900	109.215500000	-9.76	107.634121700	546.095000000	-3.01	545.343599859	 -70.000	 -0.628
1655832254.2508659	9.93500	273.047500000	-9.76	269.093927555	1092.190000000	-3.01	1090.687199717	 -70.000	 0.827
1655832260.3745720	9.91600	546.095000000	-9.76	538.187855109	1649.485000000	-3.01	1647.206321644	 -70.000	 1.244
1655832264.2761900	9.90600	1092.190000000	-9.76	1076.375710218	1649.330000000	-3.01	1647.051535769	 -70.000	 -1.135
1655832267.6595459	9.89600	1655.740000000	-9.76	1631.765826859	1649.330000000	-3.01	1647.051535769	 -70.000	 -1.271
1655832268.8500209	9.89100	1655.740000000	-9.76	1631.765826859	1649.330000000	-3.01	1647.051535769	 -70.000	 -0.623
1655832270.0388539	9.88600	1655.740000000	-9.76	1631.765826859	1649.180000000	-3.01	1646.901742986	 -70.000	 -0.379
1655832271.7456679	9.88200	1655.740000000	-9.77	1631.736418834	1649.330000000	-3.01	1647.051535769	 -70.000	 1.199
1655832272.9464819	9.87600	1655.740000000	-9.76	1631.765826859	1649.180000000	-3.01	1646.910808586	 -70.000	 0.598
1655832274.6356249	9.87200	1655.740000000	-9.77	1631.736418834	1649.180000000	-3.01	1646.910808586	 -70.000	 1.020
1655832275.8816710	9.86800	1655.740000000	-9.77	1631.736418834	1649.180000000	-3.01	1646.910808586	 -70.000	 -0.801
1655832277.2949090	9.86200	1655.740000000	-9.77	1631.736418834	1649.180000000	-3.01	1646.910808586	 -70.000	 0.064
1655832278.5382831	9.85500	1655.740000000	-9.77	1631.736418834	1649.180000000	-3.01	1646.901742986	 -70.000	 -0.159
1655832280.4770830	9.85100	1655.740000000	-9.77	1631.736418834	1649.180000000	-3.01	1646.910808586	 -70.000	 -0.810
1655832281.6659200	9.84700	1655.590000000	-9.76	1631.617998774	1649.025000000	-3.01	1646.746957110	 -70.000	 -0.610
1655832282.8567500	9.84300	1655.590000000	-9.77	1631.588593413	1649.025000000	-3.01	1646.746957110	 -70.000	 1.078
1655832284.0459411	9.83600	1655.590000000	-9.77	1631.588593413	1649.025000000	-3.01	1646.756021859	 -70.000	 -0.045
1655832286.4053099	9.82900	1655.590000000	-9.76	1631.617998774	1649.025000000	-3.01	1646.756021859	 -70.000	 1.112
1655832287.6420159	9.82600	1655.435000000	-9.76	1631.465243085	1649.025000000	-3.01	1646.746957110	 -70.000	 -1.132
