------------------------------------------------------------------------------------------------------------------
time (s)	 T (K)	 R1 (Ohm)	 Theta1 (deg.)	 X1 (Ohm)	 R2 (Ohm)	 Theta2 (deg.)	 X2 (Ohm)	 Vgate (V) 	 Ileak (nA)
------------------------------------------------------------------------------------------------------------------

1655846690.4075191	9.98500	2.730360000	-10.82	2.681836956	27.303850000	-2.62	27.275395651	 14.000	 1.193
1655846695.6654911	9.98300	5.460700000	-9.34	5.388274678	54.607500000	-2.62	54.550591509	 14.000	 -0.823
1655846700.9753261	9.97600	10.921450000	-9.34	10.776784287	109.215500000	-2.58	109.104793009	 14.000	 -1.023
1655846706.7678790	9.96300	27.303850000	-9.34	26.942182737	273.047500000	-2.58	272.770723654	 14.000	 -1.107
1655846712.7552660	9.95000	54.607500000	-9.34	53.883240153	546.095000000	-2.58	545.541447308	 14.000	 -1.091
1655846718.5597820	9.93400	109.215500000	-9.32	107.774390378	1092.190000000	-2.57	1091.088037091	 14.000	 -0.574
1655846724.8676000	9.91800	273.047500000	-9.32	269.444610488	1269.235000000	-2.58	1267.948431819	 14.000	 -0.612
1655846728.6438830	9.90600	546.095000000	-9.32	538.889220976	1269.085000000	-2.57	1267.804559235	 14.000	 -1.092
1655846731.8573151	9.89800	1092.190000000	-9.32	1077.778441951	1268.930000000	-2.58	1267.643740984	 14.000	 -0.633
1655846735.0757339	9.88700	1274.270000000	-9.32	1257.434264968	1268.930000000	-2.58	1267.643740984	 14.000	 -1.067
1655846736.3194151	9.87800	1274.270000000	-9.32	1257.434264968	1268.780000000	-2.58	1267.493893032	 14.000	 0.738
1655846738.5265279	9.87400	1274.120000000	-9.32	1257.286246777	1268.930000000	-2.58	1267.643740984	 14.000	 1.175
1655846739.7249761	9.87000	1274.120000000	-9.32	1257.307857112	1268.780000000	-2.58	1267.493893032	 14.000	 -1.341
1655846741.4238019	9.86600	1274.120000000	-9.32	1257.307857112	1268.780000000	-2.58	1267.493893032	 14.000	 -0.971
1655846742.6222460	9.85600	1274.120000000	-9.32	1257.307857112	1268.780000000	-2.58	1267.493893032	 14.000	 -0.776
1655846744.8227351	9.85200	1273.965000000	-9.32	1257.154902353	1268.625000000	-2.58	1267.339050149	 14.000	 -0.258
1655846746.0221751	9.84600	1274.120000000	-9.32	1257.307857112	1268.625000000	-2.58	1267.339050149	 14.000	 -0.798
1655846747.7216451	9.84300	1273.965000000	-9.32	1257.154902353	1268.625000000	-2.58	1267.339050149	 14.000	 0.715
1655846748.9218061	9.83600	1273.815000000	-9.32	1257.006881618	1268.625000000	-2.58	1267.339050149	 14.000	 -0.399
1655846750.6229069	9.83100	1273.815000000	-9.32	1257.006881618	1268.625000000	-2.57	1267.345023352	 14.000	 1.223
1655846751.8210750	9.82500	1273.815000000	-9.32	1257.006881618	1268.625000000	-2.58	1267.339050149	 14.000	 -0.605
1655846753.5271609	9.82100	1273.815000000	-9.32	1257.006881618	1268.475000000	-2.58	1267.189202198	 14.000	 0.625
1655846754.7229710	9.81500	1273.815000000	-9.32	1257.006881618	1268.475000000	-2.57	1267.201133294	 14.000	 0.820
