------------------------------------------------------------------------------------------------------------------
time (s)	 T (K)	 R1 (Ohm)	 Theta1 (deg.)	 X1 (Ohm)	 R2 (Ohm)	 Theta2 (deg.)	 X2 (Ohm)	 Vgate (V) 	 Ileak (nA)
------------------------------------------------------------------------------------------------------------------

1655822585.9250741	9.98500	2.730360000	-12.04	2.670337876	27.303850000	-3.40	27.255903507	 -126.000	 0.482
1655822591.2169540	9.98200	5.460700000	-10.12	5.375708417	54.607500000	-3.39	54.511945811	 -126.000	 -0.764
1655822596.5367579	9.97300	10.921450000	-10.12	10.751466056	109.215500000	-3.34	109.030428984	 -126.000	 1.025
1655822602.3233161	9.96200	27.303850000	-10.12	26.879388988	273.047500000	-3.34	272.584807634	 -126.000	 0.871
1655822608.2039821	9.94800	54.607500000	-10.12	53.757576387	546.095000000	-3.34	545.169615268	 -126.000	 0.926
1655822614.4582951	9.93300	109.215500000	-10.09	107.525680235	1092.190000000	-3.34	1090.332568993	 -126.000	 -0.392
1655822620.2219160	9.91700	273.047500000	-10.09	268.822815204	1912.240000000	-3.33	1909.011257932	 -126.000	 0.320
1655822624.0034721	9.90700	546.095000000	-10.09	537.645630408	1912.240000000	-3.34	1908.999615633	 -126.000	 1.225
1655822627.2238779	9.89500	1092.190000000	-10.09	1075.311296569	1912.090000000	-3.34	1908.849869816	 -126.000	 1.060
1655822630.5031281	9.88600	1919.565000000	-10.09	1889.900043947	1912.090000000	-3.33	1908.861511201	 -126.000	 0.686
1655822631.6939509	9.88300	1919.565000000	-10.09	1889.900043947	1912.090000000	-3.34	1908.849869816	 -126.000	 0.816
1655822633.0952110	9.87800	1919.565000000	-10.09	1889.900043947	1912.090000000	-3.34	1908.849869816	 -126.000	 -1.264
1655822634.2820430	9.87300	1919.415000000	-10.09	1889.752362047	1912.090000000	-3.34	1908.849869816	 -126.000	 -1.049
1655822635.4748640	9.86700	1919.565000000	-10.09	1889.900043947	1912.090000000	-3.34	1908.849869816	 -126.000	 0.817
1655822637.1693411	9.86300	1919.415000000	-10.09	1889.752362047	1912.090000000	-3.34	1908.849869816	 -126.000	 -0.863
1655822638.3701360	9.85700	1919.415000000	-10.09	1889.752362047	1911.935000000	-3.34	1908.695132471	 -126.000	 -1.310
1655822640.0749400	9.85300	1919.415000000	-10.09	1889.717151209	1912.090000000	-3.34	1908.849869816	 -126.000	 -1.457
1655822641.2757280	9.84600	1919.415000000	-10.09	1889.717151209	1911.935000000	-3.33	1908.706772912	 -126.000	 1.168
1655822642.9821870	9.84200	1919.415000000	-10.09	1889.717151209	1911.785000000	-3.34	1908.545386653	 -126.000	 -0.765
1655822644.1750031	9.83500	1919.415000000	-10.09	1889.717151209	1911.785000000	-3.34	1908.545386653	 -126.000	 -0.348
1655822645.8741140	9.83100	1919.260000000	-10.09	1889.599757416	1911.785000000	-3.34	1908.545386653	 -126.000	 -1.052
1655822647.0749099	9.82300	1919.415000000	-10.09	1889.717151209	1911.785000000	-3.34	1908.533726195	 -126.000	 -0.388
1655822649.2800269	9.81900	1919.260000000	-10.09	1889.564549423	1911.935000000	-3.34	1908.695132471	 -126.000	 -1.241
