------------------------------------------------------------------------------------------------------------------
time (s)	 T (K)	 R1 (Ohm)	 Theta1 (deg.)	 X1 (Ohm)	 R2 (Ohm)	 Theta2 (deg.)	 X2 (Ohm)	 Vgate (V) 	 Ileak (nA)
------------------------------------------------------------------------------------------------------------------

1655851509.7076509	9.98500	5.460700000	-9.20	5.390394038	10.921450000	-2.48	10.911187806	 42.000	 0.085
1655851514.9616351	9.98400	10.921450000	-9.20	10.780837433	27.303850000	-2.48	27.278194305	 42.000	 1.187
1655851520.2754610	9.97500	27.303850000	-9.20	26.952315685	54.607500000	-2.48	54.556188798	 42.000	 1.586
1655851526.0673640	9.96600	54.607500000	-9.20	53.904433945	109.215500000	-2.46	109.114850293	 42.000	 1.155
1655851531.9456890	9.95100	109.215500000	-9.19	107.813017793	273.047500000	-2.47	272.794638887	 42.000	 -0.109
1655851537.8938191	9.93600	273.047500000	-9.19	269.541182120	546.095000000	-2.46	545.591735337	 42.000	 -0.582
1655851544.0563691	9.91800	546.095000000	-9.19	539.091496517	1092.190000000	-2.47	1091.178555546	 42.000	 1.400
1655851549.9732320	9.89800	1092.190000000	-9.19	1078.182993035	1148.840000000	-2.45	1147.786421225	 42.000	 0.739
1655851553.7485120	9.89000	1153.570000000	-9.19	1138.756522064	1148.840000000	-2.45	1147.786421225	 42.000	 0.008
1655851554.9389861	9.88600	1153.570000000	-9.19	1138.756522064	1148.840000000	-2.45	1147.786421225	 42.000	 0.223
1655851556.1320789	9.88000	1153.570000000	-9.19	1138.756522064	1148.685000000	-2.45	1147.631563372	 42.000	 0.464
1655851557.8382461	9.87600	1153.570000000	-9.19	1138.775813068	1148.685000000	-2.46	1147.626406588	 42.000	 1.043
1655851559.0350540	9.87000	1153.415000000	-9.19	1138.622800896	1148.535000000	-2.46	1147.476544823	 42.000	 0.908
1655851560.7355199	9.86600	1153.415000000	-9.19	1138.622800896	1148.685000000	-2.45	1147.631563372	 42.000	 1.333
1655851561.9386699	9.85900	1153.415000000	-9.19	1138.622800896	1148.535000000	-2.46	1147.476544823	 42.000	 -0.229
1655851563.6371379	9.85500	1153.415000000	-9.19	1138.622800896	1148.535000000	-2.46	1147.476544823	 42.000	 0.317
1655851564.8498750	9.84700	1153.415000000	-9.19	1138.622800896	1148.535000000	-2.46	1147.476544823	 42.000	 -0.789
1655851566.5453820	9.84300	1153.265000000	-9.19	1138.474724601	1148.380000000	-2.46	1147.321687667	 42.000	 -1.167
1655851567.7398341	9.83800	1153.265000000	-9.19	1138.474724601	1148.230000000	-2.46	1147.171825902	 42.000	 -1.176
1655851569.9463000	9.83200	1153.110000000	-9.19	1138.321712429	1148.230000000	-2.45	1147.176980644	 42.000	 0.189
1655851571.1447480	9.82600	1153.110000000	-9.19	1138.321712429	1148.230000000	-2.46	1147.171825902	 42.000	 0.998
1655851572.8442171	9.82000	1153.110000000	-9.19	1138.321712429	1148.230000000	-2.46	1147.171825902	 42.000	 1.137
1655851574.0493550	9.81300	1153.110000000	-9.19	1138.321712429	1148.230000000	-2.46	1147.171825902	 42.000	 0.889
1655851575.7438350	9.81000	1152.960000000	-9.19	1138.173636134	1148.230000000	-2.46	1147.171825902	 42.000	 0.797
