------------------------------------------------------------------------------------------------------------------
time (s)	 T (K)	 R1 (Ohm)	 Theta1 (deg.)	 X1 (Ohm)	 R2 (Ohm)	 Theta2 (deg.)	 X2 (Ohm)	 Vgate (V) 	 Ileak (nA)
------------------------------------------------------------------------------------------------------------------

1655841871.1603711	9.98700	2.730360000	-11.08	2.679502189	10.921450000	-2.75	10.908890995	 -14.000	 0.531
1655841876.4652269	9.98300	5.460700000	-9.48	5.386124061	27.303850000	-2.75	27.272452228	 -14.000	 0.513
1655841881.7810540	9.97700	10.921450000	-9.48	10.772297438	54.607500000	-2.74	54.544978550	 -14.000	 -0.585
1655841887.0653191	9.96700	27.303850000	-9.48	26.930965523	109.215500000	-2.71	109.093717783	 -14.000	 1.060
1655841892.8655000	9.95000	54.607500000	-9.48	53.861733778	273.047500000	-2.71	272.741683278	 -14.000	 1.197
1655841899.2135730	9.93600	109.215500000	-9.46	107.731486138	546.095000000	-2.71	545.486069403	 -14.000	 0.788
1655841904.9656000	9.92000	273.047500000	-9.46	269.337346451	1092.190000000	-2.71	1090.972138806	 -14.000	 0.126
1655841910.8635130	9.90000	546.095000000	-9.46	538.674692902	1394.055000000	-2.70	1392.507424640	 -14.000	 0.421
1655841915.1391160	9.88800	1092.190000000	-9.46	1077.349385803	1393.900000000	-2.71	1392.345713000	 -14.000	 -0.507
1655841918.3575320	9.87700	1399.545000000	-9.46	1380.528063940	1393.900000000	-2.71	1392.345713000	 -14.000	 -1.041
1655841919.5473599	9.87300	1399.395000000	-9.46	1380.380102131	1393.745000000	-2.71	1392.190885835	 -14.000	 -0.316
1655841920.7381821	9.87000	1399.395000000	-9.46	1380.380102131	1393.745000000	-2.71	1392.190885835	 -14.000	 0.497
1655841921.9283731	9.86600	1399.395000000	-9.46	1380.356018778	1393.745000000	-2.70	1392.197768779	 -14.000	 -0.571
1655841923.1188371	9.85900	1399.240000000	-9.46	1380.203127576	1393.745000000	-2.71	1392.190885835	 -14.000	 -1.179
1655841925.3153410	9.85500	1399.240000000	-9.46	1380.227208262	1393.745000000	-2.71	1392.190885835	 -14.000	 -0.432
1655841926.5181341	9.84900	1399.240000000	-9.46	1380.203127576	1393.745000000	-2.71	1392.183987623	 -14.000	 -0.047
1655841928.2235820	9.84500	1399.240000000	-9.46	1380.227208262	1393.745000000	-2.71	1392.190885835	 -14.000	 -0.164
1655841929.4190400	9.83800	1399.240000000	-9.46	1380.227208262	1393.745000000	-2.71	1392.190885835	 -14.000	 0.207
1655841931.1195059	9.83300	1399.240000000	-9.46	1380.227208262	1393.595000000	-2.71	1392.041053094	 -14.000	 1.218
1655841932.3186710	9.82600	1399.090000000	-9.46	1380.079246453	1393.595000000	-2.71	1392.041053094	 -14.000	 1.056
1655841934.0201261	9.82100	1399.090000000	-9.46	1380.079246453	1393.595000000	-2.71	1392.041053094	 -14.000	 0.166
1655841935.2249110	9.81600	1399.090000000	-9.46	1380.079246453	1393.440000000	-2.70	1391.893107367	 -14.000	 -0.707
1655841936.9183991	9.81200	1399.090000000	-9.46	1380.079246453	1393.440000000	-2.71	1391.886225929	 -14.000	 -0.914
