------------------------------------------------------------------------------------------------------------------
time (s)	 T (K)	 R1 (Ohm)	 Theta1 (deg.)	 X1 (Ohm)	 R2 (Ohm)	 Theta2 (deg.)	 X2 (Ohm)	 Vgate (V) 	 Ileak (nA)
------------------------------------------------------------------------------------------------------------------

1655858740.5042901	9.98400	5.460700000	-9.07	5.392482128	27.303850000	-2.36	27.280730687	 84.000	 0.532
1655858746.1076930	9.98300	10.921450000	-9.07	10.785013631	54.607500000	-2.35	54.561496520	 84.000	 -1.287
1655858751.5102839	9.97500	27.303850000	-9.07	26.962756266	109.215500000	-2.33	109.125360484	 84.000	 -1.298
1655858757.0780671	9.96200	54.607500000	-9.07	53.924413660	273.047500000	-2.33	272.820981024	 84.000	 1.102
1655858763.0474899	9.94900	109.215500000	-9.05	107.854725758	546.095000000	-2.33	545.641962047	 84.000	 -1.013
1655858769.1611879	9.93200	273.047500000	-9.05	269.645455375	1028.560000000	-2.33	1027.711092103	 84.000	 -0.042
1655858775.1199250	9.91600	546.095000000	-9.05	539.290910749	1028.295000000	-2.33	1027.446310817	 84.000	 -0.538
1655858779.0497911	9.90600	1032.795000000	-9.06	1019.909830242	1028.295000000	-2.34	1027.437540114	 84.000	 0.237
1655858782.3885310	9.89600	1032.720000000	-9.06	1019.835765943	1028.140000000	-2.33	1027.291438745	 84.000	 -0.917
1655858783.5787101	9.89100	1032.720000000	-9.06	1019.835765943	1028.140000000	-2.33	1027.287059686	 84.000	 0.172
1655858784.7695241	9.88700	1032.565000000	-9.06	1019.682699726	1027.990000000	-2.33	1027.137184126	 84.000	 0.384
1655858786.5494299	9.88200	1032.565000000	-9.06	1019.682699726	1027.990000000	-2.34	1027.132794443	 84.000	 0.205
1655858787.7645400	9.87500	1032.415000000	-9.05	1019.551590147	1027.990000000	-2.33	1027.137184126	 84.000	 0.117
1655858789.4670060	9.87100	1032.415000000	-9.05	1019.551590147	1027.990000000	-2.33	1027.137184126	 84.000	 -0.177
1655858790.6647990	9.86500	1032.415000000	-9.06	1019.534571129	1027.835000000	-2.33	1026.982312713	 84.000	 0.591
1655858792.4580190	9.86100	1032.415000000	-9.05	1019.551590147	1027.835000000	-2.33	1026.982312713	 84.000	 1.431
1655858793.6627989	9.85500	1032.260000000	-9.05	1019.398521374	1027.835000000	-2.33	1026.982312713	 84.000	 1.110
1655858795.4600129	9.85100	1032.260000000	-9.05	1019.398521374	1027.835000000	-2.33	1026.982312713	 84.000	 0.859
1655858796.6634409	9.84400	1032.260000000	-9.05	1019.398521374	1027.835000000	-2.33	1026.982312713	 84.000	 0.498
1655858798.4540269	9.83900	1032.260000000	-9.05	1019.398521374	1027.685000000	-2.33	1026.832437152	 84.000	 0.685
1655858799.6657820	9.83400	1032.260000000	-9.05	1019.398521374	1027.685000000	-2.33	1026.832437152	 84.000	 0.380
1655858801.3702350	9.83000	1032.110000000	-9.06	1019.233376314	1027.685000000	-2.33	1026.832437152	 84.000	 -0.408
1655858802.5810051	9.82500	1032.110000000	-9.06	1019.233376314	1027.685000000	-2.33	1026.836814273	 84.000	 -1.013
