------------------------------------------------------------------------------------------------------------------
time (s)	 T (K)	 R1 (Ohm)	 Theta1 (deg.)	 X1 (Ohm)	 R2 (Ohm)	 Theta2 (deg.)	 X2 (Ohm)	 Vgate (V) 	 Ileak (nA)
------------------------------------------------------------------------------------------------------------------

1655865964.1421859	9.98600	10.921450000	-8.95	10.788416344	27.303850000	-2.24	27.282911825	 126.000	 0.637
1655865969.3991671	9.98400	27.303850000	-8.96	26.970818052	54.607500000	-2.25	54.565399597	 126.000	 -1.255
1655865974.8705750	9.97800	54.607500000	-8.96	53.941438544	109.215500000	-2.24	109.132194445	 126.000	 -1.238
1655865980.2169650	9.96500	109.215500000	-8.95	107.886930348	273.047500000	-2.24	272.839229437	 126.000	 1.515
1655865986.2223101	9.95200	273.047500000	-8.95	269.721521567	546.095000000	-2.24	545.678458875	 126.000	 1.403
1655865992.3027470	9.93400	546.095000000	-8.95	539.451938861	920.605000000	-2.24	919.899026728	 126.000	 1.297
1655865998.1990280	9.91800	924.685000000	-8.95	913.421456596	920.415000000	-2.24	919.712941384	 126.000	 -0.265
1655866002.1568339	9.90800	924.535000000	-8.95	913.288344143	920.260000000	-2.24	919.558059613	 126.000	 -1.133
1655866003.3636270	9.90500	924.535000000	-8.95	913.273283739	920.260000000	-2.24	919.558059613	 126.000	 1.371
1655866004.5590761	9.90000	924.380000000	-8.95	913.120171786	920.260000000	-2.24	919.558059613	 126.000	 0.477
1655866006.4669900	9.89700	924.535000000	-8.95	913.273283739	920.260000000	-2.24	919.558059613	 126.000	 -0.257
1655866007.6611619	9.89000	924.380000000	-8.95	913.135229666	920.110000000	-2.24	919.408174027	 126.000	 -0.939
1655866009.3666160	9.88600	924.380000000	-8.95	913.135229666	920.110000000	-2.23	919.411931649	 126.000	 -0.675
1655866010.5620749	9.87900	924.380000000	-8.95	913.135229666	920.110000000	-2.24	919.408174027	 126.000	 -0.295
1655866012.2775030	9.87500	924.380000000	-8.95	913.135229666	920.110000000	-2.24	919.408174027	 126.000	 1.260
1655866013.4713199	9.87000	924.230000000	-8.95	912.987054365	920.110000000	-2.23	919.411931649	 126.000	 0.967
1655866015.2894740	9.86500	924.230000000	-8.95	912.987054365	920.110000000	-2.23	919.411931649	 126.000	 1.039
1655866016.4786761	9.85700	924.230000000	-8.95	912.987054365	919.955000000	-2.23	919.257049245	 126.000	 1.016
1655866018.3692629	9.85400	924.075000000	-8.95	912.833939887	919.955000000	-2.23	919.257049245	 126.000	 0.958
1655866019.5680680	9.84800	924.075000000	-8.95	912.833939887	919.955000000	-2.24	919.253292256	 126.000	 -0.265
1655866021.2658949	9.84300	924.075000000	-8.95	912.833939887	919.955000000	-2.23	919.257049245	 126.000	 0.931
1655866022.4663460	9.83700	923.925000000	-8.95	912.685764587	919.805000000	-2.24	919.103406670	 126.000	 -1.253
1655866024.3756080	9.83400	924.075000000	-8.95	912.833939887	919.650000000	-2.24	918.948524898	 126.000	 -0.925
1655866025.5754161	9.82800	923.925000000	-8.95	912.685764587	919.650000000	-2.24	918.948524898	 126.000	 1.404
1655866027.3018169	9.82200	923.925000000	-8.95	912.685764587	919.650000000	-2.23	918.952280642	 126.000	 -0.171
