------------------------------------------------------------------------------------------------------------------
time (s)	 T (K)	 R1 (Ohm)	 Theta1 (deg.)	 X1 (Ohm)	 R2 (Ohm)	 Theta2 (deg.)	 X2 (Ohm)	 Vgate (V) 	 Ileak (nA)
------------------------------------------------------------------------------------------------------------------

1655861148.4772639	9.98600	5.460700000	-9.03	5.393021702	27.303850000	-2.32	27.281431135	 98.000	 1.208
1655861153.7775040	9.98300	10.921450000	-9.03	10.786092785	54.607500000	-2.32	54.562662435	 98.000	 0.598
1655861159.0949881	9.97600	27.303850000	-9.03	26.965454174	109.215500000	-2.30	109.127209202	 98.000	 1.005
1655861164.5747540	9.96300	54.607500000	-9.03	53.930710826	273.047500000	-2.30	272.826765930	 98.000	 -0.987
1655861170.9447720	9.94900	109.215500000	-9.02	107.865503207	546.095000000	-2.30	545.655827872	 98.000	 0.664
1655861176.6934750	9.93500	273.047500000	-9.02	269.667916505	991.140000000	-2.30	990.338753456	 98.000	 -0.897
1655861182.5924101	9.91900	546.095000000	-9.02	539.344799718	991.065000000	-2.30	990.263814087	 98.000	 -0.448
1655861186.3583789	9.90700	995.375000000	-9.02	983.071315466	990.910000000	-2.30	990.113105590	 98.000	 0.608
1655861189.5738151	9.89700	995.335000000	-9.02	983.031809900	990.910000000	-2.30	990.108939390	 98.000	 -0.410
1655861190.7636440	9.89400	995.185000000	-9.02	982.883664028	990.760000000	-2.30	989.963226220	 98.000	 -0.444
1655861191.9514830	9.88900	995.185000000	-9.02	982.883664028	990.760000000	-2.30	989.963226220	 98.000	 -0.004
1655861193.6423430	9.88400	995.185000000	-9.02	982.883664028	990.760000000	-2.30	989.963226220	 98.000	 -0.154
1655861194.8328111	9.87900	995.185000000	-9.02	982.883664028	990.760000000	-2.30	989.959060651	 98.000	 -1.000
1655861196.5382681	9.87600	995.185000000	-9.02	982.883664028	990.760000000	-2.29	989.967380933	 98.000	 -0.312
1655861197.7374310	9.86900	995.185000000	-9.02	982.883664028	990.605000000	-2.30	989.808350872	 98.000	 1.401
1655861199.4375460	9.86400	995.030000000	-9.02	982.730579961	990.605000000	-2.30	989.808350872	 98.000	 0.252
1655861200.6383450	9.85600	995.030000000	-9.02	982.730579961	990.605000000	-2.30	989.808350872	 98.000	 1.393
1655861202.8344979	9.85300	995.030000000	-9.02	982.730579961	990.605000000	-2.30	989.804185955	 98.000	 0.925
1655861204.0343060	9.84700	994.880000000	-9.02	982.582434089	990.455000000	-2.30	989.658471503	 98.000	 0.478
1655861205.7367699	9.84300	994.880000000	-9.02	982.582434089	990.455000000	-2.30	989.654307216	 98.000	 -0.877
1655861206.9395671	9.83700	994.880000000	-9.02	982.582434089	990.455000000	-2.30	989.654307216	 98.000	 -1.105
1655861208.6383941	9.83200	994.880000000	-9.02	982.582434089	990.300000000	-2.30	989.499432520	 98.000	 1.623
1655861209.8402050	9.82600	994.880000000	-9.02	982.566098470	990.455000000	-2.30	989.658471503	 98.000	 1.081
1655861211.5383201	9.82200	994.725000000	-9.02	982.429350021	990.300000000	-2.30	989.503596154	 98.000	 -0.870
1655861212.7411160	9.81400	994.575000000	-9.02	982.281204149	990.150000000	-2.30	989.349553781	 98.000	 0.797
