------------------------------------------------------------------------------------------------------------------
time (s)	 T (K)	 R1 (Ohm)	 Theta1 (deg.)	 X1 (Ohm)	 R2 (Ohm)	 Theta2 (deg.)	 X2 (Ohm)	 Vgate (V) 	 Ileak (nA)
------------------------------------------------------------------------------------------------------------------

1655856332.6499619	9.98500	2.730360000	-10.32	2.686189777	27.303850000	-2.39	27.280019468	 70.000	 -1.040
1655856337.9109249	9.98300	5.460700000	-9.10	5.391940424	54.607500000	-2.39	54.560077679	 70.000	 -0.577
1655856343.2211080	9.97600	10.921450000	-9.11	10.783749236	109.215500000	-2.37	109.122079156	 70.000	 -1.131
1655856349.0123069	9.96400	27.303850000	-9.11	26.959595253	273.047500000	-2.37	272.813940406	 70.000	 0.280
1655856354.8078430	9.95000	54.607500000	-9.11	53.918993027	546.095000000	-2.37	545.627880812	 70.000	 -1.183
1655856361.1050401	9.93500	109.215500000	-9.09	107.843905730	1065.145000000	-2.36	1064.238502093	 70.000	 1.076
1655856366.9138949	9.91600	273.047500000	-9.10	269.613885600	1064.915000000	-2.37	1064.004092135	 70.000	 1.256
1655856371.1994619	9.90600	546.095000000	-9.10	539.227771200	1064.765000000	-2.37	1063.854220443	 70.000	 -0.035
1655856374.4158890	9.89600	1069.495000000	-9.10	1056.045935524	1064.765000000	-2.37	1063.854220443	 70.000	 -1.190
1655856377.6911290	9.88500	1069.340000000	-9.09	1055.910581866	1064.610000000	-2.37	1063.699353027	 70.000	 1.463
1655856378.8889461	9.87700	1069.340000000	-9.10	1055.892884673	1064.610000000	-2.37	1063.699353027	 70.000	 0.968
1655856381.0787470	9.87400	1069.190000000	-9.10	1055.744770946	1064.610000000	-2.37	1063.699353027	 70.000	 1.484
1655856382.4740219	9.86900	1069.190000000	-9.10	1055.744770946	1064.460000000	-2.36	1063.554085066	 70.000	 1.098
1655856383.6718290	9.86500	1069.190000000	-9.10	1055.744770946	1064.610000000	-2.37	1063.699353027	 70.000	 0.559
1655856384.8716271	9.85700	1069.035000000	-9.10	1055.591720095	1064.460000000	-2.37	1063.549481334	 70.000	 0.419
1655856387.0717571	9.85300	1069.035000000	-9.10	1055.591720095	1064.460000000	-2.36	1063.554085066	 70.000	 0.944
1655856388.4680319	9.84800	1069.035000000	-9.10	1055.591720095	1064.460000000	-2.36	1063.554085066	 70.000	 -0.502
1655856389.6758151	9.84300	1069.035000000	-9.10	1055.591720095	1064.460000000	-2.37	1063.549481334	 70.000	 -0.883
1655856390.8785999	9.83400	1069.035000000	-9.10	1055.591720095	1064.305000000	-2.37	1063.394613918	 70.000	 1.267
1655856393.0780859	9.83000	1068.885000000	-9.10	1055.443606368	1064.305000000	-2.36	1063.399216980	 70.000	 0.700
1655856394.4979451	9.82500	1068.885000000	-9.09	1055.461296031	1064.155000000	-2.37	1063.244742225	 70.000	 0.707
1655856395.6877699	9.82200	1068.885000000	-9.10	1055.443606368	1064.155000000	-2.37	1063.244742225	 70.000	 0.008
1655856396.8788469	9.81200	1068.730000000	-9.09	1055.308242615	1064.155000000	-2.36	1063.249344638	 70.000	 0.873
1655856399.0780771	9.80900	1068.730000000	-9.09	1055.308242615	1064.155000000	-2.37	1063.244742225	 70.000	 0.566
