------------------------------------------------------------------------------------------------------------------
time (s)	 T (K)	 R1 (Ohm)	 Theta1 (deg.)	 X1 (Ohm)	 R2 (Ohm)	 Theta2 (deg.)	 X2 (Ohm)	 Vgate (V) 	 Ileak (nA)
------------------------------------------------------------------------------------------------------------------

1655824995.0814950	9.98400	2.730360000	-11.92	2.671465415	10.921450000	-3.31	10.903208323	 -112.000	 1.217
1655825000.3863349	9.98300	5.460700000	-10.04	5.377009915	27.303850000	-3.31	27.258245432	 -112.000	 0.732
1655825005.7466829	9.97400	10.921450000	-10.04	10.754268469	54.607500000	-3.31	54.516291197	 -112.000	 -1.298
1655825011.6762159	9.96200	27.303850000	-10.04	26.885394209	109.215500000	-3.26	109.038979904	 -112.000	 1.134
1655825017.4833651	9.94900	54.607500000	-10.04	53.771588518	273.047500000	-3.26	272.606185618	 -112.000	 -1.290
1655825023.2878740	9.93500	109.215500000	-10.01	107.553622077	546.095000000	-3.26	545.212371236	 -112.000	 0.992
1655825029.1891291	9.91700	273.047500000	-10.01	268.892672048	1092.190000000	-3.25	1090.431236611	 -112.000	 -0.547
1655825035.6249530	9.89600	546.095000000	-10.01	537.785344096	1845.255000000	-3.26	1842.272597415	 -112.000	 -0.415
1655825039.3663390	9.88700	1092.190000000	-10.01	1075.570688193	1845.100000000	-3.26	1842.117847934	 -112.000	 -1.242
1655825042.5867360	9.87500	1852.120000000	-10.01	1823.937211488	1845.100000000	-3.26	1842.117847934	 -112.000	 -0.445
1655825043.7795370	9.87100	1852.275000000	-10.01	1824.089852930	1845.100000000	-3.26	1842.117847934	 -112.000	 -0.437
1655825044.9809921	9.86800	1852.120000000	-10.01	1823.937211488	1845.100000000	-3.26	1842.117847934	 -112.000	 -0.181
1655825046.1718130	9.86500	1852.120000000	-10.01	1823.937211488	1845.100000000	-3.26	1842.117847934	 -112.000	 -1.395
1655825047.3626320	9.85900	1852.120000000	-10.01	1823.937211488	1845.100000000	-3.26	1842.117847934	 -112.000	 -0.008
1655825049.1488690	9.85400	1852.120000000	-10.01	1823.937211488	1845.100000000	-3.26	1842.117847934	 -112.000	 -1.377
1655825050.3446779	9.84700	1852.120000000	-10.01	1823.937211488	1844.950000000	-3.26	1841.968090373	 -112.000	 0.668
1655825052.5497949	9.84200	1851.970000000	-10.01	1823.789493963	1844.950000000	-3.25	1841.979060406	 -112.000	 0.447
1655825053.7449491	9.83500	1851.970000000	-10.01	1823.789493963	1844.950000000	-3.26	1841.968090373	 -112.000	 0.080
1655825055.4560370	9.82900	1851.970000000	-10.01	1823.789493963	1844.950000000	-3.26	1841.968090373	 -112.000	 -0.102
1655825056.6482179	9.82400	1851.970000000	-10.01	1823.789493963	1844.795000000	-3.26	1841.813340892	 -112.000	 -1.219
1655825058.3483219	9.81900	1851.970000000	-10.01	1823.789493963	1844.795000000	-3.26	1841.813340892	 -112.000	 0.837
1655825059.5471201	9.81200	1851.970000000	-10.01	1823.789493963	1844.795000000	-3.26	1841.813340892	 -112.000	 0.785
1655825061.2495780	9.80800	1851.970000000	-10.01	1823.789493963	1844.795000000	-3.25	1841.824310004	 -112.000	 -0.517
