------------------------------------------------------------------------------------------------------------------
time (s)	 T (K)	 R1 (Ohm)	 Theta1 (deg.)	 X1 (Ohm)	 R2 (Ohm)	 Theta2 (deg.)	 X2 (Ohm)	 Vgate (V) 	 Ileak (nA)
------------------------------------------------------------------------------------------------------------------

1655829815.1926620	9.98600	2.730360000	-11.69	2.673746698	10.921450000	-3.14	10.905074206	 -84.000	 1.139
1655829820.8523209	9.98300	5.460700000	-9.87	5.379877342	27.303850000	-3.14	27.262753510	 -84.000	 1.157
1655829826.1023641	9.97600	10.921450000	-9.88	10.759607842	54.607500000	-3.14	54.525307322	 -84.000	 -1.149
1655829831.3836820	9.96400	27.303850000	-9.88	26.899241270	109.215500000	-3.09	109.056710891	 -84.000	 0.631
1655829837.1739330	9.94900	54.607500000	-9.88	53.798285504	273.047500000	-3.10	272.648971694	 -84.000	 -0.658
1655829843.4771831	9.93400	109.215500000	-9.85	107.606857034	546.095000000	-3.10	545.297943387	 -84.000	 -1.166
1655829849.2761230	9.91700	273.047500000	-9.85	269.025763705	1092.190000000	-3.10	1090.595886775	 -84.000	 -0.502
1655829855.0783420	9.90100	546.095000000	-9.85	538.051527411	1713.875000000	-3.09	1711.383186256	 -84.000	 -0.067
1655829858.3676000	9.88900	1092.190000000	-9.85	1076.103054821	1713.875000000	-3.09	1711.383186256	 -84.000	 0.530
1655829862.1445580	9.87900	1720.590000000	-9.85	1695.247305959	1713.875000000	-3.09	1711.383186256	 -84.000	 -0.498
1655829863.3343971	9.87500	1720.590000000	-9.85	1695.247305959	1713.875000000	-3.09	1711.383186256	 -84.000	 0.685
1655829864.7915239	9.86900	1720.590000000	-9.85	1695.247305959	1713.725000000	-3.10	1711.223721205	 -84.000	 -0.233
1655829866.0246019	9.86500	1720.590000000	-9.85	1695.247305959	1713.725000000	-3.09	1711.233404342	 -84.000	 0.611
1655829867.2224131	9.85700	1720.590000000	-9.85	1695.247305959	1713.725000000	-3.10	1711.223721205	 -84.000	 0.590
1655829869.4205790	9.85200	1720.440000000	-9.85	1695.099515319	1713.725000000	-3.09	1711.233404342	 -84.000	 -1.190
1655829870.8284740	9.84800	1720.440000000	-9.85	1695.099515319	1713.725000000	-3.09	1711.233404342	 -84.000	 -0.848
1655829872.0246489	9.84400	1720.440000000	-9.85	1695.099515319	1713.725000000	-3.09	1711.233404342	 -84.000	 0.473
1655829873.2231121	9.83700	1720.285000000	-9.85	1694.946798326	1713.725000000	-3.09	1711.233404342	 -84.000	 -0.509
1655829875.4192750	9.83100	1720.285000000	-9.85	1694.946798326	1713.725000000	-3.09	1711.233404342	 -84.000	 -1.114
1655829876.7411151	9.82500	1720.285000000	-9.85	1694.946798326	1713.570000000	-3.09	1711.078629698	 -84.000	 -1.480
1655829878.4336219	9.82000	1720.285000000	-9.85	1694.946798326	1713.570000000	-3.09	1711.078629698	 -84.000	 0.610
1655829879.8684461	9.81500	1720.285000000	-9.85	1694.946798326	1713.570000000	-3.09	1711.078629698	 -84.000	 1.208
1655829881.0546491	9.81000	1720.285000000	-9.85	1694.946798326	1713.570000000	-3.09	1711.078629698	 -84.000	 0.262
