------------------------------------------------------------------------------------------------------------------
time (s)	 T (K)	 R1 (Ohm)	 Theta1 (deg.)	 X1 (Ohm)	 R2 (Ohm)	 Theta2 (deg.)	 X2 (Ohm)	 Vgate (V) 	 Ileak (nA)
------------------------------------------------------------------------------------------------------------------

1655827406.0685511	9.98600	2.730360000	-11.81	2.672582377	27.303850000	-3.23	27.260528768	 -98.000	 1.186
1655827411.4396491	9.98500	5.460700000	-9.96	5.378400383	54.607500000	-3.23	54.520857852	 -98.000	 0.765
1655827416.7575231	9.97500	10.921450000	-9.96	10.756850013	109.215500000	-3.18	109.047328743	 -98.000	 -1.296
1655827422.0381589	9.96600	27.303850000	-9.96	26.892346641	273.047500000	-3.17	272.628643053	 -98.000	 0.742
1655827427.3480649	9.95300	54.607500000	-9.96	53.784496296	546.095000000	-3.18	545.254116767	 -98.000	 -0.958
1655827432.6403811	9.94100	109.215500000	-9.93	107.579361080	1092.190000000	-3.17	1090.514572214	 -98.000	 -0.680
1655827438.0027821	9.92500	273.047500000	-9.93	268.957021617	1779.185000000	-3.18	1776.445390893	 -98.000	 0.878
1655827441.2205939	9.91700	546.095000000	-9.93	537.914043235	1779.185000000	-3.17	1776.455716646	 -98.000	 1.246
1655827444.4380500	9.90700	1092.190000000	-9.93	1075.828086470	1779.185000000	-3.17	1776.455716646	 -98.000	 -0.558
1655827447.7123590	9.89700	1786.050000000	-9.93	1759.293487249	1779.185000000	-3.18	1776.445390893	 -98.000	 -1.172
1655827448.9061921	9.89200	1786.050000000	-9.93	1759.293487249	1779.185000000	-3.18	1776.445390893	 -98.000	 0.601
1655827450.0950360	9.88500	1785.900000000	-9.93	1759.145734374	1779.030000000	-3.18	1776.290629564	 -98.000	 0.142
1655827451.7915330	9.88200	1785.900000000	-9.93	1759.145734374	1779.030000000	-3.17	1776.300954417	 -98.000	 -1.394
1655827452.9993269	9.87800	1785.900000000	-9.93	1759.145734374	1779.030000000	-3.17	1776.300954417	 -98.000	 0.211
1655827454.1951530	9.87400	1785.900000000	-9.93	1759.145734374	1778.880000000	-3.18	1776.140860536	 -98.000	 0.303
1655827455.5222750	9.86700	1785.745000000	-9.93	1758.993056403	1778.880000000	-3.17	1776.151184519	 -98.000	 -0.733
1655827457.2131419	9.86200	1785.900000000	-9.93	1759.145734374	1778.880000000	-3.18	1776.140860536	 -98.000	 0.942
1655827458.6021020	9.85800	1785.745000000	-9.93	1758.993056403	1778.880000000	-3.17	1776.151184519	 -98.000	 -0.716
1655827460.2946069	9.85300	1785.745000000	-9.93	1758.993056403	1778.880000000	-3.17	1776.151184519	 -98.000	 -0.262
1655827461.5905180	9.84700	1785.745000000	-9.93	1758.993056403	1778.880000000	-3.17	1776.151184519	 -98.000	 0.287
1655827463.2956409	9.84100	1785.745000000	-9.93	1758.993056403	1778.880000000	-3.17	1776.151184519	 -98.000	 -0.404
1655827464.6241140	9.83600	1785.745000000	-9.93	1758.993056403	1778.880000000	-3.17	1776.151184519	 -98.000	 -1.199
1655827466.3189790	9.83100	1785.745000000	-9.93	1758.993056403	1778.725000000	-3.17	1775.996422290	 -98.000	 0.055
