------------------------------------------------------------------------------------------------------------------
time (s)	 T (K)	 R1 (Ohm)	 Theta1 (deg.)	 X1 (Ohm)	 R2 (Ohm)	 Theta2 (deg.)	 X2 (Ohm)	 Vgate (V) 	 Ileak (nA)
------------------------------------------------------------------------------------------------------------------

1655868373.1686699	9.98500	10.921450000	-8.92	10.789304697	27.303850000	-2.23	27.283246343	 140.000	 1.542
1655868378.5908580	9.98300	27.303850000	-8.93	26.973040432	54.607500000	-2.23	54.566292836	 140.000	 0.547
1655868383.9784901	9.97500	54.607500000	-8.92	53.946770460	109.215500000	-2.20	109.134852633	 140.000	 -0.999
1655868389.2803531	9.96400	109.215500000	-8.92	107.895808044	273.047500000	-2.21	272.843671862	 140.000	 0.921
1655868395.8422201	9.95000	273.047500000	-8.92	269.743731306	546.095000000	-2.21	545.687343724	 140.000	 0.449
1655868401.8219130	9.93500	546.095000000	-8.92	539.487462613	888.865000000	-2.21	888.201468205	 140.000	 0.326
1655868405.7255070	9.92500	892.835000000	-8.92	882.046538952	888.790000000	-2.21	888.126524192	 140.000	 1.191
1655868406.9176829	9.92100	892.795000000	-8.92	881.992527277	888.755000000	-2.21	888.091550320	 140.000	 -1.079
1655868408.1564021	9.91800	892.795000000	-8.92	881.992527277	888.675000000	-2.21	888.011610039	 140.000	 1.419
1655868409.6561339	9.91300	892.795000000	-8.92	882.007022287	888.675000000	-2.21	888.011610039	 140.000	 -0.884
1655868410.8492179	9.90800	892.680000000	-8.92	881.878918732	888.675000000	-2.21	888.011610039	 140.000	 -0.482
1655868412.8259289	9.90300	892.720000000	-8.92	881.932928540	888.640000000	-2.21	887.976636166	 140.000	 1.629
1655868414.0187390	9.90000	892.645000000	-8.92	881.858834793	888.600000000	-2.21	887.940256016	 140.000	 -0.812
1655868415.2295461	9.89700	892.645000000	-8.92	881.858834793	888.600000000	-2.21	887.940256016	 140.000	 1.341
1655868416.4243281	9.89000	892.570000000	-8.92	881.770249690	888.525000000	-2.21	887.861722013	 140.000	 0.777
1655868418.1204550	9.88600	892.570000000	-8.92	881.784741046	888.450000000	-2.21	887.790367384	 140.000	 -1.043
1655868419.3162680	9.87800	892.490000000	-8.92	881.705707717	888.370000000	-2.21	887.706837719	 140.000	 -1.010
1655868421.7248480	9.87300	892.490000000	-8.92	881.705707717	888.335000000	-2.21	887.671863847	 140.000	 1.081
1655868422.9210141	9.86800	892.375000000	-8.92	881.592097305	888.295000000	-2.21	887.635482464	 140.000	 1.579
1655868424.7481420	9.86300	892.455000000	-8.92	881.671130635	888.370000000	-2.21	887.710426780	 140.000	 1.260
1655868425.9386089	9.85700	892.340000000	-8.92	881.557520223	888.295000000	-2.21	887.631893706	 140.000	 1.284
1655868427.8156071	9.85100	892.300000000	-8.92	881.518003558	888.220000000	-2.21	887.556949693	 140.000	 -1.067
1655868429.0223889	9.84700	892.300000000	-8.92	881.518003558	888.180000000	-2.22	887.513381527	 140.000	 0.435
1655868430.2261801	9.84400	892.260000000	-8.92	881.478486893	888.145000000	-2.21	887.482005680	 140.000	 -0.780
1655868431.4209940	9.83500	892.185000000	-8.92	881.404393146	888.145000000	-2.21	887.482005680	 140.000	 -1.134
