------------------------------------------------------------------------------------------------------------------
time (s)	 T (K)	 R1 (Ohm)	 Theta1 (deg.)	 X1 (Ohm)	 R2 (Ohm)	 Theta2 (deg.)	 X2 (Ohm)
1653753125.0288811	205.70000	59099.500000000	0.00	59099.500000000	4397.600000000	-0.35	4397.518885664
1653753126.7303460	205.74000	59099.500000000	0.00	59099.500000000	4396.850000000	-0.34	4396.771671951
1653753127.9314981	205.70000	59099.500000000	0.00	59099.500000000	4396.075000000	-0.34	4395.996685757
1653753129.6379559	205.65000	59099.500000000	0.00	59099.500000000	4395.325000000	-0.34	4395.246699118
1653753130.8344071	205.65000	59099.500000000	0.00	59099.500000000	4394.550000000	-0.34	4394.471712924
1653753132.5368690	205.61000	59099.500000000	0.00	59099.500000000	4393.025000000	-0.34	4392.946740091
1653753134.7393529	205.59000	59099.500000000	0.00	59099.500000000	4392.275000000	-0.34	4392.196753452
1653753136.0534959	205.51000	59099.500000000	0.00	59099.500000000	4391.500000000	-0.34	4391.421767259
1653753137.7333751	205.46000	59099.500000000	0.00	59099.500000000	4389.975000000	-0.34	4389.896794426
1653753139.5442100	205.44000	59090.000000000	0.00	59090.000000000	4389.975000000	-0.35	4389.894026308
1653753141.7377269	205.40000	59080.400000000	0.00	59080.400000000	4388.450000000	-0.34	4388.371821593
1653753142.9381640	205.42000	59051.800000000	0.00	59051.800000000	4387.700000000	-0.34	4387.621834954
1653753144.6436510	205.37000	59032.700000000	0.00	59032.700000000	4386.925000000	-0.34	4386.846848760
1653753145.8404670	205.30000	58975.500000000	0.00	58975.500000000	4386.175000000	-0.35	4386.094096400
1653753147.5369430	205.22000	58927.800000000	0.00	58927.800000000	4384.625000000	-0.34	4384.546889734
1653753149.2364140	205.19000	58918.300000000	0.00	58918.300000000	4383.875000000	-0.34	4383.796903095
1653753150.4364560	205.16000	58918.300000000	0.00	58918.300000000	4383.100000000	-0.34	4383.021916901
1653753152.1392801	205.10000	58918.300000000	0.00	58918.300000000	4382.350000000	-0.34	4382.271930262
1653753153.3380680	205.09000	58918.300000000	0.00	58918.300000000	4380.825000000	-0.34	4380.746957429
1653753155.0361979	205.00000	58918.300000000	0.00	58918.300000000	4380.825000000	-0.34	4380.746957429
1653753156.7380221	205.04000	58918.300000000	0.00	58918.300000000	4380.050000000	-0.34	4379.971971236
1653753157.9364710	205.00000	58918.300000000	0.00	58918.300000000	4379.300000000	-0.34	4379.221984596
1653753159.6399319	204.97000	58918.300000000	0.00	58918.300000000	4378.525000000	-0.34	4378.449711285
1653753160.8378279	204.92000	58918.300000000	0.00	58918.300000000	4377.000000000	-0.34	4376.924737508
1653753162.5385301	204.83000	58908.800000000	0.00	58908.800000000	4376.250000000	-0.34	4376.174750404
1653753164.2383540	204.80000	58899.200000000	0.00	58899.200000000	4375.475000000	-0.34	4375.397052737
1653753165.4388001	204.77000	58889.700000000	0.00	58889.700000000	4374.725000000	-0.34	4374.649776626
1653753167.1426170	204.80000	58861.100000000	0.00	58861.100000000	4373.950000000	-0.33	4373.877452035
1653753168.3390870	204.72000	58832.500000000	0.00	58832.500000000	4372.425000000	-0.34	4372.349816175
1653753170.0405500	204.74000	58775.200000000	0.00	58775.200000000	4371.675000000	-0.34	4371.599829071
1653753171.7400200	204.69000	58746.600000000	0.00	58746.600000000	4370.900000000	-0.34	4370.824842397
1653753172.9411690	204.66000	58737.100000000	0.00	58737.100000000	4370.150000000	-0.34	4370.074855293
1653753174.6456330	204.70000	58737.100000000	0.00	58737.100000000	4369.375000000	-0.34	4369.299868619
1653753175.8404520	204.60000	58737.100000000	0.00	58737.100000000	4367.850000000	-0.34	4367.774894842
1653753177.5415640	204.50000	58737.100000000	0.00	58737.100000000	4367.100000000	-0.33	4367.027565652
1653753179.2423871	204.50000	58737.100000000	0.00	58737.100000000	4366.325000000	-0.33	4366.252578506
1653753180.4448299	204.45000	58737.100000000	0.00	58737.100000000	4365.575000000	-0.34	4365.499933960
1653753182.1506391	204.47000	58737.100000000	0.00	58737.100000000	4364.800000000	-0.34	4364.724947287
1653753183.3450980	204.39000	58737.100000000	0.00	58737.100000000	4364.050000000	-0.34	4363.974960183
1653753185.0435710	204.22000	58727.600000000	0.00	58727.600000000	4363.275000000	-0.34	4363.199973509
1653753186.7463870	204.29000	58727.600000000	0.00	58727.600000000	4362.500000000	-0.34	4362.424986835
1653753187.9471869	204.31000	58708.500000000	0.00	58708.500000000	4361.750000000	-0.34	4361.674999731
1653753189.6526251	204.30000	58689.400000000	0.00	58689.400000000	4360.975000000	-0.34	4360.900013057
1653753190.8494339	204.22000	58660.800000000	0.00	58660.800000000	4360.225000000	-0.34	4360.150025954
1653753192.5527339	204.17000	58613.100000000	0.00	58613.100000000	4358.700000000	-0.33	4358.627704978
1653753194.7550249	204.22000	58575.000000000	0.00	58575.000000000	4357.925000000	-0.33	4357.852717832
1653753195.9608099	204.03000	58555.900000000	0.00	58555.900000000	4357.175000000	-0.34	4357.100078398
1653753197.6609271	204.06000	58555.900000000	0.00	58555.900000000	4355.650000000	-0.33	4355.577755566
1653753199.4593120	204.08000	58555.900000000	0.00	58555.900000000	4354.875000000	-0.34	4354.800117947
1653753200.6551249	203.96000	58555.900000000	0.00	58555.900000000	4354.125000000	-0.33	4354.052780860
1653753202.4523320	203.99000	58555.900000000	0.00	58555.900000000	4352.600000000	-0.34	4352.525157065
1653753204.6594529	203.91000	58555.900000000	0.00	58555.900000000	4351.825000000	-0.33	4351.752819009
1653753205.8586140	203.79000	58555.900000000	0.00	58555.900000000	4351.075000000	-0.33	4351.002831449
1653753207.5521750	203.77000	58555.900000000	0.00	58555.900000000	4350.300000000	-0.33	4350.227844303
1653753209.2520001	203.73000	58555.900000000	0.00	58555.900000000	4349.550000000	-0.33	4349.477856743
1653753210.4524441	203.73000	58527.300000000	0.00	58527.300000000	4348.025000000	-0.33	4347.952882037
1653753212.1562660	203.72000	58508.200000000	0.00	58508.200000000	4348.025000000	-0.33	4347.952882037
1653753213.3537130	203.65000	58498.700000000	0.00	58498.700000000	4346.500000000	-0.33	4346.427907331
1653753215.0542209	203.65000	58460.500000000	0.00	58460.500000000	4345.725000000	-0.33	4345.652920186
1653753216.7536840	203.67000	58431.900000000	0.00	58431.900000000	4344.975000000	-0.33	4344.902932625
1653753217.9534831	203.61000	58374.700000000	0.00	58374.700000000	4344.200000000	-0.33	4344.127945480
1653753219.6599340	203.61000	58374.700000000	0.00	58374.700000000	4343.450000000	-0.33	4343.377957920
1653753220.8561070	203.53000	58374.700000000	0.00	58374.700000000	4342.675000000	-0.33	4342.602970774
1653753222.5572150	203.42000	58374.700000000	0.00	58374.700000000	4341.900000000	-0.33	4341.827983629
1653753224.2576840	203.43000	58374.700000000	0.00	58374.700000000	4340.375000000	-0.33	4340.303008923
1653753225.4578271	203.43000	58374.700000000	0.00	58374.700000000	4339.625000000	-0.33	4339.553021363
1653753227.1612890	203.38000	58374.700000000	0.00	58374.700000000	4338.850000000	-0.33	4338.778034217
1653753228.3577609	203.33000	58374.700000000	0.00	58374.700000000	4338.100000000	-0.33	4338.028046657
1653753230.0595860	203.27000	58374.700000000	0.00	58374.700000000	4337.325000000	-0.33	4337.253059511
1653753231.7597010	203.28000	58374.700000000	0.00	58374.700000000	4335.800000000	-0.33	4335.728084805
1653753232.9598570	203.25000	58355.600000000	0.00	58355.600000000	4335.050000000	-0.33	4334.978097245
1653753234.6649611	203.26000	58327.000000000	0.00	58327.000000000	4335.050000000	-0.33	4334.978097245
1653753235.8617690	203.23000	58327.000000000	0.00	58327.000000000	4333.525000000	-0.33	4333.453122539
1653753237.5625980	203.14000	58307.900000000	0.00	58307.900000000	4332.750000000	-0.32	4332.680724888
1653753239.2647080	203.08000	58269.800000000	0.00	58269.800000000	4332.000000000	-0.32	4331.930736880
1653753240.4668491	203.05000	58212.600000000	0.00	58212.600000000	4330.475000000	-0.32	4330.405761263
1653753242.1678500	203.05000	58203.000000000	0.00	58203.000000000	4330.475000000	-0.32	4330.405761263
1653753243.3657091	203.00000	58203.000000000	0.00	58203.000000000	4329.700000000	-0.32	4329.630773654
1653753245.0684731	202.97000	58203.000000000	0.00	58203.000000000	4328.175000000	-0.32	4328.105798037
1653753246.7689400	202.97000	58203.000000000	0.00	58203.000000000	4328.175000000	-0.32	4328.105798037
1653753247.9703839	202.93000	58203.000000000	0.00	58203.000000000	4326.650000000	-0.33	4326.578236571
1653753249.6761940	202.90000	58203.000000000	0.00	58203.000000000	4325.900000000	-0.32	4325.833372374
1653753250.8736451	202.84000	58203.000000000	0.00	58203.000000000	4325.125000000	-0.32	4325.055846802
1653753252.5751140	202.83000	58193.500000000	0.00	58193.500000000	4323.600000000	-0.32	4323.533407798
1653753254.2765770	202.75000	58193.500000000	0.00	58193.500000000	4323.600000000	-0.32	4323.533407798
1653753255.4753790	202.70000	58174.400000000	0.00	58174.400000000	4322.075000000	-0.32	4322.005895568
1653753257.1830449	202.70000	58164.900000000	0.00	58164.900000000	4321.325000000	-0.32	4321.255907560
1653753258.3758690	202.63000	58155.400000000	0.00	58155.400000000	4320.550000000	-0.32	4320.483454775
1653753260.0773280	202.66000	58136.300000000	0.00	58136.300000000	4319.775000000	-0.32	4319.708466711
1653753261.7797930	202.63000	58098.100000000	0.00	58098.100000000	4319.025000000	-0.32	4318.955944334
1653753262.9809451	202.63000	58069.500000000	0.00	58069.500000000	4317.500000000	-0.32	4317.433501751
1653753264.6864040	202.57000	58021.800000000	0.00	58021.800000000	4316.725000000	-0.32	4316.658513687
1653753265.8838539	202.55000	58021.800000000	0.00	58021.800000000	4316.725000000	-0.32	4316.658513687
1653753267.5856619	202.47000	58021.800000000	0.00	58021.800000000	4315.200000000	-0.32	4315.133537175
1653753269.2771699	202.42000	58021.800000000	0.00	58021.800000000	4314.450000000	-0.32	4314.383548727
1653753270.4786069	202.41000	58021.800000000	0.00	58021.800000000	4313.675000000	-0.32	4313.608560664
1653753272.1854141	202.31000	58021.800000000	0.00	58021.800000000	4312.925000000	-0.32	4312.858572215
1653753273.3838670	202.23000	58012.300000000	0.00	58012.300000000	4312.150000000	-0.32	4312.083584152
1653753275.0777211	202.24000	58012.300000000	0.00	58012.300000000	4310.625000000	-0.32	4310.558607640
1653753276.7808211	202.18000	58012.300000000	0.00	58012.300000000	4310.625000000	-0.32	4310.558607640
1653753277.9806211	202.14000	58002.800000000	0.00	58002.800000000	4309.100000000	-0.32	4309.033631128
1653753279.6850810	202.10000	57993.200000000	0.00	57993.200000000	4308.350000000	-0.32	4308.281115013
1653753280.8818891	202.07000	57974.200000000	0.00	57974.200000000	4307.575000000	-0.32	4307.508654616
1653753282.5846980	202.01000	57964.600000000	0.00	57964.600000000	4306.825000000	-0.32	4306.758666167
1653753284.2851751	202.00000	57945.500000000	0.00	57945.500000000	4306.050000000	-0.32	4305.983678104
1653753285.4846239	201.97000	57897.900000000	0.00	57897.900000000	4304.525000000	-0.32	4304.458701592
1653753287.1904371	201.92000	57850.200000000	0.00	57850.200000000	4303.775000000	-0.32	4303.708713144
1653753288.3878860	201.91000	57840.600000000	0.00	57840.600000000	4303.000000000	-0.32	4302.933725080
1653753290.0874479	201.86000	57840.600000000	0.00	57840.600000000	4302.250000000	-0.32	4302.183736632
1653753291.7879169	201.84000	57831.100000000	0.00	57831.100000000	4301.475000000	-0.32	4301.408748568
1653753292.9877200	201.75000	57840.600000000	0.00	57840.600000000	4300.725000000	-0.32	4300.658760120
1653753294.1918659	201.76000	57831.100000000	0.00	57831.100000000	4299.950000000	-0.32	4299.883772056
1653753295.4900520	201.72000	57840.600000000	0.00	57840.600000000	4299.200000000	-0.32	4299.133783608
1653753296.6941950	201.72000	57840.600000000	0.00	57840.600000000	4298.425000000	-0.32	4298.358795544
1653753297.9878600	201.63000	57840.600000000	0.00	57840.600000000	4297.650000000	-0.32	4297.583807481
1653753299.1936481	201.60000	57831.100000000	0.00	57831.100000000	4297.650000000	-0.31	4297.586281741
1653753300.3904550	201.54000	57821.600000000	0.00	57821.600000000	4296.125000000	-0.31	4296.061304352
1653753302.0909259	201.50000	57812.000000000	0.00	57812.000000000	4295.375000000	-0.32	4295.308842521
1653753303.2910900	201.49000	57793.000000000	0.00	57793.000000000	4294.600000000	-0.32	4294.533854457
1653753304.9921379	201.47000	57793.000000000	0.00	57793.000000000	4293.850000000	-0.31	4293.786338081
1653753306.6952441	201.46000	57783.400000000	0.00	57783.400000000	4293.075000000	-0.31	4293.011349572
1653753307.8924050	201.47000	57745.300000000	0.00	57745.300000000	4292.325000000	-0.31	4292.261360691
1653753309.5925241	201.40000	57707.100000000	0.00	57707.100000000	4290.800000000	-0.31	4290.736383302
1653753310.7946680	201.36000	57659.400000000	0.00	57659.400000000	4290.025000000	-0.31	4289.961394792
1653753312.4928091	201.33000	57649.900000000	0.00	57649.900000000	4289.275000000	-0.31	4289.211405912
1653753314.1976211	201.29000	57649.900000000	0.00	57649.900000000	4288.500000000	-0.32	4288.433948410
1653753315.3950751	201.22000	57649.900000000	0.00	57649.900000000	4287.750000000	-0.31	4287.686428522
1653753317.0978899	201.19000	57649.900000000	0.00	57649.900000000	4286.225000000	-0.31	4286.161451132
1653753318.2963440	201.17000	57649.900000000	0.00	57649.900000000	4285.450000000	-0.31	4285.386462622
1653753319.9981589	201.11000	57649.900000000	0.00	57649.900000000	4284.700000000	-0.31	4284.636473742
1653753322.3004179	201.06000	57640.400000000	0.00	57640.400000000	4283.925000000	-0.31	4283.861485232
1653753323.5038409	201.05000	57640.400000000	0.00	57640.400000000	4283.175000000	-0.32	4283.109030425
1653753325.4040501	201.03000	57621.300000000	0.00	57621.300000000	4281.650000000	-0.31	4281.586518962
1653753327.1065979	200.97000	57611.800000000	0.00	57611.800000000	4280.875000000	-0.31	4280.813948111
1653753328.4043341	200.96000	57611.800000000	0.00	57611.800000000	4280.125000000	-0.31	4280.061541572
1653753330.1057999	200.85000	57583.200000000	0.00	57583.200000000	4278.600000000	-0.31	4278.536564182
1653753332.3082891	200.86000	57535.500000000	0.00	57535.500000000	4277.825000000	-0.31	4277.763991609
1653753333.5097280	200.76000	57478.200000000	0.00	57478.200000000	4277.050000000	-0.31	4276.989002661
1653753335.2145350	200.78000	57468.700000000	0.00	57468.700000000	4276.300000000	-0.31	4276.239013357
1653753337.0253940	200.73000	57468.700000000	0.00	57468.700000000	4274.775000000	-0.31	4274.714035106
1653753338.2172160	200.66000	57468.700000000	0.00	57468.700000000	4274.775000000	-0.31	4274.714035106
1653753340.0134330	200.57000	57468.700000000	0.00	57468.700000000	4272.475000000	-0.31	4272.414067908
1653753342.2228971	200.54000	57468.700000000	0.00	57468.700000000	4271.725000000	-0.31	4271.664078604
1653753343.4097340	200.55000	57468.700000000	0.00	57468.700000000	4270.950000000	-0.31	4270.889089657
1653753345.1118441	200.49000	57468.700000000	0.00	57468.700000000	4270.200000000	-0.31	4270.139100353
1653753347.3139739	200.50000	57459.200000000	0.00	57459.200000000	4269.425000000	-0.31	4269.364111406
1653753348.5111439	200.43000	57430.600000000	0.00	57430.600000000	4267.900000000	-0.30	4267.841496683
1653753350.2176089	200.29000	57421.000000000	0.00	57421.000000000	4267.150000000	-0.31	4267.089143851
1653753352.1110561	200.27000	57430.600000000	0.00	57430.600000000	4266.375000000	-0.31	4266.314154903
1653753353.3138490	200.29000	57402.000000000	0.00	57402.000000000	4265.625000000	-0.30	4265.566527868
1653753355.3135390	200.23000	57354.300000000	0.00	57354.300000000	4264.850000000	-0.31	4264.789176652
1653753357.0156331	200.21000	57297.100000000	0.00	57297.100000000	4263.325000000	-0.31	4263.264198401
1653753358.4152529	200.18000	57287.500000000	0.00	57287.500000000	4262.575000000	-0.30	4262.516569677
1653753360.1157341	200.11000	57287.500000000	0.00	57287.500000000	4261.050000000	-0.30	4260.991590581
1653753362.3148401	200.05000	57287.500000000	0.00	57287.500000000	4261.050000000	-0.30	4260.991590581
1653753363.5163050	200.03000	57287.500000000	0.00	57287.500000000	4259.525000000	-0.30	4259.466611485
1653753365.2181211	199.98000	57287.500000000	0.00	57287.500000000	4258.750000000	-0.30	4258.691622109
1653753367.0133419	199.95000	57287.500000000	0.00	57287.500000000	4258.000000000	-0.30	4257.941632390
1653753368.2201221	199.92000	57287.500000000	0.00	57287.500000000	4257.225000000	-0.30	4257.166643013
1653753370.0139871	199.89000	57268.400000000	0.00	57268.400000000	4255.700000000	-0.30	4255.641663917
1653753371.7207911	199.88000	57258.900000000	0.00	57258.900000000	4254.925000000	-0.31	4254.864318198
1653753373.0143440	199.78000	57249.400000000	0.00	57249.400000000	4254.175000000	-0.29	4254.118994098
1653753374.7237890	199.76000	57249.400000000	0.00	57249.400000000	4253.400000000	-0.31	4253.339339947
1653753376.1180761	199.72000	57220.800000000	0.00	57220.800000000	4252.650000000	-0.29	4252.594014174
1653753377.8221760	199.71000	57182.600000000	0.00	57182.600000000	4251.875000000	-0.29	4251.819024377
1653753379.5236399	199.63000	57154.000000000	0.00	57154.000000000	4250.350000000	-0.29	4250.294044454
1653753381.7251289	199.63000	57115.900000000	0.00	57115.900000000	4248.825000000	-0.30	4248.766758158
1653753382.9239349	199.61000	57115.900000000	0.00	57115.900000000	4248.075000000	-0.30	4248.016768439
1653753384.6250610	199.60000	57115.900000000	0.00	57115.900000000	4248.075000000	-0.30	4248.016768439
1653753385.8238649	199.62000	57115.900000000	0.00	57115.900000000	4246.550000000	-0.30	4246.491789343
1653753387.5284030	199.51000	57115.900000000	0.00	57115.900000000	4245.025000000	-0.30	4244.966810248
1653753389.7347989	199.47000	57115.900000000	0.00	57115.900000000	4244.250000000	-0.30	4244.191820871
1653753390.9602151	199.42000	57106.300000000	0.00	57106.300000000	4243.500000000	-0.30	4243.441831152
1653753392.6343250	199.36000	57087.200000000	0.00	57087.200000000	4242.725000000	-0.30	4242.666841775
1653753394.3351450	199.29000	57077.700000000	0.00	57077.700000000	4241.975000000	-0.30	4241.916852056
1653753395.5345950	199.26000	57068.200000000	0.00	57068.200000000	4241.200000000	-0.30	4241.141862680
1653753396.7357531	199.27000	57068.200000000	0.00	57068.200000000	4240.450000000	-0.30	4240.391872961
1653753397.9341960	199.26000	57068.200000000	0.00	57068.200000000	4239.675000000	-0.29	4239.619184989
1653753399.6356721	199.22000	57058.600000000	0.00	57058.600000000	4238.925000000	-0.29	4238.869194863
1653753400.8368261	199.18000	57030.000000000	0.00	57030.000000000	4238.150000000	-0.30	4238.091904488
1653753402.5389359	199.13000	56944.200000000	0.00	56944.200000000	4236.625000000	-0.30	4236.566925393
1653753404.7440591	199.11000	56934.700000000	0.00	56934.700000000	4235.875000000	-0.30	4235.816935674
1653753406.0396061	199.06000	56934.700000000	0.00	56934.700000000	4235.100000000	-0.30	4235.041946297
1653753407.7479870	199.01000	56934.700000000	0.00	56934.700000000	4234.350000000	-0.30	4234.291956578
1653753409.4354720	198.99000	56934.700000000	0.00	56934.700000000	4233.575000000	-0.29	4233.519265295
1653753410.6372731	198.94000	56934.700000000	0.00	56934.700000000	4232.050000000	-0.30	4231.991988106
1653753412.4401090	198.92000	56934.700000000	0.00	56934.700000000	4230.525000000	-0.29	4230.469305448
1653753414.6422391	198.90000	56925.100000000	0.00	56925.100000000	4230.525000000	-0.29	4230.469305448
1653753415.8430409	198.78000	56915.600000000	0.00	56915.600000000	4229.750000000	-0.29	4229.694315651
1653753417.5395181	198.79000	56896.500000000	0.00	56896.500000000	4228.225000000	-0.30	4228.167040538
1653753419.2443261	198.70000	56887.000000000	0.00	56887.000000000	4227.475000000	-0.29	4227.419345601
1653753420.4407871	198.71000	56887.000000000	0.00	56887.000000000	4226.700000000	-0.29	4226.644355804
1653753422.1413591	198.73000	56887.000000000	0.00	56887.000000000	4225.950000000	-0.30	4225.892071723
1653753423.3408060	198.63000	56858.400000000	0.00	56858.400000000	4225.175000000	-0.30	4225.117082347
1653753425.0412769	198.55000	56810.700000000	0.00	56810.700000000	4224.425000000	-0.29	4224.369385754
1653753426.7447369	198.56000	56782.100000000	0.00	56782.100000000	4222.900000000	-0.29	4222.846651821
1653753427.9415469	198.50000	56753.500000000	0.00	56753.500000000	4222.125000000	-0.29	4222.071661612
1653753429.6430111	198.46000	56753.500000000	0.00	56753.500000000	4222.125000000	-0.29	4222.069416034
1653753430.8431849	198.48000	56753.500000000	0.00	56753.500000000	4220.600000000	-0.29	4220.544436110
1653753432.5416420	198.38000	56753.500000000	0.00	56753.500000000	4219.850000000	-0.29	4219.796690352
1653753434.2480421	198.34000	56753.500000000	0.00	56753.500000000	4219.075000000	-0.29	4219.019456187
1653753435.4458470	198.33000	56753.500000000	0.00	56753.500000000	4217.550000000	-0.29	4217.496719408
1653753437.1446750	198.25000	56743.900000000	0.00	56743.900000000	4217.550000000	-0.29	4217.496719408
1653753438.3444769	198.24000	56734.400000000	0.00	56734.400000000	4216.800000000	-0.29	4216.746728883
1653753440.0459430	198.27000	56715.300000000	0.00	56715.300000000	4215.275000000	-0.29	4215.219506213
1653753441.7501941	198.24000	56705.800000000	0.00	56705.800000000	4214.500000000	-0.29	4214.446757939
1653753442.9466529	198.18000	56705.800000000	0.00	56705.800000000	4213.750000000	-0.29	4213.696767414
1653753444.6484730	198.15000	56705.800000000	0.00	56705.800000000	4212.975000000	-0.29	4212.921777204
1653753445.8502700	198.12000	56696.200000000	0.00	56696.200000000	4212.225000000	-0.29	4212.171786679
1653753447.5493929	198.09000	56667.600000000	0.00	56667.600000000	4211.450000000	-0.29	4211.396796470
1653753449.2552011	198.03000	56639.000000000	0.00	56639.000000000	4210.675000000	-0.29	4210.621806260
1653753450.4526479	198.01000	56572.300000000	0.00	56572.300000000	4209.150000000	-0.29	4209.096825526
1653753452.1525340	198.00000	56572.300000000	0.00	56572.300000000	4208.400000000	-0.29	4208.346835001
1653753453.3539541	198.01000	56572.300000000	0.00	56572.300000000	4207.625000000	-0.29	4207.571844791
1653753455.0554199	197.94000	56572.300000000	0.00	56572.300000000	4206.875000000	-0.29	4206.821854266
1653753456.7602379	197.89000	56572.300000000	0.00	56572.300000000	4206.100000000	-0.29	4206.046864057
1653753457.9556890	197.83000	56572.300000000	0.00	56572.300000000	4204.575000000	-0.28	4204.524073459
1653753459.6553700	197.77000	56572.300000000	0.00	56572.300000000	4204.575000000	-0.28	4204.524073459
1653753460.8549609	197.77000	56562.700000000	0.00	56562.700000000	4203.825000000	-0.28	4203.774082543
1653753462.5564280	197.73000	56534.100000000	0.00	56534.100000000	4202.300000000	-0.28	4202.249101014
1653753464.7629030	197.69000	56534.100000000	0.00	56534.100000000	4201.525000000	-0.28	4201.474110401
1653753466.0600920	197.68000	56524.600000000	0.00	56524.600000000	4200.775000000	-0.28	4200.724119485
1653753467.2672310	197.62000	56524.600000000	0.00	56524.600000000	4200.000000000	-0.28	4199.949128872
1653753468.4656780	197.61000	56524.600000000	0.00	56524.600000000	4199.250000000	-0.28	4199.199137956
1653753470.1671431	197.55000	56515.000000000	0.00	56515.000000000	4198.475000000	-0.28	4198.424147343
1653753471.8689620	197.50000	56486.400000000	0.00	56486.400000000	4197.725000000	-0.28	4197.674156427
1653753473.0644231	197.52000	56448.300000000	0.00	56448.300000000	4196.950000000	-0.28	4196.899165814
1653753474.2695701	197.51000	56410.100000000	0.00	56410.100000000	4196.200000000	-0.28	4196.149174898
1653753475.4670169	197.44000	56391.100000000	0.00	56391.100000000	4195.425000000	-0.28	4195.374184285
1653753477.1698420	197.44000	56391.100000000	0.00	56391.100000000	4194.675000000	-0.28	4194.624193369
1653753478.3702791	197.35000	56391.100000000	0.00	56391.100000000	4193.900000000	-0.28	4193.849202756
1653753480.0717430	197.32000	56391.100000000	0.00	56391.100000000	4192.375000000	-0.28	4192.324221227
1653753482.2772300	197.22000	56391.100000000	0.00	56391.100000000	4191.625000000	-0.28	4191.574230311
1653753483.4756711	197.24000	56381.500000000	0.00	56381.500000000	4190.850000000	-0.28	4190.799239698
1653753485.1781361	197.17000	56372.000000000	0.00	56372.000000000	4190.075000000	-0.28	4190.024249085
1653753486.8799880	197.11000	56362.500000000	0.00	56362.500000000	4189.325000000	-0.28	4189.276394421
1653753488.0817771	197.13000	56343.400000000	0.00	56343.400000000	4188.550000000	-0.28	4188.499267556
1653753489.2845809	197.10000	56343.400000000	0.00	56343.400000000	4187.800000000	-0.28	4187.749276640
1653753490.4743991	197.06000	56343.400000000	0.00	56343.400000000	4187.025000000	-0.28	4186.974286027
1653753492.1755209	197.03000	56343.400000000	0.00	56343.400000000	4186.275000000	-0.28	4186.224295111
1653753493.4774060	197.03000	56333.800000000	0.00	56333.800000000	4184.750000000	-0.28	4184.699313582
1653753495.1789000	196.97000	56314.800000000	0.00	56314.800000000	4183.975000000	-0.28	4183.924322969
1653753496.8800049	196.93000	56286.200000000	0.00	56286.200000000	4183.225000000	-0.28	4183.174332053
1653753498.0817981	196.90000	56219.400000000	0.00	56219.400000000	4182.450000000	-0.28	4182.399341440
1653753499.3773460	196.85000	56209.900000000	0.00	56209.900000000	4181.700000000	-0.28	4181.649350525
1653753500.5781491	196.85000	56209.900000000	0.00	56209.900000000	4181.700000000	-0.28	4181.649350525
1653753501.7809739	196.80000	56209.900000000	0.00	56209.900000000	4180.175000000	-0.28	4180.124368996
1653753502.9777861	196.81000	56209.900000000	0.00	56209.900000000	4180.175000000	-0.28	4180.124368996
1653753504.6776180	196.70000	56209.900000000	0.00	56209.900000000	4179.400000000	-0.28	4179.349378383
1653753505.8784080	196.68000	56209.900000000	0.00	56209.900000000	4177.875000000	-0.29	4177.822220625
1653753507.5795591	196.59000	56200.300000000	0.00	56200.300000000	4177.125000000	-0.28	4177.074405938
1653753509.2823751	196.59000	56181.300000000	0.00	56181.300000000	4176.350000000	-0.28	4176.299415325
1653753510.4811680	196.56000	56162.200000000	0.00	56162.200000000	4175.600000000	-0.28	4175.549424409
1653753512.1796579	196.56000	56162.200000000	0.00	56162.200000000	4174.825000000	-0.28	4174.774433796
1653753513.3800969	196.49000	56162.200000000	0.00	56162.200000000	4173.300000000	-0.28	4173.249452267
1653753515.0805650	196.48000	56162.200000000	0.00	56162.200000000	4172.550000000	-0.28	4172.501589049
1653753516.7850239	196.40000	56162.200000000	0.00	56162.200000000	4171.775000000	-0.28	4171.724470738
1653753517.9828279	196.44000	56143.100000000	0.00	56143.100000000	4171.025000000	-0.28	4170.976606743
1653753519.6833010	196.41000	56114.500000000	0.00	56114.500000000	4170.250000000	-0.28	4170.201615734
1653753520.8831019	196.34000	56057.300000000	0.00	56057.300000000	4169.500000000	-0.28	4169.451624436
1653753522.5834451	196.30000	56028.700000000	0.00	56028.700000000	4168.725000000	-0.28	4168.676633428
1653753524.2878940	196.27000	56028.700000000	0.00	56028.700000000	4167.950000000	-0.27	4167.903722066
1653753525.4833610	196.23000	56028.700000000	0.00	56028.700000000	4167.200000000	-0.28	4167.151651121
1653753527.1838300	196.22000	56028.700000000	0.00	56028.700000000	4166.425000000	-0.28	4166.376660113
1653753528.3839760	196.13000	56028.700000000	0.00	56028.700000000	4165.675000000	-0.28	4165.626668815
1653753530.0850980	196.13000	56028.700000000	0.00	56028.700000000	4164.150000000	-0.28	4164.101686508
1653753531.7918980	196.06000	56009.600000000	0.00	56009.600000000	4163.375000000	-0.28	4163.326695500
1653753532.9863660	196.02000	56009.600000000	0.00	56009.600000000	4162.625000000	-0.28	4162.576704201
1653753534.1875179	196.04000	55990.500000000	0.00	55990.500000000	4161.850000000	-0.27	4161.803789796
1653753535.4876981	195.99000	55981.000000000	0.00	55981.000000000	4161.850000000	-0.27	4161.803789796
1653753536.6888549	195.98000	55981.000000000	0.00	55981.000000000	4161.100000000	-0.28	4161.051721895
1653753537.8914311	195.91000	55981.000000000	0.00	55981.000000000	4159.575000000	-0.27	4159.528815056
