------------------------------------------------------------------------------------------------------------------
time (s)	 T (K)	 R1 (Ohm)	 Theta1 (deg.)	 X1 (Ohm)	 R2 (Ohm)	 Theta2 (deg.)	 X2 (Ohm)
1653750309.5778339	271.08000	82388.500000000	-0.25	82387.703122220	6126.425000000	-0.87	6125.718744210
1653750310.7752850	270.95000	82321.800000000	-0.25	82321.003767356	6124.900000000	-0.87	6124.193920012
1653750312.4807401	270.84000	82293.200000000	-0.25	82292.404043981	6123.375000000	-0.87	6122.669095814
1653750314.6788819	270.79000	82293.200000000	-0.25	82292.404043981	6122.625000000	-0.86	6121.928883937
1653750316.0814929	270.73000	82293.200000000	-0.25	82292.404043981	6121.850000000	-0.87	6121.144271617
1653750317.7829721	270.70000	82293.200000000	-0.25	82292.404043981	6120.325000000	-0.87	6119.619447419
1653750319.4840820	270.76000	82293.200000000	-0.25	82292.404043981	6119.550000000	-0.87	6118.844536761
1653750321.6871519	270.66000	82293.200000000	-0.25	82292.404043981	6118.800000000	-0.87	6118.094623221
1653750322.8881640	270.68000	82293.200000000	-0.25	82292.404043981	6118.025000000	-0.86	6117.329406937
1653750324.5926371	270.68000	82293.200000000	-0.25	82292.404043981	6117.275000000	-0.86	6116.579492209
1653750325.7910900	270.69000	82293.200000000	-0.25	82292.404043981	6115.750000000	-0.87	6115.044974826
1653750327.4929099	270.65000	82283.600000000	-0.25	82282.804136834	6114.975000000	-0.86	6114.279753709
1653750329.1943820	270.67000	82264.500000000	-0.25	82263.704321573	6114.225000000	-0.87	6113.520150629
1653750330.3956909	270.62000	82226.400000000	-0.25	82225.604690084	6113.450000000	-0.86	6112.754927095
1653750332.1011491	270.48000	82188.200000000	-0.25	82187.405059561	6112.700000000	-0.86	6112.005012367
1653750333.2989571	270.52000	82131.000000000	-0.25	82130.205612811	6111.175000000	-0.86	6110.480185753
1653750334.9894531	270.48000	82112.000000000	-0.25	82111.205796583	6109.650000000	-0.86	6108.955359139
1653750336.6922760	270.50000	82112.000000000	-0.25	82111.205796583	6109.650000000	-0.87	6108.945678036
1653750337.8927140	270.38000	82112.000000000	-0.25	82111.205796583	6108.125000000	-0.86	6107.430532525
1653750339.5932350	270.41000	82112.000000000	-0.25	82111.205796583	6108.125000000	-0.86	6107.430532525
1653750340.7900500	270.32000	82112.000000000	-0.25	82111.205796583	6106.600000000	-0.86	6105.905705911
1653750342.4905169	270.33000	82112.000000000	-0.25	82111.205796583	6105.075000000	-0.86	6104.380879296
1653750344.1909881	270.24000	82112.000000000	-0.25	82111.205796583	6104.300000000	-0.86	6103.605967411
1653750345.3907919	270.35000	82112.000000000	-0.25	82111.205796583	6103.550000000	-0.86	6102.865657194
1653750347.0942531	270.27000	82112.000000000	-0.25	82111.205796583	6102.775000000	-0.86	6102.081140797
1653750348.2924049	270.31000	82112.000000000	-0.25	82111.205796583	6102.025000000	-0.86	6101.331226068
1653750349.9918871	270.20000	82092.900000000	-0.25	82092.105981322	6100.500000000	-0.86	6099.806399454
1653750351.6910059	270.22000	82064.300000000	-0.25	82063.506257947	6100.500000000	-0.86	6099.806399454
1653750352.8921590	270.15000	82016.600000000	-0.25	82015.806719310	6098.950000000	-0.86	6098.256575683
1653750354.5956199	270.25000	81988.000000000	-0.25	81987.206995935	6098.200000000	-0.86	6097.506660954
1653750355.7924340	270.13000	81930.800000000	-0.25	81930.007549185	6097.425000000	-0.86	6096.731749068
1653750357.4921560	270.10000	81921.200000000	-0.25	81920.407642038	6095.900000000	-0.86	6095.206922454
1653750359.1926250	269.99000	81921.200000000	-0.25	81920.407642038	6095.150000000	-0.86	6094.457007726
1653750360.3924260	269.90000	81921.200000000	-0.25	81920.407642038	6094.375000000	-0.86	6093.682095840
1653750362.0962491	269.87000	81921.200000000	-0.25	81920.407642038	6093.625000000	-0.86	6092.941770006
1653750363.2946961	269.88000	81930.800000000	-0.25	81930.007549185	6092.100000000	-0.86	6091.416940992
1653750364.9931719	269.88000	81930.800000000	-0.25	81930.007549185	6091.325000000	-0.86	6090.642027887
1653750366.6946361	269.89000	81930.800000000	-0.25	81930.007549185	6090.575000000	-0.86	6089.882527884
1653750367.8965499	269.80000	81930.800000000	-0.25	81930.007549185	6089.050000000	-0.86	6088.367282965
1653750369.6022470	269.77000	81930.800000000	-0.25	81930.007549185	6088.275000000	-0.86	6087.592369859
1653750370.7980640	269.70000	81921.200000000	-0.25	81920.407642038	6087.525000000	-0.86	6086.842453951
1653750372.5015240	269.71000	81873.500000000	-0.25	81872.708103402	6086.750000000	-0.86	6086.067540845
1653750374.1966510	269.67000	81835.400000000	-0.25	81834.608471912	6086.000000000	-0.86	6085.317624937
1653750375.3987961	269.55000	81797.200000000	-0.25	81796.408841390	6084.475000000	-0.86	6083.792795923
1653750377.1069031	269.55000	81759.100000000	-0.25	81758.309209901	6083.700000000	-0.86	6083.017882818
1653750378.3000720	269.50000	81740.000000000	-0.25	81739.209394640	6082.950000000	-0.86	6082.267966909
1653750380.0022840	269.50000	81749.600000000	-0.25	81748.809301787	6082.175000000	-0.86	6081.493053804
1653750381.7046480	269.46000	81749.600000000	-0.25	81748.809301787	6081.425000000	-0.86	6080.743137896
1653750382.9048080	269.36000	81749.600000000	-0.25	81748.809301787	6079.900000000	-0.85	6079.227809512
1653750384.6109030	269.38000	81749.600000000	-0.25	81748.809301787	6079.125000000	-0.86	6078.443395776
1653750385.8097100	269.26000	81749.600000000	-0.25	81748.809301787	6078.350000000	-0.85	6077.677980879
1653750387.5115290	269.35000	81740.000000000	-0.25	81739.209394640	6076.825000000	-0.85	6076.153149482
1653750389.7026920	269.35000	81740.000000000	-0.25	81739.209394640	6076.075000000	-0.85	6075.403232402
1653750391.2042150	269.15000	81740.000000000	-0.25	81739.209394640	6074.550000000	-0.85	6073.878401005
1653750392.9056671	269.22000	81720.900000000	-0.25	81720.109579379	6073.775000000	-0.85	6073.103486689
1653750394.6107800	269.17000	81673.300000000	-0.25	81672.510039776	6073.025000000	-0.85	6072.353569608
1653750395.8039451	269.22000	81635.100000000	-0.25	81634.310409253	6072.250000000	-0.85	6071.578655292
1653750397.5040679	269.15000	81577.900000000	-0.25	81577.110962503	6070.725000000	-0.85	6070.053823895
1653750399.2035410	269.25000	81568.400000000	-0.25	81567.611054389	6069.975000000	-0.85	6069.303906815
1653750400.5050740	269.08000	81568.400000000	-0.25	81567.611054389	6069.200000000	-0.85	6068.528992498
1653750401.7042360	269.16000	81568.400000000	-0.25	81567.611054389	6068.450000000	-0.85	6067.779075418
1653750404.3053110	268.96000	81568.400000000	-0.25	81567.611054389	6066.925000000	-0.85	6066.254244021
1653750405.5051010	268.91000	81568.400000000	-0.25	81567.611054389	6065.400000000	-0.85	6064.729412624
1653750407.2052250	268.87000	81568.400000000	-0.25	81567.611054389	6064.625000000	-0.85	6063.954498308
1653750408.4050260	268.85000	81568.400000000	-0.25	81567.611054389	6063.875000000	-0.85	6063.204581227
1653750410.1088340	268.76000	81568.400000000	-0.25	81567.611054389	6063.100000000	-0.85	6062.429666911
1653750411.8059680	268.79000	81568.400000000	-0.25	81567.611054389	6061.575000000	-0.85	6060.904835514
1653750413.0137479	268.75000	81558.800000000	-0.25	81558.011147242	6060.825000000	-0.85	6060.154918434
1653750414.2059269	268.78000	81539.800000000	-0.25	81539.011331014	6060.825000000	-0.85	6060.164322800
1653750415.4063749	268.68000	81511.100000000	-0.25	81510.311608606	6059.300000000	-0.85	6058.639489037
1653750417.1098371	268.66000	81453.900000000	-0.25	81453.112161856	6058.525000000	-0.85	6057.864573518
1653750418.4093750	268.57000	81396.700000000	-0.25	81395.912715105	6057.775000000	-0.85	6057.105255640
1653750420.1128359	268.51000	81387.200000000	-0.25	81386.412806991	6056.225000000	-0.85	6055.564824236
1653750422.3113971	268.54000	81387.200000000	-0.25	81386.412806991	6054.700000000	-0.85	6054.030595611
1653750424.5111799	268.61000	81387.200000000	-0.25	81386.412806991	6053.950000000	-0.85	6053.290072229
1653750426.7123449	268.46000	81387.200000000	-0.25	81386.412806991	6052.425000000	-0.85	6051.765238465
1653750427.9131451	268.38000	81387.200000000	-0.25	81386.412806991	6051.650000000	-0.85	6050.990322947
1653750429.6186011	268.34000	81387.200000000	-0.25	81386.412806991	6050.900000000	-0.85	6050.240404702
1653750430.8164101	268.36000	81387.200000000	-0.25	81386.412806991	6049.375000000	-0.85	6048.706184340
1653750432.5128889	268.29000	81387.200000000	-0.25	81386.412806991	6048.600000000	-0.85	6047.940655420
1653750434.2143700	268.32000	81387.200000000	-0.25	81386.412806991	6047.850000000	-0.85	6047.181352943
1653750435.4158139	268.25000	81358.600000000	-0.25	81357.813083616	6046.325000000	-0.85	6045.665903413
1653750437.1196251	268.19000	81320.400000000	-0.25	81319.613453094	6046.325000000	-0.85	6045.665903413
1653750438.3174379	268.17000	81272.700000000	-0.25	81271.913914458	6044.800000000	-0.84	6044.150382869
1653750440.0205460	268.28000	81206.000000000	-0.25	81205.214559593	6043.275000000	-0.85	6042.616235887
1653750442.4235189	268.04000	81206.000000000	-0.25	81205.214559593	6041.750000000	-0.84	6041.100710644
1653750444.6272800	267.98000	81206.000000000	-0.25	81205.214559593	6041.750000000	-0.84	6041.100710644
1653750445.8264439	268.05000	81206.000000000	-0.25	81205.214559593	6040.225000000	-0.84	6039.575874531
1653750447.5269120	268.04000	81206.000000000	-0.25	81205.214559593	6038.700000000	-0.85	6038.041734598
1653750449.7300370	268.06000	81206.000000000	-0.25	81205.214559593	6037.925000000	-0.84	6037.276121706
1653750452.2322400	267.98000	81206.000000000	-0.25	81205.214559593	6036.400000000	-0.84	6035.751285593
1653750453.4336860	267.85000	81206.000000000	-0.25	81205.214559593	6034.875000000	-0.85	6034.217151552
1653750455.1391430	267.81000	81206.000000000	-0.25	81205.214559593	6034.100000000	-0.85	6033.442236033
1653750456.9343579	267.78000	81186.900000000	-0.25	81186.114744332	6033.350000000	-0.84	6032.701613367
1653750458.1321671	267.85000	81139.200000000	-0.25	81138.415205696	6032.575000000	-0.85	6031.917402270
1653750459.9267559	267.69000	81072.400000000	-0.25	81071.615851799	6031.050000000	-0.85	6030.392568507
1653750462.1348820	267.59000	81034.300000000	-0.25	81033.516220309	6030.300000000	-0.85	6029.642650263
1653750463.3336921	267.66000	81024.800000000	-0.25	81024.016312195	6028.775000000	-0.84	6028.127105029
1653750465.0351551	267.60000	81024.800000000	-0.25	81024.016312195	6028.000000000	-0.84	6027.352188316
1653750467.2334311	267.65000	81024.800000000	-0.25	81024.016312195	6027.250000000	-0.84	6026.602268917
1653750468.4328821	267.56000	81024.800000000	-0.25	81024.016312195	6025.725000000	-0.84	6025.077432804
1653750470.1377110	267.56000	81024.800000000	-0.25	81024.016312195	6024.950000000	-0.84	6024.302516091
1653750471.9335549	267.54000	81024.800000000	-0.25	81024.016312195	6024.200000000	-0.84	6023.552596691
1653750473.1393449	267.51000	81024.800000000	-0.25	81024.016312195	6023.425000000	-0.83	6022.786894218
1653750474.9336331	267.43000	81024.800000000	-0.25	81024.016312195	6021.150000000	-0.83	6020.512135226
1653750477.1410470	267.37000	81024.800000000	-0.25	81024.016312195	6020.375000000	-0.83	6019.737217327
1653750478.4376500	267.22000	80986.600000000	-0.25	80985.816681673	6019.625000000	-0.83	6018.987296780
1653750480.1441031	267.25000	80938.900000000	-0.25	80938.117143037	6018.850000000	-0.83	6018.212378882
1653750481.8402281	267.17000	80910.300000000	-0.25	80909.517419662	6018.100000000	-0.83	6017.462458335
1653750483.0410280	267.27000	80853.100000000	-0.25	80852.317972911	6017.325000000	-0.84	6016.678335528
1653750484.3415630	267.19000	80843.600000000	-0.25	80842.818064797	6016.575000000	-0.84	6015.928416128
1653750485.5413680	267.13000	80843.600000000	-0.25	80842.818064797	6015.050000000	-0.84	6014.403580015
1653750486.7401869	267.17000	80843.600000000	-0.25	80842.818064797	6015.050000000	-0.83	6014.412781444
1653750487.9419839	267.14000	80843.600000000	-0.25	80842.818064797	6013.525000000	-0.84	6012.878743903
1653750489.6447921	267.20000	80843.600000000	-0.25	80842.818064797	6012.750000000	-0.84	6012.103827190
1653750490.8412600	267.18000	80843.600000000	-0.25	80842.818064797	6011.975000000	-0.84	6011.328910477
1653750492.5410759	267.02000	80843.600000000	-0.25	80842.818064797	6011.225000000	-0.83	6010.588186654
1653750494.2431960	267.07000	80843.600000000	-0.25	80842.818064797	6010.450000000	-0.83	6009.813268755
1653750495.4429960	266.98000	80843.600000000	-0.25	80842.818064797	6008.925000000	-0.83	6008.288430310
1653750497.1471131	266.95000	80843.600000000	-0.25	80842.818064797	6008.175000000	-0.83	6007.547634794
1653750498.3425739	266.76000	80834.000000000	-0.25	80833.218157650	6007.400000000	-0.83	6006.763591864
1653750500.0443990	266.79000	80815.000000000	-0.25	80814.218341422	6005.875000000	-0.83	6005.238753419
1653750501.7458580	266.76000	80786.300000000	-0.25	80785.518619014	6005.125000000	-0.83	6004.488832872
1653750502.9463041	266.65000	80700.500000000	-0.25	80699.719448889	6004.350000000	-0.83	6003.713914973
1653750504.6524930	266.63000	80671.900000000	-0.25	80671.119725513	6003.600000000	-0.83	6002.963994426
1653750505.8469560	266.72000	80662.400000000	-0.25	80661.619817399	6002.825000000	-0.83	6002.189076528
1653750507.5484221	266.60000	80662.400000000	-0.25	80661.619817399	6001.300000000	-0.83	6000.664238082
1653750509.2472570	266.57000	80662.400000000	-0.25	80661.619817399	6000.550000000	-0.83	5999.923430986
1653750510.4486959	266.61000	80662.400000000	-0.25	80661.619817399	5999.775000000	-0.83	5999.148511910
1653750512.1538920	266.56000	80662.400000000	-0.25	80661.619817399	5999.025000000	-0.83	5998.389479090
1653750513.3516800	266.67000	80662.400000000	-0.25	80661.619817399	5997.500000000	-0.83	5996.873749463
1653750515.0521629	266.59000	80662.400000000	-0.25	80661.619817399	5996.725000000	-0.83	5996.098830387
1653750516.7556260	266.54000	80662.400000000	-0.25	80661.619817399	5995.975000000	-0.83	5995.339802199
1653750517.9560699	266.38000	80662.400000000	-0.25	80661.619817399	5995.200000000	-0.83	5994.573989625
1653750519.6610031	266.39000	80662.400000000	-0.25	80661.619817399	5993.675000000	-0.83	5993.049148864
1653750520.8485091	266.32000	80633.800000000	-0.26	80632.982513584	5992.925000000	-0.83	5992.290125308
1653750522.5503299	266.28000	80605.100000000	-0.26	80604.282804552	5992.150000000	-0.83	5991.524308102
1653750524.2524409	266.18000	80576.500000000	-0.26	80575.683094506	5991.375000000	-0.83	5990.749389027
1653750525.4522400	266.26000	80490.700000000	-0.26	80489.883964369	5989.850000000	-0.83	5989.224548265
1653750527.1517150	266.27000	80481.200000000	-0.26	80480.384060683	5989.100000000	-0.83	5988.474626579
1653750528.3475330	266.17000	80481.200000000	-0.26	80480.384060683	5988.325000000	-0.83	5987.699707503
1653750530.0505700	266.13000	80481.200000000	-0.26	80480.384060683	5987.575000000	-0.83	5986.949785817
1653750531.7520370	266.18000	80481.200000000	-0.26	80480.384060683	5986.050000000	-0.83	5985.424945056
1653750532.9518399	266.13000	80481.200000000	-0.26	80480.384060683	5984.525000000	-0.83	5983.900104294
1653750534.6562991	266.12000	80481.200000000	-0.26	80480.384060683	5983.750000000	-0.83	5983.125185218
1653750535.8531101	266.09000	80481.200000000	-0.26	80480.384060683	5983.000000000	-0.83	5982.375263532
1653750537.5531189	266.09000	80481.200000000	-0.26	80480.384060683	5982.225000000	-0.83	5981.600344457
1653750539.2542319	265.95000	80481.200000000	-0.26	80480.384060683	5981.475000000	-0.83	5980.850422771
1653750540.4550331	265.95000	80481.200000000	-0.26	80480.384060683	5979.950000000	-0.83	5979.325582009
1653750542.1578510	265.89000	80481.200000000	-0.26	80480.384060683	5979.950000000	-0.82	5979.334598602
1653750543.3553040	265.94000	80443.000000000	-0.26	80442.184447964	5978.425000000	-0.83	5977.800741247
1653750545.0571041	266.03000	80395.300000000	-0.26	80394.484931559	5977.650000000	-0.82	5977.034835297
1653750546.7602260	265.93000	80347.700000000	-0.26	80346.885414140	5976.125000000	-0.83	5975.500981410
1653750547.9590349	265.80000	80300.000000000	-0.26	80299.185897735	5975.375000000	-0.83	5974.751059724
1653750549.6648400	265.81000	80300.000000000	-0.26	80299.185897735	5974.600000000	-0.82	5973.985149175
1653750550.8616590	265.71000	80300.000000000	-0.26	80299.185897735	5973.850000000	-0.82	5973.235226358
1653750552.5631230	265.76000	80300.000000000	-0.26	80299.185897735	5973.075000000	-0.82	5972.460306114
1653750554.2632339	265.69000	80300.000000000	-0.26	80299.185897735	5971.550000000	-0.82	5970.935463053
1653750555.4640329	265.69000	80300.000000000	-0.26	80299.185897735	5970.800000000	-0.82	5970.185540236
1653750557.1668570	265.67000	80300.000000000	-0.26	80299.185897735	5970.025000000	-0.82	5969.410619992
1653750558.3633089	265.60000	80300.000000000	-0.26	80299.185897735	5969.250000000	-0.82	5968.635699748
1653750560.0647769	265.55000	80300.000000000	-0.26	80299.185897735	5967.725000000	-0.82	5967.110856687
1653750561.7665970	265.52000	80300.000000000	-0.26	80299.185897735	5966.975000000	-0.82	5966.360933870
1653750562.9680490	265.43000	80300.000000000	-0.26	80299.185897735	5966.200000000	-0.82	5965.586013626
1653750564.6728790	265.40000	80261.800000000	-0.26	80260.986285017	5965.450000000	-0.82	5964.836090809
1653750565.8703179	265.41000	80233.200000000	-0.26	80232.386574971	5964.675000000	-0.82	5964.061170565
1653750567.5691450	265.47000	80176.000000000	-0.26	80175.187154880	5963.925000000	-0.82	5963.320174783
1653750569.2706110	265.34000	80128.300000000	-0.26	80127.487638475	5962.400000000	-0.82	5961.786404687
1653750570.4720550	265.26000	80128.300000000	-0.26	80127.487638475	5961.625000000	-0.82	5961.011484443
1653750572.1778710	265.36000	80128.300000000	-0.26	80127.487638475	5960.875000000	-0.82	5960.270484096
1653750573.3753221	265.20000	80128.300000000	-0.26	80127.487638475	5960.100000000	-0.82	5959.495562692
1653750575.0767879	265.32000	80128.300000000	-0.26	80127.487638475	5958.575000000	-0.82	5957.961798321
1653750576.7762611	265.22000	80128.300000000	-0.26	80127.487638475	5957.825000000	-0.82	5957.220793409
1653750577.9770610	265.19000	80128.300000000	-0.26	80127.487638475	5957.050000000	-0.82	5956.445872004
1653750579.1778600	265.13000	80128.300000000	-0.26	80127.487638475	5956.300000000	-0.82	5955.695948065
1653750580.4833860	265.06000	80128.300000000	-0.26	80127.487638475	5955.525000000	-0.82	5954.921026661
1653750581.6802039	265.07000	80128.300000000	-0.26	80127.487638475	5954.775000000	-0.82	5954.171102721
1653750582.9757550	264.95000	80118.800000000	-0.26	80117.987734788	5953.250000000	-0.82	5952.646257377
1653750584.6835580	264.97000	80109.200000000	-0.26	80108.387832115	5952.475000000	-0.82	5951.871335973
1653750585.9169180	264.98000	80071.100000000	-0.26	80070.288218383	5951.725000000	-0.82	5951.121412034
1653750587.5838230	264.97000	80013.900000000	-0.26	80013.088798291	5950.950000000	-0.82	5950.346490630
1653750589.3856740	264.81000	79994.800000000	-0.26	79993.988991932	5950.200000000	-0.82	5949.596566690
1653750590.5858369	264.79000	79947.100000000	-0.26	79946.289475527	5948.675000000	-0.82	5948.071721346
1653750592.3886759	264.69000	79947.100000000	-0.26	79946.289475527	5947.900000000	-0.82	5947.296799942
1653750594.5908091	264.74000	79947.100000000	-0.26	79946.289475527	5947.125000000	-0.82	5946.521878538
1653750595.7916100	264.65000	79947.100000000	-0.26	79946.289475527	5945.600000000	-0.82	5944.997033194
1653750597.4945381	264.68000	79947.100000000	-0.26	79946.289475527	5944.075000000	-0.82	5943.472187850
1653750599.6900470	264.64000	79947.100000000	-0.26	79946.289475527	5943.325000000	-0.82	5942.722263911
1653750600.9842350	264.58000	79947.100000000	-0.26	79946.289475527	5942.550000000	-0.81	5941.956172387
1653750602.6916881	264.61000	79947.100000000	-0.26	79946.289475527	5941.800000000	-0.81	5941.206247333
1653750604.5002229	264.57000	79937.600000000	-0.26	79936.789571841	5941.025000000	-0.81	5940.431324777
1653750605.6956789	264.58000	79928.000000000	-0.26	79927.189669168	5939.500000000	-0.81	5938.906477167
1653750607.3941569	264.52000	79880.400000000	-0.26	79879.590151749	5937.975000000	-0.81	5937.381629558
1653750609.5962911	264.46000	79842.200000000	-0.26	79841.390539031	5937.225000000	-0.81	5936.631704504
1653750610.7990870	264.48000	79794.500000000	-0.26	79793.691022626	5936.450000000	-0.81	5935.856781948
1653750612.4927399	264.39000	79765.900000000	-0.26	79765.091312580	5934.925000000	-0.81	5934.331934338
1653750614.1971960	264.46000	79765.900000000	-0.26	79765.091312580	5934.175000000	-0.81	5933.582009284
1653750615.3940091	264.33000	79765.900000000	-0.26	79765.091312580	5933.400000000	-0.82	5932.798270444
1653750617.0948319	264.32000	79765.900000000	-0.26	79765.091312580	5932.650000000	-0.82	5932.048346505
1653750618.2946429	264.33000	79765.900000000	-0.26	79765.091312580	5931.125000000	-0.81	5930.532314065
1653750619.9951141	264.30000	79765.900000000	-0.26	79765.091312580	5930.350000000	-0.80	5929.766138235
1653750621.6978390	264.21000	79765.900000000	-0.26	79765.091312580	5929.600000000	-0.80	5929.016212074
1653750622.8960021	264.22000	79765.900000000	-0.26	79765.091312580	5928.825000000	-0.81	5928.232543900
1653750624.5961201	264.28000	79765.900000000	-0.26	79765.091312580	5928.075000000	-0.81	5927.482618846
1653750625.7959230	264.19000	79756.400000000	-0.26	79755.591408893	5926.550000000	-0.81	5925.957771236
1653750627.4967239	263.97000	79737.300000000	-0.26	79736.491602534	5925.775000000	-0.80	5925.191588658
1653750629.1988699	264.00000	79708.700000000	-0.26	79707.891892488	5925.000000000	-0.81	5924.407926125
1653750630.3966751	264.10000	79670.500000000	-0.26	79669.692279770	5924.250000000	-0.80	5923.666738799
1653750632.0965021	264.03000	79641.900000000	-0.26	79641.092569724	5923.475000000	-0.80	5922.891815100
1653750633.2969539	263.99000	79584.700000000	-0.26	79583.893149633	5921.950000000	-0.80	5921.366965241
1653750634.9967749	263.83000	79584.700000000	-0.26	79583.893149633	5921.200000000	-0.81	5920.608305851
1653750636.7022240	263.82000	79584.700000000	-0.26	79583.893149633	5920.425000000	-0.80	5919.842115382
1653750637.8996849	263.81000	79584.700000000	-0.26	79583.893149633	5919.675000000	-0.81	5919.083458242
1653750639.6034970	263.76000	79584.700000000	-0.26	79583.893149633	5918.900000000	-0.81	5918.308535686
1653750640.8013189	263.82000	79584.700000000	-0.26	79583.893149633	5917.375000000	-0.81	5916.783688076
1653750642.5014350	263.85000	79584.700000000	-0.26	79583.893149633	5916.625000000	-0.81	5916.033763022
1653750644.2068901	263.73000	79584.700000000	-0.26	79583.893149633	5915.850000000	-0.80	5915.267565806
1653750645.4047041	263.61000	79584.700000000	-0.26	79583.893149633	5915.100000000	-0.81	5914.508915413
1653750647.1065199	263.67000	79575.200000000	-0.26	79574.393245946	5914.325000000	-0.80	5913.742715947
1653750648.3083141	263.64000	79565.600000000	-0.26	79564.793343273	5912.800000000	-0.81	5912.209145247
1653750650.0061440	263.57000	79537.000000000	-0.26	79536.193633228	5912.050000000	-0.81	5911.459220193
1653750651.7083809	263.49000	79527.500000000	-0.26	79526.693729541	5911.275000000	-0.80	5910.693016229
1653750652.9060731	263.48000	79470.300000000	-0.26	79469.494309449	5909.750000000	-0.80	5909.168166370
1653750654.6088910	263.59000	79441.700000000	-0.26	79440.894599404	5909.750000000	-0.80	5909.168166370
1653750655.8096600	263.36000	79403.500000000	-0.26	79402.694986685	5908.225000000	-0.80	5907.643316511
1653750657.5108049	263.41000	79394.000000000	-0.26	79393.195082999	5906.700000000	-0.80	5906.118466652
1653750659.7161160	263.36000	79394.000000000	-0.26	79393.195082999	5905.950000000	-0.80	5905.377186470
1653750662.3163559	263.20000	79394.000000000	-0.26	79393.195082999	5904.400000000	-0.80	5903.818693094
1653750663.5171580	263.17000	79403.500000000	-0.26	79402.694986685	5903.650000000	-0.80	5903.068766934
1653750665.2219901	263.20000	79403.500000000	-0.26	79402.694986685	5902.125000000	-0.80	5901.543917075
1653750667.2250021	263.10000	79394.000000000	-0.26	79393.195082999	5901.350000000	-0.80	5900.768993377
1653750668.4224639	263.07000	79394.000000000	-0.26	79393.195082999	5900.600000000	-0.80	5900.027705362
1653750670.3247559	263.17000	79374.900000000	-0.26	79374.095276639	5899.075000000	-0.80	5898.494217358
1653750672.0262129	263.10000	79374.900000000	-0.26	79374.095276639	5898.300000000	-0.80	5897.719293659
1653750673.3167770	263.05000	79327.200000000	-0.26	79326.395760234	5897.550000000	-0.80	5896.978001179
1653750675.0192461	262.93000	79260.500000000	-0.26	79259.696436456	5896.025000000	-0.80	5895.444517640
1653750677.2233970	262.99000	79222.300000000	-0.26	79221.496823738	5896.025000000	-0.80	5895.453149088
1653750678.4212010	262.90000	79212.800000000	-0.26	79211.996920051	5894.500000000	-0.80	5893.928296997
1653750680.1176960	262.80000	79212.800000000	-0.26	79211.996920051	5892.975000000	-0.80	5892.403444905
1653750681.8171530	262.79000	79212.800000000	-0.26	79211.996920051	5892.200000000	-0.80	5891.628520072
1653750683.0175979	262.78000	79212.800000000	-0.26	79211.996920051	5892.200000000	-0.80	5891.619894223
1653750684.2228069	262.82000	79212.800000000	-0.26	79211.996920051	5891.450000000	-0.80	5890.878592814
1653750685.5190041	262.72000	79212.800000000	-0.26	79211.996920051	5889.925000000	-0.80	5889.353740722
1653750686.7230980	262.83000	79212.800000000	-0.26	79211.996920051	5889.150000000	-0.79	5888.587372697
1653750689.2264800	262.69000	79212.800000000	-0.26	79211.996920051	5888.400000000	-0.79	5887.837444349
1653750690.4222770	262.67000	79212.800000000	-0.26	79211.996920051	5886.875000000	-0.80	5886.304036539
1653750692.1207621	262.66000	79203.200000000	-0.26	79202.397017379	5886.100000000	-0.79	5885.537664083
1653750693.3215539	262.62000	79184.200000000	-0.26	79183.397210006	5885.350000000	-0.80	5884.779184448
1653750695.0200429	262.62000	79146.000000000	-0.26	79145.197597287	5883.825000000	-0.80	5883.254332357
1653750696.7251420	262.54000	79127.000000000	-0.26	79126.197789914	5883.050000000	-0.80	5882.479407523
1653750697.9209509	262.53000	79069.700000000	-0.26	79068.898370836	5882.275000000	-0.80	5881.704482690
1653750699.6227880	262.54000	79041.100000000	-0.26	79040.298660791	5881.525000000	-0.80	5880.954555432
1653750700.8215971	262.35000	79041.100000000	-0.26	79040.298660791	5880.750000000	-0.80	5880.179630598
1653750702.5217090	262.28000	79041.100000000	-0.26	79040.298660791	5879.225000000	-0.80	5878.654778507
1653750704.2261679	262.22000	79041.100000000	-0.26	79040.298660791	5878.475000000	-0.79	5877.913392546
1653750705.4232800	262.21000	79041.100000000	-0.26	79040.298660791	5877.700000000	-0.79	5877.138466587
1653750707.1248009	262.25000	79041.100000000	-0.26	79040.298660791	5876.950000000	-0.79	5876.388538239
1653750708.3256011	262.19000	79041.100000000	-0.26	79040.298660791	5875.425000000	-0.79	5874.863683932
1653750710.0269079	262.10000	79041.100000000	-0.26	79040.298660791	5874.650000000	-0.80	5874.080222233
1653750711.7294080	262.09000	79041.100000000	-0.26	79040.298660791	5873.900000000	-0.79	5873.347299867
1653750712.9269350	262.00000	79022.000000000	-0.26	79021.161158628	5872.375000000	-0.79	5871.813975318
1653750714.6293180	262.07000	79012.500000000	-0.26	79011.661259473	5872.375000000	-0.79	5871.822443360
1653750715.8301201	261.99000	78974.400000000	-0.26	78973.561663915	5870.850000000	-0.79	5870.289121010
1653750717.5319440	261.91000	78955.300000000	-0.26	78954.461866667	5870.075000000	-0.79	5869.522659777
1653750719.2364061	261.94000	78917.100000000	-0.26	78916.262272171	5869.325000000	-0.79	5868.764266703
1653750720.4345651	261.86000	78859.900000000	-0.26	78859.062879366	5867.800000000	-0.79	5867.239412396
1653750722.1360390	261.79000	78859.900000000	-0.26	78859.062879366	5867.025000000	-0.79	5866.464486437
