-----------------------------------------------------------------------------------
time (s) 	 Gate (V) 	 I (A) 	 RLkin (V/A) 	 pLkin (deg.) 	 XLkin (V)
1653952044.4483232	131.0	-6.919943e-10	997.015	2.454	996.1006569736069
1653952046.547401	130.0	1.343779e-09	999.76	2.448	998.8476168504205
1653952048.6451995	129.0	8.527777e-10	1002.2	2.442	1001.2898673107549
1653952050.8609755	128.0	1.215354e-09	1004.645	2.442	1003.7326469211866
1653952052.9587703	127.0	1.25433e-09	1007.39	2.448	1006.4706536958321
1653952055.0558574	126.0	5.535701e-10	1009.83	2.442	1008.9129382422866
1653952057.1550853	125.0	-1.040082e-09	1012.58	2.442	1011.6604408716066
1653952059.255523	124.0	1.116139e-09	1015.02	2.448	1014.0936905412437
1653952061.3519702	123.0	-9.006501e-10	1017.7650000000001	2.442	1016.8407321927065
1653952063.4497626	122.0	-5.830508e-10	1020.205	2.442	1019.2785163438123
1653952065.7721055	121.0	1.260923e-09	1023.26	2.448	1022.3261706993292
1653952067.8699205	120.0	1.014905e-09	1025.7	2.442	1024.7685261431263
1653952069.9687095	119.0	-1.37791e-09	1028.4450000000002	2.43	1027.52018842144
1653952072.0671434	118.0	-1.134151e-09	1031.195	2.436	1030.2631313857541
1653952074.166595	117.0	1.399566e-09	1033.94	2.436	1033.0056507886352
1653952076.265689	116.0	-1.240744e-09	1036.685	2.43	1035.7527787423542
1653952078.3624833	115.0	-1.172058e-09	1039.435	2.436	1038.4956850760052
1653952080.4595711	114.0	-5.856961e-11	1042.18	2.436	1041.2382044788865
1653952082.5560231	113.0	-1.224509e-09	1045.23	2.43	1044.2900947972344
1653952084.652825	112.0	-4.725428e-10	1048.285	2.43	1047.3423476407286
1653952086.8610125	111.0	-6.773661e-10	1050.725	2.436	1049.7754825472355
1653952088.958821	110.0	-1.26732e-09	1053.775	2.436	1052.8227263282145
1653952091.0582683	109.0	-2.432858e-10	1056.5249999999999	2.43	1055.5749379616427
1653952093.165319	108.0	-1.087303e-09	1059.575	2.43	1058.6221953013016
1653952095.2629864	107.0	-6.769954e-10	1062.625	2.436	1061.6647287746614
1653952097.361613	106.0	1.349383e-09	1065.68	2.43	1064.7217054844548
1653952099.4650402	105.0	-1.094429e-09	1068.73	2.43	1067.7689628241135
1653952101.790879	104.0	-1.319732e-09	1071.78	2.43	1070.8162201637722
1653952103.8872685	103.0	-1.098715e-09	1074.53	2.424	1073.5685122899622
1653952105.9860592	102.0	-1.292907e-09	1077.5800000000002	2.43	1076.6110046129597
1653952108.084517	101.0	1.104685e-09	1080.935	2.43	1079.9629876865843
1653952110.182966	100.0	1.498747e-10	1083.6850000000002	2.424	1082.7153204107358
1653952112.2840414	99.0	1.166529e-09	1086.7350000000001	2.424	1085.7625912756575
1653952114.3814843	98.0	7.25175e-10	1090.095	2.424	1089.1195847530794
1653952116.5331445	97.0	1.057304e-09	1093.145	2.418	1092.171691206162
1653952118.6711824	96.0	-8.342698e-10	1096.195	2.424	1095.214126482923
1653952120.7695584	95.0	7.486191e-10	1099.555	2.412	1098.5808357994215
1653952122.8819606	94.0	-1.322698e-09	1102.91	2.424	1101.923117911759
1653952124.9794023	93.0	-2.485599e-10	1105.96	2.418	1104.9752810527123
1653952127.0766737	92.0	-9.732085e-10	1109.015	2.418	1108.0275609576058
1653952129.1757681	91.0	9.044029e-10	1112.3700000000001	2.418	1111.3795737500502
1653952131.2734003	90.0	1.014041e-09	1115.7250000000001	2.412	1114.736509790151
1653952133.3707087	89.0	6.042071e-10	1118.78	2.418	1117.783866447388
1653952135.465575	88.0	-7.844138e-10	1122.44	2.418	1121.4406076755092
1653952137.8389301	87.0	2.96306e-10	1125.495	2.418	1124.4928875804026
1653952139.9367414	86.0	8.575158e-10	1128.85	2.412	1127.849881535873
1653952142.0358062	85.0	-1.534196e-09	1132.205	2.412	1131.201909132589
1653952144.149414	84.0	-1.40733e-09	1135.565	2.412	1134.558932299494
1653952146.2465205	83.0	8.80877e-10	1138.9199999999998	2.406	1137.9159730155232
1653952148.3529541	82.0	2.074738e-11	1141.665	2.406	1140.6585531317103
1653952150.4497607	81.0	-8.761739e-10	1144.11	2.412	1143.0963617522325
1653952152.8141325	80.0	1.366029e-09	1146.5500000000002	2.406	1145.5392467082397
1653952154.911573	79.0	6.796473e-10	1148.99	2.4	1147.9821405552873
1653952157.009012	78.0	-1.273706e-09	1151.435	2.412	1150.4148720788926
1653952159.1098053	77.0	6.905244e-10	1153.875	2.406	1152.8577892769351
1653952161.2078848	76.0	-1.743108e-10	1156.6200000000001	2.4	1155.6054477489417
1653952163.3645213	75.0	6.900303e-10	1159.06	2.406	1158.038218385288
1653952165.4839044	74.0	-1.421753e-09	1161.505	2.4	1160.4861627739747
1653952167.797678	73.0	1.104027e-09	1164.25	2.406	1163.2236430858384
1653952169.8934793	72.0	5.359357e-10	1166.69	2.406	1165.6614920780046
1653952171.9895778	71.0	-4.718425e-10	1169.44	2.4	1168.414202430809
1653952174.0883703	70.0	8.810003e-10	1172.185	2.406	1171.1516479025754
1653952176.1868005	69.0	-1.489902e-09	1174.93	2.4	1173.8993867680517
1653952178.2888727	68.0	-9.464264e-10	1177.68	2.4	1176.6469745508236
1653952180.3883085	67.0	-1.377664e-09	1180.425	2.394	1179.3947366621026
1653952182.5356188	66.0	6.621365e-10	1182.865	2.4	1181.8274264248862
1653952184.6353946	65.0	-8.188595e-10	1185.92	2.4	1184.8797466708381
1653952186.7318463	64.0	-1.489573e-09	1188.665	2.4	1187.6223388394594
1653952188.8791502	63.0	-3.837081e-10	1191.715	2.394	1190.6748828610691
1653952190.9766004	62.0	3.42081e-10	1194.1599999999999	2.4	1193.1125187908526
1653952193.0730474	61.0	-4.147012e-11	1197.21	2.4	1196.1598434226544
1653952195.1940677	60.0	-1.32208e-09	1200.26	2.394	1199.212424869056
1653952197.2895157	59.0	-1.481003e-09	1203.01	2.4	1201.9547558372276
1653952199.3972707	58.0	3.995576e-10	1206.06	2.394	1205.0073626860626
1653952201.4943662	57.0	-4.040212e-10	1209.1100000000001	2.394	1208.0547006760405
1653952203.8800478	56.0	-7.724226e-10	1212.165	2.394	1211.1070343020672
1653952205.978484	55.0	1.017955e-09	1215.2150000000001	2.388	1214.1596812908133
1653952208.0769203	54.0	-7.488636e-11	1218.265	2.394	1217.2017102820228
1653952210.2022855	53.0	1.033818e-09	1221.32	2.382	1220.2647018666655
1653952212.2987745	52.0	1.138183e-09	1224.3700000000001	2.388	1223.3067308929144
1653952214.4041946	51.0	-7.684673e-10	1227.7250000000001	2.388	1226.658817339124
1653952216.5009913	50.0	-1.63836e-09	1231.085	2.382	1230.0212642857925
1653952218.7247827	49.0	-7.318375e-10	1233.8300000000002	2.394	1232.7531253030072
1653952220.8243997	48.0	3.946546e-10	1237.185	2.382	1236.1159934979453
1653952222.9236655	47.0	4.14102e-10	1240.545	2.376	1239.4784827194785
1653952225.0231087	46.0	1.080171e-09	1243.9	2.388	1242.8197706230112
1653952227.1195536	45.0	-1.647796e-09	1247.26	2.382	1246.182288057362
1653952229.2169943	44.0	9.353056e-10	1250.6200000000001	2.376	1249.5448210735074
1653952231.3174267	43.0	5.782089e-10	1253.975	2.382	1252.8914858704122
1653952233.414219	42.0	-1.277786e-09	1257.335	2.382	1256.2485826167785
1653952235.5143003	41.0	-9.015141e-10	1260.6899999999998	2.376	1259.6061637261196
1653952237.6127412	40.0	6.70335e-10	1264.355	2.376	1263.2680128643347
1653952239.8298612	39.0	-6.523971e-10	1267.71	2.382	1266.6146179571208
1653952241.9276717	38.0	-1.555704e-09	1271.065	2.376	1269.972244165132
1653952244.0257418	37.0	-1.434079e-10	1274.73	2.376	1273.634093303347
1653952246.127174	36.0	-8.08394e-10	1278.0849999999998	2.376	1276.9862089537455
1653952248.2246132	35.0	5.211855e-10	1281.75	2.37	1280.6536156356074
1653952250.3210568	34.0	-1.479849e-09	1285.105	2.37	1284.0057458329604
1653952252.420835	33.0	-1.725671e-09	1288.765	2.376	1287.6570271791581
1653952254.6605558	32.0	-1.52361e-09	1292.43	2.37	1291.3244801684634
1653952256.803872	31.0	1.028586e-09	1296.09	2.37	1294.9813494746668
1653952258.9013135	30.0	-1.10844e-09	1299.7549999999999	2.37	1298.6432145039662
1653952261.0250566	29.0	-1.265631e-09	1303.415	2.376	1302.294432329185
1653952263.1231277	28.0	-1.341365e-09	1307.385	2.376	1306.2610192538
1653952265.2225654	27.0	2.563402e-10	1311.045	2.37	1309.923557254523
1653952267.3339713	26.0	-1.671365e-09	1314.705	2.37	1313.5804265607264
1653952269.4304173	25.0	3.012916e-10	1318.3700000000001	2.364	1317.2479934692615
1653952271.531847	24.0	-7.485665e-10	1322.335	2.364	1321.2096190327266
1653952273.627694	23.0	4.242789e-10	1326.305	2.364	1325.1762403409125
1653952275.8358397	22.0	-1.575768e-09	1330.27	2.364	1329.1378659043776
1653952277.9312868	21.0	2.454217e-10	1333.935	2.358	1332.805501365842
1653952280.0290973	20.0	-9.954597e-10	1337.8999999999999	2.364	1336.7613723480697
1653952282.1331682	19.0	-7.244622e-10	1341.8649999999998	2.364	1340.7229979115348
1653952284.2303205	18.0	-4.457605e-10	1345.835	2.358	1344.6954251374304
1653952286.3284092	17.0	-4.147016e-11	1349.8	2.358	1348.6570678058629
1653952288.4262059	16.0	-1.731233e-09	1354.0749999999998	2.358	1352.9284479843113
1653952290.721979	15.0	-1.689329e-09	1358.0400000000002	2.358	1356.8900906527442
1653952292.841145	14.0	1.043254e-09	1362.01	2.346	1360.8684357099821
1653952294.9395807	13.0	2.473584e-10	1366.28	2.358	1365.1231134996253
1653952297.0380206	12.0	-1.935687e-09	1370.25	2.358	1369.0897519343484
1653952299.1374562	11.0	-1.663987e-09	1374.52	2.346	1373.3679504938177
1653952301.235144	10.0	-1.691925e-09	1378.49	2.346	1377.334623051118
1653952303.3323379	9.0	6.916789e-10	1382.76	2.352	1381.5951092543296
1653952305.4307795	8.0	3.478908e-10	1387.035	2.346	1385.8724610869194
1653952307.5282166	7.0	-1.668439e-09	1391.3049999999998	2.34	1390.1448385414476
1653952309.6256578	6.0	-8.507509e-10	1395.885	2.346	1394.715043487954
1653952311.7859287	5.0	2.88189e-10	1400.155	2.346	1398.9814646012217
1653952313.8827317	4.0	-1.262377e-09	1404.43	2.34	1403.2588940546937
1653952315.980165	3.0	7.075001e-10	1408.7	2.346	1407.519302637023
1653952318.0782542	2.0	-1.741821e-09	1413.2800000000002	2.346	1412.0954639247905
1653952320.1750512	1.0	5.705036e-10	1417.55	2.34	1416.3679537372677
1653952322.2731357	0.0	4.822084e-10	1421.8249999999998	2.334	1420.6454603835184
1653952324.3729286	-1.0	7.179735e-11	1426.3999999999999	2.34	1425.210574026199
1653952326.5228715	-2.0	6.768461e-10	1430.98	2.334	1429.7928654367502
1653952328.6502316	-3.0	-8.015555e-10	1435.555	2.34	1434.3579399861053
1653952330.74767	-4.0	-4.098312e-10	1439.83	2.334	1438.6355235166081
1653952332.8441174	-5.0	-1.562224e-10	1444.405	2.328	1443.212880132856
1653952334.9384604	-6.0	-1.892262e-10	1448.9850000000001	2.334	1447.7829285698401
1653952337.0359044	-7.0	6.149612e-10	1453.865	2.334	1452.6588801438181
1653952339.1522915	-8.0	9.458528e-10	1458.445	2.328	1457.2412924113135
1653952341.2497318	-9.0	-1.204238e-09	1463.02	2.328	1461.8125164977766
1653952343.3472543	-10.0	-4.387149e-10	1467.905	2.328	1466.6934847299892
1653952345.4466925	-11.0	-1.537864e-09	1472.4850000000001	2.322	1471.2759601695868
1653952347.739612	-12.0	-1.336872e-09	1477.365	2.322	1476.1519532599254
1653952349.8589947	-13.0	4.108471e-10	1482.25	2.328	1481.0266452808776
1653952351.9544435	-14.0	-6.008513e-10	1486.825	2.316	1485.61048587522
1653952354.0528812	-15.0	7.739173e-10	1491.71	2.316	1490.4914955592787
1653952356.1513197	-16.0	5.808035e-10	1496.59	2.322	1495.3611678422542
1653952358.2578678	-17.0	4.695181e-10	1501.475	2.316	1500.2485190116495
1653952360.3621552	-18.0	-8.111946e-10	1506.05	2.322	1504.8134003493453
1653952362.4596035	-19.0	-1.597775e-09	1511.24	2.316	1510.0055424640207
1653952364.559034	-20.0	-1.923695e-09	1516.125	2.31	1514.8929597962795
1653952366.6574714	-21.0	-1.874869e-09	1521.005	2.31	1519.7689941890942
1653952368.8626287	-22.0	-1.449327e-10	1526.195	2.316	1524.9483264609696
1653952370.9600675	-23.0	-6.866795e-10	1531.3799999999999	2.316	1530.1290910898015
1653952373.058506	-24.0	-2.110649e-10	1536.265	2.304	1535.0230694735892
1653952375.1549504	-25.0	-1.67017e-09	1541.45	2.31	1540.1973800827604
1653952377.2533858	-26.0	7.452827e-10	1546.335	2.31	1545.0784104124527
1653952379.3518255	-27.0	-8.357948e-10	1551.83	2.31	1550.5689450412467
1653952381.4622328	-28.0	-2.662773e-10	1556.71	2.304	1555.4515415505991
1653952383.6846957	-29.0	-4.477388e-10	1562.2050000000002	2.304	1560.9420993428794
1653952385.7877703	-30.0	-2.023448e-09	1567.085	2.304	1565.8181543067242
1653952387.8852065	-31.0	3.677087e-10	1572.5800000000002	2.304	1571.3087120990044
1653952389.9840028	-32.0	4.443852e-10	1577.77	2.298	1576.501150060184
1653952392.0820847	-33.0	-1.160604e-09	1582.6499999999999	2.298	1581.3772255415872
1653952394.180523	-34.0	-1.927238e-09	1588.145	2.304	1586.8611292121693
1653952396.2799559	-35.0	-1.630492e-09	1593.635	2.292	1592.3600741988396
1653952398.3774383	-36.0	3.57697e-10	1598.825	2.292	1597.5459221408667
1653952400.4768791	-37.0	5.724822e-10	1604.015	2.292	1602.7317700828935
1653952402.5743203	-38.0	2.242029e-10	1609.8100000000002	2.298	1608.5153833438242
1653952404.8556182	-39.0	-1.61537e-09	1615.0	2.286	1613.7147367022985
1653952406.9525952	-40.0	1.15224e-10	1620.4950000000001	2.292	1619.1985858988094
1653952409.0499082	-41.0	-1.960736e-09	1625.9850000000001	2.286	1624.6909945243883
1653952411.174612	-42.0	-1.779646e-09	1631.4799999999998	2.286	1630.181621445861
1653952413.2728772	-43.0	-6.378115e-10	1637.2800000000002	2.286	1635.9770056395912
1653952415.3713167	-44.0	-1.884428e-09	1642.465	2.28	1641.1647308851911
1653952417.470112	-45.0	-1.305971e-09	1648.2649999999999	2.28	1646.9601392738837
1653952419.6928608	-46.0	-1.561557e-09	1653.755	2.274	1652.452673669176
1653952421.792208	-47.0	-1.234935e-09	1659.25	2.28	1657.9364429203993
1653952423.8989568	-48.0	-2.101159e-09	1665.05	2.274	1663.7387788958226
1653952425.9980597	-49.0	-3.971405e-10	1670.5400000000002	2.274	1669.2244555398504
1653952428.0945094	-50.0	-1.15846e-09	1676.3400000000001	2.28	1675.0129135001853
1653952430.1899545	-51.0	3.910289e-10	1682.445	2.274	1681.120080393611
1653952432.2903876	-52.0	-3.632703e-10	1688.24	2.268	1686.9175224229139
1653952434.388819	-53.0	4.389876e-10	1693.7350000000001	2.274	1692.4011895577407
1653952436.486259	-54.0	-1.773259e-09	1699.535	2.268	1698.2036745196342
1653952438.5843525	-55.0	-1.446226e-09	1705.635	2.268	1704.29889610352
1653952440.7632048	-56.0	6.149197e-10	1711.435	2.268	1710.0943526914773
1653952442.8865736	-57.0	-1.465963e-09	1717.235	2.262	1715.8969163528434
1653952444.9850109	-58.0	4.416657e-10	1723.335	2.268	1721.9850308633206
1653952447.0824478	-59.0	-6.730386e-10	1729.4399999999998	2.256	1728.0995447516339
1653952449.179922	-60.0	-1.855214e-09	1735.24	2.256	1733.8950492846386
1653952451.2836561	-61.0	-8.178707e-10	1741.345	2.262	1739.9881296423857
1653952453.3876388	-62.0	-1.544291e-09	1747.14	2.25	1745.7930183776168
1653952455.5375934	-63.0	-2.103959e-09	1753.245	2.256	1751.8860939599397
1653952457.667307	-64.0	3.872383e-10	1759.3500000000001	2.25	1757.993604910116
1653952459.7823405	-65.0	-2.293538e-09	1765.7549999999999	2.256	1764.386397702679
1653952461.8813024	-66.0	-1.489491e-09	1771.8600000000001	2.244	1770.5012350552097
1653952463.979093	-67.0	-8.539321e-11	1777.965	2.25	1776.5942534197368
1653952466.0788503	-68.0	-3.324913e-10	1784.3700000000001	2.256	1782.9869695788655
1653952468.1779969	-69.0	4.230018e-10	1790.78	2.244	1789.4067261026087
1653952470.2754333	-70.0	-2.056122e-09	1796.885	2.244	1795.5070444347637
1653952472.3739486	-71.0	-2.159676e-10	1803.295	2.244	1801.912128875241
1653952474.472672	-72.0	-2.283897e-09	1810.005	2.244	1808.6169832583303
1653952476.7782104	-73.0	-1.78595e-09	1816.4150000000002	2.238	1815.0295056304778
1653952478.902573	-74.0	1.06113e-11	1822.8249999999998	2.244	1821.4271521392843
1653952481.0000167	-75.0	3.759969e-11	1829.235	2.232	1827.8471973903347
1653952483.0968168	-76.0	-1.96667e-09	1835.64	2.232	1834.2473380498375
1653952485.1962469	-77.0	-6.617493e-10	1842.355	2.232	1840.9572435187772
1653952487.301362	-78.0	3.429466e-10	1849.07	2.232	1847.667148987717
1653952489.4067786	-79.0	-1.727317e-09	1855.48	2.226	1854.0798430862076
1653952491.6991098	-80.0	-9.326288e-11	1862.4950000000001	2.226	1861.0895495229518
1653952493.8095179	-81.0	-7.216685e-11	1869.21	2.232	1867.7918691879324
1653952495.9089463	-82.0	-2.475741e-09	1875.925	2.226	1874.5094151602248
1653952498.0073864	-83.0	-6.35091e-10	1882.6399999999999	2.22	1881.2269952020322
1653952500.106186	-84.0	-2.426217e-09	1889.6599999999999	2.226	1888.2340506425737
1653952502.2046018	-85.0	2.404368e-11	1896.675	2.22	1895.2514613122075
1653952504.3016996	-86.0	-1.384009e-09	1903.695	2.22	1902.2661924909344
1653952506.3974965	-87.0	-2.154725e-09	1910.4099999999999	2.22	1908.976152585685
1653952508.5115356	-88.0	-8.312699e-11	1917.7350000000001	2.208	1916.3111713605683
1653952510.6103168	-89.0	-4.38188e-11	1924.7549999999999	2.214	1923.3181832286034
1653952512.8949273	-90.0	-2.283114e-09	1932.075	2.208	1930.6405245805443
1653952514.9926894	-91.0	-8.278007e-10	1939.095	2.208	1937.6553125585242
1653952517.0921693	-92.0	-2.152416e-09	1946.115	2.208	1944.670100536504
1653952519.2171679	-93.0	-7.198884e-10	1953.4399999999998	2.202	1951.9975326591025
1653952521.3235826	-94.0	-1.171357e-09	1961.07	2.208	1959.613997147713
1653952523.4243565	-95.0	-1.109395e-10	1968.395	2.196	1966.9493988034478
1653952525.5228035	-96.0	2.459162e-10	1975.72	2.196	1974.2690192791324
1653952527.7090023	-97.0	-6.93724e-10	1983.0400000000002	2.196	1981.5836434268476
1653952529.808081	-98.0	-2.360164e-09	1990.6699999999998	2.202	1989.200041126677
1653952531.91653	-99.0	-7.649655e-10	1998.3000000000002	2.196	1996.8324363905265
1653952534.0286217	-100.0	-9.461784e-10	2005.625	2.202	2004.143997992983
1653952536.1250782	-101.0	-1.06394e-09	2013.5600000000002	2.19	2012.089298046399
1653952538.221168	-102.0	-2.266714e-09	2021.1899999999998	2.19	2019.7137251030022
1653952540.329577	-103.0	2.583179e-10	2028.8200000000002	2.19	2027.3381521596057
1653952542.4263725	-104.0	-6.134591e-10	2037.06	2.19	2035.5721336728966
1653952544.532437	-105.0	-1.296821e-09	2044.685	2.178	2043.2078839942797
1653952546.6292098	-106.0	-7.353392e-10	2052.9249999999997	2.184	2051.43374983312
1653952548.8333824	-107.0	-1.924065e-09	2060.86	2.184	2059.3629858280674
1653952550.9312181	-108.0	-1.717057e-09	2068.795	2.178	2067.300466510952
1653952553.029653	-109.0	7.505225e-11	2077.0350000000003	2.172	2075.542768557346
1653952555.1367128	-110.0	-1.20296e-09	2085.275	2.178	2083.7685610723274
1653952557.234153	-111.0	3.167417e-10	2093.515	2.172	2092.0109286152283
1653952559.3329413	-112.0	-2.212325e-09	2101.7549999999997	2.172	2100.2450086441695
1653952561.4410033	-113.0	-1.593537e-10	2110.2999999999997	2.166	2108.7922333934494
1653952563.6531382	-114.0	-9.498041e-10	2118.54	2.166	2117.026346080348
1653952565.7775044	-115.0	-2.186531e-09	2127.3900000000003	2.166	2125.8700229346023
1653952567.876985	-116.0	-1.42414e-09	2135.63	2.166	2134.1041356215005
1653952569.9774187	-117.0	-1.453395e-09	2144.48	2.166	2142.9478124757543
1653952572.0758538	-118.0	-2.046976e-09	2153.33	2.16	2151.80000012116
1653952574.1746483	-119.0	-5.795162e-11	2162.18	2.154	2160.6522340296865
1653952576.2737253	-120.0	-2.490574e-09	2171.0299999999997	2.16	2169.487423786898
1653952578.379858	-121.0	-1.424141e-09	2180.185	2.148	2178.6530810995305
1653952580.479937	-122.0	-1.313716e-09	2189.035	2.148	2187.4968625986835
1653952582.5773764	-123.0	-1.192214e-10	2198.7999999999997	2.148	2197.255001168088
1653952584.8297477	-124.0	-2.49836e-09	2207.65	2.148	2206.0987826672413
1653952586.9275122	-125.0	-1.365055e-09	2217.415	2.142	2215.8656124179643
1653952589.0259495	-126.0	-4.705647e-10	2226.57	2.142	2225.0142154903197
1653952591.1551816	-127.0	-7.378945e-10	2236.0299999999997	2.136	2234.4763450875366
1653952593.2522802	-128.0	-1.039012e-09	2245.4950000000003	2.136	2243.9347685461908
1653952595.3517172	-129.0	-2.278168e-09	2255.26	2.136	2253.6929835566243
1653952597.4491527	-130.0	-7.769966e-10	2265.33	2.13	2263.7648159797363
1653952599.7141476	-131.0	-1.140743e-09	2275.0950000000003	2.13	2273.523069050169
1653952601.8558264	-132.0	-1.286645e-09	2284.86	2.13	2283.281322120601
1653952603.95391	-133.0	-1.941709e-10	2295.235	2.13	2293.6491537238508
1653952606.0536842	-134.0	-2.527656e-09	2305.6150000000002	2.124	2304.0309429556055
1653952608.1517787	-135.0	-1.590563e-09	2315.685	2.118	2314.102999275541
1653952610.2635348	-136.0	-1.764566e-09	2326.365	2.124	2324.7666868097735
1653952612.36297	-137.0	-1.545733e-09	2336.74	2.112	2335.1526460232258
1653952614.4600568	-138.0	-2.574011e-09	2347.115	2.118	2345.5115273211213
1653952616.5598595	-139.0	-7.417259e-10	2358.105	2.112	2356.5031327193437
1653952618.6579258	-140.0	-6.085561e-10	2369.395	2.106	2367.794594466958
1653952620.8620827	-141.0	-2.645832e-09	2379.77	2.106	2378.1625866833656
1653952622.9595242	-142.0	-1.729377e-09	2390.755	2.106	2389.1401668758704
1653952625.056964	-143.0	-8.546244e-10	2402.05	2.106	2400.427537679179
1653952627.1574392	-144.0	-2.011335e-09	2413.34	2.094	2411.728433376373
1653952629.2562268	-145.0	-2.455139e-09	2424.63	2.1	2423.0016034075434
1653952631.3543122	-146.0	-8.307263e-10	2436.535	2.094	2434.907944349615
1653952633.4517531	-147.0	-3.371475e-10	2448.435	2.088	2446.8093530153633
1653952635.7775836	-148.0	-1.880812e-11	2460.03	2.088	2458.3966544745463
1653952637.884002	-149.0	-7.957439e-10	2471.935	2.088	2470.2937501081437
1653952639.9814382	-150.0	-1.818544e-09	2483.835	2.082	2482.19531228139
1653952642.0778809	-151.0	-2.570013e-09	2496.04	2.082	2494.392255229048
1653952644.1763203	-152.0	-2.682914e-09	2508.8700000000003	2.082	2507.2137855869705
1653952646.2769454	-153.0	-1.225869e-09	2521.3799999999997	2.076	2519.725105822501
1653952648.3761842	-154.0	-2.158762e-09	2533.895	2.07	2532.241490076352
1653952650.4739778	-155.0	-3.378072e-10	2546.7099999999996	2.076	2545.038480613482
1653952652.573419	-156.0	-2.545417e-09	2559.8349999999996	2.064	2558.1742313720683
1653952654.6708567	-157.0	-2.495972e-09	2572.955	2.064	2571.285719384226
1653952656.819799	-158.0	-2.136059e-09	2586.08	2.064	2584.402204152486
1653952658.918234	-159.0	-4.678535e-11	2599.5049999999997	2.064	2597.8184942868775
1653952661.0160153	-160.0	-1.91838e-09	2613.24	2.052	2611.5642380375916
1653952663.1165187	-161.0	2.589771e-10	2626.6650000000004	2.052	2624.9806291442856
1653952665.214596	-162.0	-2.743066e-09	2640.705	2.052	2639.011625877095
1653952667.315042	-163.0	-1.3522e-09	2624.5299999999997	1.746	2623.3114842386444
1653952669.4154754	-164.0	-2.02485e-09	2669.085	2.04	2667.393384721318
1653952671.6655128	-165.0	-1.855872e-09	2683.125	2.04	2681.424486436508
1653952673.7868946	-166.0	-5.318351e-10	2697.775	2.04	2696.065201545306
1653952675.8873181	-167.0	-2.810726e-09	2712.115	2.034	2710.4062082958617
1653952677.9847534	-168.0	-1.727894e-09	2727.0699999999997	2.034	2725.351785767711
1653952680.0812433	-169.0	-7.457223e-10	2742.33	2.028	2740.612348655022
1653952682.1810327	-170.0	-1.13621e-09	2756.975	2.028	2755.248175796924
