T [K]	T [K]	T_avg [K]	T_err [K]	A_I [A]	A_I [A]	A_V [V]	A_V [V]	A_R [ohm]	B_I [A]	B_I [A]	B_V [V]	B_V [V]	B_R [ohm]	A_Vg [V]	A_Ileak [A]	B_Vg [V]	B_Ileak [A]	B [T]	B1 [T]	B2 [T]	Time	Day
5.0414E+0	5.0197E+0	5.0305E+0	10.8500E-3	10.0000E-6	-10.0000E-6	12.8535E-3	-48.4906E-3	3.0672E+3	10.0000E-6	-10.0000E-6	-12.1699E-3	-6.3555E-3	-290.7185E+0	-200.0000E+0	-171.9431E-12	-200.0000E+0	-365.5651E-12	11.9969E+0	11.9968E+0	11.9971E+0	17:51:46	13/03/2023
4.9627E+0	5.0124E+0	4.9876E+0	-24.8500E-3	10.0000E-6	-10.0000E-6	654.1444E-6	-1.0672E-3	86.0669E+0	10.0000E-6	-10.0000E-6	-2.1354E-3	2.1018E-3	-211.8631E+0	-150.0000E+0	-2.4458E-9	-150.0000E+0	-1.7266E-9	12.0000E+0	12.0000E+0	12.0000E+0	18:51:53	13/03/2023
5.0044E+0	5.0189E+0	5.0117E+0	-7.2500E-3	10.0000E-6	-10.0000E-6	684.0415E-6	-1.0599E-3	87.1974E+0	10.0000E-6	-10.0000E-6	-2.1363E-3	2.1021E-3	-211.9189E+0	-150.0000E+0	-3.1098E-12	-150.0000E+0	-1.5508E-9	12.0000E+0	12.0000E+0	12.0000E+0	18:51:57	13/03/2023
4.9766E+0	4.9556E+0	4.9661E+0	10.5000E-3	10.0000E-6	-10.0000E-6	680.7031E-6	-1.0584E-3	86.9555E+0	10.0000E-6	-10.0000E-6	-2.1367E-3	2.1018E-3	-211.9267E+0	-150.0000E+0	-979.9670E-12	-150.0000E+0	-453.5256E-12	12.0000E+0	12.0000E+0	12.0000E+0	18:52:00	13/03/2023
4.9667E+0	5.0054E+0	4.9861E+0	-19.3500E-3	10.0000E-6	-10.0000E-6	676.1667E-6	-1.0666E-3	87.1365E+0	10.0000E-6	-10.0000E-6	-2.1372E-3	2.1021E-3	-211.9676E+0	-150.0000E+0	-1.3951E-9	-150.0000E+0	-833.2646E-12	12.0000E+0	12.0000E+0	12.0000E+0	18:52:03	13/03/2023
4.9272E+0	5.0023E+0	4.9648E+0	-37.5500E-3	10.0000E-6	-10.0000E-6	686.2309E-6	-1.0662E-3	87.6237E+0	10.0000E-6	-10.0000E-6	-2.1360E-3	2.1024E-3	-211.9199E+0	-150.0000E+0	-1.4060E-9	-150.0000E+0	564.1173E-12	12.0000E+0	12.0000E+0	12.0000E+0	18:52:07	13/03/2023
4.9700E+0	4.9956E+0	4.9828E+0	-12.8000E-3	10.0000E-6	-10.0000E-6	682.0342E-6	-1.0520E-3	86.7038E+0	10.0000E-6	-10.0000E-6	-2.1361E-3	2.1019E-3	-211.9015E+0	-150.0000E+0	-1.3548E-9	-150.0000E+0	512.7673E-12	12.0000E+0	12.0000E+0	12.0000E+0	18:52:10	13/03/2023
5.0388E+0	5.0408E+0	5.0398E+0	-1.0000E-3	10.0000E-6	-10.0000E-6	689.2234E-6	-1.0706E-3	87.9923E+0	10.0000E-6	-10.0000E-6	-2.1350E-3	2.1031E-3	-211.9090E+0	-150.0000E+0	231.2065E-12	-150.0000E+0	218.7117E-12	12.0000E+0	12.0000E+0	12.0000E+0	18:52:13	13/03/2023
4.9324E+0	4.9613E+0	4.9468E+0	-14.4500E-3	10.0000E-6	-10.0000E-6	690.3732E-6	-1.0531E-3	87.1732E+0	10.0000E-6	-10.0000E-6	-2.1356E-3	2.1010E-3	-211.8318E+0	-150.0000E+0	-1.7804E-9	-150.0000E+0	-1.5999E-9	12.0000E+0	12.0000E+0	12.0000E+0	18:52:16	13/03/2023
5.0517E+0	5.0121E+0	5.0319E+0	19.8000E-3	10.0000E-6	-10.0000E-6	680.3339E-6	-1.0608E-3	87.0588E+0	10.0000E-6	-10.0000E-6	-2.1362E-3	2.1023E-3	-211.9220E+0	-150.0000E+0	447.9685E-12	-150.0000E+0	-46.4239E-12	12.0000E+0	12.0000E+0	12.0000E+0	18:52:20	13/03/2023
5.0319E+0	4.9540E+0	4.9930E+0	38.9500E-3	10.0000E-6	-10.0000E-6	681.9109E-6	-1.0547E-3	86.8313E+0	10.0000E-6	-10.0000E-6	-2.1357E-3	2.1023E-3	-211.9028E+0	-150.0000E+0	-1.8081E-9	-150.0000E+0	-1.9391E-9	12.0000E+0	12.0000E+0	12.0000E+0	18:52:23	13/03/2023
4.9558E+0	4.9853E+0	4.9705E+0	-14.7500E-3	10.0000E-6	-10.0000E-6	673.9277E-6	-1.0664E-3	87.0175E+0	10.0000E-6	-10.0000E-6	-2.1362E-3	2.1017E-3	-211.8971E+0	-150.0000E+0	-1.3050E-9	-150.0000E+0	288.3024E-12	12.0000E+0	12.0000E+0	12.0000E+0	18:52:26	13/03/2023
