T [K]	T [K]	T_avg [K]	T_err [K]	A_I [A]	A_I [A]	A_V [V]	A_V [V]	A_R [ohm]	B_I [A]	B_I [A]	B_V [V]	B_V [V]	B_R [ohm]	A_Vg [V]	A_Ileak [A]	B_Vg [V]	B_Ileak [A]	B [T]	B1 [T]	B2 [T]	Time	Day
4.9777E+0	5.0019E+0	4.9898E+0	-12.1000E-3	10.0000E-6	-10.0000E-6	888.3742E-6	-880.6691E-6	88.4522E+0	10.0000E-6	-10.0000E-6	-1.4209E-3	1.4173E-3	-141.9093E+0	50.0000E+0	2.1405E-9	50.0000E+0	-1.4798E-9	11.9969E+0	11.9969E+0	11.9968E+0	12:27:42	14/03/2023
4.9540E+0	5.0269E+0	4.9905E+0	-36.4500E-3	10.0000E-6	-10.0000E-6	889.0822E-6	-880.1431E-6	88.4613E+0	10.0000E-6	-10.0000E-6	-1.3640E-3	1.3611E-3	-136.2519E+0	100.0000E+0	833.4847E-12	100.0000E+0	-1.0840E-9	12.0000E+0	12.0000E+0	12.0000E+0	13:27:47	14/03/2023
5.0332E+0	4.9833E+0	5.0083E+0	24.9500E-3	10.0000E-6	-10.0000E-6	888.0087E-6	-879.7567E-6	88.3883E+0	10.0000E-6	-10.0000E-6	-1.3637E-3	1.3601E-3	-136.1913E+0	100.0000E+0	-658.6228E-12	100.0000E+0	1.8830E-9	11.9947E+0	11.9966E+0	11.9927E+0	13:27:50	14/03/2023
4.9792E+0	5.0626E+0	5.0209E+0	-41.7000E-3	10.0000E-6	-10.0000E-6	887.9747E-6	-877.9530E-6	88.2964E+0	10.0000E-6	-10.0000E-6	-1.3630E-3	1.3593E-3	-136.1146E+0	100.0000E+0	-1.5873E-9	100.0000E+0	331.6439E-12	11.9857E+0	11.9893E+0	11.9821E+0	13:27:54	14/03/2023
4.9969E+0	4.9858E+0	4.9914E+0	5.5500E-3	10.0000E-6	-10.0000E-6	887.3007E-6	-877.2159E-6	88.2258E+0	10.0000E-6	-10.0000E-6	-1.3613E-3	1.3572E-3	-135.9240E+0	100.0000E+0	2.1638E-9	100.0000E+0	-832.3235E-12	11.9705E+0	11.9742E+0	11.9667E+0	13:27:57	14/03/2023
5.0420E+0	5.0369E+0	5.0395E+0	2.5500E-3	10.0000E-6	-10.0000E-6	885.8287E-6	-876.4996E-6	88.1164E+0	10.0000E-6	-10.0000E-6	-1.3591E-3	1.3555E-3	-135.7271E+0	100.0000E+0	839.1302E-12	100.0000E+0	2.0667E-9	11.9543E+0	11.9579E+0	11.9507E+0	13:28:00	14/03/2023
5.0086E+0	5.0176E+0	5.0131E+0	-4.5000E-3	10.0000E-6	-10.0000E-6	884.6495E-6	-875.1483E-6	87.9899E+0	10.0000E-6	-10.0000E-6	-1.3576E-3	1.3540E-3	-135.5764E+0	100.0000E+0	-588.2372E-12	100.0000E+0	-1.0130E-9	11.9401E+0	11.9442E+0	11.9360E+0	13:28:03	14/03/2023
4.9368E+0	4.9247E+0	4.9307E+0	6.0500E-3	10.0000E-6	-10.0000E-6	883.8727E-6	-873.6681E-6	87.8770E+0	10.0000E-6	-10.0000E-6	-1.3561E-3	1.3519E-3	-135.4012E+0	100.0000E+0	2.3830E-9	100.0000E+0	-476.6160E-12	11.9234E+0	11.9276E+0	11.9191E+0	13:28:07	14/03/2023
4.9807E+0	5.0148E+0	4.9977E+0	-17.0500E-3	10.0000E-6	-10.0000E-6	882.0087E-6	-872.7974E-6	87.7403E+0	10.0000E-6	-10.0000E-6	-1.3538E-3	1.3498E-3	-135.1809E+0	100.0000E+0	-118.6601E-12	100.0000E+0	-813.5482E-12	11.9076E+0	11.9127E+0	11.9026E+0	13:28:10	14/03/2023
4.9913E+0	5.0338E+0	5.0126E+0	-21.2500E-3	10.0000E-6	-10.0000E-6	880.4152E-6	-871.0224E-6	87.5719E+0	10.0000E-6	-10.0000E-6	-1.3519E-3	1.3480E-3	-134.9946E+0	100.0000E+0	2.0647E-9	100.0000E+0	568.2282E-12	11.8936E+0	11.8967E+0	11.8905E+0	13:28:14	14/03/2023
