T [K]	T [K]	T_avg [K]	T_err [K]	A_I [A]	A_I [A]	A_V [V]	A_V [V]	A_R [ohm]	B_I [A]	B_I [A]	B_V [V]	B_V [V]	B_R [ohm]	A_Vg [V]	A_Ileak [A]	B_Vg [V]	B_Ileak [A]	B [T]	B1 [T]	B2 [T]	Time	Day
4.9976E+0	4.9952E+0	4.9964E+0	1.2000E-3	10.0000E-6	-10.0000E-6	814.4166E-6	-818.8378E-6	81.6627E+0	10.0000E-6	-10.0000E-6	-1.7625E-3	1.7569E-3	-175.9695E+0	-50.0000E+0	601.9282E-12	-50.0000E+0	1.4151E-9	11.9999E+0	11.9998E+0	11.9999E+0	05:04:22	14/03/2023
5.0817E+0	5.0541E+0	5.0679E+0	13.8000E-3	10.0000E-6	-10.0000E-6	845.5392E-6	-840.5782E-6	84.3059E+0	10.0000E-6	-10.0000E-6	-1.6056E-3	1.6016E-3	-160.3611E+0	0.0000E+0	70.4490E-12	0.0000E+0	409.7001E-15	12.0000E+0	12.0000E+0	12.0000E+0	06:04:27	14/03/2023
4.9478E+0	4.9862E+0	4.9670E+0	-19.2000E-3	10.0000E-6	-10.0000E-6	846.1703E-6	-839.5892E-6	84.2880E+0	10.0000E-6	-10.0000E-6	-1.6053E-3	1.6007E-3	-160.3026E+0	0.0000E+0	70.3666E-12	0.0000E+0	4.1070E-12	11.9956E+0	11.9973E+0	11.9938E+0	06:04:30	14/03/2023
5.0519E+0	5.0130E+0	5.0324E+0	19.4500E-3	10.0000E-6	-10.0000E-6	846.0340E-6	-838.9330E-6	84.2484E+0	10.0000E-6	-10.0000E-6	-1.6039E-3	1.5991E-3	-160.1508E+0	0.0000E+0	71.4381E-12	0.0000E+0	18.5676E-12	11.9856E+0	11.9883E+0	11.9830E+0	06:04:33	14/03/2023
4.9593E+0	4.9733E+0	4.9663E+0	-7.0000E-3	10.0000E-6	-10.0000E-6	844.5479E-6	-837.5680E-6	84.1058E+0	10.0000E-6	-10.0000E-6	-1.6022E-3	1.5975E-3	-159.9859E+0	0.0000E+0	58.5393E-12	0.0000E+0	10.1048E-12	11.9707E+0	11.9745E+0	11.9668E+0	06:04:37	14/03/2023
5.0046E+0	4.9694E+0	4.9870E+0	17.6000E-3	10.0000E-6	-10.0000E-6	843.9320E-6	-836.3550E-6	84.0144E+0	10.0000E-6	-10.0000E-6	-1.6005E-3	1.5952E-3	-159.7840E+0	0.0000E+0	70.5315E-12	0.0000E+0	-124.3450E-15	11.9584E+0	11.9621E+0	11.9547E+0	06:04:40	14/03/2023
4.9896E+0	5.0537E+0	5.0217E+0	-32.0500E-3	10.0000E-6	-10.0000E-6	842.3938E-6	-835.3120E-6	83.8853E+0	10.0000E-6	-10.0000E-6	-1.5987E-3	1.5939E-3	-159.6304E+0	0.0000E+0	42.5499E-12	0.0000E+0	-9.1211E-12	11.9411E+0	11.9448E+0	11.9374E+0	06:04:43	14/03/2023
4.9660E+0	4.9185E+0	4.9422E+0	23.7500E-3	10.0000E-6	-10.0000E-6	841.0143E-6	-833.7141E-6	83.7364E+0	10.0000E-6	-10.0000E-6	-1.5964E-3	1.5915E-3	-159.3917E+0	0.0000E+0	50.4210E-12	0.0000E+0	3.0800E-12	11.9250E+0	11.9299E+0	11.9200E+0	06:04:47	14/03/2023
5.0297E+0	5.0556E+0	5.0427E+0	-12.9500E-3	10.0000E-6	-10.0000E-6	840.1620E-6	-832.2383E-6	83.6200E+0	10.0000E-6	-10.0000E-6	-1.5946E-3	1.5893E-3	-159.1907E+0	0.0000E+0	58.3333E-12	0.0000E+0	-9.2033E-12	11.9099E+0	11.9148E+0	11.9050E+0	06:04:50	14/03/2023
5.0046E+0	4.9847E+0	4.9947E+0	9.9500E-3	10.0000E-6	-10.0000E-6	838.6971E-6	-831.4246E-6	83.5061E+0	10.0000E-6	-10.0000E-6	-1.5921E-3	1.5871E-3	-158.9613E+0	0.0000E+0	72.4683E-12	0.0000E+0	25.3049E-12	11.8935E+0	11.8973E+0	11.8898E+0	06:04:53	14/03/2023
