------------------------------------------------------------------------------------------------------------------
time (s)	 T (K)	 R1 (Ohm)	 Theta1 (deg.)	 X1 (Ohm)	 R2 (Ohm)	 Theta2 (deg.)	 X2 (Ohm)	 Vgate (V) 	 Ileak (nA)
------------------------------------------------------------------------------------------------------------------

1700229838.7740650	8.01000	12545.600000000	6.70	12459.870600337	136.519250000	4.70	136.060578959	 8.000	 0.035
1700229842.0277510	8.00600	12545.600000000	6.70	12459.870600337	273.037500000	4.69	272.124838960	 8.000	 0.033
1700229845.2391939	7.99900	12545.600000000	6.70	12459.870600337	546.077500000	4.67	544.261501099	 8.000	 0.033
1700229849.4486151	7.98700	12543.700000000	6.71	12457.830214442	761.702500000	4.67	759.169432985	 8.000	 0.029
1700229850.6344571	7.97800	12543.700000000	6.71	12457.830214442	761.702500000	4.68	759.162929048	 8.000	 0.034
1700229851.8183041	7.97500	12543.700000000	6.71	12457.830214442	761.702500000	4.69	759.149896199	 8.000	 0.030
1700229853.5018179	7.97100	12543.700000000	6.71	12457.830214442	761.702500000	4.68	759.162929048	 8.000	 0.034
1700229854.7016180	7.96200	12543.700000000	6.71	12457.830214442	761.702500000	4.67	759.169432985	 8.000	 0.029
1700229856.4044249	7.95500	12543.700000000	6.71	12457.830214442	761.702500000	4.67	759.169432985	 8.000	 0.036
1700229857.6048801	7.94800	12543.700000000	6.71	12457.830214442	761.702500000	4.68	759.162929048	 8.000	 0.030
1700229859.3027220	7.94400	12543.700000000	6.71	12457.830214442	761.702500000	4.67	759.169432985	 8.000	 0.027
1700229860.4995110	7.93400	12543.700000000	6.71	12457.830214442	761.512500000	4.67	758.980064837	 8.000	 0.030
1700229862.2009900	7.92900	12543.700000000	6.71	12457.830214442	761.320000000	4.67	758.788205002	 8.000	 0.034
1700229863.4087739	7.92100	12543.700000000	6.71	12457.830214442	761.225000000	4.67	758.693520927	 8.000	 0.032
1700229865.1028979	7.91400	12543.700000000	6.71	12457.830214442	761.225000000	4.67	758.693520927	 8.000	 0.035
1700229866.3026979	7.90500	12543.700000000	6.71	12457.830214442	761.225000000	4.67	758.693520927	 8.000	 0.031
1700229868.5028369	7.89600	12543.700000000	6.71	12457.830214442	761.225000000	4.67	758.693520927	 8.000	 0.029
1700229869.7016420	7.88500	12543.700000000	6.71	12457.830214442	761.225000000	4.67	758.693520927	 8.000	 0.030
1700229871.4090900	7.87800	12543.700000000	6.71	12457.830214442	761.225000000	4.67	758.693520927	 8.000	 0.035
1700229872.6062510	7.86800	12543.700000000	6.71	12457.830214442	760.987500000	4.68	758.450312910	 8.000	 0.036
1700229874.3043749	7.86100	12542.800000000	6.70	12457.089733923	760.845000000	4.68	758.308288015	 8.000	 0.034
1700229875.5171440	7.85600	12543.700000000	6.71	12457.830214442	760.845000000	4.68	758.308288015	 8.000	 0.036
1700229877.2129791	7.84900	12541.800000000	6.70	12456.249776919	760.845000000	4.68	758.308288015	 8.000	 0.035
1700229878.4154179	7.83400	12531.300000000	6.71	12445.515100507	760.797500000	4.68	758.260946383	 8.000	 0.037
1700229880.6139200	7.82400	12528.500000000	6.71	12442.580948326	760.797500000	4.68	758.260946383	 8.000	 0.034
