------------------------------------------------------------------------------------------------------------------
time (s)	 T (K)	 R1 (Ohm)	 Theta1 (deg.)	 X1 (Ohm)	 R2 (Ohm)	 Theta2 (deg.)	 X2 (Ohm)	 Vgate (V) 	 Ileak (nA)
------------------------------------------------------------------------------------------------------------------

1700218461.7309890	8.00600	16596.900000000	6.42	16492.819987351	546.077500000	0.63	546.044489223	 0.000	 0.003
1700218464.9796841	8.00300	16596.900000000	6.42	16492.819987351	1348.787500000	0.57	1348.720755666	 0.000	 0.003
1700218468.1851499	7.99700	16596.900000000	6.42	16492.819987351	1348.692500000	0.59	1348.621478716	 0.000	 -0.001
1700218469.3696289	7.99400	16596.900000000	6.42	16492.819987351	1348.692500000	0.58	1348.624347939	 0.000	 0.000
1700218471.0614710	7.98400	16596.900000000	6.42	16492.819987351	1348.405000000	0.58	1348.335435554	 0.000	 0.002
1700218472.2579310	7.98000	16596.900000000	6.42	16492.819987351	1348.405000000	0.58	1348.335435554	 0.000	 -0.002
1700218473.9657290	7.97700	16596.900000000	6.42	16492.819987351	1348.405000000	0.58	1348.336862467	 0.000	 0.001
1700218475.1583271	7.96900	16596.900000000	6.42	16492.819987351	1348.310000000	0.58	1348.240440455	 0.000	 -0.003
1700218476.8620141	7.96400	16595.000000000	6.43	16490.737495681	1348.310000000	0.59	1348.238998858	 0.000	 -0.003
1700218478.1116760	7.95900	16596.900000000	6.42	16492.819987351	1348.310000000	0.59	1348.238998858	 0.000	 0.001
1700218479.2945349	7.95400	16596.900000000	6.42	16492.819987351	1348.215000000	0.59	1348.144003860	 0.000	 -0.002
1700218480.4760301	7.94500	16592.100000000	6.43	16487.855715703	1348.025000000	0.59	1347.954013866	 0.000	 -0.002
1700218482.1625299	7.94000	16590.200000000	6.43	16485.967652959	1348.025000000	0.59	1347.954013866	 0.000	 -0.003
1700218483.3593390	7.93300	16580.700000000	6.43	16476.527339237	1347.930000000	0.59	1347.859018868	 0.000	 -0.003
1700218485.0588081	7.92900	16578.800000000	6.43	16474.444878940	1348.025000000	0.59	1347.954013866	 0.000	 -0.000
1700218486.2789040	7.91700	16578.800000000	6.43	16474.444878940	1347.835000000	0.59	1347.764023871	 0.000	 0.003
1700218488.4660840	7.91200	16578.800000000	6.43	16474.444878940	1347.737500000	0.59	1347.666529005	 0.000	 0.000
1700218489.6628940	7.89600	16578.800000000	6.43	16474.444878940	1347.452500000	0.59	1347.381544013	 0.000	 -0.004
1700218491.3659980	7.88900	16578.800000000	6.43	16474.444878940	1347.452500000	0.59	1347.381544013	 0.000	 0.002
1700218492.5658000	7.88400	16578.800000000	6.43	16474.444878940	1347.452500000	0.59	1347.381544013	 0.000	 0.000
1700218494.2702579	7.87400	16578.800000000	6.43	16474.444878940	1347.452500000	0.59	1347.381544013	 0.000	 -0.001
1700218495.4740500	7.86800	16578.800000000	6.43	16474.444878940	1347.262500000	0.59	1347.191554018	 0.000	 0.002
1700218497.1705239	7.86100	16578.800000000	6.43	16474.444878940	1347.070000000	0.59	1346.999064155	 0.000	 0.003
1700218498.3726790	7.84700	16578.800000000	6.43	16474.444878940	1347.070000000	0.59	1346.999064155	 0.000	 0.002
