------------------------------------------------------------------------------------------------------------------
time (s)	 T (K)	 R1 (Ohm)	 Theta1 (deg.)	 X1 (Ohm)	 R2 (Ohm)	 Theta2 (deg.)	 X2 (Ohm)	 Vgate (V) 	 Ileak (nA)
------------------------------------------------------------------------------------------------------------------

1700228416.6223910	8.00500	12972.900000000	6.64	12885.829078544	136.519250000	4.52	136.095034982	 7.000	 0.030
1700228419.9102740	8.00800	12972.900000000	6.64	12885.829078544	273.037500000	4.52	272.186819288	 7.000	 0.028
1700228423.1286960	7.99600	12973.800000000	6.64	12886.723037965	546.077500000	4.53	544.371617231	 7.000	 0.027
1700228427.3983150	7.98700	12972.900000000	6.64	12885.829078544	823.790000000	4.52	821.230184516	 7.000	 0.030
1700228428.5841579	7.98100	12973.800000000	6.64	12886.723037965	823.837500000	4.53	821.263927210	 7.000	 0.027
1700228429.7693551	7.97200	12972.900000000	6.64	12885.829078544	823.790000000	4.52	821.223384558	 7.000	 0.028
1700228431.4714661	7.96500	12972.900000000	6.64	12885.829078544	823.790000000	4.53	821.216575594	 7.000	 0.027
1700228432.6736360	7.96200	12972.900000000	6.64	12885.829078544	823.790000000	4.54	821.209757624	 7.000	 0.030
1700228434.3667450	7.95300	12972.900000000	6.64	12885.829078544	823.742500000	4.52	821.182832116	 7.000	 0.027
1700228435.5705390	7.95000	12972.900000000	6.64	12885.829078544	823.790000000	4.53	821.216575594	 7.000	 0.023
1700228437.2723629	7.94300	12973.800000000	6.64	12886.723037965	823.742500000	4.53	821.169223979	 7.000	 0.027
1700228438.4678149	7.93300	12962.400000000	6.65	12875.242475054	823.455000000	4.54	820.875806898	 7.000	 0.026
1700228440.1692820	7.92900	12957.600000000	6.65	12870.474749642	823.360000000	4.53	820.787918864	 7.000	 0.030
1700228441.3724301	7.91900	12957.600000000	6.65	12870.474749642	823.360000000	4.54	820.781104453	 7.000	 0.033
1700228443.0705509	7.90700	12957.600000000	6.65	12870.474749642	823.360000000	4.54	820.781104453	 7.000	 0.030
1700228444.2713499	7.90700	12957.600000000	6.65	12870.474749642	823.360000000	4.54	820.781104453	 7.000	 0.030
1700228445.9728141	7.89900	12957.600000000	6.65	12870.474749642	823.312500000	4.51	820.760955299	 7.000	 0.030
1700228447.1656351	7.88800	12957.600000000	6.65	12870.474749642	823.312500000	4.52	820.747372266	 7.000	 0.030
1700228449.3687661	7.87700	12957.600000000	6.65	12870.474749642	823.265000000	4.51	820.713602507	 7.000	 0.028
1700228450.5768991	7.87300	12957.600000000	6.65	12870.474749642	823.312500000	4.52	820.747372266	 7.000	 0.031
1700228452.2713740	7.86500	12957.600000000	6.65	12870.474749642	823.265000000	4.51	820.713602507	 7.000	 0.025
1700228453.4718320	7.84900	12957.600000000	6.65	12870.474749642	822.932500000	4.54	820.354943452	 7.000	 0.030
1700228455.1736579	7.84300	12957.600000000	6.65	12870.474749642	822.932500000	4.54	820.348123583	 7.000	 0.031
1700228456.3754380	7.83600	12957.600000000	6.65	12870.474749642	822.885000000	4.52	820.327996681	 7.000	 0.026
1700228458.0799100	7.82700	12957.600000000	6.65	12870.474749642	822.932500000	4.52	820.368556201	 7.000	 0.029
