------------------------------------------------------------------------------------------------------------------
time (s)	 T (K)	 R1 (Ohm)	 Theta1 (deg.)	 X1 (Ohm)	 R2 (Ohm)	 Theta2 (deg.)	 X2 (Ohm)	 Vgate (V) 	 Ileak (nA)
------------------------------------------------------------------------------------------------------------------

1700236940.1659629	8.01100	10982.600000000	6.81	10905.115863512	524.475000000	5.27	522.254641437	 13.000	 0.055
1700236941.8564560	8.01000	10982.600000000	6.81	10905.115863512	524.380000000	5.27	522.160043618	 13.000	 0.053
1700236943.0622430	8.00500	10982.600000000	6.81	10905.115863512	524.380000000	5.27	522.160043618	 13.000	 0.052
1700236945.2613859	8.00200	10982.600000000	6.81	10905.115863512	524.380000000	5.27	522.160043618	 13.000	 0.053
1700236946.4585640	7.99800	10982.600000000	6.81	10905.115863512	524.380000000	5.27	522.160043618	 13.000	 0.052
1700236948.1646471	7.99600	10982.600000000	6.81	10905.115863512	524.380000000	5.27	522.160043618	 13.000	 0.052
1700236949.3644509	7.98700	10982.600000000	6.81	10905.115863512	524.380000000	5.27	522.160043618	 13.000	 0.052
1700236951.0699060	7.98400	10982.600000000	6.81	10905.115863512	524.332500000	5.27	522.112744709	 13.000	 0.050
1700236952.2640769	7.97800	10982.600000000	6.81	10905.115863512	524.237500000	5.27	522.018146890	 13.000	 0.053
1700236953.9661901	7.97400	10982.600000000	6.81	10905.115863512	523.952500000	5.28	521.729307160	 13.000	 0.050
1700236955.1649921	7.96600	10982.600000000	6.81	10905.115863512	523.905000000	5.28	521.682008708	 13.000	 0.052
1700236956.8704469	7.96000	10982.600000000	6.81	10905.115863512	523.905000000	5.28	521.682008708	 13.000	 0.051
1700236958.0725999	7.95000	10982.600000000	6.81	10905.115863512	523.905000000	5.28	521.682008708	 13.000	 0.053
1700236960.2677541	7.94700	10982.600000000	6.81	10905.115863512	523.905000000	5.28	521.682008708	 13.000	 0.050
1700236961.4655681	7.93400	10982.600000000	6.81	10905.115863512	523.905000000	5.28	521.682008708	 13.000	 0.052
1700236963.1656721	7.93000	10982.600000000	6.81	10905.115863512	523.905000000	5.28	521.682008708	 13.000	 0.051
1700236964.3684649	7.92000	10982.600000000	6.81	10905.115863512	523.905000000	5.28	521.682008708	 13.000	 0.053
1700236966.0719240	7.91600	10982.600000000	6.81	10905.115863512	523.905000000	5.28	521.682008708	 13.000	 0.054
1700236967.2697351	7.91000	10982.600000000	6.81	10905.115863512	523.905000000	5.28	521.682008708	 13.000	 0.052
1700236968.9715600	7.90300	10982.600000000	6.81	10905.115863512	523.905000000	5.28	521.682008708	 13.000	 0.047
1700236970.1720021	7.88800	10971.100000000	6.82	10893.560705914	523.905000000	5.28	521.682008708	 13.000	 0.050
1700236971.8728211	7.88300	10964.500000000	6.82	10887.007352043	523.857500000	5.28	521.634710256	 13.000	 0.049
1700236973.0786090	7.87600	10965.400000000	6.82	10887.900991207	523.905000000	5.28	521.682008708	 13.000	 0.048
1700236975.2744040	7.86700	10964.500000000	6.82	10887.007352043	523.570000000	5.28	521.348430153	 13.000	 0.051
1700236976.4742060	7.85500	10964.500000000	6.82	10887.007352043	523.522500000	5.29	521.296083852	 13.000	 0.053
