------------------------------------------------------------------------------------------------------------------
time (s)	 T (K)	 R1 (Ohm)	 Theta1 (deg.)	 X1 (Ohm)	 R2 (Ohm)	 Theta2 (deg.)	 X2 (Ohm)	 Vgate (V) 	 Ileak (nA)
------------------------------------------------------------------------------------------------------------------

1700222728.5055671	8.01000	14895.500000000	6.54	14798.568767148	136.519250000	3.31	136.292052350	 3.000	 0.015
1700222731.8067651	8.00700	14895.500000000	6.54	14798.568767148	273.037500000	3.31	272.583106364	 3.000	 0.015
1700222735.0710721	7.99300	14893.600000000	6.54	14796.681131241	546.077500000	3.30	545.172003362	 3.000	 0.016
1700222739.2818611	7.98700	14892.600000000	6.54	14795.687638658	1101.117500000	3.30	1099.291645255	 3.000	 0.015
1700222740.4643359	7.98100	14892.600000000	6.54	14795.687638658	1101.070000000	3.30	1099.244224019	 3.000	 0.017
1700222741.6591489	7.97300	14892.600000000	6.54	14795.687638658	1101.070000000	3.30	1099.244224019	 3.000	 0.017
1700222743.3586199	7.97000	14892.600000000	6.54	14795.687638658	1101.070000000	3.31	1099.237580642	 3.000	 0.015
1700222744.5594201	7.96300	14892.600000000	6.54	14795.687638658	1100.832500000	3.30	1099.007117838	 3.000	 0.016
1700222746.2608881	7.95200	14892.600000000	6.54	14795.687638658	1100.690000000	3.31	1098.858213044	 3.000	 0.011
1700222747.4616859	7.94800	14892.600000000	6.54	14795.687638658	1100.690000000	3.30	1098.864854129	 3.000	 0.011
1700222749.1724820	7.93900	14892.600000000	6.54	14795.687638658	1100.690000000	3.30	1098.864854129	 3.000	 0.014
1700222750.3589671	7.93400	14892.600000000	6.54	14795.687638658	1100.642500000	3.30	1098.817432893	 3.000	 0.016
1700222752.0624249	7.92900	14892.600000000	6.54	14795.687638658	1100.595000000	3.30	1098.770011656	 3.000	 0.015
1700222753.2642190	7.91800	14892.600000000	6.54	14795.687638658	1100.595000000	3.30	1098.770011656	 3.000	 0.017
1700222754.9666841	7.91300	14892.600000000	6.54	14795.687638658	1100.402500000	3.30	1098.577830857	 3.000	 0.014
1700222756.1724689	7.90000	14892.600000000	6.54	14795.687638658	1100.212500000	3.31	1098.381507708	 3.000	 0.010
1700222758.3706141	7.89700	14892.600000000	6.54	14795.687638658	1100.212500000	3.31	1098.381507708	 3.000	 0.015
1700222759.5724120	7.88300	14892.600000000	6.54	14795.687638658	1100.212500000	3.30	1098.388145911	 3.000	 0.013
1700222761.2782159	7.87600	14892.600000000	6.54	14795.687638658	1100.212500000	3.30	1098.388145911	 3.000	 0.017
1700222762.4780190	7.86900	14892.600000000	6.54	14795.687638658	1100.212500000	3.32	1098.361520827	 3.000	 0.010
1700222764.1745110	7.86100	14892.600000000	6.54	14795.687638658	1100.212500000	3.32	1098.361520827	 3.000	 0.009
1700222765.3722961	7.85000	14892.600000000	6.54	14795.687638658	1099.925000000	3.31	1098.094486170	 3.000	 0.015
1700222767.0707710	7.84200	14892.600000000	6.54	14795.687638658	1099.830000000	3.31	1097.999644271	 3.000	 0.014
1700222768.2673759	7.83600	14879.300000000	6.55	14782.296637150	1099.782500000	3.31	1097.952223321	 3.000	 0.014
