------------------------------------------------------------------------------------------------------------------
time (s)	 T (K)	 R1 (Ohm)	 Theta1 (deg.)	 X1 (Ohm)	 R2 (Ohm)	 Theta2 (deg.)	 X2 (Ohm)	 Vgate (V) 	 Ileak (nA)
------------------------------------------------------------------------------------------------------------------

1700234101.0900741	8.01200	11468.000000000	6.79	11387.517928527	546.077500000	5.13	543.890123192	 11.000	 0.045
1700234104.3254499	8.00700	11468.000000000	6.79	11387.517928527	601.200000000	5.07	598.847789260	 11.000	 0.041
1700234105.5123949	8.00300	11468.000000000	6.79	11387.517928527	600.960000000	5.07	598.608728266	 11.000	 0.046
1700234107.1997910	7.99700	11468.000000000	6.79	11387.517928527	600.865000000	5.07	598.514099956	 11.000	 0.045
1700234108.3993211	7.99700	11468.000000000	6.79	11387.517928527	600.817500000	5.07	598.466785801	 11.000	 0.045
1700234110.0975089	7.99100	11468.000000000	6.79	11387.517928527	600.817500000	5.07	598.466785801	 11.000	 0.042
1700234111.3015740	7.98500	11468.000000000	6.79	11387.517928527	600.817500000	5.07	598.466785801	 11.000	 0.040
1700234112.9967051	7.97900	11468.000000000	6.79	11387.517928527	600.817500000	5.07	598.466785801	 11.000	 0.046
1700234114.1972339	7.97000	11468.000000000	6.79	11387.517928527	600.817500000	5.07	598.466785801	 11.000	 0.045
1700234116.4016969	7.97000	11468.000000000	6.79	11387.517928527	600.817500000	5.07	598.466785801	 11.000	 0.041
1700234117.6025310	7.95700	11468.000000000	6.79	11387.517928527	600.817500000	5.07	598.466785801	 11.000	 0.046
1700234119.3056171	7.95600	11468.000000000	6.79	11387.517928527	600.817500000	5.07	598.466785801	 11.000	 0.042
1700234120.5008349	7.94600	11468.000000000	6.79	11387.517928527	600.817500000	5.07	598.466785801	 11.000	 0.042
1700234122.1999481	7.94300	11468.000000000	6.79	11387.517928527	600.817500000	5.07	598.466785801	 11.000	 0.037
1700234123.4040909	7.93200	11468.000000000	6.79	11387.517928527	600.532500000	5.08	598.177340039	 11.000	 0.045
1700234125.1045611	7.92700	11468.000000000	6.79	11387.517928527	600.437500000	5.08	598.082712609	 11.000	 0.045
1700234126.2987709	7.91900	11468.000000000	6.79	11387.517928527	600.437500000	5.08	598.082712609	 11.000	 0.041
1700234128.0012300	7.91300	11468.000000000	6.79	11387.517928527	600.437500000	5.08	598.082712609	 11.000	 0.045
1700234129.2000279	7.90000	11468.000000000	6.79	11387.517928527	600.437500000	5.08	598.082712609	 11.000	 0.046
1700234131.4071310	7.89100	11468.000000000	6.79	11387.517928527	600.437500000	5.08	598.082712609	 11.000	 0.040
1700234132.6036050	7.88700	11467.000000000	6.79	11386.524946496	600.437500000	5.08	598.082712609	 11.000	 0.048
1700234134.3080590	7.88000	11467.000000000	6.79	11386.524946496	600.437500000	5.08	598.082712609	 11.000	 0.044
1700234135.5098600	7.86700	11451.800000000	6.80	11371.289729991	600.437500000	5.08	598.082712609	 11.000	 0.041
1700234137.2083311	7.86100	11449.900000000	6.80	11369.261096899	600.437500000	5.08	598.082712609	 11.000	 0.042
1700234138.4081330	7.85300	11449.900000000	6.80	11369.403087674	600.437500000	5.08	598.082712609	 11.000	 0.044
