------------------------------------------------------------------------------------------------------------------
time (s)	 T (K)	 R1 (Ohm)	 Theta1 (deg.)	 X1 (Ohm)	 R2 (Ohm)	 Theta2 (deg.)	 X2 (Ohm)	 Vgate (V) 	 Ileak (nA)
------------------------------------------------------------------------------------------------------------------

1700231259.2978959	8.00800	12149.900000000	6.75	12065.682445157	273.037500000	4.82	272.070324980	 9.000	 0.036
1700231262.5941110	8.00600	12149.900000000	6.74	12065.831925891	546.077500000	4.84	544.128687266	 9.000	 0.037
1700231265.8575850	7.99600	12149.900000000	6.75	12065.682445157	703.672500000	4.84	701.167486566	 9.000	 0.039
1700231268.0429931	7.99000	12149.900000000	6.74	12065.981274308	703.575000000	4.84	701.070333658	 9.000	 0.033
1700231269.2457881	7.99000	12149.900000000	6.74	12065.831925891	703.625000000	4.84	701.113940013	 9.000	 0.037
1700231270.9478960	7.98100	12149.900000000	6.75	12065.682445157	703.290000000	4.84	700.780135544	 9.000	 0.040
1700231272.1387200	7.97100	12149.900000000	6.74	12065.981274308	703.195000000	4.84	700.685474575	 9.000	 0.038
1700231273.8405321	7.96900	12149.900000000	6.74	12065.981274308	703.195000000	4.84	700.685474575	 9.000	 0.035
1700231275.0419850	7.96500	12149.900000000	6.74	12065.981274308	703.195000000	4.84	700.685474575	 9.000	 0.038
1700231276.7454441	7.95800	12149.900000000	6.74	12065.981274308	703.195000000	4.84	700.685474575	 9.000	 0.038
1700231277.9412560	7.94900	12149.900000000	6.74	12065.981274308	703.195000000	4.84	700.685474575	 9.000	 0.040
1700231279.6410739	7.94700	12149.900000000	6.74	12065.981274308	703.195000000	4.84	700.685474575	 9.000	 0.040
1700231280.8448601	7.93300	12149.900000000	6.74	12065.981274308	703.195000000	4.84	700.685474575	 9.000	 0.031
1700231283.0426631	7.92800	12149.900000000	6.74	12065.981274308	703.195000000	4.84	700.691686425	 9.000	 0.041
1700231284.2504439	7.91800	12149.900000000	6.74	12065.981274308	702.907500000	4.84	700.399000590	 9.000	 0.035
1700231285.9439290	7.91400	12149.900000000	6.74	12065.981274308	702.812500000	4.84	700.304339621	 9.000	 0.038
1700231287.1460879	7.90600	12149.900000000	6.74	12065.981274308	702.812500000	4.84	700.304339621	 9.000	 0.035
1700231288.8465500	7.89300	12149.900000000	6.74	12065.981274308	702.765000000	4.84	700.257009136	 9.000	 0.031
1700231290.0453610	7.88700	12149.900000000	6.74	12065.981274308	702.765000000	4.84	700.257009136	 9.000	 0.034
1700231291.7458241	7.88000	12149.900000000	6.74	12065.981274308	702.765000000	4.84	700.257009136	 9.000	 0.032
1700231292.9492610	7.87000	12149.900000000	6.74	12065.981274308	702.765000000	4.84	700.257009136	 9.000	 0.038
1700231294.6499879	7.86200	12149.900000000	6.74	12065.981274308	702.765000000	4.84	700.257009136	 9.000	 0.039
1700231295.8501360	7.85300	12147.000000000	6.74	12063.101304457	702.765000000	4.84	700.257009136	 9.000	 0.038
1700231298.0452890	7.84500	12132.700000000	6.75	12048.601667697	702.717500000	4.84	700.209678652	 9.000	 0.036
1700231299.2550721	7.83700	12131.800000000	6.75	12047.707906086	702.432500000	4.82	699.950470148	 9.000	 0.033
