T [K]	T [K]	T_avg [K]	T_err [K]	A_I [A]	A_I [A]	A_V [V]	A_V [V]	A_R [ohm]	B_I [A]	B_I [A]	B_V [V]	B_V [V]	B_R [ohm]	A_Vg [V]	A_Ileak [A]	B_Vg [V]	B_Ileak [A]	B [T]	B1 [T]	B2 [T]	Time	Day
10.0384E+0	9.9748E+0	10.0066E+0	31.8000E-3	1.0000E-6	-1.0000E-6	2.8966E-3	-2.8974E-3	2.8970E+3	1.0000E-6	-1.0000E-6	2.2082E-3	-2.2112E-3	2.2097E+3	150.0000E+0	787.5836E-12	150.0000E+0	-500.0385E-12	21.6614E-6	32.4921E-6	10.8307E-6	19:02:03	04/03/2023
9.9558E+0	9.9779E+0	9.9669E+0	-11.0500E-3	1.0000E-6	-1.0000E-6	2.8953E-3	-2.8971E-3	2.8962E+3	1.0000E-6	-1.0000E-6	2.2078E-3	-2.2110E-3	2.2094E+3	150.0000E+0	2.9347E-9	150.0000E+0	1.9688E-9	-5.4154E-6	-0.0000E+0	-10.8307E-6	19:02:06	04/03/2023
9.9560E+0	9.9934E+0	9.9747E+0	-18.7000E-3	1.0000E-6	-1.0000E-6	2.8962E-3	-2.8987E-3	2.8975E+3	1.0000E-6	-1.0000E-6	2.2082E-3	-2.2122E-3	2.2102E+3	150.0000E+0	2.4925E-9	150.0000E+0	-294.0816E-12	16.2461E-6	21.6614E-6	10.8307E-6	19:02:09	04/03/2023
10.0243E+0	10.0189E+0	10.0216E+0	2.7000E-3	1.0000E-6	-1.0000E-6	2.8958E-3	-2.8979E-3	2.8969E+3	1.0000E-6	-1.0000E-6	2.2085E-3	-2.2118E-3	2.2101E+3	150.0000E+0	4.1747E-9	150.0000E+0	119.7916E-12	21.6614E-6	0.0000E+0	43.3229E-6	19:02:13	04/03/2023
9.9886E+0	9.9873E+0	9.9879E+0	650.0000E-6	1.0000E-6	-1.0000E-6	2.8959E-3	-2.8974E-3	2.8966E+3	1.0000E-6	-1.0000E-6	2.2078E-3	-2.2107E-3	2.2092E+3	150.0000E+0	2.3731E-9	150.0000E+0	2.1039E-9	-10.8307E-6	-21.6614E-6	-0.0000E+0	19:02:16	04/03/2023
9.9373E+0	9.9174E+0	9.9274E+0	9.9500E-3	1.0000E-6	-1.0000E-6	2.8947E-3	-2.8969E-3	2.8958E+3	1.0000E-6	-1.0000E-6	2.2066E-3	-2.2101E-3	2.2083E+3	150.0000E+0	1.4201E-9	150.0000E+0	-847.4081E-12	0.0000E+0	-43.3229E-6	43.3229E-6	19:02:19	04/03/2023
9.9371E+0	9.9498E+0	9.9434E+0	-6.3500E-3	1.0000E-6	-1.0000E-6	2.8956E-3	-2.8968E-3	2.8962E+3	1.0000E-6	-1.0000E-6	2.2067E-3	-2.2101E-3	2.2084E+3	150.0000E+0	103.5405E-12	150.0000E+0	-133.1124E-12	16.2461E-6	-0.0000E+0	32.4921E-6	19:02:23	04/03/2023
9.9326E+0	9.9227E+0	9.9276E+0	4.9500E-3	1.0000E-6	-1.0000E-6	2.8954E-3	-2.8977E-3	2.8965E+3	1.0000E-6	-1.0000E-6	2.2065E-3	-2.2107E-3	2.2086E+3	150.0000E+0	711.0150E-12	150.0000E+0	1.7685E-9	10.8307E-6	21.6614E-6	-0.0000E+0	19:02:26	04/03/2023
9.9794E+0	9.9597E+0	9.9695E+0	9.8500E-3	1.0000E-6	-1.0000E-6	2.8964E-3	-2.8972E-3	2.8968E+3	1.0000E-6	-1.0000E-6	2.2072E-3	-2.2096E-3	2.2084E+3	150.0000E+0	1.5334E-9	150.0000E+0	509.0766E-12	21.6614E-6	10.8307E-6	32.4921E-6	19:02:29	04/03/2023
9.9139E+0	9.9370E+0	9.9254E+0	-11.5500E-3	1.0000E-6	-1.0000E-6	2.8955E-3	-2.8975E-3	2.8965E+3	1.0000E-6	-1.0000E-6	2.2068E-3	-2.2106E-3	2.2087E+3	150.0000E+0	961.4065E-12	150.0000E+0	53.5687E-12	10.8307E-6	10.8307E-6	10.8307E-6	19:02:33	04/03/2023
9.9839E+0	9.9950E+0	9.9894E+0	-5.5500E-3	1.0000E-6	-1.0000E-6	2.8963E-3	-2.8983E-3	2.8973E+3	1.0000E-6	-1.0000E-6	2.2077E-3	-2.2115E-3	2.2096E+3	150.0000E+0	3.4791E-9	150.0000E+0	1.0470E-9	5.4154E-6	10.8307E-6	-0.0000E+0	19:02:36	04/03/2023
10.0094E+0	9.9904E+0	9.9999E+0	9.5000E-3	1.0000E-6	-1.0000E-6	2.8971E-3	-2.8981E-3	2.8976E+3	1.0000E-6	-1.0000E-6	2.2077E-3	-2.2111E-3	2.2094E+3	150.0000E+0	125.7114E-12	150.0000E+0	1.8358E-9	0.0000E+0	-0.0000E+0	0.0000E+0	19:02:39	04/03/2023
9.9641E+0	9.9628E+0	9.9634E+0	650.0000E-6	1.0000E-6	-1.0000E-6	2.8961E-3	-2.8979E-3	2.8970E+3	1.0000E-6	-1.0000E-6	2.2074E-3	-2.2100E-3	2.2087E+3	150.0000E+0	3.6357E-9	150.0000E+0	2.2434E-9	16.2461E-6	21.6614E-6	10.8307E-6	19:02:43	04/03/2023
9.9264E+0	9.9284E+0	9.9274E+0	-1.0000E-3	1.0000E-6	-1.0000E-6	2.8952E-3	-2.8981E-3	2.8967E+3	1.0000E-6	-1.0000E-6	2.2065E-3	-2.2102E-3	2.2083E+3	150.0000E+0	703.6386E-12	150.0000E+0	-853.0787E-12	5.4154E-6	-0.0000E+0	10.8307E-6	19:02:46	04/03/2023
9.9719E+0	9.9295E+0	9.9507E+0	21.2000E-3	1.0000E-6	-1.0000E-6	2.8968E-3	-2.8980E-3	2.8974E+3	1.0000E-6	-1.0000E-6	2.2067E-3	-2.2093E-3	2.2080E+3	150.0000E+0	-186.5331E-12	150.0000E+0	689.6288E-12	5.4154E-6	-0.0000E+0	10.8307E-6	19:02:49	04/03/2023
9.9003E+0	9.9616E+0	9.9309E+0	-30.6500E-3	1.0000E-6	-1.0000E-6	2.8964E-3	-2.8997E-3	2.8980E+3	1.0000E-6	-1.0000E-6	2.2072E-3	-2.2111E-3	2.2091E+3	150.0000E+0	-547.9392E-12	150.0000E+0	81.9969E-12	-5.4154E-6	-10.8307E-6	-0.0000E+0	19:02:53	04/03/2023
9.9988E+0	9.9632E+0	9.9810E+0	17.8000E-3	1.0000E-6	-1.0000E-6	2.8978E-3	-2.8993E-3	2.8986E+3	1.0000E-6	-1.0000E-6	2.2073E-3	-2.2100E-3	2.2087E+3	150.0000E+0	1.3179E-9	150.0000E+0	-216.7195E-12	32.4921E-6	10.8307E-6	54.1536E-6	19:02:56	04/03/2023
9.9426E+0	9.9054E+0	9.9240E+0	18.6000E-3	1.0000E-6	-1.0000E-6	2.8958E-3	-2.8971E-3	2.8965E+3	1.0000E-6	-1.0000E-6	2.2056E-3	-2.2087E-3	2.2072E+3	150.0000E+0	188.1031E-12	150.0000E+0	-582.1254E-12	5.4154E-6	-32.4921E-6	43.3229E-6	19:02:59	04/03/2023
9.8978E+0	9.9320E+0	9.9149E+0	-17.1000E-3	1.0000E-6	-1.0000E-6	2.8959E-3	-2.8985E-3	2.8972E+3	1.0000E-6	-1.0000E-6	2.2062E-3	-2.2096E-3	2.2079E+3	150.0000E+0	3.0590E-9	150.0000E+0	94.7731E-12	27.0768E-6	43.3229E-6	10.8307E-6	19:03:03	04/03/2023
9.9451E+0	9.9265E+0	9.9358E+0	9.3000E-3	1.0000E-6	-1.0000E-6	2.8952E-3	-2.8981E-3	2.8966E+3	1.0000E-6	-1.0000E-6	2.2058E-3	-2.2088E-3	2.2073E+3	150.0000E+0	2.4760E-9	150.0000E+0	36.9719E-12	10.8307E-6	10.8307E-6	10.8307E-6	19:03:06	04/03/2023
9.8926E+0	9.8986E+0	9.8956E+0	-3.0000E-3	1.0000E-6	-1.0000E-6	2.8960E-3	-2.8979E-3	2.8969E+3	1.0000E-6	-1.0000E-6	2.2055E-3	-2.2088E-3	2.2072E+3	150.0000E+0	2.7457E-9	150.0000E+0	1.1335E-9	48.7382E-6	21.6614E-6	75.8150E-6	19:03:09	04/03/2023
9.9005E+0	9.9340E+0	9.9172E+0	-16.7500E-3	1.0000E-6	-1.0000E-6	2.8964E-3	-2.8983E-3	2.8973E+3	1.0000E-6	-1.0000E-6	2.2064E-3	-2.2102E-3	2.2083E+3	150.0000E+0	2.1567E-9	150.0000E+0	510.9252E-12	16.2461E-6	0.0000E+0	32.4921E-6	19:03:13	04/03/2023
9.9857E+0	9.9896E+0	9.9876E+0	-1.9500E-3	1.0000E-6	-1.0000E-6	2.8978E-3	-2.8999E-3	2.8988E+3	1.0000E-6	-1.0000E-6	2.2075E-3	-2.2103E-3	2.2089E+3	150.0000E+0	1.7251E-9	150.0000E+0	1.3966E-9	5.4154E-6	-10.8307E-6	21.6614E-6	19:03:16	04/03/2023
9.9660E+0	9.9225E+0	9.9443E+0	21.7500E-3	1.0000E-6	-1.0000E-6	2.8965E-3	-2.8980E-3	2.8973E+3	1.0000E-6	-1.0000E-6	2.2058E-3	-2.2087E-3	2.2073E+3	150.0000E+0	3.6898E-9	150.0000E+0	2.1739E-9	-10.8307E-6	-32.4921E-6	10.8307E-6	19:03:19	04/03/2023
9.8997E+0	9.9259E+0	9.9128E+0	-13.1000E-3	1.0000E-6	-1.0000E-6	2.8957E-3	-2.8984E-3	2.8970E+3	1.0000E-6	-1.0000E-6	2.2057E-3	-2.2091E-3	2.2074E+3	150.0000E+0	1.2177E-9	150.0000E+0	713.6198E-12	37.9075E-6	43.3229E-6	32.4921E-6	19:03:22	04/03/2023
9.9186E+0	9.8815E+0	9.9001E+0	18.5500E-3	1.0000E-6	-1.0000E-6	2.8961E-3	-2.8988E-3	2.8974E+3	1.0000E-6	-1.0000E-6	2.2051E-3	-2.2087E-3	2.2069E+3	150.0000E+0	-416.3164E-12	150.0000E+0	1.1925E-9	-10.8307E-6	10.8307E-6	-32.4921E-6	19:03:26	04/03/2023
9.8878E+0	9.9277E+0	9.9078E+0	-19.9500E-3	1.0000E-6	-1.0000E-6	2.8969E-3	-2.8985E-3	2.8977E+3	1.0000E-6	-1.0000E-6	2.2058E-3	-2.2092E-3	2.2075E+3	150.0000E+0	3.4901E-9	150.0000E+0	2.1669E-9	10.8307E-6	0.0000E+0	21.6614E-6	19:03:29	04/03/2023
9.9193E+0	9.9766E+0	9.9479E+0	-28.6500E-3	1.0000E-6	-1.0000E-6	2.8967E-3	-2.8993E-3	2.8980E+3	1.0000E-6	-1.0000E-6	2.2072E-3	-2.2107E-3	2.2089E+3	150.0000E+0	3.0527E-9	150.0000E+0	1.9195E-9	21.6614E-6	21.6614E-6	21.6614E-6	19:03:32	04/03/2023
9.9965E+0	9.9215E+0	9.9590E+0	37.5000E-3	1.0000E-6	-1.0000E-6	2.8968E-3	-2.8991E-3	2.8979E+3	1.0000E-6	-1.0000E-6	2.2060E-3	-2.2083E-3	2.2072E+3	150.0000E+0	2.4536E-9	150.0000E+0	-804.1869E-12	27.0768E-6	21.6614E-6	32.4921E-6	19:03:36	04/03/2023
9.8683E+0	9.8956E+0	9.8819E+0	-13.6500E-3	1.0000E-6	-1.0000E-6	2.8961E-3	-2.8981E-3	2.8971E+3	1.0000E-6	-1.0000E-6	2.2050E-3	-2.2088E-3	2.2069E+3	150.0000E+0	-60.8444E-12	150.0000E+0	-775.6336E-12	43.3229E-6	32.4921E-6	54.1536E-6	19:03:39	04/03/2023
9.9244E+0	9.9471E+0	9.9358E+0	-11.3500E-3	1.0000E-6	-1.0000E-6	2.8965E-3	-2.8993E-3	2.8979E+3	1.0000E-6	-1.0000E-6	2.2059E-3	-2.2094E-3	2.2076E+3	150.0000E+0	2.9652E-9	150.0000E+0	45.3114E-12	10.8307E-6	10.8307E-6	10.8307E-6	19:03:42	04/03/2023
9.9278E+0	9.9008E+0	9.9143E+0	13.5000E-3	1.0000E-6	-1.0000E-6	2.8960E-3	-2.8990E-3	2.8975E+3	1.0000E-6	-1.0000E-6	2.2056E-3	-2.2087E-3	2.2072E+3	150.0000E+0	1.5243E-9	150.0000E+0	1.4679E-9	0.0000E+0	10.8307E-6	-10.8307E-6	19:03:46	04/03/2023
9.9062E+0	9.9310E+0	9.9186E+0	-12.4000E-3	1.0000E-6	-1.0000E-6	2.8964E-3	-2.8985E-3	2.8974E+3	1.0000E-6	-1.0000E-6	2.2058E-3	-2.2092E-3	2.2075E+3	150.0000E+0	2.3658E-9	150.0000E+0	-226.8672E-12	0.0000E+0	10.8307E-6	-10.8307E-6	19:03:49	04/03/2023
9.9204E+0	9.8832E+0	9.9018E+0	18.6000E-3	1.0000E-6	-1.0000E-6	2.8963E-3	-2.8999E-3	2.8981E+3	1.0000E-6	-1.0000E-6	2.2052E-3	-2.2085E-3	2.2068E+3	150.0000E+0	1.0099E-9	150.0000E+0	157.9969E-12	5.4154E-6	10.8307E-6	0.0000E+0	19:03:52	04/03/2023
9.9029E+0	9.8989E+0	9.9009E+0	2.0000E-3	1.0000E-6	-1.0000E-6	2.8978E-3	-2.8996E-3	2.8987E+3	1.0000E-6	-1.0000E-6	2.2050E-3	-2.2079E-3	2.2065E+3	150.0000E+0	1.9364E-9	150.0000E+0	879.9169E-12	37.9075E-6	64.9843E-6	10.8307E-6	19:03:56	04/03/2023
9.8875E+0	9.8528E+0	9.8701E+0	17.3500E-3	1.0000E-6	-1.0000E-6	2.8961E-3	-2.8982E-3	2.8972E+3	1.0000E-6	-1.0000E-6	2.2038E-3	-2.2072E-3	2.2055E+3	150.0000E+0	-1.0691E-9	150.0000E+0	2.0786E-9	5.4154E-6	21.6614E-6	-10.8307E-6	19:03:59	04/03/2023
9.8590E+0	9.8392E+0	9.8491E+0	9.9000E-3	1.0000E-6	-1.0000E-6	2.8967E-3	-2.8983E-3	2.8975E+3	1.0000E-6	-1.0000E-6	2.2033E-3	-2.2071E-3	2.2052E+3	150.0000E+0	2.9144E-9	150.0000E+0	1.1803E-9	21.6614E-6	21.6614E-6	21.6614E-6	19:04:02	04/03/2023
9.8622E+0	9.8846E+0	9.8734E+0	-11.2000E-3	1.0000E-6	-1.0000E-6	2.8968E-3	-2.8981E-3	2.8974E+3	1.0000E-6	-1.0000E-6	2.2041E-3	-2.2078E-3	2.2059E+3	150.0000E+0	3.7899E-9	150.0000E+0	-95.7255E-12	10.8307E-6	10.8307E-6	10.8307E-6	19:04:06	04/03/2023
9.8779E+0	9.9118E+0	9.8948E+0	-16.9500E-3	1.0000E-6	-1.0000E-6	2.8966E-3	-2.8996E-3	2.8981E+3	1.0000E-6	-1.0000E-6	2.2048E-3	-2.2079E-3	2.2064E+3	150.0000E+0	2.3947E-9	150.0000E+0	77.2725E-12	32.4921E-6	43.3229E-6	21.6614E-6	19:04:09	04/03/2023
9.9007E+0	9.8719E+0	9.8863E+0	14.4000E-3	1.0000E-6	-1.0000E-6	2.8958E-3	-2.8995E-3	2.8976E+3	1.0000E-6	-1.0000E-6	2.2044E-3	-2.2078E-3	2.2061E+3	150.0000E+0	2.2564E-9	150.0000E+0	-981.5900E-12	10.8307E-6	10.8307E-6	10.8307E-6	19:04:12	04/03/2023
9.8902E+0	9.9227E+0	9.9064E+0	-16.2500E-3	1.0000E-6	-1.0000E-6	2.8975E-3	-2.8997E-3	2.8986E+3	1.0000E-6	-1.0000E-6	2.2054E-3	-2.2088E-3	2.2071E+3	150.0000E+0	3.0321E-9	150.0000E+0	1.8512E-9	32.4921E-6	54.1536E-6	10.8307E-6	19:04:16	04/03/2023
9.9189E+0	9.9107E+0	9.9148E+0	4.1000E-3	1.0000E-6	-1.0000E-6	2.8979E-3	-2.9000E-3	2.8989E+3	1.0000E-6	-1.0000E-6	2.2049E-3	-2.2076E-3	2.2062E+3	150.0000E+0	635.5596E-12	150.0000E+0	2.2819E-9	5.4154E-6	0.0000E+0	10.8307E-6	19:04:19	04/03/2023
9.8739E+0	9.8461E+0	9.8600E+0	13.9000E-3	1.0000E-6	-1.0000E-6	2.8976E-3	-2.8985E-3	2.8980E+3	1.0000E-6	-1.0000E-6	2.2033E-3	-2.2074E-3	2.2054E+3	150.0000E+0	940.7186E-12	150.0000E+0	2.1049E-9	10.8307E-6	0.0000E+0	21.6614E-6	19:04:22	04/03/2023
9.8616E+0	9.8755E+0	9.8685E+0	-6.9500E-3	1.0000E-6	-1.0000E-6	2.8968E-3	-2.8993E-3	2.8980E+3	1.0000E-6	-1.0000E-6	2.2040E-3	-2.2070E-3	2.2055E+3	150.0000E+0	4.4649E-9	150.0000E+0	2.2730E-9	16.2461E-6	10.8307E-6	21.6614E-6	19:04:26	04/03/2023
9.8503E+0	9.8415E+0	9.8459E+0	4.4000E-3	1.0000E-6	-1.0000E-6	2.8968E-3	-2.8984E-3	2.8976E+3	1.0000E-6	-1.0000E-6	2.2029E-3	-2.2061E-3	2.2045E+3	150.0000E+0	1.4387E-9	150.0000E+0	-762.1989E-12	-5.4154E-6	0.0000E+0	-10.8307E-6	19:04:29	04/03/2023
9.8324E+0	9.8648E+0	9.8486E+0	-16.2000E-3	1.0000E-6	-1.0000E-6	2.8964E-3	-2.8982E-3	2.8973E+3	1.0000E-6	-1.0000E-6	2.2034E-3	-2.2062E-3	2.2048E+3	150.0000E+0	4.1580E-9	150.0000E+0	-959.8157E-12	16.2461E-6	10.8307E-6	21.6614E-6	19:04:32	04/03/2023
9.8564E+0	9.8253E+0	9.8408E+0	15.5500E-3	1.0000E-6	-1.0000E-6	2.8963E-3	-2.8973E-3	2.8968E+3	1.0000E-6	-1.0000E-6	2.2027E-3	-2.2059E-3	2.2043E+3	150.0000E+0	2.7625E-9	150.0000E+0	1.3720E-9	5.4154E-6	0.0000E+0	10.8307E-6	19:04:36	04/03/2023
9.8243E+0	9.8043E+0	9.8143E+0	10.0000E-3	1.0000E-6	-1.0000E-6	2.8972E-3	-2.8982E-3	2.8977E+3	1.0000E-6	-1.0000E-6	2.2022E-3	-2.2057E-3	2.2039E+3	150.0000E+0	916.8997E-12	150.0000E+0	1.2934E-9	0.0000E+0	-10.8307E-6	10.8307E-6	19:04:39	04/03/2023
9.8278E+0	9.8853E+0	9.8566E+0	-28.7500E-3	1.0000E-6	-1.0000E-6	2.8964E-3	-2.8995E-3	2.8980E+3	1.0000E-6	-1.0000E-6	2.2035E-3	-2.2070E-3	2.2052E+3	150.0000E+0	2.8813E-9	150.0000E+0	-904.4748E-12	-5.4154E-6	-10.8307E-6	0.0000E+0	19:04:42	04/03/2023
9.8942E+0	9.8778E+0	9.8860E+0	8.2000E-3	1.0000E-6	-1.0000E-6	2.8975E-3	-2.9005E-3	2.8990E+3	1.0000E-6	-1.0000E-6	2.2038E-3	-2.2069E-3	2.2053E+3	150.0000E+0	-10.4867E-12	150.0000E+0	-377.1954E-12	-21.6614E-6	-32.4921E-6	-10.8307E-6	19:04:46	04/03/2023
9.8607E+0	9.8369E+0	9.8488E+0	11.9000E-3	1.0000E-6	-1.0000E-6	2.8971E-3	-2.8985E-3	2.8978E+3	1.0000E-6	-1.0000E-6	2.2027E-3	-2.2058E-3	2.2042E+3	150.0000E+0	422.6696E-12	150.0000E+0	-614.4183E-12	-0.0000E+0	-0.0000E+0	-0.0000E+0	19:04:49	04/03/2023
9.8184E+0	9.8538E+0	9.8361E+0	-17.7000E-3	1.0000E-6	-1.0000E-6	2.8967E-3	-2.8992E-3	2.8980E+3	1.0000E-6	-1.0000E-6	2.2025E-3	-2.2058E-3	2.2042E+3	150.0000E+0	1.9742E-9	150.0000E+0	180.8793E-12	-10.8307E-6	0.0000E+0	-21.6614E-6	19:04:52	04/03/2023
9.8173E+0	9.8541E+0	9.8357E+0	-18.4000E-3	1.0000E-6	-1.0000E-6	2.8968E-3	-2.8987E-3	2.8978E+3	1.0000E-6	-1.0000E-6	2.2028E-3	-2.2062E-3	2.2045E+3	150.0000E+0	2.2613E-9	150.0000E+0	1.5444E-9	21.6614E-6	43.3229E-6	0.0000E+0	19:04:56	04/03/2023
9.8502E+0	9.8413E+0	9.8457E+0	4.4500E-3	1.0000E-6	-1.0000E-6	2.8968E-3	-2.8993E-3	2.8981E+3	1.0000E-6	-1.0000E-6	2.2026E-3	-2.2066E-3	2.2046E+3	150.0000E+0	1.1220E-9	150.0000E+0	-769.7164E-12	10.8307E-6	43.3229E-6	-21.6614E-6	19:04:59	04/03/2023
9.8522E+0	9.8391E+0	9.8456E+0	6.5500E-3	1.0000E-6	-1.0000E-6	2.8981E-3	-2.9002E-3	2.8991E+3	1.0000E-6	-1.0000E-6	2.2030E-3	-2.2058E-3	2.2044E+3	150.0000E+0	2.5901E-9	150.0000E+0	395.9393E-12	10.8307E-6	-0.0000E+0	21.6614E-6	19:05:02	04/03/2023
9.8193E+0	9.8278E+0	9.8236E+0	-4.2500E-3	1.0000E-6	-1.0000E-6	2.8971E-3	-2.8996E-3	2.8983E+3	1.0000E-6	-1.0000E-6	2.2025E-3	-2.2060E-3	2.2043E+3	150.0000E+0	701.0830E-12	150.0000E+0	967.6243E-12	27.0768E-6	21.6614E-6	32.4921E-6	19:05:06	04/03/2023
9.8397E+0	9.8217E+0	9.8307E+0	9.0000E-3	1.0000E-6	-1.0000E-6	2.8969E-3	-2.8995E-3	2.8982E+3	1.0000E-6	-1.0000E-6	2.2023E-3	-2.2062E-3	2.2042E+3	150.0000E+0	2.4429E-9	150.0000E+0	-376.0454E-12	27.0768E-6	32.4921E-6	21.6614E-6	19:05:09	04/03/2023
9.8560E+0	9.8360E+0	9.8460E+0	10.0000E-3	1.0000E-6	-1.0000E-6	2.8970E-3	-2.8990E-3	2.8980E+3	1.0000E-6	-1.0000E-6	2.2024E-3	-2.2048E-3	2.2036E+3	150.0000E+0	768.1319E-12	150.0000E+0	-596.0532E-12	10.8307E-6	0.0000E+0	21.6614E-6	19:05:12	04/03/2023
9.7875E+0	9.7880E+0	9.7877E+0	-250.0000E-6	1.0000E-6	-1.0000E-6	2.8971E-3	-2.8994E-3	2.8982E+3	1.0000E-6	-1.0000E-6	2.2015E-3	-2.2050E-3	2.2032E+3	150.0000E+0	2.6210E-9	150.0000E+0	1.8800E-9	16.2461E-6	-10.8307E-6	43.3229E-6	19:05:16	04/03/2023
9.7980E+0	9.8262E+0	9.8121E+0	-14.1000E-3	1.0000E-6	-1.0000E-6	2.8973E-3	-2.8999E-3	2.8986E+3	1.0000E-6	-1.0000E-6	2.2020E-3	-2.2055E-3	2.2037E+3	150.0000E+0	2.4721E-9	150.0000E+0	86.8855E-12	5.4154E-6	21.6614E-6	-10.8307E-6	19:05:19	04/03/2023
9.8278E+0	9.7918E+0	9.8098E+0	18.0000E-3	1.0000E-6	-1.0000E-6	2.8971E-3	-2.9002E-3	2.8986E+3	1.0000E-6	-1.0000E-6	2.2014E-3	-2.2049E-3	2.2032E+3	150.0000E+0	62.1658E-12	150.0000E+0	555.5809E-12	5.4154E-6	10.8307E-6	-0.0000E+0	19:05:22	04/03/2023
9.7917E+0	9.7919E+0	9.7918E+0	-100.0000E-6	1.0000E-6	-1.0000E-6	2.8960E-3	-2.8991E-3	2.8976E+3	1.0000E-6	-1.0000E-6	2.2013E-3	-2.2048E-3	2.2031E+3	150.0000E+0	766.9777E-12	150.0000E+0	-51.5185E-12	16.2461E-6	21.6614E-6	10.8307E-6	19:05:26	04/03/2023
9.8141E+0	9.8036E+0	9.8088E+0	5.2500E-3	1.0000E-6	-1.0000E-6	2.8965E-3	-2.8993E-3	2.8979E+3	1.0000E-6	-1.0000E-6	2.2014E-3	-2.2046E-3	2.2030E+3	150.0000E+0	2.2876E-9	150.0000E+0	984.9195E-12	27.0768E-6	43.3229E-6	10.8307E-6	19:05:29	04/03/2023
