T [K]	T [K]	T_avg [K]	T_err [K]	A_I [A]	A_I [A]	A_V [V]	A_V [V]	A_R [ohm]	B_I [A]	B_I [A]	B_V [V]	B_V [V]	B_R [ohm]	A_Vg [V]	A_Ileak [A]	B_Vg [V]	B_Ileak [A]	B [T]	B1 [T]	B2 [T]	Time	Day
9.9961E+0	10.0351E+0	10.0156E+0	-19.5000E-3	1.0000E-6	-1.0000E-6	4.0178E-3	-4.0102E-3	4.0140E+3	1.0000E-6	-1.0000E-6	6.7731E-3	-6.7806E-3	6.7769E+3	-100.0000E+0	-1.4746E-9	-100.0000E+0	861.7983E-12	5.4154E-6	10.8307E-6	-0.0000E+0	01:21:08	04/03/2023
9.9626E+0	9.9961E+0	9.9794E+0	-16.7500E-3	1.0000E-6	-1.0000E-6	3.6775E-3	-3.6709E-3	3.6742E+3	1.0000E-6	-1.0000E-6	5.0908E-3	-5.0965E-3	5.0937E+3	-50.0000E+0	2.4504E-9	-50.0000E+0	3.3265E-12	21.6614E-6	32.4921E-6	10.8307E-6	02:21:13	04/03/2023
9.9450E+0	9.9853E+0	9.9652E+0	-20.1500E-3	1.0000E-6	-1.0000E-6	3.6771E-3	-3.6723E-3	3.6747E+3	1.0000E-6	-1.0000E-6	5.0907E-3	-5.0966E-3	5.0936E+3	-50.0000E+0	-2.9022E-9	-50.0000E+0	1.4030E-9	10.8307E-6	21.6614E-6	0.0000E+0	02:21:16	04/03/2023
9.9992E+0	10.0013E+0	10.0003E+0	-1.0500E-3	1.0000E-6	-1.0000E-6	3.6768E-3	-3.6706E-3	3.6737E+3	1.0000E-6	-1.0000E-6	5.0912E-3	-5.0973E-3	5.0942E+3	-50.0000E+0	2.1279E-9	-50.0000E+0	-1.1866E-9	16.2461E-6	21.6614E-6	10.8307E-6	02:21:19	04/03/2023
10.0103E+0	10.0268E+0	10.0186E+0	-8.2500E-3	1.0000E-6	-1.0000E-6	3.6776E-3	-3.6726E-3	3.6751E+3	1.0000E-6	-1.0000E-6	5.0915E-3	-5.0977E-3	5.0946E+3	-50.0000E+0	-182.0005E-12	-50.0000E+0	-48.0675E-12	21.6614E-6	43.3229E-6	-0.0000E+0	02:21:22	04/03/2023
10.0350E+0	10.0357E+0	10.0354E+0	-350.0000E-6	1.0000E-6	-1.0000E-6	3.6775E-3	-3.6724E-3	3.6749E+3	1.0000E-6	-1.0000E-6	5.0922E-3	-5.0969E-3	5.0945E+3	-50.0000E+0	-1.1592E-9	-50.0000E+0	-847.6564E-12	5.4154E-6	10.8307E-6	0.0000E+0	02:21:25	04/03/2023
9.9961E+0	9.9494E+0	9.9728E+0	23.3500E-3	1.0000E-6	-1.0000E-6	3.6771E-3	-3.6710E-3	3.6741E+3	1.0000E-6	-1.0000E-6	5.0907E-3	-5.0962E-3	5.0935E+3	-50.0000E+0	1.1723E-9	-50.0000E+0	-1.1606E-9	10.8307E-6	10.8307E-6	10.8307E-6	02:21:28	04/03/2023
9.9836E+0	9.9753E+0	9.9794E+0	4.1500E-3	1.0000E-6	-1.0000E-6	3.6780E-3	-3.6711E-3	3.6746E+3	1.0000E-6	-1.0000E-6	5.0906E-3	-5.0959E-3	5.0933E+3	-50.0000E+0	1.7214E-9	-50.0000E+0	1.3991E-9	0.0000E+0	0.0000E+0	-0.0000E+0	02:21:32	04/03/2023
9.9562E+0	9.9656E+0	9.9609E+0	-4.7000E-3	1.0000E-6	-1.0000E-6	3.6779E-3	-3.6721E-3	3.6750E+3	1.0000E-6	-1.0000E-6	5.0912E-3	-5.0960E-3	5.0936E+3	-50.0000E+0	1.5773E-9	-50.0000E+0	-1.4427E-9	5.4154E-6	-0.0000E+0	10.8307E-6	02:21:35	04/03/2023
9.9948E+0	9.9836E+0	9.9892E+0	5.6000E-3	1.0000E-6	-1.0000E-6	3.6774E-3	-3.6713E-3	3.6744E+3	1.0000E-6	-1.0000E-6	5.0906E-3	-5.0958E-3	5.0932E+3	-50.0000E+0	-2.4974E-9	-50.0000E+0	-1.4182E-9	10.8307E-6	10.8307E-6	10.8307E-6	02:21:38	04/03/2023
9.9595E+0	9.9936E+0	9.9765E+0	-17.0500E-3	1.0000E-6	-1.0000E-6	3.6780E-3	-3.6728E-3	3.6754E+3	1.0000E-6	-1.0000E-6	5.0918E-3	-5.0968E-3	5.0943E+3	-50.0000E+0	1.1299E-9	-50.0000E+0	-820.9103E-12	10.8307E-6	10.8307E-6	10.8307E-6	02:21:41	04/03/2023
10.0150E+0	10.0121E+0	10.0136E+0	1.4500E-3	1.0000E-6	-1.0000E-6	3.6786E-3	-3.6735E-3	3.6761E+3	1.0000E-6	-1.0000E-6	5.0917E-3	-5.0968E-3	5.0943E+3	-50.0000E+0	716.5802E-12	-50.0000E+0	679.5232E-12	0.0000E+0	10.8307E-6	-10.8307E-6	02:21:44	04/03/2023
10.0160E+0	10.0075E+0	10.0117E+0	4.2500E-3	1.0000E-6	-1.0000E-6	3.6786E-3	-3.6727E-3	3.6757E+3	1.0000E-6	-1.0000E-6	5.0907E-3	-5.0964E-3	5.0935E+3	-50.0000E+0	-757.4084E-12	-50.0000E+0	1.4093E-9	-5.4154E-6	-10.8307E-6	0.0000E+0	02:21:47	04/03/2023
9.9942E+0	10.0153E+0	10.0047E+0	-10.5500E-3	1.0000E-6	-1.0000E-6	3.6789E-3	-3.6723E-3	3.6756E+3	1.0000E-6	-1.0000E-6	5.0914E-3	-5.0962E-3	5.0938E+3	-50.0000E+0	-945.6116E-12	-50.0000E+0	1.1775E-9	-16.2461E-6	-10.8307E-6	-21.6614E-6	02:21:51	04/03/2023
9.9794E+0	9.9317E+0	9.9555E+0	23.8500E-3	1.0000E-6	-1.0000E-6	3.6782E-3	-3.6715E-3	3.6749E+3	1.0000E-6	-1.0000E-6	5.0901E-3	-5.0955E-3	5.0928E+3	-50.0000E+0	408.4531E-12	-50.0000E+0	-1.4811E-9	0.0000E+0	0.0000E+0	0.0000E+0	02:21:54	04/03/2023
9.9244E+0	9.9213E+0	9.9229E+0	1.5500E-3	1.0000E-6	-1.0000E-6	3.6779E-3	-3.6710E-3	3.6745E+3	1.0000E-6	-1.0000E-6	5.0896E-3	-5.0948E-3	5.0922E+3	-50.0000E+0	513.9502E-12	-50.0000E+0	996.4245E-12	5.4154E-6	0.0000E+0	10.8307E-6	02:21:57	04/03/2023
