----------------------------------------------------------------------------------------------------------------------
time (s)	T (K)	B (T)	R1 (Ohm)	Theta1 (deg.)	 X1 (Ohm)	 R2 (Ohm)	 Theta2 (deg.)	 X2 (Ohm)	 I_leak(nA)
1701267302.9071250	5.00000	0.061834	1221.775000000	6.67	1213.500586260	56.705800000	-73.72	15.894530804	0.010240050
1701267304.6610970	5.00900	0.070462	1221.927500000	6.67	1213.666913880	56.686700000	-73.72	15.894875274	0.015308170
1701267305.8738580	5.00200	0.077652	1222.080000000	6.67	1213.818382936	56.724800000	-73.74	15.882749438	0.017079970
1701267307.6015999	5.00000	0.084842	1222.387500000	6.67	1214.123804146	56.743900000	-73.85	15.779680021	0.011187750
1701267308.8030310	4.99300	0.092032	1222.540000000	6.67	1214.275273202	56.667600000	-73.90	15.712855347	0.008056257
1701267310.5064840	4.99900	0.100660	1222.845000000	6.67	1214.578211313	56.648600000	-73.90	15.707587006	0.009910413
1701267311.7172501	4.99700	0.106412	1223.150000000	6.67	1214.881149424	56.667600000	-73.90	15.712855347	0.013206770
1701267313.4755530	5.00700	0.115040	1223.455000000	6.67	1215.184087535	56.629500000	-74.02	15.594003698	0.018192490
1701267314.6952960	4.99400	0.120792	1223.760000000	6.67	1215.487025646	56.763000000	-74.12	15.533595994	0.013165560
1701267316.4090900	5.00600	0.129420	1223.912500000	6.67	1215.638494701	56.648600000	-74.23	15.393849219	0.010981820
1701267317.6164911	5.00600	0.135172	1224.217500000	6.67	1215.941432813	56.724800000	-74.30	15.345943748	0.014813700
1701267319.3691671	4.99400	0.143800	1224.675000000	6.66	1216.410720473	56.724800000	-74.30	15.345943748	0.013124370
1701267320.5795801	4.99600	0.150990	1224.827500000	6.66	1216.562191381	56.724800000	-74.30	15.345943748	0.014236870
1701267322.3103271	4.99700	0.159618	1225.437500000	6.66	1217.168075015	56.705800000	-74.45	15.197831580	0.006861310
1701267323.5207241	4.99800	0.165370	1225.590000000	6.66	1217.319545924	56.705800000	-74.49	15.163502754	0.018480900
1701267325.2773860	4.99700	0.173998	1225.895000000	6.66	1217.622487741	56.667600000	-74.57	15.078938303	0.008921509
1701267326.4788210	5.00000	0.179750	1226.200000000	6.66	1217.925429558	56.686700000	-74.65	15.009618173	0.011558570
1701267328.7102180	5.00200	0.191254	1226.812500000	6.65	1218.548689424	56.782100000	-74.72	14.960322762	0.018274860
1701267329.9176340	4.98900	0.197006	1227.117500000	6.65	1218.851634944	56.763000000	-74.86	14.829098837	0.008015113
1701267331.6829200	5.00100	0.205634	1227.270000000	6.65	1219.003107703	56.763000000	-74.86	14.829098837	0.008550695
1701267332.8936870	4.99100	0.211386	1227.880000000	6.65	1219.608998743	56.763000000	-74.86	14.829098837	0.012918360
1701267334.6104431	4.99800	0.221452	1228.032500000	6.65	1219.760471502	56.743900000	-74.99	14.697881154	0.016420670
1701267335.8178771	5.00900	0.227204	1228.490000000	6.65	1220.214889782	56.801100000	-75.08	14.626501137	0.007355751
1701267337.5203309	4.99200	0.235832	1228.947500000	6.65	1220.684213696	56.763000000	-75.22	14.484541662	0.011434970
1701267338.7749791	5.00000	0.241584	1229.100000000	6.65	1220.835688305	56.782100000	-75.25	14.460666752	0.013083170
1701267340.5153289	4.99600	0.250212	1229.557500000	6.65	1221.290112134	56.839300000	-75.28	14.446452149	0.011929420
1701267341.7215011	5.00400	0.255964	1229.862500000	6.65	1221.593061353	56.801100000	-75.42	14.298628869	0.013742390
1701267343.4874270	4.99300	0.264592	1230.320000000	6.64	1222.062394061	56.782100000	-75.44	14.276581097	0.008509478
1701267344.6961999	4.99300	0.270344	1230.625000000	6.65	1222.350434400	56.801100000	-75.46	14.264086160	0.015967410
1701267346.4119790	4.99700	0.280410	1230.932500000	6.65	1222.655866809	56.839300000	-75.62	14.118062811	0.018110080
1701267347.6223810	4.98600	0.286162	1231.237500000	6.65	1222.958816028	56.896500000	-75.66	14.091866416	0.013948410
1701267349.3880210	4.99700	0.294790	1231.695000000	6.64	1223.428165398	56.915600000	-75.66	14.096597017	0.009539577
1701267350.5987811	5.00400	0.300542	1232.000000000	6.64	1223.731118313	56.896500000	-75.77	13.982160171	0.012341480
1701267352.3161540	4.99600	0.309170	1232.305000000	6.64	1224.034071228	56.896500000	-75.83	13.930174708	0.018357290
1701267353.5236211	4.99700	0.314922	1232.762500000	6.64	1224.503425650	56.896500000	-75.83	13.930174708	0.010157630
1701267355.2839200	4.99600	0.323550	1233.067500000	6.64	1224.791453515	56.896500000	-75.83	13.930174708	0.014566490
1701267356.5030251	4.99000	0.330740	1233.372500000	6.64	1225.109338865	56.934700000	-75.84	13.927965587	0.017904020
1701267358.7177460	5.00100	0.340806	1233.830000000	6.64	1225.563773777	57.049100000	-75.87	13.926986153	0.006572898
1701267359.9358540	4.99500	0.347996	1234.135000000	6.64	1225.866730384	56.972800000	-75.90	13.879429343	0.017368390
1701267361.6836960	4.99700	0.356624	1234.592500000	6.64	1226.321165295	57.010900000	-76.04	13.749700196	0.018975350
1701267362.8954620	4.99700	0.362376	1234.745000000	6.64	1226.472643599	57.030000000	-76.05	13.748510719	0.008550712
1701267364.6218481	4.99900	0.371004	1235.202500000	6.63	1226.942019647	56.972800000	-76.23	13.560947312	0.010693310
1701267365.8240011	4.99700	0.376756	1235.510000000	6.63	1227.247463225	56.934700000	-76.36	13.430238485	0.016915120
1701267367.5400541	4.99400	0.385384	1235.815000000	6.63	1227.550423521	56.896500000	-76.54	13.247460151	0.018068860
1701267368.7937031	5.00000	0.391136	1236.120000000	6.63	1227.853383818	56.896500000	-76.55	13.230076192	0.013577610
1701267370.5304129	4.99300	0.399764	1236.577500000	6.63	1228.307824263	56.991900000	-76.58	13.229039931	0.009251173
1701267371.7418289	4.99100	0.406954	1236.882500000	6.63	1228.610784560	57.049100000	-76.63	13.195824680	0.010075250
1701267373.5041211	4.98700	0.415582	1237.187500000	6.62	1228.928696528	57.049100000	-76.64	13.178387567	0.009663187
1701267374.7198820	4.98900	0.421334	1237.492500000	6.62	1229.231660510	57.030000000	-76.77	13.051920218	0.008056247
1701267376.4346590	4.98500	0.429962	1237.950000000	6.62	1229.686106484	57.030000000	-76.77	13.051920218	0.009828017
1701267377.6452711	4.99600	0.435714	1238.102500000	6.62	1229.852537718	57.010900000	-76.84	12.983611479	0.008756735
1701267379.4047170	4.99200	0.444342	1238.560000000	6.62	1230.306989216	57.163500000	-76.99	12.866766434	0.012465090
1701267380.6204720	4.98800	0.451532	1238.865000000	6.62	1230.609956881	57.163500000	-76.99	12.866766434	0.007396996
1701267382.3335459	4.99800	0.458722	1239.170000000	6.62	1230.912924547	57.163500000	-76.99	12.866766434	0.015720230
1701267383.5472989	4.99400	0.465912	1239.475000000	6.62	1231.215892212	57.163500000	-77.01	12.849268194	0.007396975
1701267385.8066170	4.99300	0.477416	1239.935000000	6.62	1231.672827052	57.125400000	-77.15	12.700765942	0.011805870
1701267387.0180271	4.99400	0.483168	1240.087500000	6.62	1231.824310885	57.106300000	-77.19	12.661534022	0.015184560
1701267388.7334459	4.98900	0.491796	1240.545000000	6.62	1232.278762383	57.087200000	-77.29	12.564011627	0.007891424
1701267389.9425690	4.99500	0.497548	1240.697500000	6.61	1232.445213275	57.068200000	-77.33	12.513188522	0.013907220
1701267391.7038729	4.99100	0.506176	1241.002500000	6.61	1232.748184620	57.087200000	-77.36	12.494022790	0.009127601
1701267392.9192691	4.99300	0.511928	1241.307500000	6.61	1233.051155965	57.068200000	-77.35	12.495695694	0.015349370
1701267394.6356809	4.99700	0.520556	1241.765000000	6.61	1233.520579392	57.182600000	-77.48	12.398015040	0.018316080
1701267395.8438110	4.98800	0.527746	1241.917500000	6.61	1233.672066903	57.220800000	-77.56	12.330240925	0.016173460
1701267397.6070969	4.99400	0.536374	1242.222500000	6.61	1233.975041924	57.201700000	-77.57	12.314426041	0.010816910
1701267398.8175120	4.99700	0.542126	1242.527500000	6.61	1234.278016944	57.201700000	-77.59	12.296876357	0.016173490
1701267400.5219581	4.98800	0.550754	1242.832500000	6.60	1234.595957703	57.182600000	-77.72	12.164078685	0.017244780
1701267401.7300930	4.99300	0.556506	1242.985000000	6.60	1234.747447050	57.163500000	-77.74	12.142467650	0.011352650
1701267403.5119700	4.98800	0.565134	1243.595000000	6.60	1235.353404437	57.335200000	-77.77	12.149602339	0.005295635
1701267404.7207420	4.99000	0.570886	1243.747500000	6.60	1235.504893784	57.316100000	-77.90	12.010605964	0.017244780
1701267406.4382191	4.98800	0.579514	1244.055000000	6.60	1235.810355909	57.316100000	-77.95	11.963650811	0.014442890
1701267407.6522801	4.99500	0.586704	1244.207500000	6.60	1235.961845256	57.316100000	-77.95	11.963650811	0.012423870
1701267409.4105711	4.98600	0.595332	1244.512500000	6.60	1236.264823949	57.297100000	-78.08	11.830557875	0.010322500
1701267410.6243520	5.00000	0.601084	1244.817500000	6.60	1236.567802643	57.278000000	-78.13	11.779658920	0.013041950
1701267412.3397479	4.99100	0.609712	1245.122500000	6.60	1236.870781336	57.411500000	-78.29	11.648209947	0.017121150
1701267413.5495131	4.99400	0.615464	1245.275000000	6.60	1237.022270683	57.430600000	-78.28	11.669751670	0.012712300
1701267415.3138030	4.98800	0.624092	1245.732500000	6.59	1237.491725811	57.430600000	-78.35	11.599078668	0.007314632
1701267416.5282061	4.99000	0.629844	1245.885000000	6.59	1237.643216993	57.430600000	-78.35	11.599078668	0.009828090
1701267418.7402971	4.99600	0.641348	1246.342500000	6.59	1238.097690537	57.392400000	-78.51	11.432388293	0.015060960
1701267419.9470720	4.99200	0.647100	1246.495000000	6.59	1238.264164401	57.392400000	-78.53	11.414718713	0.011393810
1701267421.7193389	4.98100	0.655728	1246.800000000	6.59	1238.567150430	57.392400000	-78.53	11.414718713	0.008674360
1701267422.9254639	4.99400	0.662918	1247.105000000	6.59	1238.870136459	57.506900000	-78.64	11.331238870	0.011187780
1701267424.7073569	4.98100	0.671546	1247.410000000	6.59	1239.173122488	57.545000000	-78.73	11.250112829	0.011929400
1701267425.9154761	4.99400	0.677298	1247.562500000	6.59	1239.324615503	57.545000000	-78.73	11.250112829	0.014319260
1701267427.7086971	4.99500	0.685926	1247.867500000	6.58	1239.642587117	57.487800000	-78.91	11.061756758	0.007149736
1701267428.9191120	4.99100	0.693116	1248.020000000	6.58	1239.794081963	57.487800000	-78.91	11.061756758	0.013371550
1701267430.6474900	4.98400	0.701744	1248.327500000	6.58	1240.099555177	57.487800000	-78.91	11.061756758	0.014607730
1701267431.8606141	4.98600	0.707496	1248.480000000	6.58	1240.251050023	57.487800000	-78.97	10.996765729	0.011888270
1701267433.6105740	4.99100	0.716124	1248.785000000	6.58	1240.569022714	57.468700000	-79.05	10.916311255	0.005130726
1701267434.8197069	4.99300	0.721876	1249.090000000	6.58	1240.857029406	57.487800000	-79.09	10.878562899	0.015596630
1701267436.5537140	4.98800	0.730504	1249.242500000	6.58	1241.008524252	57.525900000	-79.10	10.879857342	0.012753510
1701267437.7648370	4.99800	0.736256	1249.395000000	6.58	1241.175009416	57.602200000	-79.11	10.882441258	0.015102150
1701267439.5257821	4.98300	0.746322	1249.700000000	6.58	1241.478002768	57.583200000	-79.28	10.713002983	0.015019740
1701267440.7395370	4.99000	0.752074	1250.010000000	6.58	1241.785963223	57.564100000	-79.42	10.567267315	0.015184560
1701267442.4533200	4.99300	0.760702	1250.162500000	6.57	1241.952445806	57.583200000	-79.48	10.511491566	0.016544300
1701267443.6640790	4.98400	0.766454	1250.467500000	6.57	1242.255442813	57.583200000	-79.58	10.416616399	0.012959530
1701267445.4393499	4.99100	0.775082	1250.772500000	6.58	1242.543446600	57.525900000	-79.62	10.364775229	0.007026199
1701267446.6371400	5.00000	0.780834	1250.925000000	6.57	1242.709938324	57.640400000	-79.64	10.367592932	0.019263790
1701267448.3485529	4.99000	0.789462	1251.077500000	6.57	1242.861436828	57.697600000	-79.67	10.348162200	0.018439720
1701267449.5519950	4.99200	0.795214	1251.382500000	6.57	1243.164433835	57.697600000	-79.75	10.264933619	0.009333558
1701267451.3152900	4.99100	0.805280	1251.687500000	6.57	1243.467430842	57.697600000	-79.84	10.181682976	0.011723400
1701267452.5264080	4.99300	0.811032	1251.840000000	6.57	1243.618929346	57.697600000	-79.96	10.062715566	0.016997550
1701267454.7511079	4.99000	0.821098	1252.145000000	6.56	1243.936922384	57.793000000	-80.04	9.995912528	0.009663187
1701267455.9648681	4.99100	0.828288	1252.450000000	6.56	1244.239923044	57.793000000	-80.04	9.995912528	0.012300270
1701267457.7265401	4.98200	0.836916	1252.602500000	6.56	1244.391423374	57.793000000	-80.04	9.995912528	0.012753510
1701267458.9389491	4.99100	0.842668	1252.755000000	6.56	1244.542923704	57.812000000	-80.04	9.999198779	0.010981750
1701267460.7233629	4.98700	0.851296	1252.907500000	6.56	1244.694424034	57.812000000	-80.21	9.832197180	0.014566510
1701267461.9309571	4.99200	0.857048	1253.062500000	6.56	1244.863401344	57.793000000	-80.24	9.799144967	0.015143360
1701267463.6483691	4.98500	0.865676	1253.520000000	6.56	1245.317907808	57.773900000	-80.38	9.652776451	0.011682270
1701267464.8541491	4.99100	0.872866	1253.520000000	6.56	1245.317907808	57.926500000	-80.41	9.648367395	0.013289150
1701267466.5585980	4.99500	0.880056	1253.825000000	6.56	1245.620912117	57.945500000	-80.41	9.651532077	0.017244790
1701267467.7707160	4.98900	0.887246	1253.977500000	6.55	1245.787404927	57.926500000	-80.43	9.630422983	0.013495270
1701267469.5246811	4.98900	0.895874	1254.282500000	6.55	1246.090412883	57.907400000	-80.59	9.465758563	0.013412810
1701267470.7324491	4.99000	0.901626	1254.435000000	6.55	1246.241916860	57.926500000	-80.59	9.468880720	0.006284463
1701267472.4611900	4.99300	0.910254	1254.740000000	6.55	1246.544924816	57.926500000	-80.59	9.468880720	0.015308200
1701267473.6749439	4.98600	0.916006	1254.892500000	6.55	1246.696428794	57.926500000	-80.61	9.450926883	0.013907230
1701267475.4322541	4.99600	0.924634	1255.045000000	6.55	1246.847932771	57.888300000	-80.77	9.283174702	0.011558580
1701267476.6460159	4.99100	0.931824	1255.350000000	6.55	1247.165934113	58.002800000	-80.92	9.151618904	0.009003947
1701267478.3590789	4.98700	0.939014	1255.502500000	6.55	1247.317439912	58.002800000	-80.98	9.097633222	0.011929440
1701267479.5718391	4.98300	0.946204	1255.502500000	6.55	1247.317439912	58.002800000	-80.98	9.097633222	0.012176690
1701267481.3374810	4.99400	0.954832	1255.960000000	6.55	1247.771957309	58.002800000	-81.14	8.929626303	0.011311400
1701267482.5472500	4.98800	0.960584	1256.112500000	6.55	1247.923463109	58.021800000	-81.14	8.932551384	0.009951644
1701267484.7679591	4.99200	0.972088	1256.265000000	6.55	1248.074968908	58.002800000	-81.16	8.911620983	0.014072060
1701267485.9697490	4.98900	0.977840	1256.417500000	6.54	1248.241467154	58.136300000	-81.18	8.914084443	0.014360470
1701267487.7324030	4.99100	0.986468	1256.570000000	6.54	1248.392974773	58.155400000	-81.20	8.898958608	0.010816940
1701267488.9458029	4.99500	0.992220	1256.875000000	6.54	1248.695990011	58.136300000	-81.33	8.763653372	0.017615610
1701267490.6751800	4.98900	1.002286	1257.027500000	6.54	1248.847497630	58.117200000	-81.44	8.646443910	0.011970660
1701267491.8869431	4.98600	1.008038	1257.180000000	6.54	1248.999005249	58.098100000	-81.50	8.583434467	0.008839120
1701267493.6512311	4.99500	1.016666	1257.335000000	6.54	1249.152996599	58.117200000	-81.53	8.562178627	0.012918320
1701267494.8570120	4.99700	1.022418	1257.487500000	6.53	1249.319495733	58.212600000	-81.54	8.564174367	0.012259080
1701267496.5694370	4.99600	1.031046	1257.792500000	6.53	1249.622514607	58.212600000	-81.70	8.401339062	0.008344762
1701267497.7742879	4.98700	1.036798	1257.945000000	6.53	1249.774024044	58.098100000	-81.71	8.378793862	0.011805820
1701267499.5365140	4.98700	1.045426	1258.097500000	6.53	1249.925533481	58.174400000	-81.80	8.299362544	0.011393780
1701267500.7492721	4.99600	1.051178	1258.250000000	6.53	1250.077042918	58.212600000	-81.89	8.214297261	0.009951630
1701267502.4746640	4.99500	1.061244	1258.555000000	6.53	1250.380061792	58.231700000	-81.91	8.198881049	0.014319270
1701267503.6917820	4.98700	1.066996	1258.707500000	6.53	1250.531571229	58.231700000	-81.91	8.198881049	0.009745600
1701267505.4540679	4.98400	1.075624	1258.860000000	6.53	1250.698074829	58.212600000	-82.04	8.063393951	0.014978550
1701267506.6724520	4.99500	1.081376	1259.012500000	6.53	1250.849586082	58.346100000	-82.10	8.015318540	0.009580798
1701267508.3832419	4.98900	1.090004	1259.165000000	6.53	1251.001097335	58.365200000	-82.25	7.866564055	0.007396972
1701267509.5916569	4.98600	1.095756	1259.317500000	6.53	1251.152608589	58.365200000	-82.25	7.866564055	0.015019710
1701267511.3409801	4.98300	1.104384	1259.622500000	6.53	1251.455631096	58.365200000	-82.25	7.866564055	0.009869196
1701267512.5540960	5.00100	1.111574	1259.775000000	6.53	1251.607142349	58.365200000	-82.27	7.848395009	0.012588700
1701267514.7791531	4.98300	1.121640	1259.927500000	6.52	1251.773646753	58.346100000	-82.40	7.712607009	0.016832690
1701267515.9919100	4.99300	1.127392	1260.080000000	6.52	1251.925159821	58.346100000	-82.42	7.700494094	0.010404890
1701267517.7472241	4.98500	1.137458	1260.232500000	6.52	1252.076672889	58.346100000	-82.55	7.567229857	0.013783630
1701267518.9539919	4.98700	1.143210	1260.537500000	6.52	1252.379699025	58.346100000	-82.48	7.633867040	0.008674301
1701267520.7498491	4.99100	1.151838	1260.690000000	6.52	1252.531212093	58.327000000	-82.61	7.498127265	0.017780410
1701267521.9556270	4.98600	1.157590	1260.842500000	6.52	1252.682725162	58.479600000	-82.67	7.463082758	0.016297090
1701267523.6820171	4.98600	1.166218	1260.995000000	6.52	1252.834238230	58.479600000	-82.80	7.329437366	0.005336773
1701267524.8897920	4.99000	1.171970	1261.147500000	6.52	1253.000745226	58.479600000	-82.81	7.317285845	0.012835950
1701267526.6002221	4.98400	1.180598	1261.300000000	6.52	1253.152260107	58.460500000	-82.97	7.150872809	0.014525300
1701267527.8518801	4.99200	1.187788	1261.452500000	6.52	1253.303774988	58.441500000	-82.97	7.148548734	0.008633094
1701267529.5852511	4.99100	1.196416	1261.605000000	6.51	1253.470275491	58.517800000	-82.99	7.145717667	0.012135510
1701267530.8508699	4.98600	1.202168	1261.760000000	6.51	1253.624276064	58.613100000	-83.14	6.998936199	0.015266960
1701267532.5852380	4.98200	1.210796	1261.912500000	6.51	1253.775792757	58.613100000	-83.17	6.968465075	0.010899350
1701267533.7913721	4.98900	1.216548	1262.065000000	6.51	1253.927309449	58.613100000	-83.17	6.968465075	0.016379490
1701267535.5533090	4.98600	1.226614	1262.217500000	6.51	1254.078826142	58.594000000	-83.30	6.832142456	0.009209924
1701267536.7670660	4.98800	1.232366	1262.370000000	6.51	1254.230342835	58.594000000	-83.35	6.783387307	0.010899360
1701267538.4894681	4.98800	1.240994	1262.522500000	6.51	1254.381859527	58.594000000	-83.37	6.765102896	0.011599810
1701267539.6962450	4.99300	1.246746	1262.675000000	6.50	1254.548360794	58.575000000	-83.47	6.665412745	0.016915140
1701267541.4605319	4.99600	1.255374	1262.827500000	6.50	1254.699879296	58.613100000	-83.52	6.614862572	0.009251166
1701267542.6696739	4.99100	1.261126	1262.980000000	6.50	1254.851397798	58.708500000	-83.54	6.601193841	0.012011830
1701267544.3910580	4.98500	1.269754	1263.132500000	6.50	1255.002916301	58.746600000	-83.60	6.550458632	0.013536390
1701267545.5954871	4.98600	1.276944	1263.285000000	6.50	1255.154434803	58.727600000	-83.69	6.450545493	0.012011860
1701267547.3621249	4.99500	1.285572	1263.437500000	6.50	1255.305953306	58.727600000	-83.73	6.413867845	0.008715580
1701267548.5698221	4.99100	1.291324	1263.437500000	6.50	1255.305953306	58.708500000	-83.87	6.265093818	0.020046660
1701267550.7919459	4.98800	1.302828	1263.742500000	6.50	1255.608990310	58.708500000	-83.90	6.234528797	0.007809035
1701267551.9927471	4.99400	1.308580	1263.742500000	6.50	1255.623973783	58.689400000	-84.02	6.116375675	0.010116490
1701267553.7128041	4.98300	1.317208	1263.895000000	6.50	1255.775494094	58.689400000	-84.05	6.085812473	0.008385889
1701267554.9654939	4.98800	1.322960	1264.200000000	6.50	1256.078534715	58.746600000	-84.07	6.067268247	0.014072050
1701267556.6988289	4.99000	1.331588	1264.352500000	6.50	1256.230055025	58.746600000	-84.10	6.036672257	0.015720220
1701267557.9109559	4.98900	1.337340	1264.505000000	6.50	1256.381575336	58.861100000	-84.23	5.913533700	0.012753520
1701267559.6732330	4.98700	1.347406	1264.657500000	6.50	1256.533095646	58.861100000	-84.26	5.882869223	0.006943768
1701267560.8836491	4.98700	1.353158	1264.657500000	6.50	1256.533095646	58.842000000	-84.36	5.782854995	0.013247970
1701267562.5940809	4.99400	1.361786	1264.810000000	6.50	1256.684615957	58.842000000	-84.44	5.696999548	0.013289190
1701267563.7958751	4.98800	1.367538	1264.962500000	6.49	1256.851120423	58.880200000	-84.53	5.614774582	0.010404930
1701267565.5004301	4.98500	1.376166	1265.115000000	6.49	1257.002642539	58.822900000	-84.59	5.547988945	0.010281330
1701267566.7114410	4.98700	1.381918	1265.267500000	6.49	1257.154164656	58.822900000	-84.59	5.547988945	0.014648910
1701267568.4693899	4.98900	1.390546	1265.420000000	6.49	1257.305686773	58.937400000	-84.61	5.534210146	0.013495190
1701267569.6811521	4.99300	1.396298	1265.420000000	6.49	1257.305686773	58.861100000	-84.75	5.385885926	0.012176650
1701267571.3999131	4.98900	1.404926	1265.572500000	6.49	1257.457208890	58.803900000	-84.76	5.368387722	0.014854950
1701267572.6096900	4.97500	1.410678	1265.725000000	6.49	1257.608731007	58.803900000	-84.76	5.368387722	0.009745611
1701267574.3736191	4.98600	1.420744	1266.032500000	6.49	1257.914259210	58.918300000	-84.95	5.182189180	0.012629900
1701267575.5843830	4.98800	1.426496	1266.032500000	6.49	1257.929242245	58.975500000	-84.96	5.181068242	0.017739210
1701267577.7994680	4.99200	1.438000	1266.185000000	6.49	1258.080766167	58.956400000	-85.09	5.050227254	0.007190942
1701267579.0062480	4.98600	1.443752	1266.337500000	6.49	1258.232290089	58.994600000	-85.14	4.998100511	0.016791540
1701267580.7675450	4.98100	1.452380	1266.490000000	6.49	1258.383814011	59.109000000	-85.15	5.001624978	0.012094200
1701267581.9836531	4.98500	1.458132	1266.642500000	6.49	1258.535337932	59.109000000	-85.31	4.828908675	0.003976978
1701267583.7026961	4.98200	1.466760	1266.795000000	6.49	1258.686861854	59.128100000	-85.33	4.818126577	0.015802610
1701267584.9084780	4.98300	1.472512	1266.947500000	6.49	1258.838385776	59.070900000	-85.40	4.733311984	0.013454050
1701267586.6697731	4.98600	1.481140	1267.100000000	6.49	1258.989909698	59.090000000	-85.49	4.648485495	0.016461880
1701267587.8845270	4.98800	1.488330	1267.100000000	6.48	1259.004891560	59.109000000	-85.51	4.631467865	0.012465080
1701267589.6089220	4.99000	1.496958	1267.252500000	6.48	1259.156417285	59.090000000	-85.65	4.481911877	0.010075220
1701267590.8230529	4.98300	1.502710	1267.405000000	6.48	1259.307943010	59.090000000	-85.67	4.463401461	0.015885030
1701267592.5720091	4.98400	1.511338	1267.405000000	6.47	1259.322914668	59.223500000	-85.84	4.300310223	0.016255870
1701267593.7871161	4.98600	1.517090	1267.710000000	6.47	1259.625969721	59.242500000	-85.85	4.283127179	0.010816910
1701267595.5145040	4.99100	1.525718	1267.862500000	6.47	1259.777497247	59.223500000	-85.85	4.281753513	0.014525240
1701267596.7272639	4.98600	1.531470	1267.862500000	6.47	1259.777497247	59.242500000	-86.00	4.134610809	0.011270150
1701267598.4825780	4.98700	1.541536	1268.015000000	6.47	1259.929024774	59.242500000	-86.03	4.097477599	0.016214660
1701267599.6880000	4.98600	1.547288	1268.167500000	6.47	1260.095519147	59.223500000	-86.05	4.083789347	0.011847030
1701267601.4117670	4.98800	1.555916	1268.167500000	6.47	1260.095519147	59.223500000	-86.05	4.083789347	0.010693290
1701267602.6155360	4.98700	1.561668	1268.320000000	6.47	1260.247048474	59.223500000	-86.09	4.034291053	0.013989650
1701267604.3758240	4.98200	1.570296	1268.625000000	6.47	1260.550107126	59.299800000	-86.21	3.915571103	0.011517370
1701267605.5872431	4.99300	1.576048	1268.625000000	6.47	1260.550107126	59.376100000	-86.30	3.833745082	0.013247960
1701267607.8172829	4.97600	1.587552	1268.777500000	6.47	1260.701636452	59.395100000	-86.48	3.648747386	0.013289170
1701267609.0270591	4.98100	1.593304	1268.930000000	6.47	1260.853165778	59.376100000	-86.54	3.585517124	0.009003923
