------------------------------------------------------------------------------------------------------------------
time (s)	 T (K)	 R1 (Ohm)	 Theta1 (deg.)	 X1 (Ohm)	 R2 (Ohm)	 Theta2 (deg.)	 X2 (Ohm)	 Vgate (V) 	 Ileak (nA)
------------------------------------------------------------------------------------------------------------------

1700232680.9769261	8.00700	11793.200000000	6.78	11710.727538940	273.037500000	4.97	272.011758090	 10.000	 0.042
1700232684.2432201	8.01000	11792.200000000	6.78	11709.734532162	546.077500000	4.96	544.030955998	 10.000	 0.038
1700232687.4516721	7.99500	11791.300000000	6.78	11708.840826061	649.597500000	4.96	647.162992320	 10.000	 0.038
1700232688.6355181	7.99800	11792.200000000	6.78	11709.734532162	649.597500000	4.96	647.162992320	 10.000	 0.043
1700232690.3268991	7.99200	11788.400000000	6.73	11707.122912380	649.597500000	4.96	647.162992320	 10.000	 0.040
1700232691.5247040	7.98600	11790.300000000	6.78	11707.847819283	649.550000000	4.96	647.115670337	 10.000	 0.040
1700232693.2229340	7.97800	11790.300000000	6.78	11707.847819283	649.550000000	4.96	647.115670337	 10.000	 0.044
1700232694.4246261	7.97200	11790.300000000	6.78	11707.847819283	649.550000000	4.96	647.115670337	 10.000	 0.045
1700232696.1229680	7.96700	11788.400000000	6.73	11707.122912380	649.550000000	4.96	647.115670337	 10.000	 0.042
1700232697.3270121	7.95800	11789.400000000	6.77	11707.099800600	649.265000000	4.97	646.825854018	 10.000	 0.037
1700232699.0315590	7.95400	11788.400000000	6.71	11707.556471345	649.217500000	4.97	646.778532465	 10.000	 0.045
1700232700.2296031	7.94600	11790.300000000	6.78	11707.847819283	649.217500000	4.97	646.778532465	 10.000	 0.042
1700232701.9297230	7.94300	11790.300000000	6.78	11707.847819283	649.217500000	4.97	646.778532465	 10.000	 0.043
1700232703.1285281	7.93300	11788.400000000	6.72	11707.412080076	649.217500000	4.97	646.778532465	 10.000	 0.040
1700232704.8240099	7.92700	11788.400000000	6.73	11707.122912380	649.217500000	4.97	646.778532465	 10.000	 0.045
1700232706.0287960	7.91400	11788.400000000	6.73	11707.267560420	649.122500000	4.97	646.683889359	 10.000	 0.043
1700232708.2253020	7.90800	11787.500000000	6.71	11706.806895313	649.122500000	4.97	646.683889359	 10.000	 0.034
1700232709.4267440	7.90000	11783.700000000	6.71	11702.888703420	649.122500000	4.97	646.683889359	 10.000	 0.042
1700232711.1252151	7.89100	11781.800000000	6.71	11701.145915520	649.072500000	4.97	646.634077198	 10.000	 0.035
1700232712.3320019	7.88500	11773.200000000	6.75	11691.593557422	649.072500000	4.97	646.634077198	 10.000	 0.038
1700232714.0324700	7.88100	11773.200000000	6.72	11692.316506154	648.787500000	4.97	646.350147880	 10.000	 0.039
1700232715.2323041	7.86600	11773.200000000	6.71	11692.460711245	648.740000000	4.97	646.302826327	 10.000	 0.037
1700232716.9287889	7.86200	11773.200000000	6.71	11692.604788114	648.740000000	4.97	646.302826327	 10.000	 0.037
1700232718.1295969	7.85200	11773.200000000	6.71	11692.460711245	648.740000000	4.97	646.302826327	 10.000	 0.040
1700232719.8300600	7.84400	11773.200000000	6.73	11692.172172843	648.740000000	4.97	646.302826327	 10.000	 0.041
