------------------------------------------------------------------------------------------------------------------
time (s)	 T (K)	 R1 (Ohm)	 Theta1 (deg.)	 X1 (Ohm)	 R2 (Ohm)	 Theta2 (deg.)	 X2 (Ohm)	 Vgate (V) 	 Ileak (nA)
------------------------------------------------------------------------------------------------------------------

1700235521.4030049	8.01100	11197.100000000	6.77	11119.072812557	559.142500000	5.18	556.860709693	 12.000	 0.046
1700235522.6227551	8.00800	11197.100000000	6.77	11119.072812557	558.855000000	5.18	556.569098167	 12.000	 0.047
1700235524.8198950	8.00300	11197.100000000	6.77	11119.072812557	558.855000000	5.18	556.569098167	 12.000	 0.052
1700235526.0206950	8.00300	11197.100000000	6.77	11119.072812557	558.855000000	5.18	556.574382945	 12.000	 0.050
1700235527.7295001	7.99900	11197.100000000	6.77	11119.072812557	558.855000000	5.18	556.569098167	 12.000	 0.052
1700235528.9263120	7.99300	11197.100000000	6.77	11119.072812557	558.855000000	5.18	556.569098167	 12.000	 0.048
1700235530.6247871	7.99000	11197.100000000	6.77	11119.072812557	558.855000000	5.18	556.574382945	 12.000	 0.048
1700235531.8285761	7.98600	11197.100000000	6.77	11119.072812557	558.855000000	5.18	556.574382945	 12.000	 0.049
1700235533.5286930	7.98100	11197.100000000	6.77	11119.072812557	558.855000000	5.18	556.574382945	 12.000	 0.049
1700235534.7328391	7.97000	11197.100000000	6.77	11119.072812557	558.855000000	5.18	556.574382945	 12.000	 0.051
1700235536.9339781	7.96500	11197.100000000	6.77	11119.072812557	558.855000000	5.18	556.569098167	 12.000	 0.050
1700235538.1354151	7.95700	11197.100000000	6.77	11119.072812557	558.855000000	5.18	556.574382945	 12.000	 0.049
1700235539.8378780	7.95400	11197.100000000	6.77	11119.072812557	558.855000000	5.18	556.569098167	 12.000	 0.051
1700235541.0396719	7.94500	11197.100000000	6.77	11119.072812557	558.855000000	5.18	556.569098167	 12.000	 0.045
1700235542.7454741	7.93600	11197.100000000	6.77	11119.072812557	558.570000000	5.18	556.285263912	 12.000	 0.049
1700235543.9422891	7.93000	11197.100000000	6.77	11119.072812557	558.475000000	5.19	556.185365210	 12.000	 0.046
1700235545.6477540	7.92500	11197.100000000	6.77	11119.072812557	558.427500000	5.18	556.143346784	 12.000	 0.049
1700235546.8465540	7.91800	11197.100000000	6.77	11119.072812557	558.427500000	5.18	556.143346784	 12.000	 0.050
1700235548.5460169	7.91300	11197.100000000	6.77	11119.072812557	558.380000000	5.18	556.096041075	 12.000	 0.043
1700235549.7554491	7.89600	11183.800000000	6.78	11105.589208188	558.380000000	5.18	556.096041075	 12.000	 0.045
1700235551.9545851	7.89200	11185.700000000	6.77	11107.614148266	558.380000000	5.18	556.096041075	 12.000	 0.049
1700235553.1497569	7.88000	11181.900000000	6.78	11103.702495309	558.380000000	5.18	556.096041075	 12.000	 0.044
1700235554.8462460	7.87600	11181.900000000	6.78	11103.702495309	558.380000000	5.18	556.096041075	 12.000	 0.048
1700235556.0500281	7.86600	11180.900000000	6.78	11102.709488531	558.380000000	5.18	556.096041075	 12.000	 0.052
1700235557.7534850	7.86100	11180.000000000	6.78	11101.815782430	558.380000000	5.18	556.096041075	 12.000	 0.047
