------------------------------------------------------------------------------------------------------------------
time (s)	 T (K)	 R1 (Ohm)	 Theta1 (deg.)	 X1 (Ohm)	 R2 (Ohm)	 Theta2 (deg.)	 X2 (Ohm)	 Vgate (V) 	 Ileak (nA)
------------------------------------------------------------------------------------------------------------------

1700215455.3406439	8.00400	18012.200000000	6.31	17903.009160191	1548.105000000	-6.97	1536.657676466	 -2.000	 -0.013
1700215458.5833740	8.00300	18011.200000000	6.31	17902.015222240	1547.627500000	-6.97	1536.183707297	 -2.000	 -0.008
1700215459.7658510	7.99900	18011.200000000	6.31	17902.015222240	1548.010000000	-6.97	1536.583047779	 -2.000	 -0.012
1700215460.9530480	7.99500	18011.200000000	6.31	17902.015222240	1548.010000000	-6.96	1536.602699773	 -2.000	 -0.018
1700215462.6545169	7.99100	18011.200000000	6.31	17902.015222240	1548.010000000	-6.96	1536.602699773	 -2.000	 -0.011
1700215463.8543100	7.98500	18011.200000000	6.31	17902.015222240	1547.627500000	-6.96	1536.223018419	 -2.000	 -0.014
1700215465.5576150	7.98100	18011.200000000	6.31	17902.015222240	1547.532500000	-6.97	1536.089409766	 -2.000	 -0.013
1700215466.7532301	7.97600	18011.200000000	6.31	17902.015222240	1547.532500000	-6.97	1536.089409766	 -2.000	 -0.014
1700215468.4570341	7.96700	18011.200000000	6.31	17902.015222240	1547.437500000	-6.97	1536.014773805	 -2.000	 -0.012
1700215469.6608369	7.96400	18009.300000000	6.31	17900.126740133	1547.342500000	-6.97	1535.900814704	 -2.000	 -0.011
1700215471.3620780	7.96100	18009.300000000	6.31	17900.126740133	1547.247500000	-6.99	1535.747438655	 -2.000	 -0.008
1700215472.5650780	7.94800	18009.300000000	6.31	17900.126740133	1547.152500000	-6.99	1535.653144751	 -2.000	 -0.010
1700215474.7622409	7.94500	17996.000000000	6.32	17886.700076664	1547.057500000	-6.99	1535.558850848	 -2.000	 -0.011
1700215475.9680350	7.93300	17996.000000000	6.32	17886.700076664	1546.770000000	-7.00	1535.253767284	 -2.000	 -0.009
1700215477.6675019	7.93200	17996.000000000	6.32	17886.700076664	1546.770000000	-6.99	1535.273487718	 -2.000	 -0.013
1700215478.8692961	7.91900	17996.000000000	6.32	17886.700076664	1546.770000000	-7.00	1535.253767284	 -2.000	 -0.010
1700215480.5727451	7.91500	17996.000000000	6.32	17886.700076664	1546.580000000	-7.01	1535.025695373	 -2.000	 -0.015
1700215481.7761950	7.90600	17996.000000000	6.32	17886.700076664	1546.485000000	-7.00	1534.970889207	 -2.000	 -0.014
1700215483.4720140	7.89800	17996.000000000	6.32	17886.700076664	1546.390000000	-7.00	1534.876596514	 -2.000	 -0.011
1700215484.6684871	7.89100	17996.000000000	6.32	17886.700076664	1546.197500000	-7.01	1534.626289359	 -2.000	 -0.011
1700215486.3693099	7.88400	17996.000000000	6.32	17886.700076664	1546.197500000	-7.01	1534.626289359	 -2.000	 -0.014
1700215487.5777309	7.87300	17996.000000000	6.32	17886.700076664	1546.007500000	-7.03	1534.398138382	 -2.000	 -0.008
1700215489.2665839	7.87000	17996.000000000	6.32	17886.700076664	1546.007500000	-7.02	1534.417933231	 -2.000	 -0.008
