------------------------------------------------------------------------------------------------------------------
time (s)	 T (K)	 R1 (Ohm)	 Theta1 (deg.)	 X1 (Ohm)	 R2 (Ohm)	 Theta2 (deg.)	 X2 (Ohm)	 Vgate (V) 	 Ileak (nA)
------------------------------------------------------------------------------------------------------------------

1700238361.2938020	8.01100	10822.400000000	6.82	10745.911657326	497.440000000	5.34	495.281094831	 14.000	 0.059
1700238362.5225289	8.01000	10820.400000000	6.82	10743.925792516	497.105000000	5.36	494.932990232	 14.000	 0.060
1700238363.7117190	8.00900	10819.500000000	6.82	10743.032153352	497.105000000	5.36	494.932990232	 14.000	 0.055
1700238364.9181409	8.00700	10819.500000000	6.82	10743.032153352	497.105000000	5.36	494.932990232	 14.000	 0.053
1700238366.6139860	8.00200	10820.400000000	6.82	10743.925792516	497.105000000	5.36	494.932990232	 14.000	 0.062
1700238367.8154190	7.99800	10819.500000000	6.82	10743.032153352	497.105000000	5.36	494.932990232	 14.000	 0.063
1700238370.0165529	7.98800	10819.500000000	6.82	10743.032153352	496.867500000	5.36	494.696527945	 14.000	 0.061
1700238371.2207019	7.98500	10819.500000000	6.82	10743.032153352	496.725000000	5.36	494.549790599	 14.000	 0.058
1700238372.9221570	7.98400	10820.400000000	6.82	10743.925792516	497.057500000	5.36	494.885697775	 14.000	 0.058
1700238374.1176250	7.97600	10820.400000000	6.82	10743.925792516	496.725000000	5.36	494.549790599	 14.000	 0.061
1700238375.8134711	7.97100	10819.500000000	6.82	10743.032153352	496.677500000	5.36	494.502498606	 14.000	 0.059
1700238377.0168979	7.96100	10820.400000000	6.82	10743.925792516	496.677500000	5.36	494.502498606	 14.000	 0.061
1700238378.7127359	7.95600	10819.500000000	6.82	10743.032153352	496.677500000	5.36	494.502498606	 14.000	 0.061
1700238379.9161720	7.95000	10818.500000000	6.82	10742.039220947	496.677500000	5.36	494.502498606	 14.000	 0.063
1700238381.6156449	7.94500	10818.500000000	6.82	10742.039220947	496.677500000	5.36	494.502498606	 14.000	 0.055
1700238382.8114600	7.93800	10808.100000000	6.82	10731.578339092	496.677500000	5.36	494.502498606	 14.000	 0.062
1700238384.5132959	7.93000	10804.200000000	6.82	10727.705951205	496.677500000	5.36	494.502498606	 14.000	 0.056
1700238385.7150750	7.91800	10804.200000000	6.82	10727.705951205	496.677500000	5.36	494.502498606	 14.000	 0.056
1700238387.9168530	7.91500	10804.200000000	6.82	10727.705951205	496.677500000	5.36	494.502498606	 14.000	 0.063
1700238389.1166680	7.90700	10804.200000000	6.82	10727.705951205	496.677500000	5.36	494.502498606	 14.000	 0.062
1700238390.8151300	7.90100	10804.200000000	6.82	10727.705951205	496.677500000	5.36	494.502498606	 14.000	 0.054
1700238392.0179210	7.89200	10804.200000000	6.82	10727.705951205	496.677500000	5.36	494.502498606	 14.000	 0.061
1700238393.7167511	7.88300	10804.200000000	6.82	10727.705951205	496.630000000	5.36	494.455206614	 14.000	 0.059
1700238394.9171970	7.87100	10804.200000000	6.82	10727.705951205	496.580000000	5.36	494.405425569	 14.000	 0.059
1700238396.6170220	7.86700	10804.200000000	6.82	10727.705951205	496.630000000	5.36	494.455206614	 14.000	 0.055
