-----------------------------------------------------------------------------------
time (s) 	 Gate (V) 	 I (A) 	 RLkin (V/A) 	 pLkin (deg.) 	 XLkin (V)
1653841229.3084846	-103.0	2.2935e-10	1939.555	2.19	1938.1383512149544
1653841233.4105642	-102.0	6.523634e-10	1934.5200000000002	2.19	1933.1070287732773
1653841237.5086591	-101.0	-7.342987e-10	1929.4824999999998	2.19	1928.0732081575968
1653841241.6067455	-100.0	-1.152385e-09	1924.4475	2.19	1923.0418857159198
1653841245.7028365	-99.0	-1.11844e-10	1919.4125000000001	2.196	1918.0028718477863
1653841249.8537867	-98.0	1.314425e-09	1914.5300000000002	2.196	1913.123957585325
1653841253.9507062	-97.0	-1.098327e-09	1909.6474999999998	2.196	1908.245043322863
1653841258.0494382	-96.0	9.901714e-10	1904.7649999999999	2.196	1903.3661290604016
1653841262.1479075	-95.0	-1.204302e-09	1899.73	2.196	1898.334826794863
1653841266.2469635	-94.0	6.69544e-10	1894.845	2.202	1893.4458006242514
1653841270.3450644	-93.0	7.573022e-10	1889.8100000000002	2.202	1888.4145185900254
1653841274.4447925	-92.0	1.536872e-09	1884.9274999999998	2.202	1883.5356239461107
1653841278.5448723	-91.0	1.198856e-09	1879.8925	2.202	1878.5043419118847
1653841282.644302	-90.0	6.644351e-10	1875.01	2.208	1873.617892676923
1653841286.7414076	-89.0	-9.254397e-10	1870.1275	2.208	1868.739017705059
1653841290.8414903	-88.0	1.02739e-10	1865.2450000000001	2.208	1863.8601427331948
1653841295.044945	-87.0	1.140639e-09	1860.2075000000002	2.208	1858.826382841589
1653841299.1410348	-86.0	1.119049e-09	1855.4775000000002	2.214	1854.0923984203453
1653841303.237135	-85.0	-7.285297e-10	1850.4424999999999	2.214	1849.0611570142667
1653841307.3365912	-84.0	-6.188476e-10	1845.56	2.214	1844.1823017679556
1653841311.4452837	-83.0	1.256881e-10	1840.6775	2.214	1839.3034465216444
1653841315.54272	-82.0	-6.974628e-10	1835.795	2.22	1834.417154451682
1653841319.6394727	-81.0	9.550688e-10	1830.9125000000001	2.22	1829.5383189844267
1653841323.7548711	-80.0	1.179615e-09	1826.03	2.22	1824.659483517171
1653841328.038465	-79.0	1.439637e-09	1821.1450000000002	2.22	1819.7781499262767
1653841332.1375465	-78.0	1.043032e-09	1816.2624999999998	2.226	1814.8919368591214
1653841336.2356427	-77.0	-9.959787e-10	1811.3799999999999	2.226	1810.0131212244241
1653841340.3642921	-76.0	8.74066e-10	1806.4975	2.226	1805.1343055897266
1653841344.4613853	-75.0	-1.115304e-09	1801.7675	2.226	1800.407874877567
1653841348.5594728	-74.0	1.242242e-09	1796.885	2.226	1795.5290592428698
1653841352.6559396	-73.0	-7.509443e-10	1792.0025	2.232	1790.6429449149364
1653841356.7696157	-72.0	2.223101e-11	1787.2725	2.232	1785.916533467716
1653841361.0083277	-71.0	-1.008052e-09	1782.2350000000001	2.232	1780.88285531436
1653841365.1067703	-70.0	1.136106e-09	1777.505	2.232	1776.1564438671396
1653841369.2048607	-69.0	-5.037259e-10	1772.6225000000002	2.238	1771.2704089343358
1653841373.3029616	-68.0	-1.275047e-09	1767.8925000000002	2.238	1766.5440168038854
1653841377.4036806	-67.0	1.281176e-09	1763.0100000000002	2.238	1761.6652409948106
1653841381.5007713	-66.0	1.548942e-09	1758.1274999999998	2.238	1756.7864651857353
1653841385.5988593	-65.0	5.345687e-10	1753.3974999999998	2.238	1752.0600730552849
1653841389.6963081	-64.0	-4.180238e-10	1748.5149999999999	2.244	1747.174137354283
1653841393.7940426	-63.0	-7.661509e-11	1743.6325	2.244	1742.295381538272
1653841397.8905025	-62.0	-6.674668e-10	1738.8999999999999	2.244	1737.5665106935671
1653841401.9905808	-61.0	-1.207391e-09	1734.0175	2.244	1732.6877548775562
1653841406.133537	-60.0	6.584602e-10	1729.2875	2.25	1727.954282008129
1653841410.2302852	-59.0	8.154378e-10	1724.405	2.25	1723.0755462386837
1653841414.3277264	-58.0	-9.150973e-10	1719.675	2.25	1718.349192897265
1653841418.4254625	-57.0	1.636741e-09	1714.7925	2.25	1713.4704571278198
1653841422.5235517	-56.0	-1.177396e-09	1710.0625	2.25	1708.7441037864012
1653841426.6236405	-55.0	-1.090869e-09	1705.18	2.25	1703.865368016956
1653841430.721727	-54.0	-5.297661e-10	1700.45	2.256	1699.1320143358057
1653841434.817826	-53.0	-9.15262e-10	1695.565	2.256	1694.2508006041287
1653841439.0824783	-52.0	3.506463e-10	1690.835	2.256	1689.5244667349714
1653841443.1805577	-51.0	1.547253e-09	1686.105	2.256	1684.7981328658143
1653841447.277649	-50.0	2.642474e-10	1681.2225	2.256	1679.919417196436
1653841451.4026687	-49.0	-1.293551e-10	1676.4925	2.262	1675.1861632442092
1653841455.5011156	-48.0	1.888495e-10	1671.7625	2.262	1670.4598488991435
1653841459.5992002	-47.0	-5.933015e-10	1666.88	2.262	1665.581153383333
1653841463.6969566	-46.0	-1.070721e-09	1662.15	2.262	1660.8548390382673
1653841467.809987	-45.0	-1.526351e-10	1657.42	2.268	1656.121665174493
1653841472.032748	-44.0	-1.245342e-10	1652.69	2.268	1651.3953704053486
1653841476.1301863	-43.0	-8.537047e-10	1647.805	2.268	1646.5141970549741
1653841480.2279232	-42.0	1.141709e-09	1642.9225	2.268	1641.6355217462326
1653841484.3250208	-41.0	1.056876e-09	1638.1925	2.268	1636.9092269770883
1653841488.4244623	-40.0	9.26639e-10	1633.4625	2.268	1632.1829322079438
1653841492.522196	-39.0	1.281545e-09	1628.7325	2.274	1627.4498788012015
1653841496.6206317	-38.0	1.268116e-09	1624.0025	2.274	1622.7236036598078
1653841500.7273524	-37.0	1.587794e-09	1619.2725	2.274	1617.9973285184144
1653841505.1126795	-36.0	1.425173e-09	1614.39	2.28	1613.1119566588902
1653841509.211122	-35.0	-5.432813e-10	1609.66	2.28	1608.385701197077
1653841513.3092115	-34.0	1.179011e-10	1604.93	2.28	1603.6594457352637
1653841517.4388642	-33.0	1.231322e-09	1600.3525	2.28	1599.0855695457394
1653841521.5412974	-32.0	1.068989e-09	1595.4675	2.28	1594.2044367907802
1653841525.640029	-31.0	1.503248e-09	1590.7375000000002	2.286	1589.4715454953393
1653841529.7374706	-30.0	-6.862173e-11	1586.0075000000002	2.286	1584.7453097649357
1653841533.846178	-29.0	1.151145e-09	1581.43	2.286	1580.17145267066
1653841538.0261126	-28.0	1.757503e-11	1576.5475000000001	2.292	1575.28624438971
1653841542.122557	-27.0	-3.947443e-10	1571.8175	2.286	1570.5666025737246
1653841546.221662	-26.0	1.658456e-09	1567.0875	2.292	1565.8338124953796
1653841550.3562818	-25.0	-7.006354e-10	1562.51	2.292	1561.2599745465109
1653841554.4533768	-24.0	-6.972981e-10	1557.78	2.292	1556.533758599346
1653841558.5504653	-23.0	-8.256436e-10	1553.05	2.292	1551.8075426521807
1653841562.6475182	-22.0	-7.22679e-10	1548.32	2.292	1547.0813267050155
1653841566.765558	-21.0	-1.892644e-10	1543.5874999999999	2.298	1542.346139784965
1653841571.109989	-20.0	-1.153374e-09	1538.8574999999998	2.298	1537.619943672867
1653841575.2087133	-19.0	-8.096183e-10	1534.1274999999998	2.298	1532.8937475607693
1653841579.3048084	-18.0	1.687049e-09	1529.3975	2.304	1528.1611212227276
1653841583.402906	-17.0	1.607612e-09	1524.8200000000002	2.304	1523.587321715146
1653841587.5029821	-16.0	-8.408506e-10	1520.0900000000001	2.304	1518.8611454899437
1653841591.6024187	-15.0	-8.653235e-10	1515.3600000000001	2.304	1514.1349692647416
1653841595.6995087	-14.0	1.088766e-09	1510.7825	2.31	1509.5548012422607
1653841599.7972455	-13.0	1.047606e-09	1506.0525	2.31	1504.828644955783
1653841604.03232	-12.0	4.055678e-10	1501.3225	2.31	1500.1024886693049
1653841608.1284237	-11.0	-9.343384e-10	1496.5925	2.31	1495.3763323828268
1653841612.226511	-10.0	-6.458764e-10	1492.0149999999999	2.31	1490.8025521711243
1653841616.3541636	-9.0	3.929194e-10	1487.2825	2.31	1486.0738979162074
1653841620.4522493	-8.0	-1.284074e-10	1482.5525	2.31	1481.3477416297296
1653841624.5493429	-7.0	7.445717e-10	1477.975	2.316	1476.7677150044076
1653841628.6464355	-6.0	1.399176e-09	1473.245	2.316	1472.0415787084817
1653841632.782424	-5.0	1.127331e-09	1468.5149999999999	2.316	1467.315442412556
1653841637.0623791	-4.0	1.269514e-09	1463.9375	2.316	1462.74168154689
1653841641.1584642	-3.0	-3.027379e-10	1459.3600000000001	2.322	1458.1617369501816
1653841645.2563684	-2.0	1.673988e-09	1454.63	2.322	1453.4356206966359
1653841649.3893638	-1.0	1.5784e-09	1450.0525	2.322	1448.8618792271634
1653841653.4867947	0.0	4.841382e-10	1445.3225	2.322	1444.1357629736176
1653841657.583549	1.0	-5.181062e-10	1440.745	2.322	1439.562021504145
1653841661.6806364	2.0	1.4377e-09	1436.1674999999998	2.328	1434.982178840563
1653841665.7950318	3.0	-7.811458e-10	1431.4374999999998	2.328	1430.256082681225
1653841670.063676	4.0	-7.884814e-10	1426.8600000000001	2.328	1425.682360658103
1653841674.1617575	5.0	-9.66726e-10	1422.2825	2.328	1421.1086386349805
1653841678.2584999	6.0	1.372727e-09	1417.7024999999999	2.328	1416.5324186751986
1653841682.3978384	7.0	1.678108e-09	1412.9725	2.334	1411.8003043776494
1653841686.495566	8.0	-9.031895e-10	1408.395	2.334	1407.2266018510334
1653841690.5949972	9.0	1.132039e-10	1403.8175	2.334	1402.6528993244176
1653841694.691746	10.0	4.286813e-10	1399.24	2.334	1398.0791967978018
1653841698.8047945	11.0	1.56571e-09	1394.815	2.34	1393.65191167299
1653841703.1063414	12.0	-9.024063e-10	1390.2375	2.34	1389.078228693037
1653841707.205427	13.0	-1.953212e-10	1385.6599999999999	2.34	1384.5045457130839
1653841711.3028579	14.0	1.246991e-10	1380.9299999999998	2.34	1379.7784898976438
1653841715.4080582	15.0	-8.666827e-10	1376.505	2.34	1375.3571797531783
1653841719.5061357	16.0	-4.613278e-10	1371.9275	2.34	1370.7834967732251
1653841723.6040823	17.0	-3.530876e-10	1367.35	2.34	1366.2098137932721
1653841727.700825	18.0	7.975971e-10	1362.9250000000002	2.346	1361.7826688056825
1653841731.8148718	19.0	-5.298894e-10	1358.3475	2.346	1357.2090054225482
1653841736.0309982	20.0	9.120121e-10	1353.77	2.352	1352.6295315566215
1653841740.1287398	21.0	-4.575779e-10	1349.345	2.352	1348.2082593485375
1653841744.226826	22.0	1.652768e-09	1344.7675000000002	2.352	1343.6346156123782
1653841748.3249128	23.0	1.523191e-09	1340.3425	2.352	1339.213343404294
1653841752.4230042	24.0	1.652849e-09	1335.7649999999999	2.352	1334.6396996681344
1653841756.5210958	25.0	-2.653664e-10	1331.1875	2.352	1330.0660559319751
1653841760.618182	26.0	1.080195e-09	1326.76	2.358	1325.6365767388552
1653841764.7162714	27.0	9.757518e-10	1322.335	2.358	1321.215323571689
1653841768.8771927	28.0	-3.388723e-10	1317.7575	2.358	1316.64169953266
1653841772.9732883	29.0	1.797922e-09	1313.3325000000002	2.358	1312.220446365494
1653841777.0717156	30.0	-6.724519e-10	1308.9075	2.358	1307.7991931983274
1653841781.170816	31.0	1.159054e-09	1304.4824999999998	2.358	1303.3779400311612
1653841785.2675521	32.0	-7.99398e-10	1299.9050000000002	2.364	1298.7987082159489
1653841789.3649929	33.0	7.123112e-10	1295.6325	2.364	1294.5298443521642
1653841793.4640899	34.0	1.622774e-09	1291.2075	2.364	1290.1086102744005
1653841797.562816	35.0	-7.437334e-10	1286.7825	2.37	1285.681810931637
1653841801.6619039	36.0	1.029148e-09	1282.3575	2.37	1281.26059599176
1653841805.759991	37.0	1.539505e-09	1277.9325	2.37	1276.8393810518826
1653841809.8590748	38.0	-7.893037e-10	1273.5075000000002	2.37	1272.4181661120058
1653841814.0333164	39.0	1.433866e-09	1269.0825	2.37	1267.9969511721283
1653841818.1323898	40.0	5.205187e-10	1264.8100000000002	2.37	1263.7281057866765
1653841822.2301369	41.0	-5.518092e-10	1260.5375	2.376	1259.4537948329196
1653841826.3621345	42.0	-5.715871e-10	1256.1125000000002	2.376	1255.0325990794136
1653841830.4602253	43.0	-2.343404e-10	1251.6875	2.376	1250.6114033259068
1653841834.5573156	44.0	9.501641e-10	1247.41	2.376	1246.337580764184
1653841838.6688793	45.0	1.652232e-09	1242.9850000000001	2.376	1241.9163850106775
1653841842.7753017	46.0	1.515981e-09	1238.7125	2.376	1237.647558150371
1653841847.0296361	47.0	-3.022044e-11	1234.44	2.376	1233.3787312900645
1653841851.1280618	48.0	1.040105e-09	1230.1675	2.382	1229.1045570641284
1653841855.2271311	49.0	-3.630999e-10	1225.7425	2.382	1224.6833805454764
1653841859.358148	50.0	8.260254e-10	1221.6225	2.382	1220.566940487432
1653841863.4568775	51.0	-1.926017e-10	1217.1975	2.382	1216.14576396878
1653841867.553965	52.0	1.828243e-09	1212.925	2.388	1211.8716699758145
1653841871.650402	53.0	-5.34176e-11	1208.6525	2.388	1207.6028803062375
1653841875.7900956	54.0	1.757913e-09	1204.38	2.394	1203.3288289735506
1653841880.065652	55.0	1.64811e-09	1200.26	2.394	1199.212424869056
1653841884.1627426	56.0	4.15991e-10	1195.9875	2.394	1194.9436538650625
1653841888.2588353	57.0	-5.403961e-10	1191.715	2.394	1190.6748828610691
1653841892.3968165	58.0	1.656393e-09	1187.4424999999999	2.394	1186.4061118570758
1653841896.4952602	59.0	1.269678e-09	1183.1725	2.394	1182.139838671107
1653841900.5939896	60.0	-3.592675e-10	1179.0525	2.394	1178.0234345666127
1653841904.6910808	61.0	7.823929e-10	1174.9325	2.4	1173.9018845751268
1653841908.804128	62.0	8.90189e-11	1170.66	2.4	1169.6331322835297
1653841913.022251	63.0	1.99935e-09	1166.54	2.4	1165.5167462235222
1653841917.1213398	64.0	-6.682902e-10	1162.42	2.4	1161.400360163515
1653841921.2200649	65.0	-3.378832e-10	1158.1475	2.4	1157.1316078719176
1653841925.3165197	66.0	1.988433e-09	1154.0275	2.406	1153.0101548389455
1653841929.4175978	67.0	3.501933e-10	1149.9075	2.406	1148.8937868685666
1653841933.5163229	68.0	1.830715e-09	1145.94	2.406	1144.929784460198
1653841937.6154084	69.0	8.617605e-11	1141.6675	2.406	1140.6610509278087
1653841941.7138546	70.0	-3.412209e-10	1137.7	2.406	1136.6970485194402
1653841945.8744164	71.0	-6.374704e-10	1133.58	2.412	1132.5756909345216
1653841949.9719105	72.0	-5.46453e-10	1129.6125	2.412	1128.6117059896721
1653841954.0703962	73.0	1.48615e-09	1125.34	2.412	1124.3429912633028
1653841958.2133632	74.0	2.127871e-10	1121.3725	2.412	1120.379006318453
1653841962.3094573	75.0	-2.996471e-10	1117.405	2.412	1116.4150213736034
1653841966.406551	76.0	1.705505e-09	1113.4375	2.412	1112.4510364287537
1653841970.517605	77.0	-7.162092e-10	1109.3174999999999	2.412	1108.3346865931442
1653841974.622671	78.0	1.632126e-09	1105.3525	2.412	1104.373199433389
1653841978.7290912	79.0	1.19288e-09	1101.5375	2.412	1100.561579379299
1653841982.8269477	80.0	-2.670965e-10	1097.4175	2.418	1096.4403870796998
1653841986.9239178	81.0	1.956419e-09	1093.45	2.418	1092.476419641839
1653841991.1117637	82.0	-6.348744e-10	1089.4825	2.418	1088.512452203978
1653841995.2088568	83.0	1.637977e-09	1085.6675	2.418	1084.7008489839554
1653841999.306945	84.0	3.190037e-10	1081.7	2.418	1080.7368815460945
1653842003.430326	85.0	-5.092466e-10	1077.7325	2.424	1076.76814669813
1653842007.5333934	86.0	8.233469e-10	1073.9175	2.424	1072.9565603539738
1653842011.638108	87.0	-4.518506e-10	1069.95	2.424	1068.9926104665715
1653842015.7352018	88.0	1.456196e-09	1065.985	2.43	1065.0264312184206
1653842019.833288	89.0	1.653428e-09	1062.17	2.43	1061.2148617919295
1653842024.0322227	90.0	-3.722467e-10	1058.355	2.424	1057.4079856538608
1653842028.1282005	91.0	1.893012e-09	1054.54	2.424	1053.5963993097046
1653842032.2242963	92.0	6.598749e-11	1050.5725	2.43	1049.6277906454727
1653842036.3513076	93.0	9.612886e-10	1046.91	2.43	1045.9685840859645
1653842040.4493961	94.0	1.778487e-10	1043.095	2.43	1042.1570146594731
1653842044.547486	95.0	-4.114719e-10	1039.28	2.43	1038.3454452329818
1653842048.6465654	96.0	-4.941662e-10	1035.465	2.436	1034.5292726791245
1653842052.764956	97.0	6.750639e-10	1031.6525	2.436	1030.7202179529008
1653842057.1150165	98.0	8.344714e-10	1027.99	2.436	1027.0610276749221
1653842061.2131038	99.0	-6.850598e-10	1024.175	2.436	1023.2494752078944
1653842065.3091977	100.0	7.145351e-10	1020.5124999999999	2.436	1019.5902849299156
1653842069.4072838	101.0	1.467361e-09	1016.85	2.436	1015.931094651937
1653842073.5063696	102.0	1.986662e-09	1013.0350000000001	2.442	1012.1150276702759
1653842077.6034634	103.0	-1.60878e-11	1009.3725000000001	2.442	1008.4558537139542
1653842081.701549	104.0	5.951889e-11	1005.7125	2.442	1004.7991774872954
1653842085.799647	105.0	1.136023e-09	1002.0500000000001	2.442	1001.1400035309738
1653842090.1600287	106.0	1.38628e-09	998.3875	2.442	997.480829574652
1653842094.258472	107.0	1.862852e-09	994.725	2.442	993.8216556183303
1653842098.3575516	108.0	1.313641e-09	991.215	2.448	990.3104150359983
1653842102.4905481	109.0	1.95127e-09	987.4	2.448	986.4988966132923
1653842106.5872881	110.0	6.01644e-10	983.8924999999999	2.448	982.994597565418
1653842110.6843743	111.0	-5.46247e-10	980.3824999999999	2.448	979.4878007990491
1653842114.7818158	112.0	1.335519e-09	976.8725000000001	2.448	975.9810040326803
1653842118.895516	113.0	7.94424e-10	973.21	2.448	972.321846438143
1653842123.1066532	114.0	2.427816e-10	969.7	2.454	968.8107070277846
1653842127.2039266	115.0	1.016909e-09	966.1925	2.454	965.3064236876794
1653842131.3009412	116.0	1.545357e-09	962.6825	2.454	961.7996426402756
1653842135.4023829	117.0	1.337951e-09	959.02	2.454	958.1405014476497
1653842139.5001647	118.0	4.067211e-10	955.51	2.454	954.6337204002459
1653842143.5976074	119.0	3.236696e-11	952.1525	2.46	951.2750250057591
1653842147.6946933	120.0	-6.394068e-10	948.49	2.454	947.6201583054382
1653842151.802755	121.0	1.32699e-09	945.135	2.46	944.2639921218693
1653842156.0225189	122.0	-5.481017e-10	941.7775	2.46	940.9095862924913
1653842160.1196072	123.0	7.373192e-10	938.2675	2.46	937.4028210025086
1653842164.2196875	124.0	-5.814342e-10	935.2149999999999	2.46	934.3531340943398
1653842168.3177776	125.0	-5.629756e-10	932.4699999999999	2.46	931.610663803456
1653842172.4168606	126.0	1.047166e-10	929.7225000000001	2.466	928.8615118328994
1653842176.5139515	127.0	6.243457e-10	927.13	2.46	926.2755849862175
1653842180.6121283	128.0	9.965988e-10	924.535	2.466	923.6788158213117
1653842184.7094839	129.0	1.785353e-09	921.9399999999999	2.466	921.0862189731055
1653842188.8072152	130.0	-6.011295e-10	919.6525	2.466	918.8008373583574
1653842192.904306	131.0	-4.316614e-10	917.2099999999999	2.466	916.3605992844676
1653842197.0293198	132.0	1.715805e-09	914.9225	2.466	914.0752176697194
1653842201.127408	133.0	1.44705e-09	912.785	2.466	911.9396971444629
1653842205.2248456	134.0	-3.25278e-11	910.65	2.466	909.8066743040313
1653842209.3229396	135.0	-3.766143e-10	908.36	2.466	907.5187950044582
1653842213.4386232	136.0	1.654994e-09	906.2249999999999	2.466	905.3857721640264
1653842217.540065	137.0	-2.642536e-10	904.0875	2.466	903.2502516387699
1653842221.6457665	138.0	-3.673437e-10	902.105	2.472	901.2655179911824
1653842225.7511876	139.0	-2.107308e-10	899.9675	2.472	899.1300071086285
1653842229.850915	139.0	1.756595e-09	899.0525	2.472	898.2158585904828
1653842234.1218934	138.0	7.112385e-10	900.2725	2.472	899.434723281344
1653842238.2189872	137.0	9.132074e-10	901.6475	2.466	900.8125112497053
1653842242.3167243	136.0	-1.159472e-09	903.1725	2.466	902.3360989928707
1653842246.4556983	135.0	1.842787e-09	904.8499999999999	2.472	904.0079635456198
1653842250.5538356	134.0	9.201701e-10	906.6825	2.472	905.8387582554583
1653842254.6568587	133.0	-9.999337e-10	908.5124999999999	2.466	907.6711537787746
1653842258.754946	132.0	1.08753e-09	910.4975	2.466	909.6543155297147
1653842262.8600137	131.0	-8.606262e-10	912.4799999999999	2.466	911.6349795958298
1653842267.154919	130.0	-1.024491e-09	914.6175	2.466	913.7705001210863
1653842271.2526634	129.0	-5.834948e-10	916.6	2.466	915.7511641872015
1653842275.3487597	128.0	1.153987e-09	918.7375000000001	2.466	917.8866847124581
1653842279.473143	127.0	-5.628107e-10	920.8725	2.46	920.0238517092754
1653842283.5708625	126.0	1.035204e-09	923.01	2.46	922.1593818538162
1653842287.666954	125.0	-6.401079e-10	925.145	2.46	924.2924143022814
1653842291.7630486	124.0	-8.36976e-10	927.2825	2.46	926.4279444468222
1653842295.8790853	123.0	-1.127498e-09	929.5699999999999	2.46	928.7133363558919
1653842300.0958602	122.0	1.531595e-09	931.86	2.46	931.0012259610374
1653842304.1952288	121.0	1.257938e-09	933.995	2.46	933.1342584095026
1653842308.2943969	120.0	1.534108e-09	936.2850000000001	2.46	935.4221480146481
1653842312.3941085	119.0	-1.212376e-09	938.5725	2.46	937.707539923718
1653842316.492605	118.0	-8.026129e-10	940.8625	2.454	939.9996533370413
1653842320.5913415	117.0	1.268237e-09	943.15	2.46	942.2808214379331
1653842324.6874332	116.0	-6.01088e-10	945.44	2.46	944.5687110430787
1653842328.7835245	115.0	1.420558e-09	947.88	2.46	947.0064624127531
1653842333.143275	114.0	3.53242e-10	950.1700000000001	2.46	949.2943520178986
1653842337.242356	113.0	2.986915e-10	952.61	2.454	951.7363799337298
1653842341.3394437	112.0	-1.268372e-09	954.9000000000001	2.454	954.0242798193581
1653842345.4391742	111.0	-4.118845e-10	957.34	2.454	956.4620421429095
1653842349.573518	110.0	1.585666e-10	959.7825	2.454	958.9023021737596
1653842353.676238	109.0	5.8162e-10	962.225	2.454	961.3425622046097
1653842357.7743301	108.0	1.212576e-09	964.8175	2.454	963.932684673383
1653842361.8996923	107.0	1.310016e-09	967.2600000000001	2.454	966.3729447042333
1653842366.097163	106.0	1.480547e-09	969.7	2.454	968.8107070277846
1653842370.194609	105.0	-1.291734e-09	972.295	2.448	971.4076814691322
1653842374.2916942	104.0	-1.379665e-10	974.735	2.448	973.8454547198274
1653842378.4033897	103.0	1.513014e-09	977.33	2.448	976.4380865171856
1653842382.500834	102.0	5.54757e-10	979.925	2.448	979.0307183145437
1653842386.5995677	101.0	5.197773e-10	982.5175	2.448	981.6208523934075
1653842390.6966536	100.0	-4.442288e-10	985.1125	2.448	984.2134841907656
1653842394.8070624	99.0	-9.716267e-10	987.7049999999999	2.448	986.8036182696293
1653842398.9839385	98.0	-1.133473e-09	990.3000000000001	2.442	989.400674114788
1653842403.0816731	97.0	-1.285471e-09	992.895	2.442	991.9933175050008
1653842407.1787643	96.0	1.055064e-09	995.4875000000001	2.448	994.5790159432095
1653842411.3117573	95.0	7.954541e-10	998.2349999999999	2.442	997.3284680652077
1653842415.4138317	94.0	-3.63347e-10	1000.9825	2.442	1000.0734729648649
1653842419.5122783	93.0	-1.290209e-09	1003.88	2.442	1002.9683416443031
1653842423.6103728	92.0	1.326495e-09	1006.475	2.442	1005.5609850345161
1653842427.7084467	91.0	-4.126285e-11	1009.22	2.442	1008.3034922045101
1653842431.8071764	90.0	8.635188e-10	1011.9675	2.442	1011.048497104167
1653842435.9042678	89.0	-3.603295e-12	1014.715	2.436	1013.7980240052517
1653842440.021301	88.0	2.45796e-11	1017.6125	2.442	1016.6883706832623
1653842444.1193898	87.0	-2.540764e-10	1020.36	2.436	1019.4379227408667
1653842448.2184744	86.0	-1.014396e-09	1023.26	2.436	1022.3353020736008
1653842452.3165598	85.0	-1.285636e-09	1026.0049999999999	2.436	1025.0778214764816
1653842456.4156444	84.0	-1.27719e-09	1028.905	2.436	1027.9752008092157
1653842460.5130925	83.0	8.132528e-10	1031.9575	2.436	1031.0249423309988
1653842464.6121616	82.0	8.453899e-10	1034.7025	2.43	1033.772061471576
1653842468.709255	81.0	-9.583601e-10	1037.755	2.436	1036.817203255663
1653842472.8342767	80.0	-1.126221e-09	1040.655	2.43	1039.719208787746
1653842477.226225	79.0	3.066846e-10	1043.7050000000002	2.436	1042.761826369376
1653842481.3236732	78.0	-1.052056e-09	1046.605	2.43	1045.6638583519984
1653842485.4223979	77.0	-4.342573e-10	1049.6575	2.43	1048.713613443575
