-----------------------------------------------------------------------------------
time (s) 	 Gate (V) 	 I (A) 	 RLkin (V/A) 	 pLkin (deg.) 	 XLkin (V)
1653838401.4810836	-59.0	-2.186726e-09	1450.815	2.31	1449.6360322973628
1653838403.5794845	-60.0	-1.846963e-09	1456.1550000000002	2.322	1454.959368537367
1653838405.6963649	-61.0	-1.847831e-09	1461.9550000000002	2.304	1460.77314234996
1653838407.7964144	-62.0	-2.154465e-09	1467.295	2.322	1466.0902216165418
1653838409.9822297	-63.0	-2.210748e-09	1472.635	2.31	1471.4383008324473
1653838412.078637	-64.0	-4.720042e-10	1478.4325000000001	2.322	1477.2185767484373
1653838414.1760433	-65.0	-7.90136e-10	1484.2325	2.304	1483.032633017389
1653838416.281825	-66.0	-2.171151e-09	1489.4199999999998	2.304	1488.2159393954512
1653838418.3788745	-67.0	-1.93181e-10	1495.2175000000002	2.316	1493.9961304552533
1653838420.477281	-68.0	-1.385116e-09	1501.3225	2.304	1500.1088173067553
1653838422.5850115	-69.0	-2.171894e-09	1506.51	2.304	1505.2921236848179
1653838424.692053	-70.0	-1.88347e-09	1512.9175	2.304	1511.6944438038418
1653838426.7898068	-71.0	9.581374e-12	1518.7175	2.286	1517.5088610759585
1653838428.8895707	-72.0	-2.177497e-09	1524.8200000000002	2.304	1523.587321715146
1653838431.031502	-73.0	-1.35487e-09	1531.0774999999999	2.304	1529.8397630955265
1653838433.129052	-74.0	-5.094655e-11	1537.9424999999999	2.298	1536.705679520104
1653838435.2274666	-75.0	2.291462e-10	1544.2	2.28	1542.97752307228
1653838437.3587904	-76.0	-5.417208e-10	1550.9125000000001	2.286	1549.6782393720148
1653838439.4575436	-77.0	-2.343714e-09	1557.1699999999998	2.286	1555.9307594741288
1653838441.5872517	-78.0	-1.4716e-09	1564.035	2.28	1562.7968205532661
1653838443.69834	-79.0	-1.071556e-09	1571.2075	2.292	1569.9505164493585
1653838445.8679094	-80.0	-2.254299e-09	1577.9199999999998	2.28	1576.6708283941275
1653838447.9887912	-81.0	-2.316147e-09	1585.3975	2.274	1584.1490049635086
1653838450.0871575	-82.0	-2.150592e-09	1592.1125	2.274	1590.8587169242817
1653838452.189436	-83.0	-2.236004e-09	1599.435	2.286	1598.162123775505
1653838454.2873597	-84.0	-2.207947e-09	1606.9125000000001	2.268	1605.6537300682432
1653838456.394101	-85.0	-2.098014e-09	1613.78	2.274	1612.5091538431282
1653838458.4934978	-86.0	-1.425412e-09	1621.56	2.28	1620.2762804773256
1653838460.5909028	-87.0	-6.932317e-11	1629.19	2.262	1627.9205217415724
1653838462.6988475	-88.0	-2.29481e-10	1636.0575	2.274	1634.7691103890886
1653838464.7986112	-89.0	-9.43948e-10	1644.2975000000001	2.268	1643.00944464424
1653838467.0805678	-90.0	-1.31305e-09	1651.1625	2.262	1649.875900588709
1653838469.17863	-91.0	-8.531004e-11	1659.25	2.268	1657.9502316496587
1653838471.2773795	-92.0	-1.49282e-09	1667.185	2.256	1665.8927973891853
1653838473.4107437	-93.0	-1.125867e-10	1674.9675	2.256	1673.6692653250661
1653838475.5073147	-94.0	-2.484914e-09	1682.4425	2.25	1681.1453978054326
1653838477.6096113	-95.0	-1.688411e-09	1690.225	2.262	1688.9079627671722
1653838479.7159913	-96.0	-2.537739e-09	1698.4650000000001	2.244	1697.162518595175
1653838482.0416644	-97.0	-2.098262e-09	1705.7900000000002	2.25	1704.4748977290628
1653838484.1394262	-98.0	-1.282434e-09	1713.8775	2.262	1712.5420325444804
1653838486.236555	-99.0	-2.002675e-10	1722.27	2.244	1720.94926354144
1653838488.3369741	-100.0	-2.658224e-10	1729.7450000000001	2.238	1728.4256143099406
1653838490.4337401	-101.0	-2.341114e-09	1737.8325	2.25	1736.4926941228061
1653838492.5311685	-102.0	-6.338918e-10	1746.3775	2.244	1745.0382765131724
1653838494.6275887	-103.0	-1.715524e-09	1754.3125	2.226	1752.9886847199498
1653838496.7259898	-104.0	-9.432066e-10	1762.0949999999998	2.238	1760.7509389230634
1653838498.8253877	-105.0	-3.37063e-10	1770.64	2.238	1769.289421112218
1653838500.9240315	-106.0	-2.630618e-10	1779.0325	2.226	1777.690030851997
1653838503.0651016	-107.0	-3.9483e-10	1787.1200000000001	2.22	1785.7786871974758
1653838505.1613865	-108.0	-2.329619e-09	1795.0525	2.226	1793.6979420589307
1653838507.2588289	-109.0	-2.18854e-09	1803.75	2.232	1802.381532330628
1653838509.3578892	-110.0	-2.432299e-09	1812.2949999999998	2.22	1810.9347922436932
1653838511.4556484	-111.0	1.207858e-10	1820.3825000000002	2.214	1819.0235966037983
1653838513.5546973	-112.0	-1.041477e-09	1828.775	2.226	1827.3949948476834
1653838515.6521127	-113.0	-2.344782e-09	1837.7775	2.22	1836.398166497526
1653838517.7489016	-114.0	-4.977977e-10	1846.0175000000002	2.202	1844.6543560311684
1653838519.8573015	-115.0	-4.421316e-10	1854.4099999999999	2.22	1853.018183068776
1653838521.955353	-116.0	-1.423597e-09	1863.565	2.208	1862.1813900547038
1653838524.0550997	-117.0	-5.635585e-10	1871.805	2.196	1870.4303350838059
1653838526.1534297	-118.0	-1.998878e-09	1880.3500000000001	2.214	1878.9463312649686
1653838528.2508152	-119.0	-2.603789e-09	1889.6574999999998	2.208	1888.2545175925154
1653838530.3489056	-120.0	-6.958628e-10	1898.2024999999999	2.19	1896.816055034327
1653838532.4463117	-121.0	-1.501142e-09	1906.595	2.196	1905.1947850973304
1653838534.543715	-122.0	-2.227931e-09	1915.75	2.202	1914.3353638666538
1653838536.6410108	-123.0	1.93878e-11	1925.0575000000001	2.19	1923.6514401726076
1653838538.744041	-124.0	-2.324015e-09	1933.4499999999998	2.184	1932.045536790115
1653838540.8438067	-125.0	-5.959028e-10	1942.7575	2.196	1941.3307271385515
1653838542.941206	-126.0	-2.468061e-09	1952.0675	2.184	1950.6495129887187
1653838545.045957	-127.0	-1.933943e-09	1960.6125	2.178	1959.1961194304915
1653838547.142361	-128.0	1.963906e-10	1970.0725	2.19	1968.6335612673645
1653838549.2447476	-129.0	-2.596039e-09	1979.5325	2.172	1978.1103185546913
1653838551.343165	-130.0	-1.233855e-09	1988.3825	2.172	1986.953960333348
1653838553.4419262	-131.0	-5.222728e-10	1997.995	2.184	1996.5436511308624
1653838555.5413172	-132.0	-5.753892e-11	2007.9125000000001	2.166	2006.4778871883736
1653838557.6373842	-133.0	-2.416805e-09	2016.9175	2.16	2015.4844249345756
1653838559.7367864	-134.0	-2.83263e-09	2026.3775	2.172	2024.921663088158
1653838561.8518927	-135.0	-2.426405e-09	2036.2949999999998	2.154	2034.8561825997283
1653838563.9497297	-136.0	-7.596462e-10	2045.7549999999999	2.166	2044.293349488611
1653838566.0521216	-137.0	-1.17646e-09	2055.98	2.166	2054.511043933215
1653838568.1510932	-138.0	-2.654096e-09	2065.745	2.148	2064.293492990709
1653838570.2495005	-139.0	-2.320844e-09	2075.3575	2.154	2073.891081586762
1653838572.3487906	-140.0	-2.095045e-09	2085.885	2.16	2084.402921638916
1653838574.4467595	-140.0	4.761183e-11	2087.2599999999998	2.148	2085.793375358424
