----------------------------------------------------------------------------------------------------------------------
time (s)	T (K)	B (T)	R1 (Ohm)	Theta1 (deg.)	 X1 (Ohm)	 R2 (Ohm)	 Theta2 (deg.)	 X2 (Ohm)	 I_leak(nA)
1701353480.9189630	5.00000	0.033074	1081.547500000	7.94	1071.168560655	28.591300000	-61.68	13.563584766	0.014813110
1701353482.1237431	5.00700	0.038826	1081.700000000	7.94	1071.319597207	28.591300000	-61.68	13.563584766	0.021447170
1701353483.8843851	5.00100	0.047454	1081.852500000	7.94	1071.470633759	28.543600000	-61.83	13.475126736	0.016955760
1701353485.0981519	5.00400	0.054644	1082.005000000	7.94	1071.637324089	28.524500000	-61.96	13.408142394	0.020128590
1701353486.8152061	5.00900	0.061834	1082.157500000	7.94	1071.788362848	28.505500000	-62.00	13.383400184	0.021158700
1701353488.0259709	5.00500	0.069024	1082.157500000	7.94	1071.788362848	28.486400000	-62.30	13.242556846	0.021653180
1701353489.7862670	5.00600	0.077652	1082.310000000	7.94	1071.939401606	28.572200000	-62.48	13.202904094	0.015719660
1701353490.9993670	5.00300	0.083404	1082.615000000	7.94	1072.241479123	28.553200000	-62.59	13.143715890	0.011640320
1701353492.7194300	5.00200	0.092032	1082.767500000	7.94	1072.392517882	28.515000000	-62.74	13.062468552	0.015884450
1701353493.9252081	5.00300	0.097784	1083.072500000	7.94	1072.694595399	28.495900000	-62.79	13.029840109	0.022353670
1701353495.6320069	5.00400	0.106412	1083.380000000	7.94	1072.999148961	28.495900000	-62.80	13.024532114	0.019428110
1701353496.8397801	5.00500	0.112164	1083.532500000	7.94	1073.150187720	28.438700000	-63.03	12.897630351	0.014813100
1701353499.0987370	5.00300	0.123668	1083.837500000	7.94	1073.452265237	28.410100000	-63.13	12.842216874	0.019510480
1701353500.3104990	5.00200	0.129420	1083.990000000	7.93	1073.618974718	28.410100000	-63.14	12.836909000	0.017985920
1701353502.0249169	5.00400	0.138048	1084.447500000	7.93	1074.072097607	28.372000000	-63.29	12.753386956	0.016584900
1701353503.2326901	4.99400	0.145238	1084.600000000	7.93	1074.223138570	28.343300000	-63.40	12.690085499	0.021364730
1701353504.9367819	5.00100	0.153866	1084.905000000	7.93	1074.525220496	28.333800000	-63.46	12.661948562	0.018480370
1701353506.1894331	5.00200	0.159618	1085.210000000	7.93	1074.827302423	28.286100000	-63.65	12.555765132	0.012711650
1701353507.9238000	4.99600	0.168246	1085.515000000	7.93	1075.129384349	28.267100000	-63.74	12.504873421	0.021735570
1701353509.1349189	4.99800	0.173998	1085.667500000	7.93	1075.280425312	28.257500000	-63.76	12.495318643	0.019840140
1701353510.8413651	4.99300	0.182626	1086.125000000	7.93	1075.749237992	28.257500000	-63.79	12.482046482	0.019386900
1701353512.0900290	4.99900	0.189816	1086.277500000	7.93	1075.900281158	28.343300000	-64.18	12.343901728	0.018686370
1701353513.8194089	5.00300	0.197006	1086.582500000	7.93	1076.202367490	28.343300000	-64.23	12.322522732	0.015719610
1701353515.0401380	5.00300	0.204196	1086.887500000	7.93	1076.504453822	28.343300000	-64.27	12.306482809	0.017903520
1701353516.7994380	5.00000	0.212824	1087.345000000	7.93	1076.957583321	28.267100000	-64.53	12.155939736	0.018892430
1701353518.0132170	4.99500	0.218576	1087.345000000	7.93	1076.957583321	28.267100000	-64.56	12.142575915	0.015389990
1701353519.7296090	4.98900	0.227204	1087.805000000	7.93	1077.413188936	28.209800000	-64.81	12.008475623	0.015925660
1701353520.9410200	5.00500	0.232956	1087.957500000	7.93	1077.564232102	28.190800000	-64.89	11.962976505	0.017161800
1701353522.7023101	5.00100	0.241584	1088.415000000	7.92	1078.033072650	28.190800000	-64.89	11.962976505	0.010198100
1701353523.9210520	4.99700	0.248774	1088.567500000	7.92	1078.184118017	28.190800000	-64.89	11.962976505	0.024372710
1701353526.1354959	4.99600	0.258840	1089.025000000	7.92	1078.637254119	28.124000000	-65.16	11.814491026	0.019469280
1701353527.3392761	5.00000	0.264592	1089.330000000	7.92	1078.939344854	28.114500000	-65.22	11.783776096	0.013741800
1701353529.0995710	5.00800	0.274658	1089.635000000	7.91	1079.257152413	28.181200000	-65.29	11.782251185	0.013906610
1701353530.3149710	4.98900	0.280410	1089.940000000	7.91	1079.559247547	28.257500000	-65.44	11.744217567	0.022065240
1701353532.0307381	5.00100	0.289038	1090.092500000	7.91	1079.710295114	28.190800000	-65.69	11.606299895	0.016543720
1701353533.2395129	4.99200	0.294790	1090.397500000	7.91	1080.012390248	28.209800000	-65.71	11.606045292	0.014813120
1701353535.0037830	4.99700	0.303418	1090.702500000	7.91	1080.314485382	28.152600000	-65.94	11.477620273	0.022065240
1701353536.2155559	4.99700	0.309170	1091.007500000	7.91	1080.616580517	28.133500000	-66.04	11.424082289	0.019757730
1701353537.9319761	4.99100	0.317798	1091.312500000	7.91	1080.918675651	28.133500000	-66.04	11.424082289	0.015554890
1701353539.1413839	4.99900	0.323550	1091.617500000	7.91	1081.236504347	28.133500000	-66.04	11.424082289	0.017985900
1701353540.9060230	4.99100	0.333616	1091.922500000	7.91	1081.538603878	28.076300000	-66.30	11.285206362	0.017367860
1701353542.1184289	4.99700	0.339368	1092.077500000	7.91	1081.692129868	28.057200000	-66.38	11.242544199	0.016749790
1701353543.8312061	4.99500	0.347996	1092.382500000	7.91	1081.994229398	28.000000000	-66.66	11.093224874	0.018851230
1701353545.0439630	4.99100	0.353748	1092.687500000	7.91	1082.296328929	27.990500000	-66.71	11.065234465	0.016008060
1701353546.8039091	4.99300	0.362376	1092.840000000	7.91	1082.447378694	27.990500000	-66.71	11.065234465	0.023136550
1701353548.0166690	4.99500	0.368128	1093.145000000	7.91	1082.749478224	27.990500000	-66.71	11.065234465	0.018480380
1701353549.7384131	5.00300	0.376756	1093.602500000	7.90	1083.218377813	28.038200000	-67.09	10.913941355	0.015225150
1701353550.9518249	4.99400	0.383946	1093.602500000	7.90	1083.218377813	28.076300000	-67.19	10.882714210	0.018810020
1701353552.7053220	4.99500	0.392574	1094.060000000	7.90	1083.671533697	28.066800000	-67.28	10.838377890	0.023054130
1701353553.9212329	4.99600	0.398326	1094.365000000	7.90	1083.973637620	28.019100000	-67.49	10.727866733	0.015637220
1701353556.1423080	4.99900	0.409830	1094.670000000	7.90	1084.275741543	28.009600000	-67.54	10.702548442	0.014236260
1701353557.4005930	4.99700	0.415582	1094.822500000	7.90	1084.426793504	28.009600000	-67.55	10.697127028	0.017532670
1701353558.6446149	4.99800	0.421334	1095.127500000	7.90	1084.744657789	27.961900000	-67.79	10.570568266	0.016172850
1701353559.8530390	4.98700	0.428524	1095.280000000	7.90	1084.895711945	27.942800000	-67.86	10.530831270	0.020417040
1701353562.1120031	5.00800	0.440028	1095.585000000	7.90	1085.197820257	27.981000000	-67.92	10.518080865	0.013453380
1701353563.3227670	4.99200	0.445780	1095.890000000	7.90	1085.499928569	28.009600000	-67.95	10.515239984	0.024084270
1701353565.0391810	4.99700	0.454408	1096.042500000	7.89	1085.666744350	27.885600000	-68.17	10.371177348	0.016997030
1701353566.2509439	4.99300	0.460160	1096.195000000	7.90	1085.802036881	27.914200000	-68.22	10.357388336	0.015019230
1701353568.0135920	4.99900	0.468788	1096.502500000	7.90	1086.106621491	28.009600000	-68.34	10.338287630	0.016584930
1701353569.2253489	4.99600	0.474540	1096.655000000	7.90	1086.257675647	27.990500000	-68.62	10.205805709	0.021241140
1701353570.9467511	5.00000	0.483168	1097.112500000	7.90	1086.710838115	27.990500000	-68.66	10.186697374	0.021900360
1701353572.1525340	4.99600	0.488920	1097.265000000	7.89	1086.877671476	27.981000000	-68.70	10.164132680	0.017285410
1701353573.9134679	4.98800	0.498986	1097.570000000	7.89	1087.179784174	27.923700000	-68.99	10.012418776	0.016049230
1701353575.1285751	4.99700	0.504738	1097.722500000	7.89	1087.330840523	27.923700000	-69.01	10.004229116	0.018315560
1701353576.8459761	5.00500	0.513366	1098.027500000	7.88	1087.648731464	27.904700000	-69.07	9.970134571	0.023713440
1701353578.0524089	4.99700	0.519118	1098.180000000	7.88	1087.799790005	27.857000000	-69.32	9.835832432	0.017779900
1701353579.7578509	4.99700	0.527746	1098.485000000	7.88	1088.101907086	27.904700000	-69.38	9.825329472	0.022106410
1701353581.0065119	4.98700	0.533498	1098.790000000	7.88	1088.404024166	27.952300000	-69.42	9.825649396	0.015884420
1701353582.7412331	4.99800	0.542126	1098.942500000	7.89	1088.539291316	27.981000000	-69.59	9.758887021	0.015266380
1701353583.9546399	4.99400	0.549316	1099.095000000	7.89	1088.690347665	27.942800000	-69.79	9.652259999	0.020128600
1701353585.7172790	4.99400	0.560820	1099.400000000	7.88	1089.008258328	27.952300000	-69.86	9.622570247	0.016626140
1701353587.7196569	4.99600	0.568010	1099.705000000	7.88	1089.310375409	27.952300000	-69.86	9.622570247	0.018645200
1701353589.4499531	4.99300	0.576638	1100.010000000	7.88	1089.612492490	27.904700000	-70.17	9.466125830	0.022353630
1701353590.6577251	4.99300	0.582390	1100.162500000	7.88	1089.779348002	27.876000000	-70.34	9.379459391	0.016502530
1701353591.9137220	4.98800	0.588142	1100.162500000	7.88	1089.779348002	27.837900000	-70.52	9.284237605	0.015266400
1701353593.1211441	4.99200	0.593894	1100.315000000	7.88	1089.930408732	27.837900000	-70.52	9.284237605	0.015966850
1701353594.8395510	4.99400	0.602522	1100.620000000	7.88	1090.232530192	27.809300000	-70.72	9.184044153	0.018521590
1701353596.0533049	4.99500	0.608274	1100.775000000	7.88	1090.386067328	27.780700000	-70.87	9.103170026	0.020210980
1701353597.7667291	4.99600	0.618340	1101.080000000	7.88	1090.688188788	27.790200000	-70.87	9.106282983	0.020252200
1701353599.0133979	4.99100	0.624092	1101.232500000	7.88	1090.839249518	27.914200000	-70.97	9.099950584	0.013288560
1701353600.7471180	4.99100	0.632720	1101.537500000	7.87	1091.157175727	27.876000000	-71.30	8.938329409	0.020664270
1701353601.9465590	4.99700	0.638472	1101.537500000	7.87	1091.157175727	27.866500000	-71.32	8.924226124	0.016749780
1701353604.1536629	4.98600	0.649976	1101.995000000	7.88	1091.594553169	27.876000000	-71.39	8.896842901	0.019386900
1701353605.3544531	5.00900	0.655728	1102.147500000	7.87	1091.761427400	27.837900000	-71.68	8.751960800	0.017697450
1701353607.1168280	4.98500	0.664356	1102.452500000	7.87	1092.063553237	27.837900000	-71.71	8.738122798	0.018727580
1701353608.3338511	4.98900	0.670108	1102.452500000	7.87	1092.063553237	27.837900000	-71.71	8.738122798	0.021241130
1701353610.0482640	4.99200	0.678736	1102.757500000	7.87	1092.365679073	27.790200000	-71.99	8.593179386	0.015843240
1701353611.2600319	4.99500	0.685926	1102.910000000	7.87	1092.532554452	27.780700000	-72.04	8.565338495	0.014813090
1701353613.0169780	4.99900	0.694554	1103.215000000	7.87	1092.834684661	27.780700000	-72.05	8.559803386	0.014565910
1701353614.2277429	4.98800	0.700306	1103.367500000	7.87	1092.969930746	27.752100000	-72.25	8.462469723	0.019716530
1701353615.9521351	4.98800	0.708934	1103.520000000	7.87	1093.120993665	27.876000000	-72.45	8.405672171	0.019222100
1701353617.1571620	4.99500	0.714686	1103.672500000	7.87	1093.287879975	27.876000000	-72.49	8.386186865	0.018397990
1701353618.8607171	4.99500	0.723314	1103.825000000	7.87	1093.438945080	27.828400000	-72.77	8.243927849	0.018933620
1701353620.0715001	4.99700	0.729066	1103.977500000	7.87	1093.590010184	27.828400000	-72.80	8.227225976	0.020581850
1701353621.8307800	4.99200	0.737694	1104.282500000	7.87	1093.892140394	27.818800000	-72.86	8.196553754	0.019840150
1701353623.0445471	4.99400	0.743446	1104.435000000	7.86	1094.059027825	27.799800000	-73.03	8.113025740	0.014195040
1701353624.7615941	4.98800	0.752074	1104.587500000	7.86	1094.210095114	27.790200000	-73.18	8.043394638	0.013288540
1701353625.9683700	4.99800	0.759264	1104.740000000	7.86	1094.361162404	27.790200000	-73.18	8.043394638	0.016790950
1701353627.7310200	4.98500	0.767892	1104.892500000	7.86	1094.512229693	27.790200000	-73.23	8.018320469	0.021735600
1701353628.9477680	4.99000	0.773644	1105.200000000	7.86	1094.816840785	27.752100000	-73.48	7.890381405	0.017161830
1701353630.6681690	4.98700	0.782272	1105.352500000	7.85	1094.983731538	27.742500000	-73.55	7.857008527	0.017038180
1701353631.8745880	4.98600	0.788024	1105.505000000	7.86	1095.118975364	27.742500000	-73.58	7.840289527	0.019922570
1701353634.1335530	4.99800	0.799528	1105.657500000	7.86	1095.270042653	27.771100000	-73.89	7.705989720	0.019592910
1701353635.3413250	4.98700	0.805280	1105.810000000	7.86	1095.421109942	27.837900000	-73.98	7.682505510	0.015554770
1701353637.0590889	4.99900	0.813908	1106.115000000	7.86	1095.723244521	27.828400000	-74.11	7.621043989	0.021611960
1701353638.2685030	4.98000	0.821098	1106.267500000	7.86	1095.874311811	27.790200000	-74.32	7.509767393	0.014359860
1701353639.9742870	4.99100	0.828288	1106.420000000	7.85	1096.041217845	27.799800000	-74.34	7.503952600	0.011063430
1701353641.2295909	4.99300	0.835478	1106.572500000	7.85	1096.192287317	27.761600000	-74.59	7.378802373	0.020046190
1701353642.9710829	4.99200	0.844106	1106.725000000	7.85	1096.343356790	27.752100000	-74.69	7.325834420	0.019469280
1701353644.1730831	4.98900	0.849858	1106.877500000	7.85	1096.494426262	27.733000000	-74.80	7.273160870	0.018439130
1701353645.9353690	4.98900	0.858486	1107.182500000	7.85	1096.796565207	27.723500000	-75.07	7.144518029	0.023548620
1701353647.1441400	4.97800	0.864238	1107.182500000	7.85	1096.796565207	27.723500000	-75.08	7.138907596	0.012958860
1701353648.8621941	4.99300	0.872866	1107.335000000	7.85	1096.963474494	27.675800000	-75.41	6.972481587	0.023095350
1701353650.0719640	4.99000	0.880056	1107.487500000	7.85	1097.114546148	27.675800000	-75.43	6.964067084	0.012629270
1701353651.7757640	4.98900	0.887246	1107.640000000	7.85	1097.265617802	27.675800000	-75.43	6.964067084	0.019304490
1701353652.9841790	4.98500	0.894436	1107.792500000	7.85	1097.416689456	27.809300000	-75.50	6.961013014	0.022642070
1701353654.7398429	4.98700	0.903064	1108.097500000	7.85	1097.718832763	27.780700000	-75.86	6.784723462	0.014771930
1701353655.9436290	4.99200	0.908816	1108.250000000	7.85	1097.869904417	27.780700000	-75.88	6.779081124	0.014977940
1701353658.1756730	4.99400	0.920320	1108.402500000	7.85	1098.020976071	27.771100000	-76.00	6.720318337	0.020334620
1701353659.3834319	4.98300	0.926072	1108.555000000	7.85	1098.172047725	27.742500000	-76.22	6.606228557	0.014071440
1701353661.1417429	4.99800	0.934700	1108.707500000	7.84	1098.338966781	27.733000000	-76.24	6.598324906	0.019016080
1701353662.3561380	4.99200	0.940452	1108.860000000	7.84	1098.490040615	27.733000000	-76.27	6.584220022	0.017656290
1701353664.0675659	4.99100	0.949080	1108.860000000	7.84	1098.490040615	27.694900000	-76.58	6.425758089	0.019881370
1701353665.2703519	4.99200	0.954832	1109.012500000	7.84	1098.641114449	27.723500000	-76.61	6.418273102	0.012340780
1701353667.0346360	4.99000	0.964898	1109.317500000	7.84	1098.943262116	27.723500000	-76.61	6.418273102	0.020664240
1701353668.2447619	4.98800	0.970650	1109.472500000	7.84	1099.096812570	27.694900000	-76.85	6.298739518	0.015142760
1701353669.9741349	4.99200	0.979278	1109.625000000	7.84	1099.247886404	27.675800000	-76.97	6.237936745	0.020210980
1701353671.1879020	4.99400	0.985030	1109.777500000	7.84	1099.398960237	27.675800000	-76.97	6.237936745	0.010651350
1701353672.9458411	4.99200	0.993658	1109.930000000	7.84	1099.550034071	27.790200000	-77.30	6.110516312	0.019675300
1701353674.1615889	4.99000	0.999410	1109.930000000	7.84	1099.550034071	27.790200000	-77.35	6.084962948	0.015596030
1701353675.8763781	4.99300	1.008038	1110.082500000	7.84	1099.716962901	27.790200000	-77.41	6.059404178	0.018686390
1701353677.0881259	4.98200	1.013790	1110.235000000	7.84	1099.868038913	27.790200000	-77.41	6.059404178	0.015966870
1701353678.8510611	4.99200	1.023856	1110.540000000	7.84	1100.170190936	27.761600000	-77.68	5.925425673	0.021158740
1701353680.0651751	4.98700	1.029608	1110.540000000	7.84	1100.170190936	27.752100000	-77.72	5.903521842	0.021529570
1701353681.7795789	4.98400	1.038236	1110.692500000	7.84	1100.321266948	27.742500000	-77.77	5.878768067	0.015060370
1701353682.9873681	4.99000	1.043988	1110.997500000	7.84	1100.623418972	27.733000000	-77.95	5.791578921	0.016296460
1701353684.7463081	4.98200	1.052616	1111.150000000	7.84	1100.774494984	27.742500000	-78.09	5.725357447	0.013041300
1701353685.9480960	4.99300	1.058368	1111.150000000	7.84	1100.774494984	27.742500000	-78.10	5.719672026	0.019304500
1701353688.1655281	4.98700	1.069872	1111.302500000	7.84	1100.925570995	27.713900000	-78.40	5.571705757	0.015513640
1701353689.3699529	4.98900	1.075624	1111.455000000	7.84	1101.076647007	27.704400000	-78.46	5.544215712	0.011434250
1701353691.0753961	4.98600	1.084252	1111.607500000	7.83	1101.243587720	27.694900000	-78.61	5.471257261	0.016749820
1701353692.2804160	4.99400	1.090004	1111.607500000	7.83	1101.243587720	27.809300000	-78.88	5.365331469	0.020375820
1701353693.9849961	4.98600	1.098632	1111.760000000	7.83	1101.394665909	27.828400000	-78.91	5.351858843	0.018603940
1701353695.1927559	4.99600	1.104384	1111.912500000	7.83	1101.545744097	27.809300000	-79.07	5.271003150	0.015266400
1701353696.9610150	4.99300	1.114450	1112.065000000	7.83	1101.696822285	27.790200000	-79.25	5.184493299	0.021818010
1701353698.1674449	4.99000	1.120202	1112.065000000	7.83	1101.696822285	27.790200000	-79.33	5.147320318	0.018974810
1701353699.8872039	4.98800	1.128830	1112.370000000	7.83	1101.998978662	27.761600000	-79.61	5.004828157	0.018974860
1701353701.0939760	4.99200	1.134582	1112.522500000	7.82	1102.165922524	27.761600000	-79.63	4.999108936	0.013988980
1701353702.8562689	4.99000	1.143210	1112.522500000	7.82	1102.165922524	27.761600000	-79.61	5.004828157	0.018851210
1701353704.0700271	4.98800	1.148962	1112.675000000	7.82	1102.317002887	27.761600000	-79.61	5.004828157	0.024207890
1701353705.7884350	4.99300	1.157590	1112.827500000	7.82	1102.468083250	27.752100000	-79.68	4.971667851	0.020046190
1701353706.9962070	4.99000	1.164780	1112.980000000	7.82	1102.619163613	27.733000000	-79.97	4.831037875	0.011187080
1701353708.7594950	4.99200	1.173408	1112.980000000	7.82	1102.619163613	27.723500000	-79.99	4.817947329	0.020499420
1701353709.9738970	4.98500	1.179160	1113.132500000	7.82	1102.770243976	27.723500000	-80.13	4.752175921	0.014730690
1701353711.7573049	4.99100	1.187788	1113.285000000	7.82	1102.921324339	27.723500000	-80.36	4.640587687	0.014895550
1701353712.9622681	4.98500	1.193540	1113.437500000	7.82	1103.072404702	27.723500000	-80.36	4.640587687	0.015348800
1701353714.7564709	4.98800	1.203606	1113.590000000	7.83	1103.207604167	27.694900000	-80.68	4.484187690	0.015225160
1701353715.9692340	4.98800	1.209358	1113.745000000	7.82	1103.377042155	27.742500000	-80.75	4.457489009	0.012752880
1701353717.7582569	4.98500	1.217986	1113.745000000	7.82	1103.377042155	27.837900000	-80.78	4.458430149	0.019345680
1701353718.9612420	4.98200	1.223738	1113.897500000	7.82	1103.528122518	27.733000000	-80.82	4.424428594	0.015389990
1701353720.7574379	4.99200	1.232366	1114.050000000	7.82	1103.679202881	27.809300000	-81.14	4.284164841	0.016667340
1701353721.9728341	4.99300	1.239556	1114.202500000	7.82	1103.830283244	27.818800000	-81.15	4.279871468	0.019139630
1701353723.7584169	4.99000	1.248184	1114.355000000	7.82	1103.981363607	27.790200000	-81.49	4.111490680	0.020252210
1701353724.9731660	4.98400	1.253936	1114.355000000	7.82	1103.981363607	27.790200000	-81.52	4.099977692	0.018851220
1701353726.7603991	4.99100	1.262564	1114.507500000	7.82	1104.148325844	27.790200000	-81.52	4.099977692	0.015595960
1701353727.9651721	4.99100	1.269754	1114.507500000	7.82	1104.148325844	27.771100000	-81.82	3.953286359	0.020787860
1701353730.1918709	4.98400	1.279820	1114.660000000	7.82	1104.299408380	27.771100000	-81.89	3.918740456	0.020210990
1701353731.4059999	4.98400	1.285572	1114.812500000	7.82	1104.450490916	27.742500000	-82.13	3.799625989	0.014071440
1701353733.1639299	4.99000	1.295638	1114.965000000	7.82	1104.601573452	27.742500000	-82.22	3.753575704	0.019386910
1701353734.3766890	4.98800	1.301390	1115.117500000	7.82	1104.752655989	27.771100000	-82.26	3.740155914	0.019592920
1701353736.0931029	4.98400	1.310018	1115.270000000	7.82	1104.903738525	27.837900000	-82.52	3.624904192	0.014607090
1701353737.3062150	4.98900	1.315770	1115.270000000	7.81	1104.919619148	27.866500000	-82.61	3.585223966	0.017903500
1701353739.0675099	4.99800	1.324398	1115.422500000	7.81	1105.070703855	27.895100000	-82.67	3.559932692	0.015183930
1701353740.2792771	4.99400	1.330150	1115.422500000	7.81	1105.070703855	27.876000000	-82.97	3.412682133	0.020787860
1701353741.9996641	4.98300	1.338778	1115.575000000	7.81	1105.221788563	27.876000000	-82.98	3.406887639	0.013453360
1701353743.2031031	4.98800	1.345968	1115.727500000	7.81	1105.372873271	27.876000000	-83.03	3.380810569	0.020623010
1701353744.9085441	4.98600	1.354596	1115.727500000	7.81	1105.372873271	27.857000000	-83.32	3.239473213	0.021241150
1701353746.1153209	4.98800	1.360348	1115.880000000	7.81	1105.523957978	27.857000000	-83.36	3.219190640	0.017038250
1701353747.8197651	4.99900	1.368976	1116.032500000	7.81	1105.675042686	27.857000000	-83.42	3.193110507	0.016131720
1701353749.0684321	4.98600	1.374728	1116.032500000	7.81	1105.675042686	27.837900000	-83.71	3.051875189	0.015760790
1701353750.8127699	4.99500	1.383356	1116.185000000	7.81	1105.842008919	27.837900000	-83.73	3.040284495	0.019551700
1701353752.0198901	4.99700	1.389108	1116.337500000	7.81	1105.993095796	27.837900000	-83.73	3.040284495	0.019386870
1701353753.7808380	4.98700	1.397736	1116.337500000	7.81	1105.993095796	27.837900000	-83.76	3.025795377	0.016955800
1701353754.9935970	4.99000	1.404926	1116.490000000	7.81	1106.144182674	27.818800000	-84.04	2.887575100	0.013164930
1701353756.7732179	4.99300	1.413554	1116.490000000	7.81	1106.128296809	27.809300000	-84.10	2.857622906	0.021859200
1701353757.9839690	4.99300	1.419306	1116.642500000	7.81	1106.279381517	27.809300000	-84.11	2.851829309	0.013618150
1701353759.7173290	4.98900	1.427934	1116.795000000	7.81	1106.446356429	27.809300000	-84.26	2.779398874	0.021529550
1701353760.9257469	4.98700	1.433686	1116.795000000	7.81	1106.446356429	27.799800000	-84.46	2.685742392	0.021282340
1701353763.1272290	4.99900	1.445190	1116.947500000	7.81	1106.597443306	27.790200000	-84.47	2.679021736	0.015225170
1701353764.3788750	4.98300	1.450942	1117.100000000	7.81	1106.748530184	27.790200000	-84.73	2.551542081	0.022889310
1701353766.1088960	4.98700	1.459570	1117.252500000	7.81	1106.883720347	27.923700000	-84.86	2.499732705	0.014854320
1701353767.3236520	4.98900	1.465322	1117.252500000	7.81	1106.883720347	27.942800000	-85.10	2.384844348	0.017738690
1701353769.0813100	4.99200	1.475388	1117.405000000	7.81	1107.050703939	27.942800000	-85.24	2.320697376	0.012093580
1701353770.2837410	4.98900	1.481140	1117.405000000	7.81	1107.050703939	27.942800000	-85.24	2.320697376	0.021900400
1701353772.0124781	4.99400	1.489768	1117.557500000	7.81	1107.201790816	27.923700000	-85.58	2.152969298	0.014730770
1701353773.2272401	4.98700	1.495520	1117.710000000	7.81	1107.352877694	27.923700000	-85.61	2.138391712	0.019840150
1701353774.9841819	4.98800	1.504148	1117.710000000	7.81	1107.352877694	27.923700000	-85.61	2.138391712	0.015760860
1701353776.2019269	4.99100	1.509900	1117.862500000	7.81	1107.503964571	27.923700000	-85.91	1.992584261	0.015802030
1701353777.9196911	4.98900	1.518528	1118.015000000	7.81	1107.655051449	27.914200000	-85.97	1.959832164	0.016049320
1701353779.1304550	4.98400	1.525718	1118.015000000	7.81	1107.655051449	27.914200000	-85.97	1.959832164	0.017697500
1701353780.8907509	4.98900	1.534346	1118.170000000	7.81	1107.808615160	27.904700000	-86.19	1.854212862	0.020705460
1701353782.1031561	4.99000	1.540098	1118.170000000	7.81	1107.808615160	27.904700000	-86.32	1.792978412	0.016255300
1701353783.8179541	4.99000	1.548726	1118.322500000	7.80	1107.975601826	27.904700000	-86.35	1.778397492	0.012299590
1701353785.0283411	4.98000	1.554478	1118.322500000	7.80	1107.975601826	27.895100000	-86.60	1.652413200	0.021900410
